GEO_ID,B14007A_001E,B14007A_001M,B14007A_002E,B14007A_002M,B14007A_003E,B14007A_003M,B14007A_004E,B14007A_004M,B14007A_005E,B14007A_005M,B14007A_006E,B14007A_006M,B14007A_007E,B14007A_007M,B14007A_008E,B14007A_008M,B14007A_009E,B14007A_009M,B14007A_010E,B14007A_010M,B14007A_011E,B14007A_011M,B14007A_012E,B14007A_012M,B14007A_013E,B14007A_013M,B14007A_014E,B14007A_014M,B14007A_015E,B14007A_015M,B14007A_016E,B14007A_016M,B14007A_017E,B14007A_017M,B14007A_018E,B14007A_018M,B14007A_019E,B14007A_019M,NAME,B14007A_001MA,B14007A_001EA,B14007A_002EA,B14007A_002MA,B14007A_003EA,B14007A_003MA,B14007A_004EA,B14007A_004MA,B14007A_005EA,B14007A_005MA,B14007A_006MA,B14007A_006EA,B14007A_007MA,B14007A_007EA,B14007A_008EA,B14007A_008MA,B14007A_009EA,B14007A_009MA,B14007A_010EA,B14007A_010MA,B14007A_011MA,B14007A_011EA,B14007A_012MA,B14007A_012EA,B14007A_013EA,B14007A_013MA,B14007A_014EA,B14007A_014MA,B14007A_015EA,B14007A_015MA,B14007A_016MA,B14007A_016EA,B14007A_017MA,B14007A_017EA,B14007A_018MA,B14007A_018EA,B14007A_019EA,B14007A_019MA,state
0400000US01,3224654,6152,741569,9068,37471,3184,40405,3417,39400,2703,39706,3246,39606,2729,37475,3145,37343,3063,38226,2766,39334,3318,39300,2790,40448,2777,42883,2878,40467,3015,37095,2865,163804,6648,28606,3223,2483085,9477,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,464000,3291,110384,3420,6552,1127,6240,1176,4535,1049,5573,943,5092,1010,4801,870,5401,1043,5439,898,3934,1035,5605,942,5922,1053,5531,1133,4415,764,6533,1287,26073,2762,8738,1305,353616,3982,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5109678,22265,1243224,14585,56054,3606,60086,3829,61203,4347,69801,4485,68010,4241,66673,4081,60331,3836,66795,3939,67595,4037,62267,3824,63010,4295,65977,3734,64096,3902,67505,4655,290106,8328,53715,3379,3866454,19281,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2228202,7035,526494,8092,31741,3133,28320,2116,26527,2197,28800,2629,29327,2810,29399,2558,27143,2746,26992,2562,28941,2674,26983,2399,28753,2685,23814,2002,26161,2004,28421,2863,113127,4752,22045,2726,1701708,7464,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,23005624,62594,5931090,30789,333742,9232,294155,9907,269905,9354,273326,7660,295705,8000,296756,8401,289485,7432,290200,8782,283475,8713,290924,8644,291838,8316,302695,8910,303580,9986,344490,8870,1477867,16528,292947,8114,17074534,48784,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4450224,13156,1118292,11396,69474,4543,53317,2843,57490,3307,56908,3548,58916,3422,56190,2887,55046,3535,58648,3438,55783,3703,55490,3752,57288,3409,59760,3841,51474,3227,58034,3224,252035,7012,62439,3664,3331932,12940,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2674380,12407,638143,8439,38204,3272,27474,2550,27687,3036,26575,2494,30077,2607,30157,2408,30958,2414,32231,2398,29987,2505,28244,2526,36167,3031,35716,2447,32478,2623,38799,2941,153662,5247,39727,3363,2036237,10596,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,636528,4601,144079,4234,8317,1178,6568,1239,6250,1393,7221,1318,5641,1037,7153,1181,6473,1320,8421,1384,7896,1431,8054,1368,6097,1127,8172,1324,6108,1047,7994,1511,34731,3147,8983,1331,492449,4250,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,259755,3562,57350,2650,4325,1045,2112,697,1168,505,1587,502,921,379,1775,655,708,361,860,332,1903,671,1312,522,1353,600,1052,473,886,352,812,324,22637,2064,13939,1596,202405,3369,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14933375,26096,3199020,19830,184143,7536,152106,6495,151935,6617,153155,6451,163200,7366,157877,6936,153559,7055,150071,7556,155639,6199,160471,6765,162649,6714,160868,6056,166764,7135,173796,6211,789202,16867,163585,7652,11734355,25886,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
