GEO_ID,C25122_001E,C25122_001M,C25122_002E,C25122_002M,C25122_003E,C25122_003M,C25122_004E,C25122_004M,C25122_005E,C25122_005M,C25122_006E,C25122_006M,C25122_007E,C25122_007M,C25122_008E,C25122_008M,C25122_009E,C25122_009M,C25122_010E,C25122_010M,C25122_011E,C25122_011M,C25122_012E,C25122_012M,C25122_013E,C25122_013M,C25122_014E,C25122_014M,C25122_015E,C25122_015M,C25122_016E,C25122_016M,C25122_017E,C25122_017M,C25122_018E,C25122_018M,C25122_019E,C25122_019M,C25122_020E,C25122_020M,C25122_021E,C25122_021M,C25122_022E,C25122_022M,C25122_023E,C25122_023M,C25122_024E,C25122_024M,C25122_025E,C25122_025M,C25122_026E,C25122_026M,C25122_027E,C25122_027M,C25122_028E,C25122_028M,C25122_029E,C25122_029M,C25122_030E,C25122_030M,C25122_031E,C25122_031M,NAME,C25122_001EA,C25122_001MA,C25122_002EA,C25122_002MA,C25122_003MA,C25122_003EA,C25122_004MA,C25122_004EA,C25122_005MA,C25122_005EA,C25122_006MA,C25122_006EA,C25122_007MA,C25122_007EA,C25122_008MA,C25122_008EA,C25122_009EA,C25122_009MA,C25122_010MA,C25122_010EA,C25122_011EA,C25122_011MA,C25122_012EA,C25122_012MA,C25122_013EA,C25122_013MA,C25122_014EA,C25122_014MA,C25122_015EA,C25122_015MA,C25122_016EA,C25122_016MA,C25122_017EA,C25122_017MA,C25122_018MA,C25122_018EA,C25122_019MA,C25122_019EA,C25122_020MA,C25122_020EA,C25122_021MA,C25122_021EA,C25122_022MA,C25122_022EA,C25122_023EA,C25122_023MA,C25122_024EA,C25122_024MA,C25122_025MA,C25122_025EA,C25122_026EA,C25122_026MA,C25122_027MA,C25122_027EA,C25122_028MA,C25122_028EA,C25122_029MA,C25122_029EA,C25122_030MA,C25122_030EA,C25122_031MA,C25122_031EA,state
0400000US01,592795,11428,109680,5128,38492,3104,45523,3462,6756,1434,18909,2212,125191,6261,36324,3690,62405,4497,12067,2472,14395,1864,129883,5639,20382,2156,80065,4856,16125,2067,13311,1703,82370,5299,6652,1266,51763,3877,15862,2441,8093,1433,81022,4504,4611,1017,43921,3407,24052,2400,8438,1547,64649,4549,2532,1000,27774,3003,30106,3237,4237,1014,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,90263,3323,5864,1194,1238,383,1858,880,1876,774,892,340,10955,1510,2421,736,4584,1122,3014,808,936,426,14752,1701,960,362,5827,1056,6616,1298,1349,467,13193,1552,283,166,3621,966,8233,1376,1056,392,17431,2236,170,104,4358,1011,11970,1942,933,285,28068,2493,308,202,3597,985,22183,2181,1980,520,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,938180,12431,114827,6175,22595,2470,57120,4326,20946,2438,14166,1986,139646,6194,20770,2329,85128,4457,24882,2794,8866,1342,201865,6697,11824,1877,120429,5781,59346,3596,10266,1349,149994,5865,5582,1185,79187,4787,59919,3548,5306,1197,165144,6398,3108,782,63508,4606,93806,5586,4722,966,166704,7487,2887,844,34653,2735,123927,6920,5237,1388,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,398663,8123,67805,4187,26472,2814,29162,3053,4286,1347,7885,1512,77620,4346,23958,1913,42530,3746,3913,1092,7219,1479,101353,4789,14858,2111,64956,4076,12005,2033,9534,1547,58281,3917,5563,1212,40063,3300,8479,1580,4176,897,51628,3450,3081,782,31334,2640,12716,2015,4497,1263,41976,3602,1742,669,19564,2328,16618,2368,4052,1061,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5985534,26745,509410,11000,85075,4571,163643,7022,226911,7613,33781,3112,835824,13370,153621,5625,323025,8951,323403,9874,35775,3256,1072773,15840,42888,3156,405395,10999,589757,11105,34733,2806,845547,13677,15014,1770,217711,6976,589114,11728,23708,2031,1022900,18335,12755,1909,166186,6548,814051,16913,29908,3264,1699080,18611,9635,1557,103340,4465,1549567,18255,36538,3003,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,752117,9473,73794,4165,18456,2196,27446,2741,23009,2511,4883,1260,91614,4735,17652,2505,43939,3037,26484,2835,3539,820,149252,6295,9222,1626,73170,4496,61741,3801,5119,1022,126006,5843,3474,974,47592,3922,72259,4365,2681,659,142550,6215,1721,650,38297,3587,98957,4967,3575,873,168901,5824,1121,449,18651,2248,144649,5351,4480,1094,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,454668,8901,56637,3537,17570,2085,15486,1813,20896,2566,2685,1017,70383,4941,19645,2569,25909,2825,22137,2039,2692,718,81119,4717,5287,1207,34271,3331,37391,3129,4170,1131,72221,3998,2595,907,21985,2565,45184,3495,2457,788,77576,4754,803,421,19440,2438,54806,3821,2527,701,96732,4742,1434,641,12583,2083,79193,4144,3522,779,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,102914,4301,10947,1747,2850,842,3782,946,3620,1082,695,396,13376,2097,3414,983,5399,1295,3909,1250,654,396,21331,2207,1072,445,9614,1565,8032,1536,2613,965,16073,2066,349,291,5670,1198,9008,1594,1046,501,18458,2097,334,332,6175,1326,11064,1503,885,505,22729,2333,260,295,4505,1187,17060,1801,904,628,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,169232,4150,21751,2388,7136,1541,3501,780,9649,1902,1465,637,19476,1857,5804,1069,5778,1139,7063,1167,831,482,23205,2678,2359,673,8816,1515,11232,1805,798,457,18721,1733,1025,416,3670,858,13543,1700,483,329,24363,2514,297,242,3367,977,20011,2502,688,390,61716,3260,840,422,3068,996,56662,3058,1146,611,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2703113,22882,315793,9807,64170,4062,137939,6371,86354,5134,27330,3039,417742,10313,52489,4116,215855,7786,124592,6358,24806,2511,601208,13197,25844,2934,297856,8976,251114,9313,26394,2739,442636,11464,8124,1722,180109,7784,238268,7600,16135,1875,469972,13097,6846,1470,128592,6573,318712,10828,15822,1893,455762,12266,2846,940,63236,4273,378159,11032,11521,1527,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
