GEO_ID,B20003_001E,B20003_001M,B20003_002E,B20003_002M,B20003_003E,B20003_003M,B20003_004E,B20003_004M,B20003_005E,B20003_005M,B20003_006E,B20003_006M,B20003_007E,B20003_007M,NAME,B20003_001EA,B20003_001MA,B20003_002MA,B20003_002EA,B20003_003EA,B20003_003MA,B20003_004MA,B20003_004EA,B20003_005EA,B20003_005MA,B20003_006EA,B20003_006MA,B20003_007EA,B20003_007MA,state
0400000US01,89095764700,1290024603,56435953000,1043307668,49387699200,963573949,7048253800,429528386,32659811700,696401810,26172396300,623281804,6487415300,299313869,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,20420928800,573321620,13308225300,466608321,10050046100,383640071,3258179300,312028450,7112703500,344064408,5240012200,262036744,1872691300,233702158,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,136482851500,1619666837,84747078400,1395678646,72866828900,1349665865,11880249500,501215543,51735773200,870653653,40873486800,874648455,10862286300,391205163,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,53101039400,988924793,33076828300,819568124,28783595900,782289791,4293232300,271735261,20024211100,530826635,16095337400,504921517,3928873700,214369531,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,995537394700,4301742596,623062902500,3277085882,531930542600,3374788347,91132359900,1656142338,372474492100,2376290831,288576694500,2208203672,83897797600,972818757,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,148543856200,1508649276,94923620800,1341069526,81419732900,1262519388,13503887900,651797591,53620235400,883556250,41848780300,842448770,11771455100,422910077,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,114839636600,1340437146,72233079800,1240013307,63301739200,1175528022,8931340600,544507976,42606556800,734965887,33214675600,671128802,9391881200,332018797,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,22668154300,611075854,13068511700,464741954,11420399900,461377111,1648111800,196282553,9599642600,343722698,7811796900,297355029,1787845700,199596083,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,28012263800,880276682,15633674000,707981139,14054690400,710403521,1578983600,179532093,12378589800,498269133,10685574400,541999373,1693015400,141784825,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,406852470500,2994908276,247606657400,2573731934,211788780100,2563594571,35817877300,1159824764,159245813100,1470807800,126543460400,1389868678,32702352800,635816123,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,219749719100,2420664537,135282488600,1837137466,119481281900,1892036893,15801206700,616197731,84467230500,1301642090,69147643800,1213508843,15319586700,439411280,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,34414665600,575367111,21202734100,443639480,18396220600,450734773,2806513500,191478656,13211931500,351897171,10673871700,351785235,2538059800,161914935,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,30381992400,822178382,20295017300,771983594,17342026100,790493617,2952991200,242459802,10086975100,299568356,7535220400,294365095,2551754700,147495863,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,331173246600,2515471588,208419721600,2217591080,183561393300,2340874708,24858328300,733648621,122753525100,1351828435,97989338900,1250847544,24764186200,622119248,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,138351553900,1622485886,87664543900,1422446225,76610220000,1333725354,11054323900,664544979,50687010000,782054358,39931584000,802134189,10755426000,386785774,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,70414368600,900214679,44791690100,863743960,39394500900,813630127,5397189200,360377001,25622678500,476763195,20413322300,500275126,5209356200,215621076,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,66186619600,1003927094,42850314500,860276917,38275309600,841270365,4575004900,298996957,23336305100,406708566,18653753400,438165825,4682551600,221791606,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,83308737700,1126257784,51629683100,973274230,45132824600,946372170,6496858500,337592251,31679054600,515392167,25041985900,501847133,6637068700,288193357,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,94454851300,1355493775,61025909600,1114639094,52773330800,1118279155,8252578800,372997806,33428941800,623725485,26940002600,637976328,6488939100,266936036,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,27993535200,704472656,17099206800,612691847,14281518900,615299195,2817687900,250172074,10894328300,275185069,8271152300,282454327,2623176000,125939694,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,184448967800,1611589057,109184677600,1321950461,97069641100,1444818885,12115036500,672902945,75264290200,982150927,62467497300,979092934,12796793000,406667762,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,212906570100,1970713936,129681352400,1625031787,112849356500,1550916422,16831995800,698042222,83225217700,940629933,64262861800,940281761,18962355900,509341377,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,208431622100,1768998094,132069801600,1497624891,113443178800,1402276321,18626622800,610103414,76361820500,805794135,58392400600,758639753,17969419900,353683309,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,149562018100,1389445355,92069881300,1248003443,79095808200,1244395834,12974073100,418995500,57492136800,647259348,44323300100,630763514,13168836700,358350504,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
