GEO_ID,C08006_001E,C08006_001M,C08006_002E,C08006_002M,C08006_003E,C08006_003M,C08006_004E,C08006_004M,C08006_005E,C08006_005M,C08006_006E,C08006_006M,C08006_007E,C08006_007M,C08006_008E,C08006_008M,C08006_009E,C08006_009M,C08006_010E,C08006_010M,C08006_011E,C08006_011M,C08006_012E,C08006_012M,C08006_013E,C08006_013M,C08006_014E,C08006_014M,C08006_015E,C08006_015M,C08006_016E,C08006_016M,C08006_017E,C08006_017M,C08006_018E,C08006_018M,C08006_019E,C08006_019M,C08006_020E,C08006_020M,C08006_021E,C08006_021M,C08006_022E,C08006_022M,C08006_023E,C08006_023M,C08006_024E,C08006_024M,C08006_025E,C08006_025M,C08006_026E,C08006_026M,C08006_027E,C08006_027M,C08006_028E,C08006_028M,C08006_029E,C08006_029M,C08006_030E,C08006_030M,C08006_031E,C08006_031M,C08006_032E,C08006_032M,C08006_033E,C08006_033M,C08006_034E,C08006_034M,C08006_035E,C08006_035M,C08006_036E,C08006_036M,NAME,C08006_001EA,C08006_001MA,C08006_002EA,C08006_002MA,C08006_003EA,C08006_003MA,C08006_004EA,C08006_004MA,C08006_005EA,C08006_005MA,C08006_006EA,C08006_006MA,C08006_007EA,C08006_007MA,C08006_008MA,C08006_008EA,C08006_009MA,C08006_009EA,C08006_010MA,C08006_010EA,C08006_011MA,C08006_011EA,C08006_012EA,C08006_012MA,C08006_013MA,C08006_013EA,C08006_014MA,C08006_014EA,C08006_015EA,C08006_015MA,C08006_016EA,C08006_016MA,C08006_017EA,C08006_017MA,C08006_018EA,C08006_018MA,C08006_019MA,C08006_019EA,C08006_020EA,C08006_020MA,C08006_021EA,C08006_021MA,C08006_022EA,C08006_022MA,C08006_023EA,C08006_023MA,C08006_024MA,C08006_024EA,C08006_025MA,C08006_025EA,C08006_026EA,C08006_026MA,C08006_027EA,C08006_027MA,C08006_028EA,C08006_028MA,C08006_029EA,C08006_029MA,C08006_030MA,C08006_030EA,C08006_031EA,C08006_031MA,C08006_032EA,C08006_032MA,C08006_033EA,C08006_033MA,C08006_034EA,C08006_034MA,C08006_035MA,C08006_035EA,C08006_036MA,C08006_036EA,state
0400000US01,2011723,14261,1900724,15679,1719972,17414,180752,8814,139697,8298,25183,3381,15872,1975,6066,1497,1753,601,22130,2955,17293,2426,63757,4204,1059137,9654,997852,10096,899488,10864,98364,5984,75035,5420,13915,2945,9414,1575,3437,1294,1263,550,12553,2206,11193,1938,32839,3041,952586,11183,902872,11941,820484,12334,82388,5247,64662,4574,11268,1648,6458,1178,2629,819,490,238,9577,1656,6100,1373,30918,2728,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,363075,5057,292315,5620,246577,5808,45738,3719,36744,3418,5506,1245,3488,949,5608,1198,4051,1151,28801,2457,16205,1847,16095,2050,204888,3792,160831,3719,137499,4093,23332,2508,18238,2247,2774,876,2320,852,3773,990,2779,1032,17325,1742,12071,1701,8109,1330,158187,3178,131484,3654,109078,3504,22406,2107,18506,1927,2732,694,1168,387,1835,705,1272,497,11476,1416,4134,631,7986,1316,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2899727,18330,2542375,20219,2234511,19297,307864,9774,234459,8864,43735,3708,29670,3265,59686,5009,29767,3294,60638,4002,47580,3289,159681,5505,1554506,11351,1355567,12132,1191360,12516,164207,6287,123950,5827,23544,2958,16713,2385,33728,3809,21326,2517,32453,3635,32193,2779,79239,4175,1345221,13711,1186808,14988,1043151,13268,143657,6032,110509,5103,20191,2043,12957,2001,25958,3153,8441,1777,28185,2913,15387,1975,80442,4018,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1253288,11443,1170475,12112,1035546,12520,134929,6559,101040,5459,20192,2470,13697,2186,5791,1358,1678,700,22033,2396,14941,2337,38370,2875,664550,8018,618024,8825,545804,9474,72220,4374,52953,3675,9697,1486,9570,1814,2746,866,1120,517,12190,1881,10106,1927,20364,2126,588738,8723,552451,8848,489742,8547,62709,3826,48087,3287,10495,1572,4127,947,3045,981,558,422,9843,1435,4835,1103,18006,1880,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,17633846,45164,14801601,47945,13031320,44004,1770281,22978,1311899,18123,261232,8717,197150,7634,923600,17713,192289,7359,474323,12112,271994,8510,970039,14583,9632021,29138,8114894,31711,7160262,30601,954632,15944,700875,13606,140048,5794,113709,5237,468002,12451,140337,6255,255551,9601,177108,7533,476129,10541,8001825,32419,6686707,32325,5871058,30338,815649,14599,611024,11894,121184,5809,83441,4370,455598,10381,51952,3456,218772,7391,94886,4598,493910,9647,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2740368,17973,2326195,18730,2095695,15550,230500,9673,176306,7927,31894,3682,22300,2486,80917,5089,33714,2375,77861,4349,26777,2429,194904,7005,1487005,10887,1259623,12063,1133055,10221,126568,6568,95573,5117,17251,2372,13744,2180,43075,3763,22064,2043,44910,3416,17985,2159,99348,5231,1253363,12588,1066572,11902,962640,11467,103932,4853,80733,4417,14643,2153,8556,1205,37842,3431,11650,1450,32951,3327,8792,1368,95556,4454,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1773121,10609,1529902,14191,1391000,13837,138902,8841,113545,8096,14304,2363,11053,2354,87516,4837,4214,1070,52826,4259,13784,2078,84879,4806,915639,8463,789590,9946,715340,9868,74250,5533,60901,4713,7905,1859,5444,1496,47375,3498,3153,969,27927,2800,7432,1445,40162,2826,857482,8520,740312,9053,675660,9161,64652,4957,52644,4561,6399,1253,5609,1197,40141,3140,1061,502,24899,2780,6352,1565,44717,3118,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,441183,6008,393781,7054,359029,7204,34752,3224,29196,3014,3028,970,2528,765,12104,1902,1653,716,9655,1521,3112,1033,20878,2186,224604,4082,200695,4841,183804,5092,16891,1741,14028,1644,1404,563,1459,549,5587,1147,1337,701,5219,1308,1658,684,10108,1530,216579,4560,193086,4546,175225,4670,17861,2434,15168,2232,1624,636,1069,429,6517,1341,316,228,4436,990,1454,784,10770,1649,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,358150,4914,138789,5717,120333,5085,18456,2298,13701,2049,2465,967,2290,893,128135,5462,14718,1816,50165,4468,4814,1161,21529,2463,176591,3350,69257,3843,61267,3623,7990,1290,5875,1083,1172,582,943,466,60035,3743,9327,1443,25170,3061,2478,823,10324,1782,181559,3787,69532,3600,59066,3196,10466,1609,7826,1445,1293,554,1347,598,68100,3544,5391,1095,24995,2799,2336,861,11205,1768,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8880102,34688,7870575,36609,7075864,36592,794711,17495,615670,13698,112664,7496,66377,5642,195638,9094,62969,5791,126149,6790,131464,6399,493307,15108,4639812,22231,4085878,26666,3662643,26567,423235,11574,322719,8968,59549,4807,40967,4664,95382,6817,47758,4996,70687,5397,84949,5074,255158,10681,4240290,23073,3784697,23644,3413221,22762,371476,10958,292951,10215,53115,4631,25410,2253,100256,7409,15211,1791,55462,4730,46515,4169,238149,9121,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4555243,21695,4079763,20881,3626672,19600,453091,12985,342647,11408,62962,4625,47482,4161,104957,6737,9044,2008,69170,5980,60341,6278,231968,9335,2378018,14518,2125597,15060,1874722,16273,250875,9918,182633,8192,36467,3429,31775,3212,51027,4380,6694,1539,38154,4114,37653,4541,118893,6460,2177225,15928,1954166,16437,1751950,16395,202216,8445,160014,8001,26495,2809,15707,2312,53930,5062,2350,862,31016,3514,22688,2934,113075,5708,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,704914,7321,570531,6672,475067,7451,95464,5214,72380,4582,14529,2106,8555,1862,49270,3864,6458,1094,29047,2608,16992,1953,32616,3184,388614,4834,319125,5144,272832,5436,46293,2835,35124,2457,6626,1231,4543,1132,21088,2134,4880,942,16779,2169,10367,1547,16375,2299,316300,5127,251406,4906,202235,5240,49171,3418,37256,3008,7903,1315,4012,1062,28182,2530,1578,525,12268,1514,6625,1203,16241,1663,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,734911,8152,645370,8933,566332,9324,79038,5103,62481,5011,10722,2582,5835,1134,5905,1226,5996,1359,23518,2778,8885,1484,45237,4045,395724,5362,346063,6156,304467,6642,41596,3503,31972,3544,6373,1825,3251,728,4210,1067,3862,1154,13952,2250,6359,1377,21278,2824,339187,5857,299307,6532,261865,6536,37442,3027,30509,2670,4349,1301,2584,784,1695,703,2134,786,9566,1555,2526,782,23959,2580,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6094828,22953,4967687,25193,4485040,27164,482647,13251,378304,11247,63656,4333,40687,3665,566654,12552,40329,2599,185404,7998,66320,4728,268434,8524,3209988,13237,2618962,15185,2366545,17277,252417,9841,195355,7990,34656,3102,22406,3005,288950,9114,28951,2245,98226,5253,37702,3159,137197,6161,2884840,16294,2348725,16897,2118495,16534,230230,7765,182949,6415,29000,2873,18281,2064,277704,8235,11378,1180,87178,5578,28618,2989,131237,5610,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3063590,16142,2809492,17189,2545272,17562,264220,10374,211147,9049,29719,2940,23354,2466,33240,3130,14426,2076,69969,4347,27295,2760,109168,4985,1619061,10323,1483989,11014,1343533,11244,140456,6904,110253,5986,16607,2222,13596,1909,16660,2140,10247,1653,37932,3054,16845,2327,53388,3412,1444529,12690,1325503,13343,1201739,13082,123764,6587,100894,5756,13112,1680,9758,1467,16580,2436,4179,1151,32037,2670,10450,1572,55780,3199,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1574828,10754,1410780,11334,1274961,11457,135819,5647,103474,4875,18009,2380,14336,1975,21648,2568,9100,1398,54044,3415,15008,1947,64248,3432,830182,7033,740905,7755,667001,8558,73904,3964,56954,3435,9308,1635,7642,1584,11230,1989,7099,1325,29116,2598,9680,1409,32152,2508,744646,8211,669875,7839,607960,6525,61915,3478,46520,2964,8701,1335,6694,1138,10418,1492,2001,521,24928,2081,5328,1252,32096,2601,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1413917,10989,1293653,11855,1168154,12818,125499,5275,94777,4376,17892,2253,12830,1574,8983,1772,4306,1167,32791,2751,14756,1846,59428,3100,757430,8100,692763,8961,628315,9100,64448,3874,48357,2966,8953,1571,7138,1347,4081,1193,3480,1091,18886,2156,9306,1312,28914,2267,656487,7449,600890,7319,539839,7404,61051,3412,46420,3038,8939,1325,5692,977,4902,1114,826,455,13905,1625,5450,1315,30514,2147,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1898550,13609,1744081,15305,1559409,14460,184672,7472,148452,7459,22762,2376,13458,1998,21727,2376,3730,982,46953,3182,22320,2381,59739,4095,1000245,9962,918451,10385,814500,9628,103951,5731,83060,5605,11963,1767,8928,1631,11085,1649,2481,749,26807,2579,12846,1749,28575,2425,898305,8641,825630,9499,744909,8840,80721,4076,65392,3693,10799,1469,4530,1027,10642,1664,1249,581,20146,2103,9474,1901,31164,3097,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2014335,15678,1849208,16173,1667940,16472,181268,9554,132195,7456,31123,3939,17950,2620,29758,3245,11118,1749,41099,3957,26294,2767,56858,4390,1045970,10767,951345,11452,855423,11217,95922,6669,70605,5613,14878,2314,10439,2158,14898,2411,7864,1293,24334,3322,17860,2090,29669,2695,968365,10955,897863,10309,812517,11058,85346,5692,61590,4258,16245,2819,7511,1561,14860,2055,3254,943,16765,1902,8434,1681,27189,2974,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,636271,7794,562142,7699,506801,8045,55341,3938,43697,3612,6554,1207,5090,1162,4045,1122,2022,867,24332,2464,7242,1613,36488,3120,322784,5214,284474,5321,253741,5515,30733,2548,25183,2386,2927,699,2623,798,2079,950,1259,626,13495,1651,4711,965,16766,1813,313487,5725,277668,5643,253060,5513,24608,2447,18514,2180,3627,886,2467,719,1966,594,763,609,10837,1409,2531,962,19722,2054,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3001281,15500,2479929,18327,2214171,19068,265758,10251,205074,8889,36174,3122,24510,3141,271533,9922,9041,1484,77065,4640,31738,3314,131975,6166,1539277,9820,1280575,12370,1140480,13276,140095,6279,104076,5732,20605,2272,15414,2346,129427,6201,6392,1259,42827,3675,17489,2306,62567,4443,1462004,11884,1199354,11272,1073691,10808,125663,6536,100998,5555,15569,2085,9096,1570,142106,7258,2649,751,34238,2724,14249,2057,69408,3688,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
