GEO_ID,B22001_001E,B22001_001M,B22001_002E,B22001_002M,B22001_003E,B22001_003M,B22001_004E,B22001_004M,B22001_005E,B22001_005M,B22001_006E,B22001_006M,B22001_007E,B22001_007M,NAME,B22001_001MA,B22001_001EA,B22001_002MA,B22001_002EA,B22001_003MA,B22001_003EA,B22001_004EA,B22001_004MA,B22001_005EA,B22001_005MA,B22001_006EA,B22001_006MA,B22001_007MA,B22001_007EA,state
0400000US01,1846390,11341,285429,9058,77393,4092,208036,8532,1560961,12200,649213,8301,911748,12041,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,250185,2685,26915,2303,7676,1195,19239,2017,223270,3426,68474,1919,154796,3093,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2463008,12455,321127,7531,93926,3715,227201,7045,2141881,12742,898731,7187,1243150,11435,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1144663,8300,156749,6143,43454,2944,113295,5162,987914,8082,398239,5030,589675,7459,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12896357,19487,1257012,16532,314211,7820,942801,14527,11639345,23365,4536141,16446,7103204,23135,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2074735,7548,173729,6798,48133,3752,125596,6034,1901006,9112,657044,6711,1243962,9707,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1343703,6712,169838,5982,58243,3542,111595,5193,1173865,6689,471574,5906,702291,6963,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,352595,3920,45905,2912,14614,1679,31291,2686,306690,4582,132276,2654,174414,4004,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,281787,3030,43203,2879,12643,1366,30560,2570,238584,3971,65654,2144,172930,3782,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7463184,23147,1112925,15882,417947,9053,694978,13348,6350259,23055,2942935,14717,3407324,20804,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3656407,14418,535864,12119,151072,6138,384792,10757,3120543,18930,1102305,10253,2018238,17357,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,445936,4817,51246,3335,23973,2440,27273,2259,394690,5313,175603,3670,219087,4824,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,597421,4571,68443,3655,16516,2213,51927,3211,528978,5154,208982,4257,319996,5997,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4794523,12954,648931,12246,194822,6419,454109,10651,4145592,14315,1567754,10361,2577838,14961,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2515143,11611,290205,7478,68256,3779,221949,6563,2224938,13230,857007,7292,1367931,12919,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1247249,6782,140748,5025,30777,2145,109971,4523,1106501,8118,439230,4249,667271,8195,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1111582,6565,94062,4589,23129,2056,70933,4254,1017520,8010,379459,4297,638061,6944,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1716168,8844,283701,8100,78671,3833,205030,7399,1432467,9950,573663,5903,858804,8413,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1737908,9569,259119,8878,71135,4281,187984,7425,1478789,11033,571390,6465,907399,10730,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,545226,5325,86238,4758,32289,2172,53949,3738,458988,5993,205120,3283,253868,5331,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
