GEO_ID,B25011_001E,B25011_001M,B25011_002E,B25011_002M,B25011_003E,B25011_003M,B25011_004E,B25011_004M,B25011_005E,B25011_005M,B25011_006E,B25011_006M,B25011_007E,B25011_007M,B25011_008E,B25011_008M,B25011_009E,B25011_009M,B25011_010E,B25011_010M,B25011_011E,B25011_011M,B25011_012E,B25011_012M,B25011_013E,B25011_013M,B25011_014E,B25011_014M,B25011_015E,B25011_015M,B25011_016E,B25011_016M,B25011_017E,B25011_017M,B25011_018E,B25011_018M,B25011_019E,B25011_019M,B25011_020E,B25011_020M,B25011_021E,B25011_021M,B25011_022E,B25011_022M,B25011_023E,B25011_023M,B25011_024E,B25011_024M,B25011_025E,B25011_025M,B25011_026E,B25011_026M,B25011_027E,B25011_027M,B25011_028E,B25011_028M,B25011_029E,B25011_029M,B25011_030E,B25011_030M,B25011_031E,B25011_031M,B25011_032E,B25011_032M,B25011_033E,B25011_033M,B25011_034E,B25011_034M,B25011_035E,B25011_035M,B25011_036E,B25011_036M,B25011_037E,B25011_037M,B25011_038E,B25011_038M,B25011_039E,B25011_039M,B25011_040E,B25011_040M,B25011_041E,B25011_041M,B25011_042E,B25011_042M,B25011_043E,B25011_043M,B25011_044E,B25011_044M,B25011_045E,B25011_045M,B25011_046E,B25011_046M,B25011_047E,B25011_047M,B25011_048E,B25011_048M,B25011_049E,B25011_049M,NAME,B25011_001EA,B25011_001MA,B25011_002EA,B25011_002MA,B25011_003MA,B25011_003EA,B25011_004EA,B25011_004MA,B25011_005EA,B25011_005MA,B25011_006EA,B25011_006MA,B25011_007MA,B25011_007EA,B25011_008MA,B25011_008EA,B25011_009EA,B25011_009MA,B25011_010EA,B25011_010MA,B25011_011EA,B25011_011MA,B25011_012EA,B25011_012MA,B25011_013MA,B25011_013EA,B25011_014MA,B25011_014EA,B25011_015EA,B25011_015MA,B25011_016EA,B25011_016MA,B25011_017EA,B25011_017MA,B25011_018MA,B25011_018EA,B25011_019MA,B25011_019EA,B25011_020EA,B25011_020MA,B25011_021EA,B25011_021MA,B25011_022EA,B25011_022MA,B25011_023MA,B25011_023EA,B25011_024MA,B25011_024EA,B25011_025MA,B25011_025EA,B25011_026EA,B25011_026MA,B25011_027EA,B25011_027MA,B25011_028MA,B25011_028EA,B25011_029MA,B25011_029EA,B25011_030MA,B25011_030EA,B25011_031MA,B25011_031EA,B25011_032MA,B25011_032EA,B25011_033EA,B25011_033MA,B25011_034EA,B25011_034MA,B25011_035EA,B25011_035MA,B25011_036MA,B25011_036EA,B25011_037MA,B25011_037EA,B25011_038EA,B25011_038MA,B25011_039EA,B25011_039MA,B25011_040MA,B25011_040EA,B25011_041EA,B25011_041MA,B25011_042MA,B25011_042EA,B25011_043EA,B25011_043MA,B25011_044EA,B25011_044MA,B25011_045EA,B25011_045MA,B25011_046EA,B25011_046MA,B25011_047MA,B25011_047EA,B25011_048EA,B25011_048MA,B25011_049EA,B25011_049MA,state
0400000US01,1846390,11341,1253595,13117,901203,12080,727238,10546,74679,3962,457901,8379,194658,3693,173965,6051,45878,3389,6526,1341,28490,2529,10862,1474,128087,4775,13615,1945,77206,3784,37266,2282,352392,7367,322537,6871,19527,2178,148155,4901,154855,4606,29855,2907,6850,1619,18040,2274,4965,986,592795,11428,312337,8331,136436,5692,49523,3724,74348,4620,12565,1441,175901,6324,32361,3274,15019,2388,15713,2036,1629,539,143540,5303,61982,3701,71983,4101,9575,1222,280458,9644,230135,8523,58857,4557,114039,5229,57239,3768,50323,4077,32491,3051,16112,2617,1720,626,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,250185,2685,159922,3409,113311,2933,91606,2651,11996,1292,62216,2315,17394,1341,21705,1889,8289,1234,1663,630,5454,1145,1172,388,13416,1479,1236,555,9409,1286,2771,718,46611,2726,36811,2668,3783,955,22064,2318,10964,1496,9800,1435,2191,855,6013,1129,1596,537,90263,3323,50489,3068,28742,2014,14722,1624,12765,1575,1255,415,21747,2247,6820,1195,2853,841,3851,820,116,99,14927,1975,6766,1241,7526,1523,635,255,39774,2718,29952,2669,9439,1614,15329,1964,5184,894,9822,1584,6614,1280,3133,873,75,73,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2463008,12455,1524828,12566,1084328,11529,884283,10228,78999,3924,511274,8262,294010,5467,200045,7219,66932,4314,14178,2019,43067,3096,9687,1217,133113,4926,15883,2052,80266,4435,36964,2158,440500,9656,362231,8408,20670,1980,163199,6491,178362,5415,78269,4723,15455,1927,42665,3484,20149,1874,938180,12431,514086,11231,269259,9361,87561,4536,152934,6633,28764,2276,244827,7137,70296,4519,31351,3001,35296,3346,3649,1032,174531,5477,68605,4096,96512,4411,9414,1349,424094,8626,317107,9111,84397,5190,153527,6192,79183,3944,106987,4668,67316,4575,35307,3404,4364,1041,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1144663,8300,746000,10027,543278,9818,451604,8771,52803,3250,277541,7450,121260,3729,91674,4885,26860,2842,4353,1227,17397,2261,5110,884,64814,4183,6535,1366,38462,3319,19817,1848,202722,7061,179368,6460,11343,1965,75192,4320,92833,4096,23354,2306,5568,1110,12636,1533,5150,1104,398663,8123,218216,6464,109693,5054,41968,3551,56887,3682,10838,1636,108523,4559,23264,2456,10784,1941,11652,1638,828,386,85259,4438,36405,2843,43373,3382,5481,1042,180447,6459,145540,5837,36659,3334,68880,4311,40001,2623,34907,3248,24779,2656,9161,1604,967,424,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12896357,19487,6910823,27840,5229253,25796,4236704,22251,311929,8578,2853070,19754,1071705,10431,992549,14679,323186,8404,55051,2983,204241,6517,63894,3972,669363,11524,55818,3406,406379,9791,207166,5723,1681570,19182,1380937,17303,72036,4142,602210,11433,706691,11986,300633,7072,51406,3227,168937,6091,80290,3780,5985534,26745,3606653,27072,2105589,20588,570416,11128,1332287,16596,202886,7102,1501064,19362,453375,13164,171463,7436,257505,9836,24407,2581,1047689,15752,304094,8156,666203,12784,77392,4004,2378881,20886,1718829,20581,406049,9588,848945,16252,463835,9859,660052,11415,411176,8828,207981,6797,40895,2972,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2074735,7548,1322618,9565,970573,9190,823987,8216,91227,3427,542942,6413,189818,4002,146586,5977,50534,3346,8584,1541,34279,2615,7671,1121,96052,4625,11798,1798,63015,3370,21239,2144,352045,8421,289481,7786,23161,2542,147338,5454,118982,4529,62564,4197,17601,2104,34217,3010,10746,1460,752117,9473,361288,7917,214053,6726,81129,5046,116917,4813,16007,1519,147235,5852,42490,3792,17862,2396,22231,2647,2397,731,104745,4790,41747,3243,58012,4080,4986,1080,390829,8445,275276,6759,81746,4121,129553,6003,63977,3520,115553,5642,88687,4907,24119,2590,2747,1084,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1343703,6712,889035,8413,652459,8827,544669,8265,38348,2882,374755,7156,131566,3330,107790,5267,31800,3000,3489,781,23315,2649,4996,1006,75990,4412,5242,1238,50534,3447,20214,1772,236576,6349,197608,6679,11815,1813,91538,5032,94255,4439,38968,3022,8337,1433,22805,2169,7826,1018,454668,8901,223729,5689,102920,4810,29651,2481,62130,4520,11139,1357,120809,5261,26206,2978,8748,1824,15751,2310,1707,559,94603,4170,30803,2526,56952,3607,6848,1543,230939,6896,184793,6881,36536,3143,89709,5351,58548,3167,46146,3936,29310,2725,14184,2159,2652,695,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,352595,3920,249681,4261,179877,4060,144533,3636,12662,1521,88726,2934,43145,1842,35344,2864,10127,1596,798,392,8004,1518,1325,456,25217,2321,2748,845,15739,2135,6730,1023,69804,3574,59425,3303,3742,954,28067,2815,27616,2060,10379,1514,2611,847,5933,1239,1835,467,102914,4301,55508,3056,25883,2638,9506,1672,13828,1952,2549,699,29625,2457,6056,1498,1339,589,4210,1271,507,363,23569,2397,8461,1656,13474,1789,1634,623,47406,3248,34399,3038,7763,1433,15656,2113,10980,1660,13007,1651,7826,1349,4539,1231,642,405,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,281787,3030,112555,3556,63689,3157,46054,2718,6224,1063,29277,2091,10553,1035,17635,1669,3935,847,268,283,2380,678,1287,428,13700,1529,945,431,7959,1400,4796,685,48866,2645,40485,2575,5056,1165,22341,1922,13088,1545,8381,1154,2686,672,4714,888,981,358,169232,4150,61489,3272,25803,2472,8420,1201,15070,1843,2313,848,35686,2871,6899,1659,1869,773,4554,1280,476,280,28787,2405,9525,1508,17254,1786,2008,559,107743,4088,77862,4300,24402,2224,37699,3155,15761,1763,29881,2559,23539,2081,5838,1348,504,323,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7463184,23147,4760071,23483,3297691,22840,2664515,22838,177767,7439,1534934,17957,951814,10453,633176,12329,178857,6818,25696,3646,115977,5567,37184,2759,454319,10844,38739,3455,283038,7547,132542,6010,1462380,17756,1238090,15591,52452,4039,494943,10262,690695,11325,224290,7289,33317,2916,127329,5517,63644,3370,2703113,22882,1508920,18808,780261,14582,208832,9464,468478,11702,102951,5690,728659,13339,180804,7075,67348,4315,101240,6046,12216,1711,547855,12894,178567,7811,333533,9206,35755,3054,1194193,17757,915591,16178,221576,8486,446257,10985,247758,8411,278602,7820,158644,6504,103067,5710,16891,2387,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
