GEO_ID,C16001_001E,C16001_001M,C16001_002E,C16001_002M,C16001_003E,C16001_003M,C16001_004E,C16001_004M,C16001_005E,C16001_005M,C16001_006E,C16001_006M,C16001_007E,C16001_007M,C16001_008E,C16001_008M,C16001_009E,C16001_009M,C16001_010E,C16001_010M,C16001_011E,C16001_011M,C16001_012E,C16001_012M,C16001_013E,C16001_013M,NAME,C16001_001EA,C16001_001MA,C16001_002EA,C16001_002MA,C16001_003MA,C16001_003EA,C16001_004MA,C16001_004EA,C16001_005MA,C16001_005EA,C16001_006EA,C16001_006MA,C16001_007EA,C16001_007MA,C16001_008MA,C16001_008EA,C16001_009MA,C16001_009EA,C16001_010MA,C16001_010EA,C16001_011EA,C16001_011MA,C16001_012EA,C16001_012MA,C16001_013MA,C16001_013EA,state
0400000US13,9565500,4170,8227793,23717,769210,15085,63500,9073,27626,3921,30957,5297,138335,8793,47215,5742,44460,5064,44021,6361,10218,2433,71845,7294,90320,9162,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1339510,710,990112,10886,32014,4122,2463,714,2989,816,4121,1874,8183,1857,19294,3459,36433,4041,7718,2054,56933,5376,175795,10293,3455,1313,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1543083,1127,1384995,8135,117236,6733,2596,839,4742,1213,5933,2032,4874,1479,613,402,3759,1502,1270,729,3021,1351,5375,1781,8669,1939,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12080329,2724,9300143,23403,1633644,16878,44290,4906,45262,3624,284957,12895,289249,11123,40145,4121,108182,7679,24187,4619,83995,6272,100687,7166,125588,10697,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6200471,2345,5678584,12666,282711,8033,9962,1922,59032,6001,18954,3016,41803,5259,6474,1943,28786,3941,8900,3193,8179,1734,30482,4069,26604,4620,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2928815,2196,2703584,7870,117207,4698,7307,1926,16433,3175,10929,3393,11141,2221,2087,999,14037,2400,8408,1974,2683,938,19117,3021,15882,2792,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2714575,2159,2395487,8981,207691,6772,5440,1303,14589,2405,4660,1887,15219,2418,2512,961,10656,2238,16120,2568,3963,1083,20896,3173,17342,3008,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4151726,2323,3931934,9394,108983,5794,6027,1487,22473,3277,8837,2722,19614,2861,3152,1385,8285,2019,4428,1685,5490,1807,12347,2333,20156,4979,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4365879,3118,4009673,11386,154377,7888,103942,6162,5910,1594,2976,1202,16028,2901,2589,1438,9941,2869,36383,4531,3070,1291,8236,2179,12754,3114,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1265476,1097,1188476,5382,10705,1687,38014,3417,2501,715,3781,1595,5997,1690,249,250,2864,1155,573,435,1724,1066,2682,974,7910,3203,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5639774,1385,4595216,15798,443296,8069,71737,7430,20366,3263,34104,4024,144171,8718,37467,4973,68767,4797,22275,4703,33760,4150,51166,4667,117449,10038,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6429039,1071,4953369,22310,550235,8465,137328,9616,23573,3215,69875,6693,344971,13058,17442,3282,136070,7599,41663,5219,8054,1904,67147,5505,79312,7885,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9351921,1954,8465951,16161,274413,10366,21486,3173,41624,3431,56052,5031,153867,8932,16096,3058,52889,5557,15600,3269,14068,2162,55129,5809,184746,11436,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5138667,2207,4550270,13872,193630,6449,18581,2966,21518,2201,28021,4778,36796,4387,4415,1122,24234,3222,26615,5376,6787,1934,112617,6162,115183,7956,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2803484,2535,2694069,7362,67547,5654,3912,1252,3064,937,1105,636,9281,2373,1674,986,3342,1247,6902,2287,2718,1345,2879,1047,6991,1892,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5709302,2818,5367479,9991,149022,6051,11872,2277,32816,4532,17603,3526,29845,3874,5291,1569,20485,2289,12145,3096,6126,1336,25005,2905,31613,6115,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,972529,1021,931419,3786,14233,2395,1910,844,9162,1931,1001,446,1032,409,842,674,1500,623,144,243,1060,734,1347,692,8879,1752,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1765526,1374,1570021,6104,131176,4418,4196,1244,5232,1156,3546,988,11240,2678,971,423,5775,1610,6707,1773,1709,581,11593,2087,13360,2989,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2713912,1146,1894135,14781,575678,11572,9358,2113,8130,1319,12885,2942,36208,4995,11862,2845,27072,3883,6802,1717,75776,5077,27675,4083,28331,4886,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1267099,798,1167851,5320,26402,2752,21073,2383,3285,1130,5979,1480,14950,2494,1121,603,5169,1397,1908,1023,2090,932,10635,2554,6636,1860,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8428759,873,5832728,26374,1342361,14435,86810,7935,29121,4553,135815,8750,472440,15115,80739,6497,114158,7578,21314,4849,82720,7745,100389,6425,130164,9824,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1950879,2090,1281447,12841,531236,11805,5453,1591,6448,1598,2422,1003,7075,1753,2260,1458,4522,1740,4320,2420,1576,670,5990,1832,98130,3760,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,18610703,2258,12863638,41169,2832739,22380,289076,13171,218756,10658,394038,13914,742879,21744,110269,7507,591506,16051,24725,4128,80616,6794,165572,10512,296889,15269,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9443944,3825,8360831,15950,714126,11109,30448,3487,24982,2769,27579,4406,83195,7603,15776,3296,34546,4004,21891,4469,13114,2683,70593,5338,46863,6634,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,704756,1259,663252,3859,10851,1887,1828,928,7334,1195,6059,2725,5518,1536,152,115,1318,606,685,840,2299,1256,366,234,5094,1617,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,10924135,3039,10165019,19204,246313,7551,26447,3729,106010,7242,46788,4605,102586,7094,11636,2649,49564,3918,12160,2948,9914,1808,49352,5915,98346,8864,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3648387,1727,3279567,7287,261222,5763,4676,920,8194,1923,2787,941,13949,2377,3173,1210,8969,1886,18578,3094,3662,986,18480,2970,25130,2522,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3799838,1866,3226975,13520,348284,11175,10966,1678,17420,2351,23831,3854,39001,4122,10034,2609,32387,3977,24569,4581,8571,1948,35939,4194,21861,4661,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12087611,2317,10774053,18742,553545,9807,55200,5647,119232,7905,88787,6372,188201,10537,26244,3327,90612,6868,38075,4782,15385,2856,66559,5969,71718,6812,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1001905,817,779897,7538,119685,3981,17540,3059,1762,620,3240,1246,51089,5229,846,507,9430,2787,1651,1220,1682,782,7539,2018,7544,2344,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4608658,2409,4297192,9408,198039,8198,12191,2551,12790,2337,10574,2570,23374,3883,3070,1219,11894,2928,7637,2014,7106,1541,14528,2745,10263,2318,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,798872,1525,745958,3652,16407,2017,1242,831,4684,1082,3221,1632,3011,1298,376,480,1457,680,563,585,821,612,4433,1203,16699,2298,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6201062,3054,5772564,12669,241083,6858,15909,3706,16666,2797,7627,1537,34111,5829,9346,2189,13729,3255,9638,2476,7442,1926,28827,4174,44120,6196,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,25502406,4929,16475018,44729,7521240,39714,80194,9152,74465,6372,47918,5074,364029,14023,52770,5579,171878,10483,206267,13363,83556,7500,208036,11258,217035,15120,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2745950,1492,2338256,11065,280260,9464,8767,2505,8685,1470,7812,1799,24531,4295,3745,1221,11251,1804,6571,2525,6167,2210,28785,4170,21120,3014,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,595870,631,559543,3436,6665,1073,10576,2094,2920,767,3914,1865,4851,1258,944,646,1622,567,639,478,59,120,652,383,3485,1846,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,7872076,3046,6620451,15593,553342,10330,34721,4044,31669,2819,28324,4291,178427,11047,55133,4779,61774,5543,54693,6373,46115,4432,84706,6854,122721,8941,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6725680,2128,5430074,21793,585527,10669,24255,3784,30707,3593,92791,11019,107901,8371,47802,5180,102963,6408,58567,6748,59125,4941,121258,7580,64710,7177,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1742174,1501,1697030,4322,19397,2724,2486,879,3603,1378,1858,1035,6446,2565,729,467,3073,1137,1729,753,1093,367,2557,1046,2173,1261,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5434494,2007,4963406,10204,253186,6629,9860,1450,42449,3251,16841,2580,34008,4209,4472,1255,15286,2255,2547,1177,5706,1481,68524,4195,18209,3200,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,547957,1505,506780,4986,30215,4099,697,333,1553,542,525,496,1073,443,405,293,685,570,1023,722,914,546,754,329,3333,1121,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3301286,1252,174997,10193,3120474,10878,1417,697,415,372,98,162,1528,852,0,221,896,588,472,623,0,221,0,221,989,1018,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
