GEO_ID,B19101A_001E,B19101A_001M,B19101A_002E,B19101A_002M,B19101A_003E,B19101A_003M,B19101A_004E,B19101A_004M,B19101A_005E,B19101A_005M,B19101A_006E,B19101A_006M,B19101A_007E,B19101A_007M,B19101A_008E,B19101A_008M,B19101A_009E,B19101A_009M,B19101A_010E,B19101A_010M,B19101A_011E,B19101A_011M,B19101A_012E,B19101A_012M,B19101A_013E,B19101A_013M,B19101A_014E,B19101A_014M,B19101A_015E,B19101A_015M,B19101A_016E,B19101A_016M,B19101A_017E,B19101A_017M,NAME,B19101A_001EA,B19101A_001MA,B19101A_002MA,B19101A_002EA,B19101A_003MA,B19101A_003EA,B19101A_004EA,B19101A_004MA,B19101A_005EA,B19101A_005MA,B19101A_006EA,B19101A_006MA,B19101A_007MA,B19101A_007EA,B19101A_008MA,B19101A_008EA,B19101A_009EA,B19101A_009MA,B19101A_010EA,B19101A_010MA,B19101A_011EA,B19101A_011MA,B19101A_012MA,B19101A_012EA,B19101A_013MA,B19101A_013EA,B19101A_014MA,B19101A_014EA,B19101A_015EA,B19101A_015MA,B19101A_016EA,B19101A_016MA,B19101A_017MA,B19101A_017EA,state
0400000US01,876902,9427,33435,2798,23691,2621,29176,3139,39226,3115,39437,3226,42194,3224,41799,3113,39878,2845,36391,3042,81467,3976,104851,4525,129359,5787,88534,4124,50246,3176,50964,3393,46254,3102,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,119288,2768,2033,693,1199,378,2231,663,1452,475,3290,825,2839,776,3450,924,3738,759,2852,671,6378,961,13324,1645,18575,1955,18794,2038,12237,1348,14920,1469,11976,1466,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1301093,12751,56340,3840,35250,2832,39879,3282,53312,3654,58717,3440,63593,4182,58230,3694,60876,3915,60704,3932,115123,4852,153344,6006,185562,6793,126625,5229,76698,4016,81223,3379,75617,3656,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,617955,8115,24622,2679,20816,2239,25952,2708,29376,2664,31851,2706,37835,3034,31775,2437,32838,2732,30676,2518,55910,3974,73664,4160,86986,4053,53078,3398,30370,2505,24073,2007,28133,2047,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5646324,22141,199753,7123,145462,6113,176833,6615,210063,7591,205833,7806,219109,7159,207675,6950,218124,7552,201074,7388,386422,9282,529183,10714,745270,11254,597007,12103,417352,9625,520824,10763,666340,10061,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1161155,10135,31478,2798,20340,2316,25270,2427,33195,3024,34001,2800,44363,3061,42655,3173,44374,3074,43241,3002,81727,4222,125544,5028,180080,5470,144236,5570,93762,4025,105880,4125,111009,4482,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,700209,8437,17703,2109,9649,1714,10802,1291,13588,1593,15676,1885,18262,2061,18422,2010,19337,2073,23015,2513,40368,2271,63590,3751,96234,4532,89924,3608,64984,3568,86016,4057,112639,3563,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,171047,3918,5034,1278,2051,740,3940,999,5750,1202,5743,1147,6419,1228,6675,1203,6742,1224,6838,1165,14825,1992,18784,1973,29682,2425,20145,2014,12537,1354,14069,1504,11813,1347,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,47949,2129,288,226,34,56,399,466,397,281,366,229,323,247,121,166,196,151,620,519,765,397,1244,564,3416,838,3828,913,4990,997,8439,1164,22523,1830,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3810164,22326,143573,6999,108014,6091,134795,6203,176681,7136,175754,6095,192252,7451,189985,7627,182128,6798,175525,6555,320680,9415,435683,10070,529814,11202,357362,8373,213452,6749,225479,7734,248987,6090,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1572714,12275,56265,3964,34038,3064,46678,3700,61070,4246,62009,4218,70671,5167,65317,3507,72666,4591,62409,4152,130617,6477,172866,7581,226658,7520,163910,6049,108947,4448,115972,4510,122621,5283,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,98553,2995,2473,807,2015,699,1179,519,1300,459,2603,798,3369,882,4589,972,3491,892,4288,1007,7702,1210,10234,1408,15146,1947,11851,1416,8813,1266,9728,1272,9772,1121,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,375753,6646,15383,2587,10945,2001,13623,2094,16367,2493,16855,1907,21068,2043,16878,2009,20207,2260,19621,2159,35303,2790,46066,3166,56489,3572,36023,3214,21179,2333,16305,2590,13441,1453,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2340039,14121,62944,3889,42746,3188,56287,3539,67907,3633,69172,3472,87896,4339,83793,3980,93887,4880,85817,4791,175113,5800,250908,7277,360109,8070,278444,7281,185540,6117,209239,6383,230237,6060,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1426032,11117,49692,4497,31021,2903,42024,3380,50523,3016,59399,3689,63116,3761,67673,3855,71149,3564,65328,3476,132582,5645,178038,6413,234658,7076,157261,6276,84040,5080,73210,4417,66318,3491,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,739475,7602,17937,1979,14915,1539,18917,2146,23974,2141,25330,1867,29444,2472,30525,2073,32416,2256,32685,2200,69032,3190,96864,4266,132811,4545,88421,4372,47975,2957,43136,2754,35093,2665,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,636608,7547,17970,2133,13033,1610,16530,1772,23132,2258,22468,1956,24876,2127,25204,2161,28877,2224,29004,2433,57183,3015,77627,3759,102025,4095,76876,3444,43911,2709,37963,3020,39929,2430,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1016676,10610,54693,3249,40857,3320,43738,3168,47238,3212,49929,3696,51311,3536,47973,3211,49835,3568,45494,3051,91394,4938,116860,4468,144935,5440,93636,4147,50769,3051,46775,2702,41239,2903,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,737695,8422,26844,3112,18260,2460,24582,2956,26773,2511,27129,2648,29607,3155,29263,2656,34597,3473,28561,2796,56798,3678,83381,4694,112691,4713,83930,4339,51887,3178,55153,3635,48239,3145,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,329905,5619,11545,1560,9276,1307,10629,1402,13149,1997,14272,1639,15694,1488,16373,1760,13344,1722,11878,1316,30844,2294,43602,2892,54311,3042,34409,2540,17786,1570,18819,1758,13974,1608,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,883011,9384,15693,2117,11315,1608,12020,1673,16723,1883,18368,1737,22803,2671,23416,2273,25072,2191,22174,2082,54050,3096,81821,4065,122089,4529,111230,3852,88233,3961,119076,4779,138928,4287,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1320823,11557,36780,3928,24464,2452,26104,2697,30269,2738,32265,3016,40172,3723,34183,2955,35017,2536,37639,2647,81967,3935,116515,4411,182551,6182,170500,6726,121876,4583,156639,5532,193882,5982,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2038645,10491,65471,3536,50718,3525,58961,3523,71977,3113,76941,3167,92014,3461,86899,4232,99622,4256,92590,4122,181459,4680,244121,5379,317417,6545,220895,5519,132488,3635,131828,4373,115244,4424,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1219241,8284,23332,2392,15286,1317,21324,1880,31399,2293,33107,1954,40533,2348,42467,2858,45349,2794,43946,2399,91946,3456,144124,4902,210432,5551,162188,5711,101124,4114,112135,3865,100549,3326,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,467912,7291,19824,2643,12134,1936,19163,2880,22262,2626,22513,2847,21994,2428,21653,2857,21249,2721,23011,2885,39490,3105,55128,3842,76440,4060,49131,3676,25338,2842,20193,2692,18389,2145,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1292798,10880,42119,3240,29601,2504,40323,3220,47939,2974,55124,3119,60900,3429,61399,3364,63425,3317,58062,3776,112670,4801,161106,6234,199300,6009,138836,5340,78059,4281,74465,3919,69470,3475,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,233552,3959,8341,1444,5551,1048,6470,1308,8928,1485,8494,1298,12300,1646,11788,1507,10835,1669,10496,1399,21295,1829,30367,2222,37107,2580,25058,2094,14190,1478,10228,1352,12104,1292,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,429096,5207,12629,1696,7400,1078,9120,1128,14829,1509,14557,1726,18399,1931,16523,1581,17061,1546,18121,1500,35495,2715,55343,2700,71850,2652,54998,2621,30085,1769,27792,1979,24894,1915,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,473417,6944,15939,2347,10845,1874,15677,1713,19856,1991,17768,2054,23986,2481,19431,2046,20208,1871,22287,2505,38564,2884,56944,3160,74865,3843,52297,3495,28095,2436,29657,2174,26998,2221,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,325920,5901,7506,1246,4358,1057,6850,1307,8378,1172,8011,1499,9799,1339,9935,1418,11064,1463,12108,1685,22880,1983,34397,2768,55380,3569,42867,2660,28128,2250,33736,2666,30523,2641,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1554556,12909,37834,3409,22585,2280,29579,2614,38773,3139,39402,2738,47128,3566,43049,2412,47213,3492,45448,3631,87810,4296,136476,5036,209588,6235,192608,6889,145391,5542,184445,6004,247227,6760,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,378006,7392,18060,2191,13766,1971,17077,2514,17328,2052,19209,2328,18868,2302,17093,1901,17939,1946,16998,1801,30411,2707,41069,3505,54602,3484,34479,2637,23007,2444,22191,2225,15909,1665,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3056425,15515,98100,4825,66330,4242,73954,4333,87716,4499,92316,4206,106283,5088,99051,4697,100017,4344,102850,5198,205462,5991,307535,7228,431333,9084,353885,8823,248196,7926,302450,6682,380947,8699,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1828843,14549,60504,4024,45495,3983,62206,4040,71012,4347,77289,4260,84033,4391,83523,4683,89645,4554,79320,4516,158527,4955,209970,7559,274524,7743,186759,6143,113848,4905,111790,4818,120398,4532,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
