GEO_ID,B05004_001E,B05004_001M,B05004_002E,B05004_002M,B05004_003E,B05004_003M,B05004_004E,B05004_004M,B05004_005E,B05004_005M,B05004_006E,B05004_006M,B05004_007E,B05004_007M,B05004_008E,B05004_008M,B05004_009E,B05004_009M,B05004_010E,B05004_010M,B05004_011E,B05004_011M,B05004_012E,B05004_012M,B05004_013E,B05004_013M,B05004_014E,B05004_014M,B05004_015E,B05004_015M,NAME,B05004_001EA,B05004_001MA,B05004_002EA,B05004_002MA,B05004_003MA,B05004_003EA,B05004_004MA,B05004_004EA,B05004_005EA,B05004_005MA,B05004_006EA,B05004_006MA,B05004_007EA,B05004_007MA,B05004_008MA,B05004_008EA,B05004_009MA,B05004_009EA,B05004_010EA,B05004_010MA,B05004_011EA,B05004_011MA,B05004_012EA,B05004_012MA,B05004_013EA,B05004_013MA,B05004_014MA,B05004_014EA,B05004_015EA,B05004_015MA,state
0400000US01,38.7,0.2,37.2,0.3,40.0,0.3,38.7,0.2,37.3,0.2,40.1,0.2,37.9,1.2,37.0,0.9,39.0,1.2,48.0,2.7,45.8,1.8,50.9,2.5,35.3,0.8,35.2,0.9,35.3,1.1,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,33.3,0.3,32.8,0.4,33.9,0.4,32.3,0.3,32.1,0.5,32.6,0.4,42.0,1.6,41.2,2.5,42.6,1.6,45.2,2.0,42.4,3.8,46.9,2.4,37.8,3.8,39.5,5.2,37.4,4.0,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,37.4,0.1,36.1,0.2,38.8,0.2,35.3,0.1,34.2,0.2,36.5,0.2,44.0,0.4,43.1,0.5,44.8,0.5,51.8,0.8,51.3,0.8,52.2,1.2,39.4,0.6,38.2,0.6,40.3,0.6,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,37.9,0.2,36.6,0.3,39.3,0.3,37.8,0.2,36.4,0.3,39.3,0.3,38.5,1.3,37.5,1.4,39.7,1.4,48.9,1.4,47.9,1.5,49.7,1.6,34.7,1.1,34.5,1.0,35.1,1.6,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36.2,0.1,35.1,0.1,37.4,0.1,29.9,0.2,29.2,0.2,30.7,0.2,46.1,0.2,45.3,0.1,47.0,0.2,52.8,0.2,52.3,0.2,53.3,0.2,40.0,0.2,39.3,0.2,40.7,0.2,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,36.4,0.1,35.5,0.2,37.3,0.2,35.6,0.1,34.8,0.2,36.4,0.3,40.4,0.4,39.7,0.6,41.3,0.8,47.4,0.7,47.1,1.1,47.7,0.8,37.0,0.6,36.5,0.6,37.7,0.8,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,40.6,0.2,38.6,0.2,42.5,0.2,39.5,0.3,37.4,0.3,41.6,0.4,43.8,0.6,42.2,0.7,45.0,0.6,51.8,0.9,51.5,1.2,52.1,1.1,37.2,0.8,36.0,1.1,38.3,1.0,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,39.7,0.4,37.9,0.3,41.2,0.4,39.3,0.4,37.5,0.4,40.9,0.5,41.2,0.8,39.9,1.4,42.0,1.2,51.2,1.6,52.7,1.9,50.3,1.4,35.9,1.1,35.5,1.1,36.4,2.3,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,33.8,0.2,33.4,0.3,34.1,0.2,32.6,0.2,32.4,0.3,32.8,0.4,39.0,1.2,38.5,1.2,39.5,1.7,43.7,1.9,42.7,2.4,45.3,3.8,36.1,1.3,35.7,1.3,36.6,1.9,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,41.8,0.1,40.3,0.1,43.3,0.1,39.0,0.1,37.5,0.2,40.6,0.2,47.6,0.3,46.2,0.3,48.9,0.3,53.5,0.3,52.8,0.4,54.2,0.4,40.6,0.3,39.6,0.5,41.7,0.5,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
