GEO_ID,B28006_001E,B28006_001M,B28006_002E,B28006_002M,B28006_003E,B28006_003M,B28006_004E,B28006_004M,B28006_005E,B28006_005M,B28006_006E,B28006_006M,B28006_007E,B28006_007M,B28006_008E,B28006_008M,B28006_009E,B28006_009M,B28006_010E,B28006_010M,B28006_011E,B28006_011M,B28006_012E,B28006_012M,B28006_013E,B28006_013M,B28006_014E,B28006_014M,B28006_015E,B28006_015M,B28006_016E,B28006_016M,B28006_017E,B28006_017M,B28006_018E,B28006_018M,B28006_019E,B28006_019M,NAME,B28006_001MA,B28006_001EA,B28006_002EA,B28006_002MA,B28006_003MA,B28006_003EA,B28006_004EA,B28006_004MA,B28006_005MA,B28006_005EA,B28006_006EA,B28006_006MA,B28006_007MA,B28006_007EA,B28006_008MA,B28006_008EA,B28006_009MA,B28006_009EA,B28006_010MA,B28006_010EA,B28006_011MA,B28006_011EA,B28006_012MA,B28006_012EA,B28006_013EA,B28006_013MA,B28006_014MA,B28006_014EA,B28006_015EA,B28006_015MA,B28006_016MA,B28006_016EA,B28006_017MA,B28006_017EA,B28006_018MA,B28006_018EA,B28006_019MA,B28006_019EA,state
0400000US01,3212122,6113,468637,13849,284918,11595,2866,1067,209048,9683,73004,5845,183719,6820,1953790,17328,1630087,17603,11680,1656,1363723,18344,254684,11316,323703,10254,789695,14480,756472,14135,3930,1084,708487,14013,44055,3465,33223,3413,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,450982,1669,32578,2849,27272,2663,49,74,21198,2303,6025,1244,5306,851,282920,5303,262360,5291,1983,865,232531,6052,27846,3126,20560,2340,135484,4856,132822,4836,388,310,124888,4727,7546,1561,2662,871,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4438015,3127,603776,13880,450848,12871,2219,600,362345,11776,86284,6674,152928,6894,2585684,17434,2303249,18253,12291,1880,2045132,18656,245826,11177,282435,8945,1248555,16371,1205348,15854,4826,1131,1143271,16413,57251,4548,43207,4467,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1939031,4714,277842,8021,177243,6616,1998,775,115105,5622,60140,5107,100599,6039,1231119,9614,1035766,9954,11641,2261,810514,11154,213611,7601,195353,7012,430070,7651,412056,7759,2651,818,367506,7776,41899,4091,18014,2424,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,25575569,7215,4488854,31092,3589772,30202,27133,3176,2952900,28531,609739,17449,899082,21086,12731197,42307,11654607,43880,73328,4716,10521036,42807,1060243,21089,1076590,18907,8355518,36352,8164775,36097,28019,2899,7829408,35904,307348,11356,190743,6179,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3610401,3800,312337,9652,246660,9130,2680,1118,198768,8238,45212,5018,65677,4236,1864810,17272,1710685,18159,12007,1959,1538565,17251,160113,6784,154125,6113,1433254,13708,1404998,13918,5945,1313,1343341,13958,55712,4354,28256,2981,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2417282,2246,226408,7519,166466,6870,1370,475,138405,6536,26691,3014,59942,4301,1249440,11982,1121409,11130,5847,1178,1023730,13016,91832,5776,128031,6278,941434,12563,918287,12604,2934,890,886783,12522,28570,3238,23147,2615,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,640364,1489,67948,4478,48859,3804,414,307,35826,3317,12619,2155,19089,2692,371186,5978,328097,6863,2167,895,291252,7254,34678,3560,43089,4004,201230,6012,195540,5943,867,502,183777,5924,10896,2235,5690,1325,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,459671,852,44427,3883,32399,3285,21,34,20281,2703,12097,2669,12028,1937,149307,5029,125185,4914,730,360,95697,5086,28758,4018,24122,2887,265937,4851,261738,4830,1031,838,247934,5267,12773,2805,4199,1099,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14113579,8530,1693539,23528,1268428,21782,9796,1880,1011933,19026,246699,12095,425111,14423,8349907,38454,7462976,43424,48390,5655,6573757,46003,840829,22288,886931,22799,4070133,35435,3934053,35707,14965,2819,3683915,33537,235173,11309,136080,6877,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,6540830,7793,874480,17915,603712,15414,3866,1448,438823,12714,161023,9681,270768,11457,3675656,25556,3246289,27700,18656,2562,2778274,24555,449359,16946,429367,11778,1990694,23612,1940021,23679,4847,1073,1829364,23269,105810,5634,50673,4380,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,962745,1790,84612,5701,66971,5467,628,453,57218,5106,9125,1891,17641,2361,572686,7870,518940,7777,2385,771,478442,9070,38113,4617,53746,4688,305447,7328,295561,7335,1203,518,282278,7590,12080,1723,9886,1847,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1049579,3319,102745,5419,83878,5275,1204,535,63378,4727,19296,3104,18867,2433,671156,9985,608856,10672,6232,1301,526702,10471,75922,5968,62300,4719,275678,8056,268722,8013,2075,622,251960,7978,14687,2325,6956,1500,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8481590,4959,938164,18279,687877,17644,5272,1121,550147,15398,132458,8218,250287,9901,4708784,26704,4101303,25418,31475,3026,3628705,28465,441123,14522,607481,14774,2834642,19903,2751425,20028,11067,1729,2614062,19437,126296,6334,83217,5046,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4262938,5650,487537,11671,332395,9837,3394,867,252036,8301,76965,6408,155142,7683,2698410,15206,2364086,15843,24340,3151,2027798,19451,311948,11172,334324,9196,1076991,15908,1043787,16160,5002,957,984785,15507,54000,4336,33204,3335,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
