GEO_ID,B05014_001E,B05014_001M,B05014_002E,B05014_002M,B05014_003E,B05014_003M,B05014_004E,B05014_004M,B05014_005E,B05014_005M,B05014_006E,B05014_006M,B05014_007E,B05014_007M,B05014_008E,B05014_008M,B05014_009E,B05014_009M,B05014_010E,B05014_010M,B05014_011E,B05014_011M,B05014_012E,B05014_012M,B05014_013E,B05014_013M,B05014_014E,B05014_014M,B05014_015E,B05014_015M,B05014_016E,B05014_016M,B05014_017E,B05014_017M,B05014_018E,B05014_018M,B05014_019E,B05014_019M,NAME,B05014_001MA,B05014_001EA,B05014_002EA,B05014_002MA,B05014_003EA,B05014_003MA,B05014_004EA,B05014_004MA,B05014_005EA,B05014_005MA,B05014_006MA,B05014_006EA,B05014_007EA,B05014_007MA,B05014_008EA,B05014_008MA,B05014_009EA,B05014_009MA,B05014_010EA,B05014_010MA,B05014_011EA,B05014_011MA,B05014_012MA,B05014_012EA,B05014_013EA,B05014_013MA,B05014_014EA,B05014_014MA,B05014_015EA,B05014_015MA,B05014_016EA,B05014_016MA,B05014_017MA,B05014_017EA,B05014_018EA,B05014_018MA,B05014_019EA,B05014_019MA,state
0400000US13,1023717,16327,516213,10637,10864,2018,35445,3755,79604,4667,131042,5899,121939,5559,75396,4709,39379,3286,22544,2083,507504,10049,9443,2182,34216,3645,68759,4899,118446,5419,114654,4731,79993,4494,47400,3463,34593,2498,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,253414,8901,107039,4537,1444,628,5892,1356,13061,2223,15275,1972,20703,2117,20844,1580,16467,1598,13353,1336,146375,5990,2483,883,6801,1367,13172,1838,21615,1851,27852,2552,27238,2192,23439,1984,23775,1979,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,94364,5556,45622,3247,795,467,1920,666,11598,2105,9435,1432,9294,1531,6366,1227,3901,1162,2313,823,48742,3411,1807,808,3935,1160,6258,1439,9215,1507,10176,1785,7797,1465,4469,1152,5085,1032,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1826156,22081,908655,12381,16135,2249,41744,3610,124252,6231,201324,5881,201778,5674,152513,4924,95406,3858,75503,3698,917501,12869,15036,2683,42924,3431,118384,5497,192862,5212,193069,5484,148047,4525,108740,4681,98439,4130,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,321308,8167,163122,5376,3279,856,12887,2016,33671,3047,35224,2968,34780,2915,20006,2308,14368,1862,8907,1375,158186,4869,3433,1067,14172,2128,26249,2338,34578,2787,32751,3138,20075,1942,14830,1750,12098,1535,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,148721,5960,75452,4192,2016,731,7165,1519,15690,2254,18571,2286,15054,2029,9340,1533,4556,988,3060,728,73269,3578,2246,946,7027,1493,14277,1961,17599,1797,15267,1960,7891,1177,5367,961,3595,805,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,205720,7842,105526,4578,1607,634,6504,1196,22985,2427,26488,2517,22541,2119,13528,1896,7570,1206,4303,842,100194,4790,2305,967,7957,1576,16509,2149,23633,2081,20850,2145,13381,1548,8273,1183,7286,1258,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,157336,8192,79031,4520,3686,1259,6491,1403,16535,2011,18735,1993,16008,2216,8778,1541,5114,978,3684,941,78305,5212,2849,1022,8747,1678,14296,2079,16726,1850,13590,1778,9068,1325,6742,1567,6287,1276,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,186369,8016,93076,4922,3757,1272,3765,1005,16338,2560,23136,2797,17075,2107,15672,2005,7940,1340,5393,803,93293,4878,2531,972,5939,1627,15705,2028,20391,2183,16282,1900,13152,1571,7875,1336,11418,1584,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,44694,3899,18132,1847,324,220,1283,535,2451,1000,3080,838,3287,879,2681,682,2587,670,2439,541,26562,2793,688,357,2460,1280,2631,875,3126,850,5229,1243,4248,862,3625,750,4555,1006,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,911582,14920,443563,8018,9452,1946,32531,3060,64233,3831,98839,4073,92040,4033,73445,3145,43527,2769,29496,2112,468019,9852,9833,2021,28406,2677,56858,3550,99540,4486,97889,4054,80387,4062,50589,2936,44517,2394,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1095953,18149,527764,11135,10159,1838,30226,2966,82276,4359,109514,4961,101778,3933,90063,3505,57952,3137,45796,2440,568189,11084,10479,1832,32518,2969,79366,4066,113203,4106,109646,4996,93497,3991,64815,3046,64665,3218,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,652090,14179,319880,8098,7811,1566,23831,2646,48479,3324,61924,3336,62509,3836,49094,3150,36137,2461,30095,2517,332210,8079,9485,1543,21623,2298,45151,2566,61492,3441,62979,3361,48820,2656,38637,2450,44023,2478,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,457185,10800,223176,6570,9902,1931,21051,2544,40948,3346,56668,3173,42968,2640,26984,1841,13702,1580,10953,1256,234009,6183,8565,2001,22751,2520,41920,2939,55683,2787,45687,2684,27316,2044,15757,1804,16330,1599,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,72258,5209,38830,3297,1054,779,3440,1194,8889,1737,8581,1546,7712,1246,4479,978,3309,976,1366,562,33428,3073,795,406,2596,983,4841,1656,7864,1608,5642,1353,5053,1210,2934,826,3703,887,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,242761,8048,120393,5609,3853,1155,11217,2193,24823,2604,26503,2248,22542,2507,14703,1725,10401,1320,6351,1110,122368,4300,4261,1150,8978,1244,21872,2307,26640,1948,21520,2265,17353,2195,10579,1502,11165,1426,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,21356,1943,9577,1591,208,199,637,329,1594,594,1524,650,1851,702,1602,490,839,365,1322,467,11779,1750,92,121,763,519,1614,829,1524,628,2368,774,1672,658,1550,407,2196,628,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,128390,5263,65262,3224,1433,558,5183,1192,14247,1663,18621,2050,11562,1504,7722,1201,4057,920,2437,600,63128,3248,2046,688,6542,1452,10426,1225,16441,1702,11926,1467,7618,1258,4112,665,4017,741,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,558170,12420,263646,7216,2937,948,13269,2167,34853,3384,57054,3455,60502,3330,46352,2584,29955,2337,18724,1621,294524,7756,2567,845,10958,1973,32345,2674,58911,3325,67487,3538,52523,2724,38475,2905,31258,2264,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,79959,4819,38597,3091,1272,660,2520,853,5117,1024,8118,1505,7266,1399,6658,1302,3982,674,3664,814,41362,2808,481,330,3341,1058,4980,1129,8144,1554,7690,1430,5823,1180,5168,988,5735,1025,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1977325,21383,965290,13547,19944,2779,49283,3473,119617,6001,199389,7072,201401,5132,177796,5777,116301,4518,81559,3195,1012035,11812,17181,2301,49319,3617,115330,4372,203909,5708,207845,5546,176499,4687,129231,4613,112721,4120,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,196955,8679,98110,5849,1148,495,7623,1826,11499,1994,22378,2806,20242,2377,17220,1877,10678,1449,7322,1119,98845,4614,1586,831,6461,1467,11301,1731,17747,2403,21835,2332,15069,1804,13180,2000,11666,1766,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4530087,37087,2139502,21920,38939,3566,105560,5579,293147,9455,417010,8236,417639,7584,379538,7980,277682,6024,209987,6000,2390585,22096,33679,3035,102731,4873,298039,9338,434623,10457,451361,8769,433841,7840,322582,5675,313729,5606,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,794684,13171,407267,8590,10876,2364,24802,2633,71187,3803,108531,5648,91024,4591,54169,3487,28242,2863,18436,1949,387417,9181,9725,1876,27878,2935,60317,4072,99969,4516,79219,3528,50365,3668,33801,2562,26143,2226,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,28649,2606,14593,1814,544,348,572,322,4578,1343,3479,1034,3081,873,780,355,997,501,562,245,14056,1520,836,489,819,433,2964,1015,3103,945,1869,641,2117,788,969,440,1379,568,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,503911,14696,247486,9007,9288,1640,21325,2751,41019,2969,54623,3434,41457,3097,32693,2924,24525,2492,22556,1862,256425,7937,7575,1701,21509,3041,40217,3183,51334,3620,40079,3049,31253,2465,31151,2468,33307,2236,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,235350,7159,123375,4369,2498,799,9199,1199,27004,1789,28330,2226,26284,1953,16986,1502,8519,1257,4555,793,111975,4179,2304,849,9879,1585,18914,1628,25969,2176,23175,1587,15240,1362,8433,1195,8061,998,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,397293,11831,192005,6486,3890,1140,11346,2197,33665,3103,43551,2673,42019,3212,26479,2177,18802,2213,12253,1415,205288,7110,4615,1209,12518,2205,32048,3365,44324,2709,43579,2738,28875,2418,19869,2270,19460,2045,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,837159,17094,402066,9764,11562,1948,28009,2935,63062,3950,87447,4129,72525,3672,61924,3569,42714,2933,34823,2447,435093,10184,11023,1742,31074,2990,64030,3937,85036,3831,79603,3600,62112,3286,49435,2733,52780,3029,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,142324,6027,70110,4172,953,556,4009,1266,11764,2027,13246,1932,14632,1698,12640,1497,7144,1213,5722,1107,72214,3615,1520,926,4400,1193,10832,1604,12640,1491,12607,1623,11652,1459,8610,1262,9953,1338,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,232749,7074,119544,4392,3455,1091,8191,1514,21794,2788,27760,2480,25492,2206,15961,1996,9491,1401,7400,1032,113205,5148,2929,813,6941,1475,18154,2391,23792,2383,24096,2270,16391,1711,11161,1597,9741,1532,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,27845,2921,13838,1848,707,542,1456,624,2630,834,3623,1029,2580,802,1709,649,476,296,657,324,14007,1744,593,348,2302,648,2201,862,2749,816,2413,664,1489,634,1450,618,810,420,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,331570,11356,171204,7505,6347,2056,13919,2313,29748,3424,47297,3585,33983,2622,20474,1769,11992,1688,7444,1128,160366,5837,5036,1250,12495,2155,27262,2886,37812,2929,33365,3112,21381,2152,11301,1692,11714,1574,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,4671295,41267,2339110,22964,51623,5258,153294,7309,373450,10279,531196,11612,512376,11660,372506,7445,217838,6896,126827,5856,2332185,26481,50529,4918,145870,8955,317646,8884,505358,12396,521467,10742,366278,8939,236999,6985,188038,6449,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,244467,7430,117395,5010,2402,895,7940,1816,20682,2289,29120,2704,25808,2155,16860,1590,9113,1203,5470,944,127072,4358,2495,1030,7724,1238,21987,2289,30535,2659,26355,2233,18051,1420,11307,1465,8618,1242,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,28247,3170,13788,1894,309,294,2203,898,2026,736,1693,553,2324,749,2120,685,1502,503,1611,440,14459,1750,309,295,1377,466,1317,544,2061,665,2633,716,2270,600,2086,615,2406,646,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1018626,14693,489081,8791,12557,2337,32534,3323,66963,4203,116408,5205,109658,5463,75280,3008,46503,2644,29178,1939,529545,9391,11403,1729,33711,2795,67462,4011,121305,4757,112050,3793,81850,3169,58081,3245,43683,2451,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,980158,17106,474420,10001,10118,1922,27298,2869,81432,5135,110301,4283,100456,4536,69970,3791,42938,3039,31907,2414,505738,10443,11038,2248,29525,2863,70755,4060,105001,3954,103578,3718,74753,3954,55392,3267,55696,2870,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,29522,3378,14974,2428,551,398,632,340,3342,1705,2847,883,2758,838,1593,487,1969,724,1282,396,14548,1629,259,242,516,304,2439,814,2517,735,2586,814,1773,701,1882,539,2576,701,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,278981,9463,139177,5536,2937,902,11012,1723,25151,2825,34139,2495,29043,2685,17469,1836,10531,1351,8895,1155,139804,5805,3693,929,10925,1622,22790,2253,30907,2123,27793,2293,17299,1713,12670,1662,13727,1190,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,21999,3551,9242,1431,474,384,693,383,1929,763,1846,617,1564,630,1417,858,712,410,607,423,12757,2710,85,174,1546,809,3606,2046,2070,792,2461,796,1448,560,601,451,940,418,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,97343,6768,44749,3872,333,337,1823,827,5245,1203,7454,1602,8493,1776,8566,1311,6914,1197,5921,1158,52594,4295,260,262,2337,1016,3794,969,6952,1266,10666,1591,11468,1540,9238,1332,7879,1167,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
