GEO_ID,C27001_001E,C27001_001M,C27001_002E,C27001_002M,C27001_003E,C27001_003M,C27001_004E,C27001_004M,C27001_005E,C27001_005M,C27001_006E,C27001_006M,C27001_007E,C27001_007M,C27001_008E,C27001_008M,C27001_009E,C27001_009M,C27001_010E,C27001_010M,C27001_011E,C27001_011M,C27001_012E,C27001_012M,C27001_013E,C27001_013M,C27001_014E,C27001_014M,C27001_015E,C27001_015M,C27001_016E,C27001_016M,C27001_017E,C27001_017M,C27001_018E,C27001_018M,C27001_019E,C27001_019M,C27001_020E,C27001_020M,C27001_021E,C27001_021M,NAME,C27001_001EA,C27001_001MA,C27001_002MA,C27001_002EA,C27001_003MA,C27001_003EA,C27001_004MA,C27001_004EA,C27001_005MA,C27001_005EA,C27001_006MA,C27001_006EA,C27001_007MA,C27001_007EA,C27001_008MA,C27001_008EA,C27001_009MA,C27001_009EA,C27001_010MA,C27001_010EA,C27001_011MA,C27001_011EA,C27001_012EA,C27001_012MA,C27001_013MA,C27001_013EA,C27001_014MA,C27001_014EA,C27001_015MA,C27001_015EA,C27001_016MA,C27001_016EA,C27001_017EA,C27001_017MA,C27001_018MA,C27001_018EA,C27001_019MA,C27001_019EA,C27001_020MA,C27001_020EA,C27001_021MA,C27001_021EA,state
0400000US01,4781070,1376,2299014,5729,564537,3993,547772,4087,16765,2305,1411387,4760,1170488,10395,240899,9342,323090,2063,322141,2094,949,417,2482056,5719,542179,4781,525176,5243,17003,2571,1519693,3777,1312274,8653,207419,8512,420184,1772,418948,1844,1236,630,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,713082,1787,367289,2444,95826,1441,85446,2082,10380,1471,236718,2124,189582,3788,47136,3256,34745,726,34520,735,225,120,345793,1921,90091,1323,80806,2099,9285,1617,220361,1423,181930,2616,38431,2388,35341,944,34832,979,509,291,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6719354,1844,3293746,3484,824079,2002,756450,5951,67629,5722,1959748,2694,1637334,9544,322414,9190,509919,1267,505011,1719,4908,1141,3425608,3038,795314,1956,728696,5654,66618,5438,2032326,2198,1773048,10030,259278,9532,597968,1577,590839,2281,7129,1578,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2924307,1290,1426441,4241,363246,3433,345491,4107,17755,2757,856738,2663,723018,6931,133720,7032,206457,1612,205336,1642,1121,510,1497866,4230,340455,3778,323656,4624,16799,3005,902645,2905,796481,6226,106164,5689,254766,1684,252778,1797,1988,807,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38649621,4947,19053168,7752,4643120,3854,4490835,7853,152285,7488,12148870,6721,10451199,22346,1697671,21481,2261178,3359,2233368,4459,27810,2394,19596453,6021,4460019,3338,4309936,8376,150083,8229,12302981,4246,11047750,17835,1255231,16537,2833453,3341,2799268,4651,34185,3403,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5367335,2710,2673619,4748,639469,3086,613054,3805,26415,3153,1715975,4027,1497206,8824,218769,7526,318175,1683,316750,1789,1425,508,2693716,4738,615331,3057,589323,4265,26008,3023,1700463,4150,1544064,7555,156399,7391,377922,1653,374316,1914,3606,1246,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3537983,1086,1719257,2740,390026,1522,378115,2841,11911,2350,1091394,2190,985945,6933,105449,6871,237837,1275,236719,1415,1118,587,1818726,2437,371895,1473,358706,3105,13189,2515,1141256,1700,1064893,6365,76363,6392,305575,1441,303083,1581,2492,793,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,931203,797,447682,1407,103850,875,100950,1342,2900,1153,273176,1016,246838,3450,26338,3189,70656,647,69786,893,870,589,483521,1246,99921,829,96736,1291,3185,1028,297506,819,277487,2551,20019,2430,86094,634,84908,823,1186,607,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,660682,666,311147,1154,59831,613,58834,865,997,633,221903,1297,207639,2321,14264,2312,29413,869,28946,723,467,680,349535,1105,57584,610,56775,718,809,447,247687,722,239337,1963,8350,1799,44264,548,44171,583,93,112,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19960169,3766,9652725,8224,2080662,5282,1940342,9258,140320,7800,5826380,5787,4559010,22356,1267370,21232,1745683,3300,1722684,4235,22999,2987,10307444,7951,2012739,5698,1869253,11134,143486,8418,6161807,5652,5103936,20125,1057871,19675,2132898,3781,2103395,5022,29503,3498,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
