GEO_ID,C27018_001E,C27018_001M,C27018_002E,C27018_002M,C27018_003E,C27018_003M,C27018_004E,C27018_004M,C27018_005E,C27018_005M,C27018_006E,C27018_006M,C27018_007E,C27018_007M,C27018_008E,C27018_008M,C27018_009E,C27018_009M,C27018_010E,C27018_010M,C27018_011E,C27018_011M,C27018_012E,C27018_012M,C27018_013E,C27018_013M,C27018_014E,C27018_014M,C27018_015E,C27018_015M,C27018_016E,C27018_016M,C27018_017E,C27018_017M,C27018_018E,C27018_018M,C27018_019E,C27018_019M,C27018_020E,C27018_020M,C27018_021E,C27018_021M,C27018_022E,C27018_022M,C27018_023E,C27018_023M,C27018_024E,C27018_024M,C27018_025E,C27018_025M,C27018_026E,C27018_026M,C27018_027E,C27018_027M,C27018_028E,C27018_028M,C27018_029E,C27018_029M,C27018_030E,C27018_030M,C27018_031E,C27018_031M,C27018_032E,C27018_032M,C27018_033E,C27018_033M,C27018_034E,C27018_034M,C27018_035E,C27018_035M,C27018_036E,C27018_036M,C27018_037E,C27018_037M,C27018_038E,C27018_038M,C27018_039E,C27018_039M,C27018_040E,C27018_040M,C27018_041E,C27018_041M,NAME,C27018_001EA,C27018_001MA,C27018_002MA,C27018_002EA,C27018_003EA,C27018_003MA,C27018_004EA,C27018_004MA,C27018_005MA,C27018_005EA,C27018_006MA,C27018_006EA,C27018_007MA,C27018_007EA,C27018_008MA,C27018_008EA,C27018_009MA,C27018_009EA,C27018_010EA,C27018_010MA,C27018_011EA,C27018_011MA,C27018_012EA,C27018_012MA,C27018_013EA,C27018_013MA,C27018_014EA,C27018_014MA,C27018_015EA,C27018_015MA,C27018_016EA,C27018_016MA,C27018_017MA,C27018_017EA,C27018_018EA,C27018_018MA,C27018_019MA,C27018_019EA,C27018_020MA,C27018_020EA,C27018_021MA,C27018_021EA,C27018_022MA,C27018_022EA,C27018_023MA,C27018_023EA,C27018_024MA,C27018_024EA,C27018_025EA,C27018_025MA,C27018_026EA,C27018_026MA,C27018_027EA,C27018_027MA,C27018_028MA,C27018_028EA,C27018_029EA,C27018_029MA,C27018_030MA,C27018_030EA,C27018_031MA,C27018_031EA,C27018_032MA,C27018_032EA,C27018_033MA,C27018_033EA,C27018_034MA,C27018_034EA,C27018_035MA,C27018_035EA,C27018_036EA,C27018_036MA,C27018_037EA,C27018_037MA,C27018_038EA,C27018_038MA,C27018_039MA,C27018_039EA,C27018_040MA,C27018_040EA,C27018_041MA,C27018_041EA,state
0400000US01,4729118,2647,1257576,25877,397227,10915,326659,11292,70568,6356,720302,16928,267597,9994,452705,12369,140047,5309,137109,5335,2938,795,593237,19756,144389,8692,76036,6054,68353,7042,340423,12382,78088,5165,262335,10785,108425,5037,107145,4958,1280,648,1446037,28699,314008,11291,77930,6305,236078,10222,881520,19306,108260,6243,773260,17251,250509,7210,245919,7229,4590,1075,1432268,26345,237334,9808,16482,2623,220852,9024,950641,18423,61454,3997,889187,17967,244293,6458,237049,6418,7244,1257,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,708439,1880,113518,7065,40953,3775,28419,3085,12534,2513,65140,4254,27189,2490,37951,2965,7425,1216,7142,1180,283,161,68504,6122,23042,3659,14958,3211,8084,2040,38385,3459,10214,1861,28171,3028,7077,1041,6991,1037,86,75,205117,8952,61408,4423,16314,2972,45094,3612,125542,5815,17523,2700,108019,4751,18167,1743,17297,1756,870,410,321300,9957,57836,3767,5618,1323,52218,3348,226047,7362,16391,2042,209656,6703,37417,1786,35464,1746,1953,541,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6658326,4172,1681377,34437,564253,18989,418067,17790,146186,9271,943182,20752,467785,15494,475397,14228,173942,5747,163128,5663,10814,1862,809120,28064,222319,12910,91617,8197,130702,10338,451005,15707,135495,8007,315510,13393,135796,6384,133232,6302,2564,836,2062965,29399,472469,14358,82671,6878,389798,13224,1214047,21217,186150,8781,1027897,20395,376449,7789,366607,7748,9842,1866,2104864,30948,336543,9311,22528,2906,314015,8693,1346621,22047,97424,6032,1249197,20993,421700,8400,403935,8087,17765,2750,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2883167,3370,810517,21005,258633,10793,213773,9782,44860,4875,458624,13072,218120,8142,240504,9558,93260,4770,91131,4622,2129,880,390485,17004,106575,8247,69092,7288,37483,4758,215362,9729,64024,5502,151338,7375,68548,3950,67426,3797,1122,702,907834,20360,196819,7601,60975,4461,135844,6591,546699,13586,86421,5745,460278,11792,164316,5890,160598,5747,3718,1207,774331,16977,127854,6244,14070,2149,113784,6156,511378,11912,40861,3117,470517,11499,135099,5688,131031,5653,4068,963,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38330324,7381,8765475,74969,2797727,32743,2333740,30517,463987,15294,5071472,50283,2705058,34544,2366414,33957,896276,15458,853766,14402,42510,4229,4497563,59610,1219195,28922,751147,19290,468048,21398,2700333,34428,970994,20202,1729339,28946,578035,12898,558095,12735,19940,2876,10456203,83237,2386142,29637,772420,21631,1613722,26861,6634110,57348,1318538,29058,5315572,49783,1435951,17419,1378902,16773,57049,4300,14611083,79956,2578817,27649,203100,10767,2375717,28577,9847897,53797,689795,16520,9158102,51172,2184369,18736,2030166,19046,154203,5766,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5318474,3712,917811,25393,279594,12122,225198,11171,54396,5676,549694,15444,259917,10715,289777,11018,88523,3865,84911,4007,3612,1009,540124,21772,152117,10059,87567,7881,64550,6647,312488,12171,93345,6064,219143,10073,75519,4600,72878,4457,2641,1174,1600114,25943,382808,12030,103352,7944,279456,11218,997490,16496,157030,7628,840460,15928,219816,6114,213820,6230,5996,1041,2260425,23489,425350,9729,27396,3225,397954,9713,1522836,16431,88859,5298,1433977,14934,312239,6575,295574,6479,16665,1753,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3476503,2451,533770,18022,156090,8260,129416,7134,26674,4184,311196,11524,181848,8976,129348,8048,66484,4596,64426,4477,2058,789,265027,12591,64449,5599,41649,4279,22800,3480,144446,7533,64021,5149,80425,6117,56132,3488,54773,3366,1359,655,868766,21693,188087,9382,59974,5632,128113,8673,531053,14093,104835,6795,426218,13918,149626,6384,146159,6322,3467,895,1808940,21789,343255,9349,18291,2740,324964,9395,1194515,15532,58533,4253,1135982,15763,271170,6744,251939,6825,19231,1942,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,917940,1178,169353,10457,55683,5813,44129,5643,11554,2957,95112,6348,52488,4635,42624,4168,18558,1788,17340,1788,1218,645,87095,8743,22824,3969,14495,3473,8329,2461,48782,5670,17259,3213,31523,4017,15489,1759,14974,1795,515,469,274440,14687,62404,5737,14825,3436,47579,4416,160508,9419,28409,3665,132099,7814,51528,3095,50804,3121,724,472,387052,13520,60365,4540,4253,1276,56112,4417,255512,9634,19760,3181,235752,8701,71175,3638,67642,3637,3533,1026,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,635682,789,148215,8735,40976,3649,37219,3921,3757,1658,90937,5669,54819,3937,36118,4129,16302,1873,15534,1792,768,540,46514,5651,10987,2355,8172,2037,2815,1120,29730,3842,15144,2701,14586,2314,5797,921,5674,912,123,119,127491,8307,19734,2845,7879,1909,11855,2168,92053,6323,21053,3232,71000,5580,15704,2020,14377,1778,1327,711,313462,9335,44361,3173,3393,1187,40968,2879,233227,6667,14019,2313,219208,6177,35874,2082,32394,2116,3480,805,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19810220,6712,4731272,58647,1379353,28219,1067143,27365,312210,13045,2651878,37843,912505,18006,1739373,31170,700041,15040,654599,14065,45442,4676,2586046,52869,600694,20582,327575,14398,273119,13759,1486825,35733,300139,12936,1186686,28662,498527,12815,483331,12602,15196,2474,6211547,58702,1165810,22908,327358,15501,838452,19318,3777222,41073,442181,14396,3335041,38129,1268515,15205,1223437,15138,45078,4560,6281355,50827,888345,17807,75413,5837,812932,18545,3981512,35378,227441,10094,3754071,35302,1411498,18322,1356274,18464,55224,3576,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
