GEO_ID,B12002H_001E,B12002H_001M,B12002H_002E,B12002H_002M,B12002H_003E,B12002H_003M,B12002H_004E,B12002H_004M,B12002H_005E,B12002H_005M,B12002H_006E,B12002H_006M,B12002H_007E,B12002H_007M,B12002H_008E,B12002H_008M,B12002H_009E,B12002H_009M,B12002H_010E,B12002H_010M,B12002H_011E,B12002H_011M,B12002H_012E,B12002H_012M,B12002H_013E,B12002H_013M,NAME,B12002H_001MA,B12002H_001EA,B12002H_002MA,B12002H_002EA,B12002H_003EA,B12002H_003MA,B12002H_004EA,B12002H_004MA,B12002H_005MA,B12002H_005EA,B12002H_006MA,B12002H_006EA,B12002H_007MA,B12002H_007EA,B12002H_008EA,B12002H_008MA,B12002H_009EA,B12002H_009MA,B12002H_010EA,B12002H_010MA,B12002H_011MA,B12002H_011EA,B12002H_012MA,B12002H_012EA,B12002H_013MA,B12002H_013EA,state
0400000US13,4565694,3360,2232742,2007,648625,8672,1252497,10420,31993,3252,61055,3855,238572,7484,2332952,2456,522018,7360,1232392,14256,38190,3343,228427,6520,311925,9760,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,288243,522,160845,540,49209,2707,90084,3319,1560,671,4542,1283,15450,1772,127398,526,29717,2140,66726,2442,1963,772,10505,1287,18487,1648,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1097571,669,543341,972,157486,4993,307843,5621,6961,1605,12417,1597,58634,4211,554230,973,130457,5031,296882,7659,8302,2119,44878,2787,73711,4858,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6697838,2445,3261284,1830,1063338,9764,1763173,12983,32393,3106,94569,4041,307811,7049,3436554,1738,906456,8460,1738967,13252,42825,3074,346256,6135,402050,8864,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4357443,1682,2121985,1485,658916,7906,1121974,11596,21792,2488,60356,3091,258947,6825,2235458,1501,548640,8813,1117956,12703,27039,3202,222226,5384,319597,8519,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2234896,1135,1095023,1268,331657,5646,604498,7674,9977,1523,32481,1974,116410,5389,1139873,862,276964,5082,596308,7758,13792,1734,119081,3523,133728,5264,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1826316,895,895760,832,266022,5361,497461,7182,7499,1098,25727,2023,99051,4387,930556,907,215892,4743,491030,7997,11076,1763,94075,3780,118483,5069,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3107403,1001,1506422,1457,436730,6057,794321,9763,25393,2389,48937,3955,201041,6842,1600981,1436,366783,6045,803427,8805,38373,2823,168185,4729,224213,6099,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2282511,1693,1114950,1422,344943,5992,589584,8408,15240,2154,38427,3647,126756,5908,1167561,1668,279781,6657,585336,10548,23730,2802,126275,4214,152439,6210,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1059248,277,513407,462,160385,3648,267221,5300,5474,1295,15004,1783,65323,3405,545841,403,135462,3493,264563,5937,6977,1364,55196,2722,83643,4556,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2638411,2395,1281768,1445,396189,6369,712143,8378,19751,2397,35897,2910,117788,5397,1356643,1303,343524,5202,695302,9622,25169,2244,135446,5040,157202,5629,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4253362,4283,2038886,2655,748705,8609,1036526,10346,21528,2607,58254,3300,173873,6280,2214476,2308,683484,9666,1025513,11659,31878,2747,214348,5447,259253,7044,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6281842,2272,3079582,1567,1000883,9165,1634973,11475,28521,2236,87571,3808,327634,8872,3202260,1309,822798,10019,1633185,12246,34784,2636,307259,6135,404234,8813,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3694669,1446,1817799,1186,580847,6778,1005508,8549,13532,1754,47852,2472,170060,4989,1876870,621,488713,5657,1001524,8156,16281,1980,158522,3650,211830,5537,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1408816,1280,685790,1745,185240,5253,381525,7023,12066,2478,22942,2363,84017,4291,723026,1645,149440,4836,381774,7635,12110,2091,85470,3807,94232,4940,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4020094,1914,1960559,1587,585591,7826,1054922,11096,28337,2643,60373,3407,231336,6097,2059535,1833,488234,7544,1045963,11785,33795,3295,213736,5018,277807,8108,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,746794,489,374542,817,116850,3610,195584,4600,4385,1101,12319,1370,45404,3523,372252,771,86108,2987,195175,4524,4146,1081,34334,1749,52489,2953,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1243442,1071,610802,992,192409,4132,334415,5480,4895,907,16820,1525,62263,2961,632640,924,152192,3834,337696,5275,7383,1297,60775,2162,74594,3299,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1258736,1283,639700,1105,196450,5814,310447,6232,11559,2014,21962,2057,99282,4359,619036,800,139983,4033,293236,6691,12034,2349,60029,2732,113754,5011,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1028241,397,503058,630,161499,4009,266916,6202,3919,1284,13155,1703,57569,3971,525183,521,135924,3414,263033,6582,6637,1387,45531,2683,74058,4250,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4255310,2541,2055148,1411,671404,8241,1143630,11232,21806,2302,64829,3038,153479,6380,2200162,1392,572125,7278,1120161,11234,27995,2661,250854,5438,229027,6226,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,696152,1226,342840,1049,94415,4019,182100,5160,3753,1061,13188,1905,49384,3796,353312,1112,75007,3148,177024,5264,4727,1263,36765,2364,59789,3613,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,9389388,4791,4554493,3475,1642900,12331,2330884,11925,70452,4439,138042,5672,372215,7757,4834895,2498,1457748,11547,2258338,14448,91989,4059,497396,8560,529424,10946,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5396328,3110,2613101,2214,755162,8578,1458248,13061,54420,3725,77379,4194,267892,7893,2783227,2233,619148,8684,1449234,15483,72796,4784,294224,6573,347825,9658,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,535110,283,273614,502,93699,2990,147177,3254,1528,641,5873,998,25337,1826,261496,470,66380,3033,141115,3829,2110,689,25352,1808,26539,2076,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7701500,2616,3743045,1895,1188216,11140,1964313,14938,51742,3528,115022,4926,423752,8927,3958455,1587,1002492,11485,1968658,14638,63152,3586,405182,6898,518971,9433,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2167729,1347,1057374,698,284493,4920,582180,6519,16606,1644,39598,2595,134497,3876,1110355,1117,220827,3837,578324,6436,20291,1995,126598,3210,164315,4703,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2627648,783,1282490,753,410493,7422,661960,8778,17277,2054,34521,2803,158239,5789,1345158,816,335935,6248,647734,8477,22705,2553,120230,4426,218554,6113,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8400330,3040,4073110,1777,1330502,11187,2169020,15374,69018,3431,132916,4365,371654,8391,4327220,1588,1137544,12158,2154297,17469,84869,4435,485624,8482,464886,8163,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,673466,1245,321170,717,117001,3691,158010,4784,3392,946,9510,1420,33257,2482,352296,769,105305,3532,153701,4671,5729,1666,38926,2245,48635,3971,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2629877,1336,1277528,1130,368775,6807,711032,8577,25523,2956,38098,3284,134100,6108,1352349,1131,301549,6225,705821,9300,36069,3548,142025,4752,166885,6643,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,581850,859,289676,763,87503,2872,162671,3787,2577,697,8714,1236,28211,2282,292174,654,67273,2872,162006,4090,3203,875,28913,1745,30779,2708,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4093736,1724,1979841,1531,562488,7731,1083610,11765,29551,2833,59454,3963,244738,7874,2113895,1630,464334,7094,1077254,11808,40885,2832,227319,5532,304103,8248,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9876394,3951,4860377,3220,1400886,14637,2714573,19728,64101,4792,134150,5143,546667,12372,5016017,3500,1089967,13858,2640555,23470,84704,4033,489662,8908,711129,14536,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1795870,853,893152,776,273494,5424,517286,6290,10768,1995,16692,1986,74912,4398,902718,776,222421,5029,509903,8322,11436,1632,56144,2956,102814,5306,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,497743,623,242899,322,82238,2385,124143,3131,2076,632,5906,932,28536,2141,254844,496,70925,2351,123577,3252,3033,814,21487,1828,35822,2590,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4405275,3626,2163134,3138,655582,8508,1204470,10814,40059,3709,59099,4244,203924,7395,2242141,2188,545009,8723,1162063,11199,53935,3545,207954,4811,273180,8442,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4236402,1384,2102630,1005,654830,9344,1122918,11786,23586,2643,52976,3501,248320,7167,2133772,1312,515190,8525,1090289,12159,31988,3373,175243,4956,321062,8632,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1422203,2137,692455,2356,204872,4954,353462,7411,8814,1695,26834,2327,98473,4808,729748,1238,170023,4599,355129,7096,12940,2157,87468,3591,104188,4581,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3967313,1163,1954901,932,627601,7001,1063808,8578,12979,1510,53468,2355,197045,5697,2012412,655,514807,6174,1052903,8746,17926,1881,189127,4391,237649,6416,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,402332,417,203489,868,58106,2552,113158,3341,1602,701,5517,1043,25106,1994,198843,958,45705,2833,108335,3206,3094,1021,18362,1694,23347,2273,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,22937,2702,10427,1738,5016,1385,4389,957,140,227,205,176,677,338,12510,2044,4579,1172,4868,1124,638,473,534,335,1891,824,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
