GEO_ID,C17016_001E,C17016_001M,C17016_002E,C17016_002M,C17016_003E,C17016_003M,C17016_004E,C17016_004M,C17016_005E,C17016_005M,C17016_006E,C17016_006M,C17016_007E,C17016_007M,C17016_008E,C17016_008M,C17016_009E,C17016_009M,NAME,C17016_001EA,C17016_001MA,C17016_002EA,C17016_002MA,C17016_003EA,C17016_003MA,C17016_004MA,C17016_004EA,C17016_005EA,C17016_005MA,C17016_006EA,C17016_006MA,C17016_007EA,C17016_007MA,C17016_008MA,C17016_008EA,C17016_009MA,C17016_009EA,state
0400000US13,2466415,18717,321564,10162,70136,4864,106486,6490,144942,5846,2144851,17728,1250109,15787,345406,9792,549336,10416,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,309386,5548,21219,2256,3457,950,7150,1307,10612,1577,288167,5332,158974,5039,51507,3084,77686,3357,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,400347,7093,43746,3497,8380,1800,16957,2282,18409,2157,356601,6930,184607,5835,72343,3864,99651,3746,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3099463,16945,304063,7705,59432,4370,108952,4350,135679,5588,2795400,17541,1602011,14688,518508,9601,674881,9873,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1633695,12071,166356,6469,30685,2960,60371,4260,75300,4152,1467339,11736,834265,10626,260661,7184,372413,7724,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,796799,8505,61086,3406,13543,2053,26256,2701,21287,2603,735713,8038,438018,7031,137935,4022,159760,4237,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,720780,8954,60794,3634,14265,2248,22310,2114,24219,2564,659986,8919,398159,7248,115871,4715,145956,4627,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1131839,10422,158373,6094,20716,2487,49093,3578,88564,4826,973466,9634,517175,8853,164576,6226,291715,5291,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1108586,12393,162872,6472,35469,3585,49894,3671,77509,5106,945714,12281,530540,10482,154113,5884,261061,6152,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,342926,5736,30547,2392,3051,832,11470,1764,16026,1674,312379,5283,159637,4475,69313,3343,83429,3328,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1454839,12340,97619,5289,16277,2119,30053,2904,51289,3682,1357220,13051,842261,11440,230003,7104,284956,7510,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1613404,12989,128216,5997,13963,2382,47381,4022,66872,4286,1485188,13099,821300,11888,332026,8960,331862,7916,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2479724,12956,275587,7009,43553,3396,103462,4300,128572,5315,2204137,13236,1133606,12409,426554,7351,643977,7991,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1383950,8949,87426,3585,15111,1821,38159,2636,34156,2154,1296524,9332,747352,7848,279188,6943,269984,4877,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,743154,9829,126126,5986,24304,2517,34195,3086,67627,4452,617028,9334,339358,7106,88354,4803,189316,4951,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1519299,12907,155080,5505,32114,3050,54184,3842,68782,3850,1364219,12490,775288,11784,229285,5867,359646,6150,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,253101,4477,23454,2245,3505,733,8138,1403,11811,1656,229647,4470,122755,4613,47878,2766,59014,3134,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,469797,5176,40094,2881,10139,1593,16763,1839,13192,1788,429703,5195,265691,5446,76257,3169,87755,2857,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,659355,8822,72113,4283,13105,1791,25739,2489,33269,3126,587242,9256,316783,6776,113448,4700,157011,5401,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,341473,5844,17135,2068,1525,598,6171,1219,9439,1585,324338,6142,181087,5335,67044,3521,76207,3369,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2205886,15078,178142,6632,32083,2834,56452,4045,89607,4859,2027744,14882,1174887,14462,386841,8816,466016,7973,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,485404,7751,72072,4331,13876,1998,24795,2948,33401,2984,413332,6892,217474,5702,72051,3934,123807,4649,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4561118,19602,529201,11191,91251,5549,168253,6194,269697,7554,4031917,19646,2277125,20344,751799,11112,1002993,11642,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2506215,19366,295381,9091,56123,4040,101464,6009,137794,6342,2210834,17777,1220537,16339,384098,8429,606199,10419,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,188210,4539,13009,1803,2443,756,5298,1023,5268,1141,175201,4079,106691,3475,35392,2609,33118,1733,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2922095,18959,313539,8602,47269,4221,123128,5731,143142,5691,2608556,18848,1455973,15752,474299,9293,678284,9344,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,969588,7423,113915,4487,23439,2124,38508,2438,51968,2505,855673,7224,494501,7184,131185,4347,229987,4637,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,978396,8818,96738,5328,16679,2324,36981,3589,43078,3293,881658,9865,442467,8764,191380,5945,247811,5875,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3204295,17133,290078,8099,42624,3155,97724,5269,149730,5948,2914217,18594,1599378,14722,540984,10173,773855,10119,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,250262,5513,25250,2641,2512,800,11084,1789,11654,1551,225012,5585,125232,4531,46380,3289,53400,2965,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1220885,10113,148100,6134,27637,2531,48232,3957,72231,4630,1072785,9386,582362,10078,173271,6022,317152,6666,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,217013,4084,18054,1819,3787,771,6038,1076,8229,1350,198959,4373,125084,4043,34730,2222,39145,1748,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1675678,13165,206532,7331,36859,3512,69287,4319,100386,4225,1469146,13060,818942,12805,241280,7699,408924,8020,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6520909,27610,798190,15347,198143,7767,247660,9256,352387,10016,5722719,26365,3462785,27380,932308,15845,1327626,15900,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,693181,7268,57256,3722,11961,2094,24154,2309,21141,2593,635925,7914,363629,7261,126612,5177,145684,4156,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,152379,3273,8912,1168,1501,602,3415,773,3996,840,143467,2916,75370,2465,35039,1942,33058,1727,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2054857,14080,160045,6032,24835,2829,58355,3969,76855,4522,1894812,14830,1134446,13321,325919,8802,434447,8023,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1760593,11977,139098,5130,22852,2304,49647,3638,66599,3998,1621495,12003,874227,10333,337524,8151,409744,7819,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,471947,7328,63524,3937,8270,1579,17940,2218,37314,3243,408423,7921,192029,5775,61983,3805,154411,4706,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1469666,10643,115875,4715,19013,2095,47378,3053,49484,3208,1353791,10277,761239,9508,272360,5865,320192,5669,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,145470,3828,9677,1579,1716,690,2990,931,4971,1165,135793,3745,78754,3595,28385,2590,28654,1854,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,844538,9291,359206,7147,34096,3103,66969,3687,258141,6672,485332,7669,214234,5658,54231,3517,216867,6704,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
