GEO_ID,B22003_001E,B22003_001M,B22003_002E,B22003_002M,B22003_003E,B22003_003M,B22003_004E,B22003_004M,B22003_005E,B22003_005M,B22003_006E,B22003_006M,B22003_007E,B22003_007M,NAME,B22003_001EA,B22003_001MA,B22003_002MA,B22003_002EA,B22003_003EA,B22003_003MA,B22003_004EA,B22003_004MA,B22003_005EA,B22003_005MA,B22003_006EA,B22003_006MA,B22003_007MA,B22003_007EA,state
0400000US01,1846390,11341,285429,9058,160638,8019,124791,6261,1560961,12200,169328,6423,1391633,11629,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,250185,2685,26915,2303,9528,1246,17387,1925,223270,3426,13011,1579,210259,3461,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2463008,12455,321127,7531,158557,6148,162570,6011,2141881,12742,217405,5894,1924476,13038,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1144663,8300,156749,6143,88374,4457,68375,4810,987914,8082,115959,5616,871955,9432,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12896357,19487,1257012,16532,590289,13892,666723,12353,11639345,23365,1204187,16404,10435158,26620,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2074735,7548,173729,6798,78242,3886,95487,5351,1901006,9112,150746,5649,1750260,10222,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1343703,6712,169838,5982,72761,4063,97077,4644,1173865,6689,66654,3857,1107211,7138,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,352595,3920,45905,2912,19752,2283,26153,2152,306690,4582,19477,2190,287213,4749,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,281787,3030,43203,2879,19845,2100,23358,2311,238584,3971,22318,2523,216266,4415,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7463184,23147,1112925,15882,490451,11264,622474,13130,6350259,23055,588494,11612,5761765,21464,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3656407,14418,535864,12119,272843,8784,263021,9106,3120543,18930,303971,8796,2816572,18930,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,445936,4817,51246,3335,17844,1747,33402,3073,394690,5313,28836,2588,365854,5590,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,597421,4571,68443,3655,34178,2952,34265,2671,528978,5154,54600,4784,474378,6868,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4794523,12954,648931,12246,308666,7684,340265,9475,4145592,14315,305554,8445,3840038,15129,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2515143,11611,290205,7478,156467,6061,133738,5241,2224938,13230,181290,6515,2043648,13476,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1247249,6782,140748,5025,63012,3622,77736,4506,1106501,8118,87513,4430,1018988,8196,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1111582,6565,94062,4589,50707,3400,43355,3489,1017520,8010,89090,3874,928430,8377,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1716168,8844,283701,8100,167503,5913,116198,5332,1432467,9950,136528,5004,1295939,10180,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1737908,9569,259119,8878,148984,7044,110135,5544,1478789,11033,179495,7066,1299294,11306,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,545226,5325,86238,4758,41945,2953,44293,3453,458988,5993,30436,2633,428552,6084,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2177934,7798,242975,8605,96474,5293,146501,6348,1934959,10740,103938,4889,1831021,11748,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2559951,9181,312390,8823,146057,6159,166333,5920,2247561,12952,153267,7042,2094294,13167,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3858532,11041,580043,9906,302684,6970,277359,7305,3278489,13013,265296,8216,3013193,12742,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2147262,7978,186638,6353,86774,4537,99864,5207,1960624,10081,122812,4725,1837812,9564,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1104371,7926,201103,6800,119298,5999,81805,4250,903268,8953,111773,4979,791495,9273,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2374180,11426,287436,7967,152848,6107,134588,5885,2086744,12578,180603,6962,1906141,13481,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,414804,3749,37798,2593,22489,2177,15309,1621,377006,4169,36843,2480,340163,4721,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,744159,3947,64374,3382,35125,2511,29249,2188,679785,4943,55407,3128,624378,5665,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1042065,7714,136603,5239,60641,3923,75962,4094,905462,8841,80333,4596,825129,8330,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,517615,4643,40201,2813,16190,2077,24011,2502,477414,5158,26966,2686,450448,5617,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3187963,9239,301208,8866,140310,5752,160898,7018,2886755,10986,197846,7640,2688909,10624,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,761797,5816,133347,5437,72368,4273,60979,3983,628450,6987,71985,4172,556465,8200,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7233694,15840,1108303,14722,559676,12549,548627,9890,6125391,20264,505353,10505,5620038,21053,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3843745,15042,547385,11812,279186,8781,268199,7994,3296360,15385,307266,7857,2989094,16123,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,313475,3584,21614,2014,10727,1500,10887,1461,291861,3999,24811,2156,267050,4022,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4606655,12584,660784,11041,356853,8740,303931,7935,3945871,15885,300748,8033,3645123,17633,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1465951,6457,191054,4864,100875,2973,90179,4238,1274897,7378,125537,5016,1149360,6769,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1553205,7348,288816,6605,126095,5605,162721,4917,1264389,10152,90616,4945,1173773,10091,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4956037,11868,658030,10770,319500,8686,338530,9440,4298007,14682,298717,7221,3999290,15358,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,407484,4045,66173,4075,31814,2810,34359,2851,341311,4801,26874,2744,314437,5220,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1857768,9376,267132,8226,140999,6506,126133,5520,1590636,11363,151776,6033,1438860,11103,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,339437,2931,36111,2879,18966,2182,17145,1726,303326,3858,22438,2133,280888,4174,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2530260,10743,405730,8663,209864,6628,195866,5923,2124530,13624,190661,6404,1933869,14292,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9421412,21122,1176485,15803,582715,12298,593770,12929,8244927,25296,777965,14489,7466962,24613,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,930980,5092,70588,3811,35011,2489,35577,2830,860392,6448,65405,4005,794987,6815,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
