GEO_ID,B23003_001E,B23003_001M,B23003_002E,B23003_002M,B23003_003E,B23003_003M,B23003_004E,B23003_004M,B23003_005E,B23003_005M,B23003_006E,B23003_006M,B23003_007E,B23003_007M,B23003_008E,B23003_008M,B23003_009E,B23003_009M,B23003_010E,B23003_010M,B23003_011E,B23003_011M,B23003_012E,B23003_012M,B23003_013E,B23003_013M,B23003_014E,B23003_014M,B23003_015E,B23003_015M,B23003_016E,B23003_016M,B23003_017E,B23003_017M,B23003_018E,B23003_018M,B23003_019E,B23003_019M,B23003_020E,B23003_020M,B23003_021E,B23003_021M,B23003_022E,B23003_022M,B23003_023E,B23003_023M,B23003_024E,B23003_024M,B23003_025E,B23003_025M,B23003_026E,B23003_026M,B23003_027E,B23003_027M,B23003_028E,B23003_028M,B23003_029E,B23003_029M,B23003_030E,B23003_030M,NAME,B23003_001EA,B23003_001MA,B23003_002EA,B23003_002MA,B23003_003MA,B23003_003EA,B23003_004EA,B23003_004MA,B23003_005EA,B23003_005MA,B23003_006EA,B23003_006MA,B23003_007EA,B23003_007MA,B23003_008MA,B23003_008EA,B23003_009MA,B23003_009EA,B23003_010EA,B23003_010MA,B23003_011EA,B23003_011MA,B23003_012EA,B23003_012MA,B23003_013EA,B23003_013MA,B23003_014MA,B23003_014EA,B23003_015EA,B23003_015MA,B23003_016MA,B23003_016EA,B23003_017EA,B23003_017MA,B23003_018EA,B23003_018MA,B23003_019MA,B23003_019EA,B23003_020MA,B23003_020EA,B23003_021MA,B23003_021EA,B23003_022EA,B23003_022MA,B23003_023EA,B23003_023MA,B23003_024EA,B23003_024MA,B23003_025MA,B23003_025EA,B23003_026MA,B23003_026EA,B23003_027MA,B23003_027EA,B23003_028MA,B23003_028EA,B23003_029EA,B23003_029MA,B23003_030EA,B23003_030MA,state
0400000US01,1442707,5751,519014,9200,122773,5621,88863,5516,320,257,88543,5516,79952,4908,8591,1716,33910,2969,93239,5255,60902,3771,120,141,60782,3788,53792,3725,6990,1598,32337,2987,303002,7630,221875,6646,377,294,221498,6630,207584,6906,13914,2182,81127,4511,923693,9796,582742,11392,490,311,582252,11390,545129,11087,37123,3360,340951,8662,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,209914,1545,76099,3546,20298,2024,13874,1551,488,424,13386,1505,12355,1412,1031,334,6424,1091,17587,1996,11310,1468,59,63,11251,1471,10340,1430,911,318,6277,1309,38214,2541,30823,2331,277,247,30546,2287,29191,2206,1355,484,7391,1065,133815,3524,100649,3608,912,489,99737,3530,93924,3578,5813,1105,33166,2387,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1933370,2681,681298,9310,149668,5829,102875,4711,304,206,102571,4761,92913,4683,9658,1791,46793,3553,153053,6257,91566,4552,66,110,91500,4588,82639,4032,8861,1742,61487,4400,378577,7475,277432,7218,792,665,276640,7047,262694,7199,13946,2021,101145,5103,1252072,9664,860829,12858,823,463,860006,12898,808669,12634,51337,4418,391243,9212,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,858451,4017,312708,6899,72637,4802,46607,3778,41,50,46566,3774,43006,3504,3560,1005,26030,2774,62216,4179,37915,2742,0,190,37915,2742,35436,2657,2479,882,24301,2515,177855,5482,132955,4915,573,458,132382,4897,126589,4649,5793,1363,44900,3236,545743,7018,355546,7447,412,450,355134,7428,336406,7578,18728,2381,190197,6465,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,11705111,7127,4118933,22906,889913,14049,590023,11153,1522,560,588501,11203,543636,10611,44865,3462,299890,8906,866885,14466,511877,10395,358,209,511519,10357,466115,9585,45404,3302,355008,9858,2362135,20018,1684653,18304,796,326,1683857,18322,1572925,17058,110932,5663,677482,13242,7586178,23158,5413812,28992,6743,1524,5407069,28835,5042565,28098,364504,10809,2172366,21061,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1629139,4331,590226,9658,140305,5776,98737,4832,929,486,97808,4825,93121,4661,4687,1131,41568,3601,122475,4959,76172,4537,449,317,75723,4467,70656,4298,5067,1250,46303,3232,327446,7467,254073,6267,522,329,253551,6259,242844,6650,10707,1754,73373,4705,1038913,9692,796191,10423,1874,783,794317,10493,757291,11040,37026,3565,242722,8071,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1074182,2113,367626,7049,74821,4540,56031,3793,32,53,55999,3791,52540,3706,3459,1027,18790,2356,63688,3751,46146,3250,0,198,46146,3250,41795,3153,4351,1210,17542,1877,229117,5283,185072,5300,0,198,185072,5300,172511,5260,12561,1869,44045,3262,706556,7112,551584,7760,92,102,551492,7757,519118,7464,32374,2992,154972,5795,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,282294,1308,95415,3432,19884,2538,14619,2039,46,75,14573,2043,13782,2028,791,445,5265,1168,19237,2318,12804,1863,0,190,12804,1863,12031,1878,773,359,6433,1338,56294,3660,46456,3127,121,117,46335,3129,44605,3104,1730,651,9838,1669,186879,3659,139224,4615,253,328,138971,4678,131906,4652,7065,1404,47655,3706,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,228031,1641,57877,3060,17411,1886,14201,1631,113,184,14088,1657,12482,1491,1606,655,3210,952,11502,1597,8256,1383,0,200,8256,1383,7213,1201,1043,642,3246,874,28964,2464,22964,2264,0,200,22964,2264,19614,2241,3350,1033,6000,1332,170154,3189,135541,4019,447,313,135094,3956,127885,3838,7209,1500,34613,3374,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5896693,8126,1868278,19267,420806,11655,296618,9871,1017,630,295601,9753,272810,9608,22791,2742,124188,6151,344192,11639,234891,9822,628,506,234263,9822,211925,9347,22338,2827,109301,6283,1103280,15449,850358,12960,464,303,849894,12950,802270,12536,47624,3885,252922,10376,4028415,20007,2842357,23373,2857,891,2839500,23274,2660779,24729,178721,8213,1186058,18587,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
