GEO_ID,B06003_001E,B06003_001M,B06003_002E,B06003_002M,B06003_003E,B06003_003M,B06003_004E,B06003_004M,B06003_005E,B06003_005M,B06003_006E,B06003_006M,B06003_007E,B06003_007M,B06003_008E,B06003_008M,B06003_009E,B06003_009M,B06003_010E,B06003_010M,B06003_011E,B06003_011M,B06003_012E,B06003_012M,B06003_013E,B06003_013M,B06003_014E,B06003_014M,B06003_015E,B06003_015M,NAME,B06003_001EA,B06003_001MA,B06003_002MA,B06003_002EA,B06003_003EA,B06003_003MA,B06003_004MA,B06003_004EA,B06003_005EA,B06003_005MA,B06003_006EA,B06003_006MA,B06003_007MA,B06003_007EA,B06003_008EA,B06003_008MA,B06003_009EA,B06003_009MA,B06003_010MA,B06003_010EA,B06003_011MA,B06003_011EA,B06003_012EA,B06003_012MA,B06003_013EA,B06003_013MA,B06003_014EA,B06003_014MA,B06003_015MA,B06003_015EA,state
0400000US01,4858979,-555555555,2352810,5380,2506169,5380,3403844,20200,1638154,11883,1765690,13147,1248961,20458,608684,12094,640277,13779,36202,3382,17474,2210,18728,2256,169972,7267,88498,4580,81474,4158,Alabama,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,738432,-555555555,388695,1732,349737,1732,308448,8050,161483,4672,146965,4883,355153,7455,193293,4578,161860,4682,16287,2410,7720,1349,8567,1706,58544,4089,26199,2457,32345,2358,Alaska,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6828065,-555555555,3387385,2294,3440680,2294,2679897,21468,1362996,14073,1316901,14083,3135027,19005,1538621,12927,1596406,14225,98741,7242,49787,4601,48954,4206,914400,15780,435981,11082,478419,7811,Arizona,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2978204,-555555555,1463576,3921,1514628,3921,1837618,16073,907156,10208,930462,10792,975303,15837,472384,9373,502919,10064,22442,3352,10870,2024,11572,2073,142841,5470,73166,3385,69675,3512,Arkansas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,39144818,-555555555,19440558,4443,19704260,4443,21454567,49782,10771924,35108,10682643,29906,6481442,37381,3250315,22577,3231127,24246,520473,13638,262436,9572,258037,9156,10688336,47464,5155883,32949,5532453,26104,California,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5456574,-555555555,2741020,3494,2715554,3494,2329855,23134,1168849,14110,1161006,14201,2503715,22854,1262860,14737,1240855,13691,85938,5937,43099,3905,42839,3738,537066,13583,266212,8012,270854,7516,Colorado,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3590886,-555555555,1752063,1923,1838823,1923,1985475,15639,986557,10059,998918,10029,956742,14820,453244,8890,503498,9032,129021,6379,58221,3806,70800,3979,519648,14163,254041,8257,265607,8265,Connecticut,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,945934,-555555555,458208,1047,487726,1047,431303,10186,211701,5989,219602,6191,414365,9419,197674,5335,216691,6129,12757,2236,6442,1354,6315,1318,87509,5462,42391,2968,45118,3451,Delaware,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,672228,-555555555,319705,699,352523,699,240836,6602,110726,4040,130110,4174,323439,7636,157139,4902,166300,5193,12836,2497,6208,1606,6628,1592,95117,5695,45632,3610,49485,3460,District of Columbia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20271272,-555555555,9891238,6494,10380034,6494,7286501,44833,3640867,27340,3645634,28907,8170020,49455,3958553,28573,4211467,28934,728511,19175,356271,11396,372240,11601,4086240,42279,1935547,25929,2150693,23321,Florida,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,10214860,-555555555,4975458,7577,5239402,7577,5606595,34603,2732402,20960,2874193,21146,3447838,34825,1658621,21351,1789217,22285,136710,10563,68222,5751,68488,6544,1023717,16327,516213,10637,507504,10049,Georgia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1431603,-555555555,724635,1325,706968,1325,759288,11055,386757,6082,372531,7719,370856,7255,205786,5042,165070,4345,48045,4761,25053,2885,22992,3002,253414,8901,107039,4537,146375,5990,Hawaii,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1654930,-555555555,826819,2813,828111,2813,794787,13781,399233,10187,395554,8368,751667,13714,376452,9954,375215,7760,14112,2584,5512,1188,8600,2146,94364,5556,45622,3247,48742,3411,Idaho,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12859995,-555555555,6310435,4724,6549560,4724,8641354,30943,4263313,19972,4378041,17735,2247458,24560,1069120,15293,1178338,15350,145027,6795,69347,4376,75680,4664,1826156,22081,908655,12381,917501,12869,Illinois,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6619680,-555555555,3253089,4727,3366591,4727,4530700,21048,2237054,12973,2293646,13150,1723704,21919,830586,12948,893118,13546,43968,3902,22327,2497,21641,2408,321308,8167,163122,5376,158186,4869,Indiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3123899,-555555555,1549289,3241,1574610,3241,2220360,14475,1099838,9283,1120522,8656,737826,14748,365891,9473,371935,9151,16992,1950,8108,1474,8884,1202,148721,5960,75452,4192,73269,3578,Iowa,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2911641,-555555555,1449224,3248,1462417,3248,1706031,15801,850916,9261,855115,10649,974174,16831,478453,10182,495721,9680,25716,2769,14329,1853,11387,1746,205720,7842,105526,4578,100194,4790,Kansas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4425092,-555555555,2174892,4384,2250200,4384,3077946,19267,1510557,12559,1567389,12059,1161275,18311,572187,11514,589088,11030,28535,2902,13117,1960,15418,1912,157336,8192,79031,4520,78305,5212,Kentucky,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4670724,-555555555,2286299,5065,2384425,5065,3657607,17727,1787584,11196,1870023,11382,797589,16562,390288,9562,407301,10744,29159,3448,15351,2113,13808,2016,186369,8016,93076,4922,93293,4878,Louisiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
