GEO_ID,B11001G_001E,B11001G_001M,B11001G_002E,B11001G_002M,B11001G_003E,B11001G_003M,B11001G_004E,B11001G_004M,B11001G_005E,B11001G_005M,B11001G_006E,B11001G_006M,B11001G_007E,B11001G_007M,B11001G_008E,B11001G_008M,B11001G_009E,B11001G_009M,NAME,B11001G_001EA,B11001G_001MA,B11001G_002EA,B11001G_002MA,B11001G_003EA,B11001G_003MA,B11001G_004MA,B11001G_004EA,B11001G_005MA,B11001G_005EA,B11001G_006EA,B11001G_006MA,B11001G_007EA,B11001G_007MA,B11001G_008EA,B11001G_008MA,B11001G_009EA,B11001G_009MA,state
0400000US01,23592,2290,13436,1775,9169,1371,4267,1169,1265,730,3002,827,10156,1807,8094,1497,2062,862,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,13146,1298,7648,1035,4642,947,3006,746,883,467,2123,571,5498,963,4076,901,1422,599,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,49645,3723,29752,2725,17626,1935,12126,1636,2948,903,9178,1401,19893,2137,14437,1897,5456,1122,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,16789,2315,10319,1618,6703,1210,3616,939,979,547,2637,682,6470,1570,5580,1574,890,416,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,396677,8902,251396,7336,169127,6161,82269,3934,22625,2396,59644,3295,145281,6710,101127,5621,44154,3505,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,41962,3015,24846,2572,17552,2260,7294,1452,2106,770,5188,1070,17116,1743,11212,1528,5904,1209,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,23119,2658,14417,1928,8030,1468,6387,1308,2025,828,4362,976,8702,1684,6598,1463,2104,799,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,6106,1197,3995,957,2609,770,1386,592,166,161,1220,586,2111,859,1546,686,565,412,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,7086,1105,2596,682,1597,559,999,413,255,212,744,347,4490,979,2879,821,1611,772,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,118853,6758,78520,5456,49970,3975,28550,3294,8127,1804,20423,2558,40333,3860,29411,3297,10922,1664,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,52346,3671,34849,3216,22752,2577,12097,2078,3366,1086,8731,1751,17497,2046,13018,1801,4479,1003,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
