GEO_ID,B19202A_001E,B19202A_001M,NAME,B19202A_001EA,B19202A_001MA,state
0400000US01,28410,1055,Alabama,null,null,01
0400000US02,51607,2888,Alaska,null,null,02
0400000US04,34967,858,Arizona,null,null,04
0400000US05,25432,764,Arkansas,null,null,05
0400000US06,44783,698,California,null,null,06
0400000US08,41470,666,Colorado,null,null,08
0400000US09,43200,1862,Connecticut,null,null,09
0400000US10,40893,2125,Delaware,null,null,10
0400000US11,92760,2741,District of Columbia,null,null,11
0400000US12,32527,445,Florida,null,null,12
0400000US13,35504,855,Georgia,null,null,13
0400000US15,50214,5671,Hawaii,null,null,15
0400000US16,27836,1394,Idaho,null,null,16
0400000US17,38803,713,Illinois,null,null,17
0400000US18,31184,382,Indiana,null,null,18
0400000US19,31430,555,Iowa,null,null,19
0400000US20,32142,702,Kansas,null,null,20
0400000US21,27234,557,Kentucky,null,null,21
0400000US22,31119,658,Louisiana,null,null,22
0400000US23,28846,1125,Maine,null,null,23
0400000US24,50069,1103,Maryland,null,null,24
0400000US25,43169,1240,Massachusetts,null,null,25
0400000US26,32183,360,Michigan,null,null,26
0400000US27,38056,920,Minnesota,null,null,27
0400000US28,27649,1327,Mississippi,null,null,28
0400000US29,30919,445,Missouri,null,null,29
0400000US30,29442,1211,Montana,null,null,30
0400000US31,32972,1132,Nebraska,null,null,31
0400000US32,36384,784,Nevada,null,null,32
0400000US33,40307,1037,New Hampshire,null,null,33
0400000US34,42867,1019,New Jersey,null,null,34
0400000US35,28628,1394,New Mexico,null,null,35
0400000US36,41648,436,New York,null,null,36
0400000US37,31630,423,North Carolina,null,null,37
0400000US38,35934,1231,North Dakota,null,null,38
0400000US39,32252,339,Ohio,null,null,39
0400000US40,29897,697,Oklahoma,null,null,40
0400000US41,33896,964,Oregon,null,null,41
0400000US42,33266,609,Pennsylvania,null,null,42
0400000US44,36046,2022,Rhode Island,null,null,44
0400000US45,31961,559,South Carolina,null,null,45
0400000US46,31327,946,South Dakota,null,null,46
0400000US47,29469,896,Tennessee,null,null,47
0400000US48,37150,410,Texas,null,null,48
0400000US49,37054,939,Utah,null,null,49
0400000US50,34919,2069,Vermont,null,null,50
0400000US51,42865,1316,Virginia,null,null,51
0400000US53,40432,690,Washington,null,null,53
0400000US54,24476,796,West Virginia,null,null,54
0400000US55,34177,660,Wisconsin,null,null,55
0400000US56,35338,1961,Wyoming,null,null,56
0400000US72,11595,462,Puerto Rico,null,null,72
