B25126_038E,B25126_038M,B25126_039E,B25126_039M,B25126_040E,B25126_040M,B25126_041E,B25126_041M,B25126_042E,B25126_042M,B25126_043E,B25126_043M,B25126_044E,B25126_044M,B25126_045E,B25126_045M,B25126_046E,B25126_046M,B25126_047E,B25126_047M,B25126_048E,B25126_048M,B25126_049E,B25126_049M,B25126_050E,B25126_050M,B25126_051E,B25126_051M,B25126_052E,B25126_052M,B25126_053E,B25126_053M,B25126_054E,B25126_054M,B25126_055E,B25126_055M,B25126_056E,B25126_056M,B25126_057E,B25126_057M,B25126_058E,B25126_058M,B25126_059E,B25126_059M,B25126_060E,B25126_060M,B25126_061E,B25126_061M,B25126_062E,B25126_062M,B25126_063E,B25126_063M,B25126_064E,B25126_064M,B25126_065E,B25126_065M,B25126_066E,B25126_066M,B25126_067E,B25126_067M,B25126_068E,B25126_068M,B25126_069E,B25126_069M,GEO_ID,B25126_001E,B25126_001M,B25126_002E,B25126_002M,B25126_003E,B25126_003M,B25126_004E,B25126_004M,B25126_005E,B25126_005M,B25126_006E,B25126_006M,B25126_007E,B25126_007M,B25126_008E,B25126_008M,B25126_009E,B25126_009M,B25126_010E,B25126_010M,B25126_011E,B25126_011M,B25126_012E,B25126_012M,B25126_013E,B25126_013M,B25126_014E,B25126_014M,B25126_015E,B25126_015M,B25126_016E,B25126_016M,B25126_017E,B25126_017M,B25126_018E,B25126_018M,B25126_019E,B25126_019M,B25126_020E,B25126_020M,B25126_021E,B25126_021M,B25126_022E,B25126_022M,B25126_023E,B25126_023M,B25126_024E,B25126_024M,B25126_025E,B25126_025M,B25126_026E,B25126_026M,B25126_027E,B25126_027M,B25126_028E,B25126_028M,B25126_029E,B25126_029M,B25126_030E,B25126_030M,B25126_031E,B25126_031M,B25126_032E,B25126_032M,B25126_033E,B25126_033M,B25126_034E,B25126_034M,B25126_035E,B25126_035M,B25126_036E,B25126_036M,B25126_037E,B25126_037M,B25126_038MA,B25126_038EA,B25126_039EA,B25126_039MA,B25126_040EA,B25126_040MA,B25126_041EA,B25126_041MA,B25126_042MA,B25126_042EA,B25126_043EA,B25126_043MA,B25126_044EA,B25126_044MA,B25126_045EA,B25126_045MA,B25126_046EA,B25126_046MA,B25126_047EA,B25126_047MA,B25126_048MA,B25126_048EA,B25126_049MA,B25126_049EA,B25126_050EA,B25126_050MA,B25126_051MA,B25126_051EA,B25126_052EA,B25126_052MA,B25126_053MA,B25126_053EA,B25126_054EA,B25126_054MA,B25126_055EA,B25126_055MA,B25126_056EA,B25126_056MA,B25126_057EA,B25126_057MA,B25126_058EA,B25126_058MA,B25126_059MA,B25126_059EA,B25126_060MA,B25126_060EA,B25126_061EA,B25126_061MA,B25126_062MA,B25126_062EA,B25126_063EA,B25126_063MA,B25126_064MA,B25126_064EA,B25126_065EA,B25126_065MA,B25126_066EA,B25126_066MA,B25126_067EA,B25126_067MA,B25126_068EA,B25126_068MA,B25126_069MA,B25126_069EA,NAME,B25126_001EA,B25126_001MA,B25126_002EA,B25126_002MA,B25126_003EA,B25126_003MA,B25126_004MA,B25126_004EA,B25126_005MA,B25126_005EA,B25126_006EA,B25126_006MA,B25126_007MA,B25126_007EA,B25126_008EA,B25126_008MA,B25126_009MA,B25126_009EA,B25126_010EA,B25126_010MA,B25126_011EA,B25126_011MA,B25126_012EA,B25126_012MA,B25126_013EA,B25126_013MA,B25126_014MA,B25126_014EA,B25126_015MA,B25126_015EA,B25126_016MA,B25126_016EA,B25126_017EA,B25126_017MA,B25126_018MA,B25126_018EA,B25126_019EA,B25126_019MA,B25126_020MA,B25126_020EA,B25126_021EA,B25126_021MA,B25126_022EA,B25126_022MA,B25126_023EA,B25126_023MA,B25126_024EA,B25126_024MA,B25126_025MA,B25126_025EA,B25126_026MA,B25126_026EA,B25126_027MA,B25126_027EA,B25126_028EA,B25126_028MA,B25126_029EA,B25126_029MA,B25126_030EA,B25126_030MA,B25126_031MA,B25126_031EA,B25126_032EA,B25126_032MA,B25126_033EA,B25126_033MA,B25126_034MA,B25126_034EA,B25126_035EA,B25126_035MA,B25126_036MA,B25126_036EA,B25126_037MA,B25126_037EA,state
1271,846,13065,2135,33220,3462,35517,3129,35801,3562,40274,3943,22165,2956,16055,2035,9033,1561,11471,1781,292195,8055,873,503,7878,1756,36533,3368,42464,3512,44251,3358,59750,3863,39203,3527,28432,2738,14784,1939,18027,2422,82728,4170,411,316,2678,1056,10068,1458,12282,1809,12767,2047,14727,1773,12031,1594,7739,1124,4304,882,5721,1086,0400000US01,1846390,11341,1253595,13117,121197,4869,1787,581,12586,2118,28566,2442,21348,2125,14696,1800,14738,2173,11460,1523,9079,1314,2905,845,4032,932,729792,9201,4703,1146,29772,3529,145512,5206,163198,5262,99532,4751,111984,5063,68800,3262,54336,3488,19968,2233,31987,2480,402606,5857,1025,377,8682,1690,47645,2824,62811,3273,50959,3132,80862,3747,63637,2982,46315,3367,17725,1572,22945,1939,592795,11428,217872,6692,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
256,242,1957,819,6001,1439,5575,1090,9551,1705,10745,1526,3827,1025,1663,548,310,179,509,237,42604,2977,103,77,1689,607,5236,944,4965,746,9647,1509,12098,1719,4392,1082,2962,826,839,333,673,284,7265,1016,12,20,214,199,984,300,1343,563,1858,491,1384,465,851,375,268,155,195,151,156,126,0400000US02,250185,2685,159922,3409,20869,1897,45,52,1725,545,4129,767,2909,817,5239,964,4225,990,1262,506,903,479,282,184,150,128,105156,3233,215,154,2008,663,19138,1909,16508,1987,28488,2115,23264,1966,8122,1414,4857,985,1001,283,1555,477,33897,1762,113,138,393,237,3269,697,4242,823,8153,1080,9577,1114,3961,910,2969,677,278,160,942,380,90263,3323,40394,2567,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
2369,846,11364,1768,72478,4543,68230,3989,64936,4162,60762,3839,26887,3132,20996,2687,4824,1153,6384,1086,473576,10227,1318,594,12819,1835,96469,5142,86787,4941,89054,4925,87988,4806,46405,4205,35243,3240,8856,1153,8637,1744,125374,4945,676,387,3988,1006,20882,1920,25352,2483,27929,2447,22340,2232,10671,1543,8262,1282,2287,645,2987,728,0400000US04,2463008,12455,1524828,12566,145185,6027,2354,764,8442,1614,49423,3314,26413,2420,22146,2243,18689,2012,7167,1518,7439,1195,1574,537,1538,551,840471,9605,6353,1329,25825,2093,243477,6354,179538,5466,133870,4887,124724,4641,54398,4094,49934,2664,11442,1424,10910,1587,539172,6541,1989,565,10861,1604,115344,4117,123737,4408,96103,4339,103979,3780,40419,2595,31751,2534,6827,943,8162,1197,938180,12431,339230,7458,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
1525,597,10877,1627,27168,2979,31453,2799,23219,2461,22708,3164,15113,1815,7520,1739,5089,1279,5923,1321,189953,5910,675,546,6125,1346,25646,3427,29753,3112,29943,3227,38860,3026,25481,2046,13959,1948,7891,1495,11620,1796,58115,3130,70,120,2012,638,8716,1215,9242,1408,10207,1519,10443,1514,5606,867,5518,1051,2267,639,4034,859,0400000US05,1144663,8300,746000,10027,80602,4217,1954,753,6817,1312,21390,2351,11848,1661,10800,1793,11512,1662,7426,1542,3250,847,2959,891,2646,772,421228,7830,2662,851,16389,1895,94092,4014,86222,4462,60743,3428,70812,3668,35658,2475,23951,2386,12310,1501,18389,1949,244170,3965,1195,628,4502,956,33129,2190,38248,2509,36931,2462,54428,3053,32661,2310,19733,1666,8785,1064,14558,1611,398663,8123,150595,5701,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
7115,1313,50212,3977,191568,8035,222722,7323,298183,8674,371832,9920,235807,7850,195616,7310,104037,4475,186106,7010,3312921,21904,7852,1447,53070,4888,290967,10594,317777,8830,495540,10819,633409,13350,489712,9530,443409,9514,227693,7805,353492,7515,809415,13794,1839,658,15290,2077,76076,4326,86697,4415,122095,5098,162028,6321,116010,4729,93842,4680,51722,3802,83816,5023,0400000US06,12896357,19487,6910823,27840,546240,10980,5905,1061,21439,2299,101082,4904,61201,3922,88033,4358,80667,4394,55679,3637,69980,4104,24363,2265,37891,2318,4234837,24242,18973,2257,67208,4430,620442,11466,536102,10381,630463,11618,636617,10818,506615,9569,630530,9308,251473,7106,336414,7603,2129746,15220,3209,802,15358,1790,171407,5704,198673,6093,315871,7672,420978,7973,333866,7524,343664,6638,141637,4326,185083,5639,5985534,26745,1863198,14977,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
4155,1074,12247,1974,46735,4085,50134,3823,45319,3427,66970,4335,28586,2953,22719,2747,10014,1757,24292,2269,350832,6821,2867,1043,9640,1500,46762,3709,51786,3934,57402,4122,78061,4555,36467,2925,28410,2593,10122,1689,29315,2766,90114,4220,71,119,3158,879,13979,2102,13480,1606,13778,1730,17608,1962,11933,1510,7006,907,2245,753,6856,1250,0400000US08,2074735,7548,1322618,9565,152371,5192,2263,713,8947,1355,32211,2527,20330,2246,22496,2308,24779,2097,11812,1600,12861,1664,4388,992,12284,1873,821791,7481,7151,1007,23917,2262,178202,4624,163295,3734,117603,4635,135924,4747,59946,3287,58319,3521,19368,1883,58066,3189,348456,4831,1948,690,5079,929,52596,3175,56097,2662,46345,2326,73727,3321,41779,2248,34816,2225,9362,1264,26707,1648,752117,9473,311171,7873,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
529,319,4593,1083,8160,1521,9885,1490,17667,2136,17361,2552,13680,1920,13410,2080,6948,1443,42815,3639,238726,7923,650,387,3792,914,10754,1798,13274,2114,24255,2503,35816,3165,29246,2813,29324,2915,16526,2130,75089,4842,80894,3440,80,134,1161,472,6761,1094,10141,1509,10977,1790,11812,1376,9583,1491,8644,1384,4721,874,17014,1780,0400000US09,1343703,6712,889035,8413,67231,3744,175,163,875,447,3734,1080,4854,979,9958,1300,8464,1353,7879,1419,12842,1735,5672,1002,12778,1765,562947,7214,789,365,6109,932,50539,3455,55301,3469,79543,3298,69507,4018,78034,3821,93050,4254,38273,2823,91802,3970,258857,4319,365,232,1538,436,16658,1900,12595,1341,28566,2110,42585,2985,46309,2865,47397,2417,17316,1683,45528,2577,454668,8901,135048,5105,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
427,462,2274,1027,5835,1422,4876,1277,5007,1109,4272,945,4016,965,2826,744,2077,803,3285,784,51707,3240,129,145,927,497,5908,1297,7447,1531,8008,1744,8843,1384,6925,1330,4695,1136,3001,815,5824,1217,16312,1920,0,190,242,265,2521,712,1584,582,3223,995,2641,834,1959,749,1997,592,953,424,1192,432,0400000US10,352595,3920,249681,4261,22561,2198,286,291,1908,872,4627,1041,2778,818,2882,1039,2167,692,2766,950,2854,833,967,453,1326,433,146469,3424,1031,394,4893,1008,28519,2446,30554,2152,20331,2074,13866,1735,13485,1347,17646,1961,6054,998,10090,1226,80651,2210,395,381,3059,659,14906,1632,11602,1132,10115,1487,10890,1375,9997,1137,9341,947,3683,728,6663,925,102914,4301,34895,2620,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
860,287,5160,1113,6615,1159,3813,1114,3072,880,6431,1248,8132,1370,8445,1325,4966,1188,20261,2244,80415,3426,551,291,2172,612,6360,1429,2344,699,4181,1164,8816,1471,12557,1715,11415,1922,11958,1955,20061,2121,21062,1778,0,200,239,200,2301,619,730,364,1115,586,2477,622,3022,803,4537,1294,2451,577,4190,944,0400000US11,281787,3030,112555,3556,15179,1935,126,149,442,236,2229,703,703,618,497,362,296,222,1203,560,1113,620,1522,591,7048,967,66671,2606,165,143,938,412,5300,926,1221,503,2037,699,2086,670,5362,1040,8377,1334,6948,1263,34237,1894,30705,1621,0,200,111,184,522,306,423,230,1761,562,1500,516,2522,602,3598,803,5641,907,14627,1450,169232,4150,67755,2528,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
5945,1744,37249,3345,162269,7215,151706,7761,168116,7568,149537,7086,72365,4980,49074,3514,19253,2188,19453,2296,1452575,18466,8187,1885,39214,4056,251893,10650,237106,8975,283998,9940,278089,8503,155473,5433,119754,5317,40972,3111,37889,3690,415571,10171,1491,573,8436,1592,55998,4062,63460,4311,91346,4539,87654,3739,51166,3261,29703,2519,14245,1692,12072,1554,0400000US12,7463184,23147,4760071,23483,327971,9342,6352,1354,19552,2102,86301,5732,52680,3661,59632,4213,43783,3506,21704,2046,25271,2623,6691,1334,6005,1397,2556221,19119,18588,2060,72504,4881,573981,11923,483762,9946,502232,10945,379096,8505,218527,7204,209675,7312,46567,3447,51289,3110,1875879,13142,9448,1459,31127,2613,328495,8153,345923,7345,420509,8080,360307,6790,175629,5412,134475,5058,36453,2724,33513,2277,2703113,22882,834967,15419,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
