GEO_ID,B17001H_001E,B17001H_001M,B17001H_002E,B17001H_002M,B17001H_003E,B17001H_003M,B17001H_004E,B17001H_004M,B17001H_005E,B17001H_005M,B17001H_006E,B17001H_006M,B17001H_007E,B17001H_007M,B17001H_008E,B17001H_008M,B17001H_009E,B17001H_009M,B17001H_010E,B17001H_010M,B17001H_011E,B17001H_011M,B17001H_012E,B17001H_012M,B17001H_013E,B17001H_013M,B17001H_014E,B17001H_014M,B17001H_015E,B17001H_015M,B17001H_016E,B17001H_016M,B17001H_017E,B17001H_017M,B17001H_018E,B17001H_018M,B17001H_019E,B17001H_019M,B17001H_020E,B17001H_020M,B17001H_021E,B17001H_021M,B17001H_022E,B17001H_022M,B17001H_023E,B17001H_023M,B17001H_024E,B17001H_024M,B17001H_025E,B17001H_025M,B17001H_026E,B17001H_026M,B17001H_027E,B17001H_027M,B17001H_028E,B17001H_028M,B17001H_029E,B17001H_029M,B17001H_030E,B17001H_030M,B17001H_031E,B17001H_031M,B17001H_032E,B17001H_032M,B17001H_033E,B17001H_033M,B17001H_034E,B17001H_034M,B17001H_035E,B17001H_035M,B17001H_036E,B17001H_036M,B17001H_037E,B17001H_037M,B17001H_038E,B17001H_038M,B17001H_039E,B17001H_039M,B17001H_040E,B17001H_040M,B17001H_041E,B17001H_041M,B17001H_042E,B17001H_042M,B17001H_043E,B17001H_043M,B17001H_044E,B17001H_044M,B17001H_045E,B17001H_045M,B17001H_046E,B17001H_046M,B17001H_047E,B17001H_047M,B17001H_048E,B17001H_048M,B17001H_049E,B17001H_049M,B17001H_050E,B17001H_050M,B17001H_051E,B17001H_051M,B17001H_052E,B17001H_052M,B17001H_053E,B17001H_053M,B17001H_054E,B17001H_054M,B17001H_055E,B17001H_055M,B17001H_056E,B17001H_056M,B17001H_057E,B17001H_057M,B17001H_058E,B17001H_058M,B17001H_059E,B17001H_059M,NAME,B17001H_001EA,B17001H_001MA,B17001H_002MA,B17001H_002EA,B17001H_003MA,B17001H_003EA,B17001H_004MA,B17001H_004EA,B17001H_005EA,B17001H_005MA,B17001H_006EA,B17001H_006MA,B17001H_007MA,B17001H_007EA,B17001H_008MA,B17001H_008EA,B17001H_009MA,B17001H_009EA,B17001H_010MA,B17001H_010EA,B17001H_011EA,B17001H_011MA,B17001H_012EA,B17001H_012MA,B17001H_013MA,B17001H_013EA,B17001H_014MA,B17001H_014EA,B17001H_015MA,B17001H_015EA,B17001H_016EA,B17001H_016MA,B17001H_017EA,B17001H_017MA,B17001H_018MA,B17001H_018EA,B17001H_019MA,B17001H_019EA,B17001H_020MA,B17001H_020EA,B17001H_021MA,B17001H_021EA,B17001H_022EA,B17001H_022MA,B17001H_023MA,B17001H_023EA,B17001H_024EA,B17001H_024MA,B17001H_025EA,B17001H_025MA,B17001H_026MA,B17001H_026EA,B17001H_027EA,B17001H_027MA,B17001H_028EA,B17001H_028MA,B17001H_029MA,B17001H_029EA,B17001H_030EA,B17001H_030MA,B17001H_031EA,B17001H_031MA,B17001H_032EA,B17001H_032MA,B17001H_033EA,B17001H_033MA,B17001H_034MA,B17001H_034EA,B17001H_035EA,B17001H_035MA,B17001H_036EA,B17001H_036MA,B17001H_037EA,B17001H_037MA,B17001H_038EA,B17001H_038MA,B17001H_039EA,B17001H_039MA,B17001H_040MA,B17001H_040EA,B17001H_041EA,B17001H_041MA,B17001H_042EA,B17001H_042MA,B17001H_043EA,B17001H_043MA,B17001H_044EA,B17001H_044MA,B17001H_045MA,B17001H_045EA,B17001H_046EA,B17001H_046MA,B17001H_047MA,B17001H_047EA,B17001H_048EA,B17001H_048MA,B17001H_049EA,B17001H_049MA,B17001H_050EA,B17001H_050MA,B17001H_051MA,B17001H_051EA,B17001H_052MA,B17001H_052EA,B17001H_053EA,B17001H_053MA,B17001H_054EA,B17001H_054MA,B17001H_055EA,B17001H_055MA,B17001H_056MA,B17001H_056EA,B17001H_057MA,B17001H_057EA,B17001H_058MA,B17001H_058EA,B17001H_059EA,B17001H_059MA,state
0400000US01,3135373,2903,407748,17869,178187,9011,14325,2132,2774,939,19644,2162,6835,1200,2112,695,6358,1369,32850,3333,21137,2377,16848,2453,19697,1993,20714,2267,10220,1655,4673,869,229561,10675,13055,1873,3206,926,17973,2711,8355,1496,1969,662,5853,1164,36108,3261,33261,2890,26428,2717,26493,2472,27255,2546,15879,1677,13726,1608,2727625,18035,1353973,9358,69258,2830,13200,1866,91660,3385,49416,3747,19359,1844,31878,2017,99322,3476,165630,2964,172123,2532,198982,2302,197188,2381,152711,1701,93246,1336,1373652,10927,64816,1939,14001,1882,84159,4750,44519,3382,17741,1801,32612,2240,86256,3058,160767,3242,169145,2807,197681,2562,206065,2574,167980,1857,127910,1818,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,443665,1660,28822,3344,14351,2153,1089,427,369,322,1472,590,916,607,241,319,666,518,2184,749,1779,632,1032,410,1315,491,2255,646,658,332,375,346,14471,1790,919,443,36,43,1771,598,372,244,306,216,113,125,1474,434,2593,557,1635,469,2188,739,2080,640,678,351,306,193,414843,3598,221436,2338,12322,515,3385,964,12248,1204,7038,912,3171,735,4145,601,20358,918,37619,869,29349,488,31602,606,33509,677,19137,402,7553,344,193407,1997,12517,554,2431,608,13359,1178,5700,867,2396,572,3921,631,16042,537,29588,709,25155,669,27252,781,30278,659,16371,369,8397,379,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3726942,3981,411329,16057,188254,8967,11957,2189,1634,637,13444,2342,5950,1312,2323,696,4566,1115,32764,3248,22249,2378,20804,2303,21247,2579,29384,3039,12890,1488,9042,1383,223075,9747,11350,1950,1970,656,13842,2690,5590,1357,2586,900,4405,1177,32841,2563,32195,3118,22576,2689,25789,2509,29348,2593,19160,1912,21423,2111,3315613,15282,1641659,8614,72308,2372,12714,2173,97699,3764,53305,3332,16834,1614,34101,1747,102579,3559,198429,2811,191718,2672,225059,2850,240822,3062,232024,1497,164067,1472,1673954,10010,69703,2050,15362,1932,93242,3602,44553,3233,15688,1670,33115,1904,94345,2395,184575,3274,187744,2892,227041,2626,270923,2506,251086,2077,186577,2266,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2112368,3952,306322,11061,135285,6226,12768,1822,2414,960,14597,1930,5603,1324,2069,888,4712,1016,17677,2170,18164,1788,12538,1764,15890,2216,16555,2335,6641,1254,5657,1028,171037,6869,11687,1809,2501,902,13680,1979,6385,1227,1993,670,3829,987,25902,2619,24444,2288,17763,2153,19683,2039,20236,1999,11507,1622,11427,1417,1806046,11573,898311,7120,45315,1860,8235,1404,62607,3039,31935,2251,11321,1266,23547,1533,67643,2637,111485,2206,115579,2012,126029,2513,126042,2456,104186,1335,64387,1175,907735,7466,44316,2022,10470,1481,56782,2787,29892,2130,9585,1284,21614,1346,55673,2836,110248,2538,113387,2387,126239,2235,133652,2050,113591,1700,82286,1645,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14544570,10198,1459741,27890,680396,15865,33608,3500,5858,1256,39580,4120,18483,2518,8041,1441,15986,2072,114170,7012,99597,6022,67258,4480,93474,5217,105273,5388,47985,3623,31083,2717,779345,17820,33056,3193,6165,1522,41206,3976,16988,2359,6766,1358,15216,2240,126103,7691,112039,5171,84549,4713,99747,5258,110249,4737,57221,3491,70040,3345,13084829,30273,6560427,17015,289095,4172,53986,3686,357336,6603,183916,6335,62948,3339,131567,3851,435228,7123,911009,6423,821271,4391,994755,5407,1045498,5882,760298,3772,513520,2761,6524402,18772,272937,3404,53579,3075,333051,6443,173685,5894,61182,3403,124204,3734,380586,7598,832801,5857,756014,5056,969006,5454,1066376,4713,826363,3500,674618,3631,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3662113,4482,302046,11090,143541,6681,9131,1616,2304,762,7967,1223,3686,1075,1682,675,3134,866,35017,3886,22370,2211,12145,1715,14433,1841,20760,2105,6649,1184,4263,875,158505,6993,8361,1336,1505,642,8293,1515,3731,913,2169,742,3390,649,30667,2445,26718,3088,15028,1870,17211,2164,20934,2010,10506,1554,9992,1201,3360067,12149,1683450,7959,85096,1757,17306,1665,110292,3478,61149,3141,20617,1632,36258,1863,116681,3817,254763,3293,235932,2102,241520,1972,246019,2225,167268,1272,90549,1053,1676617,8357,82957,1606,16760,1814,105616,3365,54311,2669,16912,1488,34931,1858,109572,2666,235010,3261,223735,2019,243675,2311,258817,2104,176165,1685,118156,1533,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2370305,3671,143735,8449,64873,4635,3811,1278,883,495,3669,1060,1480,549,1049,490,1395,522,9431,1750,8206,1479,4971,1220,10768,1493,10400,1421,5621,1333,3189,742,78862,5596,2605,1064,982,515,4040,1151,1159,503,965,471,1656,645,9754,1839,11460,1806,6409,1125,12249,1913,10559,1454,7609,1427,9415,1130,2226570,10190,1091591,5878,45661,1429,9732,1423,70699,2643,37003,2673,15117,1455,27812,1479,82709,2227,120323,1809,124696,1366,179447,1570,182274,1533,116547,1400,79571,927,1134979,6036,44987,1111,10769,1801,63210,2588,37897,2580,14531,1419,25492,1503,74532,2354,115678,1910,127817,1196,186295,2054,192019,1514,129923,1531,111829,1672,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,582144,1630,43429,4601,17318,2892,1006,696,270,250,1377,730,1416,911,0,190,108,97,2346,741,1889,891,1861,790,2393,898,2421,693,1134,500,1097,469,26111,2970,1706,881,181,211,1706,1045,859,417,234,309,407,363,3701,847,3908,1035,2608,1071,2915,890,3687,793,1861,530,2338,526,538715,4748,264491,3062,12903,708,1974,634,14513,1347,8772,1269,3232,823,6037,864,18787,1124,34100,966,28926,800,38242,929,41909,657,34312,541,20784,604,274224,2991,11749,882,1640,548,14374,1503,8551,1429,2460,650,6065,683,15866,1173,32980,1123,29977,1067,40506,917,45568,815,37957,555,26531,559,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,226455,1779,15682,2541,7940,1432,0,200,0,200,0,200,0,200,50,77,0,200,4025,1078,1355,577,129,155,955,532,588,396,199,173,639,350,7742,1977,0,200,0,200,257,392,282,390,0,200,80,125,3559,933,2083,727,225,219,344,437,236,191,142,132,534,399,210773,2553,105063,1550,5853,112,862,383,3374,501,1650,453,254,159,648,222,3543,1133,34565,614,20842,280,12944,541,9709,419,7212,294,3607,405,105710,2301,5753,55,874,417,2967,690,1361,549,319,205,603,237,6814,1282,36471,822,18289,226,10396,444,9243,214,7922,132,4698,466,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10958108,8158,1208652,32710,551681,17604,38841,3843,8709,1600,44287,4728,19463,2774,7100,1537,13101,2245,72366,6294,64528,5209,50556,3656,67955,5176,86947,4866,42414,3186,35414,3536,656971,18550,35737,3702,7633,1801,39329,3542,17000,2513,5530,1544,14041,2027,82692,5144,86087,5128,62264,4845,83213,4631,94061,4412,65340,4761,64044,4229,9749456,34409,4805029,18466,191519,4121,35523,3232,257547,7045,128725,5403,48199,3634,95959,4006,303869,6281,544877,5548,518157,4470,682259,5484,734222,5009,714656,3301,549517,3666,4944427,20046,180253,3954,36083,3627,238426,5956,129872,5230,48728,3346,89216,4022,271217,5533,521018,5266,509343,5137,683906,4732,805351,4500,772663,4840,658351,4418,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
