GEO_ID,C15002A_001E,C15002A_001M,C15002A_002E,C15002A_002M,C15002A_003E,C15002A_003M,C15002A_004E,C15002A_004M,C15002A_005E,C15002A_005M,C15002A_006E,C15002A_006M,C15002A_007E,C15002A_007M,C15002A_008E,C15002A_008M,C15002A_009E,C15002A_009M,C15002A_010E,C15002A_010M,C15002A_011E,C15002A_011M,NAME,C15002A_001MA,C15002A_001EA,C15002A_002EA,C15002A_002MA,C15002A_003EA,C15002A_003MA,C15002A_004MA,C15002A_004EA,C15002A_005MA,C15002A_005EA,C15002A_006MA,C15002A_006EA,C15002A_007EA,C15002A_007MA,C15002A_008EA,C15002A_008MA,C15002A_009MA,C15002A_009EA,C15002A_010MA,C15002A_010EA,C15002A_011MA,C15002A_011EA,state
0400000US13,4193472,8611,2038132,6325,269692,9062,559637,12477,538977,12140,669826,10108,2155340,5320,246987,8765,597087,12682,619345,11012,691921,11750,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,277373,2595,152134,1798,6694,1376,29361,2875,53616,3225,62463,3171,125239,1480,5706,1488,22825,2254,39676,2508,57032,2793,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,991082,3424,488291,2415,46757,3525,138509,5115,167627,6638,135398,5578,502791,2195,42429,3267,135386,5470,198586,5360,126390,4587,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6462003,13953,3141579,7989,302296,10242,860562,11737,891074,11694,1087647,11572,3320424,7801,286979,7852,893877,12271,990674,12658,1148894,12351,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3784180,5002,1833240,3333,207381,6451,662590,10911,508103,9301,455166,8630,1950940,3150,205554,7987,661843,9376,583608,9482,499935,8886,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1926714,3828,936427,2429,74646,3849,321668,5633,295110,5956,245003,5967,990287,1947,65408,3880,301650,5625,344713,5478,278516,6026,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1647260,4654,802219,3099,72303,3484,222431,5331,247903,5647,259582,6068,845041,2706,65103,3056,214960,5844,283617,5986,281361,5528,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2669805,3292,1283805,2114,202663,6117,460306,8982,333208,7855,287628,7557,1386000,2164,185307,6732,444638,7796,415227,7580,340828,7077,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2040946,4812,992642,3304,139376,5790,336999,8267,260703,7448,255564,6807,1048304,2813,109072,4227,354275,8231,294555,7414,290402,7959,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,922223,1259,441725,877,40712,3009,152461,4932,121308,4425,127244,3896,480498,914,32268,2658,151985,4676,144709,4848,151536,4430,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2431681,6560,1175815,3901,104299,4658,291625,7433,273801,5659,506090,8096,1255866,3836,97321,4505,301513,7032,323740,8645,533292,7466,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3847911,7521,1829064,4891,150773,5633,488883,10487,403786,8687,785622,9225,2018847,4227,138487,5977,487911,11164,517346,9905,875103,10767,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,5476399,5063,2662905,3309,246102,7183,801291,11590,851870,11011,763642,9856,2813494,2911,224892,6878,834308,9078,950058,9731,804236,8951,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3241046,4587,1587830,2952,93734,3923,431949,7641,514143,6755,548004,7720,1653216,2845,77536,3483,406512,6654,561134,6305,608034,8105,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1221054,3716,592279,2585,85643,4636,184966,5698,183315,6378,138355,4766,628775,2527,68993,4489,186461,6043,214703,6253,158618,5604,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3475313,4665,1680270,3292,186700,6035,539413,8644,488536,9459,465621,8686,1795043,2900,167037,7300,550015,8740,545711,9376,532280,9066,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,646117,1730,321682,1345,21020,1978,102685,4343,98823,4150,99154,4355,324435,1045,17019,1611,98347,3935,103657,3622,105412,3217,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1116048,3783,547104,2453,46979,3009,152984,4453,184923,4762,162218,4427,568944,2289,41894,2951,147442,4028,198642,4751,180966,4504,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1390177,8177,701838,4964,90673,5675,193431,6174,237866,6316,179868,5669,688339,4471,85402,4592,188284,5373,248327,6809,166326,4735,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,889172,1276,432013,906,33428,2404,126607,4768,119902,4405,152076,4379,457159,927,26097,2392,130265,4529,139265,4392,161532,4712,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4314800,13164,2074062,8026,205507,7889,591282,10840,468330,9290,808943,10752,2240738,7262,197384,7344,667151,11243,525470,10470,850733,11834,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1050391,8360,511262,5292,72595,4113,137099,5515,157209,5757,144359,5146,539129,4589,66862,4495,137651,6461,168193,5300,166423,4862,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,9050590,20151,4361625,12529,429296,9648,1180998,12414,1088105,14588,1663226,13792,4688965,10843,426499,9413,1228540,13482,1187685,12802,1846241,14328,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,4880855,8532,2340095,4871,300174,7740,620562,11535,679160,11700,740199,9590,2540760,5231,260409,7437,632422,9843,816494,11820,831435,10759,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,444249,1719,225919,1339,16640,1476,64044,3026,83346,3487,61889,3079,218330,1134,13472,1371,59283,2858,74903,2533,70672,3272,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,6679607,5324,3220344,3652,314734,8356,1136890,13947,881837,10106,886883,11711,3459263,2925,309895,6943,1167407,13855,1026838,14327,955123,12646,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1970881,3783,956031,2518,116011,4300,307148,5798,283191,5101,249681,5488,1014850,2187,112329,4310,309955,5878,327379,5689,265187,5461,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2455068,5446,1196212,3752,111667,5224,288740,7207,411127,9868,384678,8820,1258856,2923,102841,5450,292086,7385,453006,7482,410923,7112,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,7473341,7034,3598333,4692,337609,8980,1311971,13471,840475,11942,1108278,12344,3875008,4205,329961,7661,1403183,13491,956371,13122,1185493,11184,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,613485,3813,289898,2616,30719,2993,84266,4096,74379,4316,100534,3899,323587,1944,31957,2980,89357,4317,92038,4416,110235,4321,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2336941,4897,1127109,3436,138612,5502,303574,8118,325200,7543,359723,7474,1209832,2757,121083,6013,337854,8387,383938,9642,366957,7131,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,497711,1716,246312,1144,19296,1563,82264,3396,76531,3012,68221,3126,251399,1125,14977,1703,73975,3104,85543,3238,76904,3270,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3597172,5656,1731063,4083,245769,7437,582756,10138,439628,8163,462910,8698,1866109,3025,225428,7085,618949,9467,521741,8883,499991,9718,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,13318221,23608,6509195,14358,1172902,20493,1657055,21290,1811700,18015,1867538,17961,6809026,13577,1131698,17523,1695272,16871,2029494,22217,1952562,17111,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1550430,5502,768647,3395,55413,3840,175851,7057,262682,7769,274701,6307,781783,3149,49274,3489,191325,5393,305511,6714,235673,5948,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,420262,1046,203165,741,18882,1784,66205,2881,48035,2862,70043,3018,217097,787,13282,1662,57903,2406,59906,2731,86006,2747,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4025399,9267,1962981,6547,200390,6834,479349,9971,504639,9587,778603,10537,2062418,4943,173377,6072,502873,10116,581986,9453,804182,10845,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,3917745,7169,1936752,5059,157394,6607,465278,9817,638193,10098,675887,10902,1980993,3988,134943,5703,448551,10554,722233,11973,675266,8861,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1228451,2407,593945,2126,91150,3999,255091,5741,136558,4848,111146,4306,634506,1344,82886,4278,250587,7107,175042,5062,125991,5581,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3491244,4977,1716033,3246,138341,4505,557525,7406,537292,7850,482875,8489,1775211,2912,113439,4140,543550,8093,578128,9290,540094,7516,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,363633,2461,183589,1384,13470,1930,57065,3230,64163,3460,48891,2838,180044,1793,13228,2489,47936,3195,69834,4254,49046,3442,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1623914,14033,733760,8150,194407,7157,206499,6546,166518,6103,166336,6770,890154,9109,199627,6837,221035,6486,202504,6293,266988,7199,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
