GEO_ID,B17018_001E,B17018_001M,B17018_002E,B17018_002M,B17018_003E,B17018_003M,B17018_004E,B17018_004M,B17018_005E,B17018_005M,B17018_006E,B17018_006M,B17018_007E,B17018_007M,B17018_008E,B17018_008M,B17018_009E,B17018_009M,B17018_010E,B17018_010M,B17018_011E,B17018_011M,B17018_012E,B17018_012M,B17018_013E,B17018_013M,B17018_014E,B17018_014M,B17018_015E,B17018_015M,B17018_016E,B17018_016M,B17018_017E,B17018_017M,B17018_018E,B17018_018M,B17018_019E,B17018_019M,B17018_020E,B17018_020M,B17018_021E,B17018_021M,B17018_022E,B17018_022M,B17018_023E,B17018_023M,B17018_024E,B17018_024M,B17018_025E,B17018_025M,B17018_026E,B17018_026M,B17018_027E,B17018_027M,B17018_028E,B17018_028M,B17018_029E,B17018_029M,B17018_030E,B17018_030M,B17018_031E,B17018_031M,B17018_032E,B17018_032M,B17018_033E,B17018_033M,B17018_034E,B17018_034M,B17018_035E,B17018_035M,NAME,B17018_001EA,B17018_001MA,B17018_002EA,B17018_002MA,B17018_003MA,B17018_003EA,B17018_004EA,B17018_004MA,B17018_005EA,B17018_005MA,B17018_006EA,B17018_006MA,B17018_007EA,B17018_007MA,B17018_008MA,B17018_008EA,B17018_009MA,B17018_009EA,B17018_010EA,B17018_010MA,B17018_011EA,B17018_011MA,B17018_012EA,B17018_012MA,B17018_013MA,B17018_013EA,B17018_014MA,B17018_014EA,B17018_015EA,B17018_015MA,B17018_016EA,B17018_016MA,B17018_017EA,B17018_017MA,B17018_018MA,B17018_018EA,B17018_019MA,B17018_019EA,B17018_020MA,B17018_020EA,B17018_021EA,B17018_021MA,B17018_022EA,B17018_022MA,B17018_023MA,B17018_023EA,B17018_024MA,B17018_024EA,B17018_025MA,B17018_025EA,B17018_026EA,B17018_026MA,B17018_027EA,B17018_027MA,B17018_028MA,B17018_028EA,B17018_029MA,B17018_029EA,B17018_030MA,B17018_030EA,B17018_031MA,B17018_031EA,B17018_032EA,B17018_032MA,B17018_033EA,B17018_033MA,B17018_034MA,B17018_034EA,B17018_035MA,B17018_035EA,state
0400000US01,1213540,13821,166755,6801,51515,3368,17433,2306,17192,1946,12543,1614,4347,927,115240,5398,15555,2239,5360,1188,5355,1293,4018,1277,822,429,99685,4939,25743,2849,33586,3232,35934,3226,4422,1090,1046785,12834,812159,10469,64886,4253,209797,6678,260397,8520,277079,7547,234626,8295,62684,3968,10433,1463,22153,2246,18476,2227,11622,2044,171942,7122,21041,2261,45956,3231,65238,4178,39707,3693,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,163800,3113,11530,1402,3189,607,1051,496,918,283,948,290,272,180,8341,1315,2523,610,711,352,847,304,826,403,139,124,5818,1135,744,260,2104,544,2623,918,347,251,152270,3239,117159,3002,4376,820,25014,2172,43298,2517,44471,2246,35111,2578,12586,1379,1436,526,4766,956,4516,1028,1868,682,22525,2030,1481,505,6311,1074,9255,1470,5478,1200,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1598414,13914,199101,6307,79787,4481,29198,2904,22886,2354,18180,1621,9523,1351,119314,5013,24356,2486,8608,1669,7074,1469,6735,1536,1939,591,94958,4438,31375,2787,27057,2713,30819,2667,5707,1214,1399313,13718,1073755,12123,88000,5073,193681,6083,384486,9362,407588,7799,325558,8812,112872,6185,17093,2594,32568,3311,40818,3622,22393,2405,212686,5862,26940,2374,48956,3379,89654,4040,47136,3094,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,761494,10038,104557,5132,38655,2791,11536,2024,13018,1887,10356,1532,3745,1152,65902,4376,11374,1579,3057,928,4648,1126,3125,1088,544,374,54528,4216,13485,2111,18536,2476,19858,2735,2649,739,656937,9657,522642,8812,48134,3014,154160,5888,163949,5660,156399,4790,134295,6408,38750,3755,7185,1347,15420,2462,10869,1769,5276,1199,95545,5784,11498,1498,28303,2709,37071,3240,18673,2243,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8835906,26617,999318,15054,425891,10038,180638,6212,96535,5135,88452,4395,60266,4270,573427,11172,117468,6222,45539,4562,31872,3014,29906,3564,10151,1686,455959,10138,159189,6703,118317,5341,144640,6600,33813,2892,7836588,26834,5916402,26819,740383,12146,936798,15525,1749444,20302,2489777,17471,1920186,22771,659093,11826,125054,6601,158464,7014,218465,7921,157110,6281,1261093,18354,200041,6971,260706,8068,470239,11459,330107,9150,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1331861,11075,101276,4462,41722,2919,11034,1703,11061,1778,11130,1685,8497,1485,59554,3570,9389,1512,2107,688,2836,967,3328,1080,1118,510,50165,3430,11847,1686,14274,1943,18252,2103,5792,1230,1230585,10898,996318,9392,58544,3362,161438,5585,292526,6819,483810,8727,234267,7561,83635,4720,9637,1851,23068,2409,28184,2920,22746,2070,150632,6065,12419,1642,30055,2549,62906,3767,45252,3158,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,876188,9056,65154,3905,17968,1871,5021,1076,5162,1078,3771,952,4014,955,47186,3413,6767,1467,2206,889,2569,869,1323,699,669,410,40419,3140,11285,1805,13718,1917,12224,1793,3192,981,811034,9505,629621,8823,30268,2849,129873,5786,154271,5652,315209,6906,181413,7191,51239,4046,6964,1746,16145,2089,13288,2046,14842,2039,130174,5643,10664,1668,38084,2981,43253,3148,38173,2809,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,235385,4062,20424,2359,6121,1108,2198,833,2088,656,1497,526,338,211,14303,2168,2225,897,540,306,1162,735,0,190,523,478,12078,1911,2744,1024,4516,1129,4298,1171,520,326,214961,4577,164295,4510,10068,1515,38013,2787,49337,2612,66877,2957,50666,3573,13958,1852,2095,1113,4980,1032,3504,935,3379,968,36708,2954,2943,895,10912,1342,12758,1537,10095,1728,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,125178,3853,17494,2145,2534,1020,1161,701,591,369,562,392,220,158,14960,1860,1774,879,516,348,844,630,167,273,247,322,13186,1741,3337,997,5513,1009,3431,1006,905,567,107684,3823,69323,3446,4264,1116,5429,1144,7240,1284,52390,2809,38361,3157,9060,1655,967,481,1997,705,2097,922,3999,1011,29301,2662,3932,911,9915,1817,7808,1412,7646,1337,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4806611,27227,541342,12813,210481,7816,55515,3762,63451,4567,54507,4199,37008,3903,330861,10172,60275,4337,18219,2550,22560,2796,14613,2273,4883,1188,270586,9197,62222,4132,91385,5699,91238,5901,25741,3130,4265269,27423,3234295,25245,223235,8807,739116,15062,1010404,18616,1261540,17015,1030974,14937,299386,8623,43384,4212,91015,4376,94727,5186,70260,4442,731588,14779,79706,5248,195297,7960,272827,8703,183758,7477,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
