GEO_ID,B14004_001E,B14004_001M,B14004_002E,B14004_002M,B14004_003E,B14004_003M,B14004_004E,B14004_004M,B14004_005E,B14004_005M,B14004_006E,B14004_006M,B14004_007E,B14004_007M,B14004_008E,B14004_008M,B14004_009E,B14004_009M,B14004_010E,B14004_010M,B14004_011E,B14004_011M,B14004_012E,B14004_012M,B14004_013E,B14004_013M,B14004_014E,B14004_014M,B14004_015E,B14004_015M,B14004_016E,B14004_016M,B14004_017E,B14004_017M,B14004_018E,B14004_018M,B14004_019E,B14004_019M,B14004_020E,B14004_020M,B14004_021E,B14004_021M,B14004_022E,B14004_022M,B14004_023E,B14004_023M,B14004_024E,B14004_024M,B14004_025E,B14004_025M,B14004_026E,B14004_026M,B14004_027E,B14004_027M,B14004_028E,B14004_028M,B14004_029E,B14004_029M,B14004_030E,B14004_030M,B14004_031E,B14004_031M,B14004_032E,B14004_032M,B14004_033E,B14004_033M,NAME,B14004_001MA,B14004_001EA,B14004_002MA,B14004_002EA,B14004_003EA,B14004_003MA,B14004_004EA,B14004_004MA,B14004_005EA,B14004_005MA,B14004_006EA,B14004_006MA,B14004_007MA,B14004_007EA,B14004_008MA,B14004_008EA,B14004_009EA,B14004_009MA,B14004_010EA,B14004_010MA,B14004_011EA,B14004_011MA,B14004_012EA,B14004_012MA,B14004_013MA,B14004_013EA,B14004_014EA,B14004_014MA,B14004_015EA,B14004_015MA,B14004_016EA,B14004_016MA,B14004_017EA,B14004_017MA,B14004_018MA,B14004_018EA,B14004_019EA,B14004_019MA,B14004_020EA,B14004_020MA,B14004_021EA,B14004_021MA,B14004_022EA,B14004_022MA,B14004_023EA,B14004_023MA,B14004_024MA,B14004_024EA,B14004_025EA,B14004_025MA,B14004_026EA,B14004_026MA,B14004_027EA,B14004_027MA,B14004_028EA,B14004_028MA,B14004_029MA,B14004_029EA,B14004_030EA,B14004_030MA,B14004_031EA,B14004_031MA,B14004_032EA,B14004_032MA,B14004_033EA,B14004_033MA,state
0400000US01,3947204,3082,1885840,4406,110543,5742,305,266,75460,4508,21160,2585,13618,1855,18926,2212,24,52,9955,1654,3920,1066,5027,1360,1756371,6893,98349,2566,150277,5188,279732,5345,1228013,5583,2061364,3408,145990,6209,446,337,91144,4927,30973,3148,23427,2625,26801,2744,142,136,12783,2210,6306,1505,7570,1451,1888573,7390,97367,2810,128700,5326,282381,4176,1380125,4305,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,582619,876,308121,1381,19488,2314,349,288,9464,1564,6124,1443,3551,980,4864,1570,0,149,1709,1141,1507,696,1648,801,283769,2776,15173,980,37090,2029,56302,1782,175204,2114,274498,1421,22518,2177,279,262,9961,1402,6925,1344,5353,1092,4524,1233,0,149,781,317,1727,836,2016,798,247456,2823,14777,1142,23513,1566,46193,1582,162973,1650,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5481996,1114,2701575,1639,181395,6742,1135,542,109939,5890,40092,3213,30229,2736,32558,2760,86,102,12791,1976,8941,1534,10740,1404,2487622,7039,138756,1208,223102,5599,422397,4038,1703367,3657,2780421,1591,207607,6975,1320,606,118398,5018,51431,3583,36458,2711,44572,3680,40,67,15382,2292,13466,1732,15684,2110,2528242,7858,134122,1146,189971,4850,378434,4592,1825715,3956,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2390981,2948,1162989,3454,68788,4816,571,347,42895,3401,15823,1992,9499,1505,15286,2686,0,190,9376,2219,1993,811,3917,965,1078915,5603,63154,2532,92455,3472,172563,3429,750743,3792,1227992,3138,86128,4353,308,326,49891,3544,19458,2038,16471,2057,16346,2424,50,66,9901,2071,3231,951,3164,795,1125518,5006,54638,1958,79923,3797,172323,4071,818634,3826,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,31576740,3429,15576921,4371,1197325,18137,9514,1423,755467,13368,276808,9540,155536,6119,277357,9781,657,279,120893,5802,88289,5081,67518,4410,14102239,20359,779892,2923,1161343,13721,2629746,12475,9531258,9061,15999819,3197,1361002,15590,12000,1933,820385,13082,309581,9144,219036,6460,357461,9355,951,385,157382,7307,103906,5246,95222,4997,14281356,17026,745326,3099,927667,10910,2424382,10020,10183981,7834,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4406120,2262,2206401,3004,151117,6126,287,186,91052,4227,35906,3128,23872,2200,31943,3330,42,71,11503,2068,10436,1894,9962,1555,2023341,6788,105857,2019,175407,4350,382323,4263,1359754,4062,2199719,2947,165680,5413,429,371,92038,4491,41286,3439,31927,2677,40005,3764,72,92,13142,2245,13141,1944,13650,1960,1994034,7033,99631,1798,144807,4146,344045,4329,1405551,4499,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2971949,1156,1435144,1881,73712,4168,864,446,47802,3138,15686,2131,9360,1741,45124,3634,467,351,29860,2703,9623,1704,5174,1045,1316308,5103,72928,1008,104196,3941,197986,2921,941198,2225,1536805,1527,92428,5317,736,462,54691,3787,18749,2611,18252,1989,58865,3760,437,269,36701,3079,11890,1762,9837,1459,1385512,5313,68956,870,79593,3399,188842,3496,1048121,2782,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,776531,657,372263,926,23976,2851,139,179,15122,2124,4768,1308,3947,994,5765,1446,0,190,2962,878,1542,880,1261,534,342522,3369,18161,759,26914,2058,54766,1629,242681,1363,404268,817,32736,2630,125,150,18852,1674,6338,1357,7421,1564,7965,1322,0,190,3368,969,1552,633,3045,840,363567,2849,16372,544,21880,1780,55382,1837,269933,1947,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,569946,266,267946,563,7671,1514,200,208,3469,1195,2115,788,1887,682,24436,2593,104,137,16919,2261,5126,1058,2287,657,235839,2680,8013,423,16821,2060,64386,1432,146619,945,302000,547,10997,1528,78,111,4052,986,3661,924,3206,792,33235,2939,158,165,22025,2161,7103,1421,3949,1186,257768,2870,7003,425,18220,2082,70096,1564,162449,1393,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16889179,3724,8167643,5360,457037,12601,3466,1184,279880,10120,106285,5779,67406,4193,148915,7193,782,579,62319,5781,47213,4224,38601,2785,7561691,14223,359814,3802,570030,11291,1149905,10260,5481942,6868,8721536,5405,577836,13363,4547,1321,326898,8885,136215,7737,110176,6248,188099,8846,735,400,71415,5686,58606,4612,57343,5024,7955601,14173,351552,4379,463460,8805,1095029,10167,6045560,7140,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
