GEO_ID,B18108_001E,B18108_001M,B18108_002E,B18108_002M,B18108_003E,B18108_003M,B18108_004E,B18108_004M,B18108_005E,B18108_005M,B18108_006E,B18108_006M,B18108_007E,B18108_007M,B18108_008E,B18108_008M,B18108_009E,B18108_009M,B18108_010E,B18108_010M,B18108_011E,B18108_011M,B18108_012E,B18108_012M,B18108_013E,B18108_013M,B18108_014E,B18108_014M,B18108_015E,B18108_015M,B18108_016E,B18108_016M,B18108_017E,B18108_017M,B18108_018E,B18108_018M,B18108_019E,B18108_019M,B18108_020E,B18108_020M,B18108_021E,B18108_021M,B18108_022E,B18108_022M,B18108_023E,B18108_023M,B18108_024E,B18108_024M,B18108_025E,B18108_025M,NAME,B18108_001MA,B18108_001EA,B18108_002EA,B18108_002MA,B18108_003EA,B18108_003MA,B18108_004MA,B18108_004EA,B18108_005MA,B18108_005EA,B18108_006MA,B18108_006EA,B18108_007MA,B18108_007EA,B18108_008EA,B18108_008MA,B18108_009EA,B18108_009MA,B18108_010MA,B18108_010EA,B18108_011MA,B18108_011EA,B18108_012MA,B18108_012EA,B18108_013EA,B18108_013MA,B18108_014EA,B18108_014MA,B18108_015MA,B18108_015EA,B18108_016MA,B18108_016EA,B18108_017MA,B18108_017EA,B18108_018MA,B18108_018EA,B18108_019EA,B18108_019MA,B18108_020EA,B18108_020MA,B18108_021MA,B18108_021EA,B18108_022EA,B18108_022MA,B18108_023MA,B18108_023EA,B18108_024EA,B18108_024MA,B18108_025MA,B18108_025EA,state
0400000US01,4781070,1376,285122,3059,1792,647,556,399,282774,3111,821594,4001,37174,3389,14071,2041,770349,5321,1066211,5859,46144,3889,37642,2932,982425,7512,1864869,6284,175807,6355,175992,7364,1513070,10460,444887,2753,78021,3823,69077,3654,297789,4822,298387,2052,59134,3316,101465,3886,137788,4026,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,713082,1787,54701,946,1051,652,109,109,53541,1178,131216,1063,5455,1076,1328,589,124433,1571,183408,2519,6903,1492,5811,1149,170694,2849,273671,1718,18963,1743,15362,2173,239346,3048,47791,1076,7520,1091,7375,1125,32896,1557,22295,757,4569,736,8298,1001,9428,1013,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6719354,1844,429438,1321,2221,821,1433,718,425784,1640,1189955,1341,38921,3759,16309,2055,1134725,4440,1534572,3388,53902,3668,36888,2941,1443782,5757,2457502,3996,178147,7897,149125,6268,2130230,10302,648048,2175,94252,3856,69123,3771,484673,5412,459839,1899,88023,3959,135580,5227,236236,5540,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2924307,1290,188704,2398,1141,460,371,283,187192,2521,514997,3011,28357,2831,10613,1586,476027,4109,654373,4867,30038,2949,19342,2204,604993,5365,1105010,5129,103621,4729,111776,5048,889613,9188,276173,1837,47099,2538,44568,2758,184506,3879,185050,1745,35458,2339,68029,2886,81563,3033,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38649621,4947,2507533,2611,10433,2023,4716,1401,2492384,3966,6595606,3261,184877,7061,79737,5250,6330992,8983,9563036,6823,278930,8273,193147,7224,9090959,12895,14888815,6234,812032,14075,733853,13105,13342930,19579,2954226,4457,370119,8131,329536,8511,2254571,12433,2140405,3547,387355,8671,712159,8645,1040891,10044,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5367335,2710,333539,2020,1928,629,218,183,331393,2016,921261,1976,26550,2824,10634,1459,884077,3936,1314093,4462,42096,3327,26049,2722,1245948,6043,2102345,5353,124356,5741,93730,4387,1884259,8168,432929,2349,60521,3568,39917,3099,332491,5365,263168,1840,51128,2918,76195,3413,135845,4095,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3537983,1086,186528,998,1743,699,215,206,184570,1175,575393,1040,19390,2309,9238,1524,546765,2788,778764,2781,27000,3131,14566,1958,737198,4361,1453886,2807,79595,4221,69530,4171,1304761,6981,310741,1542,35641,2592,24229,2493,250871,3466,232671,1449,41737,2746,66806,3118,124128,3489,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,931203,797,55445,219,384,478,549,530,54512,723,148326,287,6319,1372,2468,819,139539,1538,207816,1394,7229,1452,4996,1157,195591,1918,362866,1412,22905,2048,19770,2046,320191,3143,94943,1149,13906,1742,8287,1144,72750,2047,61807,899,11580,1305,15602,1791,34625,1825,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,660682,666,43230,6,313,375,0,200,42917,375,74185,218,3669,945,1006,467,69510,1122,229115,925,6645,1502,3154,901,219316,2015,240475,1211,20579,2616,14882,1902,205014,3206,43543,1042,6190,1033,4910,823,32443,1238,30134,864,4950,953,9412,1092,15772,1252,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19960169,3766,1097811,3468,6734,1991,2908,1123,1088169,4237,2995590,3705,129126,7390,42043,3948,2824421,9263,4249580,7982,132273,7627,94723,6122,4022584,12248,7738607,8061,493697,12351,465951,12196,6778959,18876,2167317,4111,291258,8242,200350,8282,1675709,10466,1711264,4201,320233,8020,489411,10281,901620,11526,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
