GEO_ID,B01001I_001E,B01001I_001M,B01001I_002E,B01001I_002M,B01001I_003E,B01001I_003M,B01001I_004E,B01001I_004M,B01001I_005E,B01001I_005M,B01001I_006E,B01001I_006M,B01001I_007E,B01001I_007M,B01001I_008E,B01001I_008M,B01001I_009E,B01001I_009M,B01001I_010E,B01001I_010M,B01001I_011E,B01001I_011M,B01001I_012E,B01001I_012M,B01001I_013E,B01001I_013M,B01001I_014E,B01001I_014M,B01001I_015E,B01001I_015M,B01001I_016E,B01001I_016M,B01001I_017E,B01001I_017M,B01001I_018E,B01001I_018M,B01001I_019E,B01001I_019M,B01001I_020E,B01001I_020M,B01001I_021E,B01001I_021M,B01001I_022E,B01001I_022M,B01001I_023E,B01001I_023M,B01001I_024E,B01001I_024M,B01001I_025E,B01001I_025M,B01001I_026E,B01001I_026M,B01001I_027E,B01001I_027M,B01001I_028E,B01001I_028M,B01001I_029E,B01001I_029M,B01001I_030E,B01001I_030M,B01001I_031E,B01001I_031M,NAME,B01001I_001EA,B01001I_001MA,B01001I_002EA,B01001I_002MA,B01001I_003MA,B01001I_003EA,B01001I_004MA,B01001I_004EA,B01001I_005MA,B01001I_005EA,B01001I_006MA,B01001I_006EA,B01001I_007EA,B01001I_007MA,B01001I_008EA,B01001I_008MA,B01001I_009MA,B01001I_009EA,B01001I_010MA,B01001I_010EA,B01001I_011MA,B01001I_011EA,B01001I_012EA,B01001I_012MA,B01001I_013EA,B01001I_013MA,B01001I_014MA,B01001I_014EA,B01001I_015EA,B01001I_015MA,B01001I_016MA,B01001I_016EA,B01001I_017MA,B01001I_017EA,B01001I_018EA,B01001I_018MA,B01001I_019EA,B01001I_019MA,B01001I_020EA,B01001I_020MA,B01001I_021MA,B01001I_021EA,B01001I_022MA,B01001I_022EA,B01001I_023EA,B01001I_023MA,B01001I_024EA,B01001I_024MA,B01001I_025EA,B01001I_025MA,B01001I_026EA,B01001I_026MA,B01001I_027MA,B01001I_027EA,B01001I_028MA,B01001I_028EA,B01001I_029MA,B01001I_029EA,B01001I_030EA,B01001I_030MA,B01001I_031MA,B01001I_031EA,state
0400000US01,192870,2261,102026,3664,12253,1317,13686,1636,8613,1332,4350,979,2573,959,6552,1360,8028,1100,10263,1545,17752,2230,8839,1651,6948,1791,1619,635,508,446,42,82,90844,3826,9827,1507,13208,1803,9077,1279,5321,1396,3586,1295,7050,2002,6602,1341,8876,1678,13173,1646,6758,1309,4021,1029,1842,642,1449,632,54,70,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,51825,-555555555,26777,774,2653,335,2565,602,2455,647,795,390,1451,911,3778,673,2893,593,2923,958,2905,805,2243,738,1590,407,430,329,85,133,11,26,25048,773,2418,351,2551,635,1456,612,2268,699,1137,424,2372,500,2233,561,1855,657,4052,851,1768,495,1568,467,1232,455,138,189,0,149,Alaska,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2098411,-555555555,1053382,970,94856,633,102585,2788,102119,2843,59059,657,40284,1115,99285,1024,85912,907,79614,1409,143764,1419,112853,1391,73114,470,38637,703,14700,1176,6600,1060,1045029,970,90685,633,96617,3460,101428,3469,57486,561,37403,1253,93691,1556,78527,987,74938,681,144381,1134,114848,876,80148,377,45076,691,20859,1239,8942,1076,Arizona,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,207743,2071,108721,2466,10103,1313,13765,1534,12069,1680,7721,1337,4961,1003,7293,1336,8883,1240,10048,1130,14223,1215,11743,1247,4640,719,2747,709,504,307,21,43,99022,2006,13084,1235,9826,1624,11456,1630,3754,918,4277,1176,9964,1609,7202,1385,7202,938,13654,1219,9253,1332,5263,903,2801,1012,809,516,477,335,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15184545,-555555555,7637642,2003,670850,1455,684984,9180,659044,9176,396188,1402,265749,1774,694824,1635,647983,1287,603608,1351,1090004,1506,915398,1192,577265,723,271000,987,115946,2608,44799,2522,7546903,2002,643779,1160,662861,9564,635886,9532,382951,1052,255004,1189,659202,1727,595055,1261,564381,1173,1063314,1442,896720,1334,616790,992,329493,907,167339,3633,74128,3681,California,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1164278,-555555555,593700,2122,52980,1281,61318,3146,54865,3051,31662,1243,21564,1592,50729,1754,48946,1564,48314,1505,86055,1628,62839,1465,41317,1026,21898,725,8505,889,2708,641,570578,2124,50873,1330,57416,2824,54505,3016,29402,1086,20363,1200,45440,1286,44489,1178,45191,1332,80299,1326,60918,1128,41906,782,24286,1118,10658,894,4832,1029,Colorado,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,553783,-555555555,276489,962,24263,629,24423,2334,25676,2212,14238,484,9990,581,26076,711,23446,562,23400,826,41365,995,31623,944,18978,587,8571,457,3202,608,1238,503,277294,962,23749,497,24453,2331,23661,2215,13981,519,9728,874,22714,723,21823,583,23018,1148,42494,1095,33164,882,21054,386,10916,479,5130,563,1409,505,Connecticut,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,85306,-555555555,44559,636,4771,222,4418,865,4491,865,2045,543,1477,409,3853,598,3659,507,3691,258,7178,542,4398,578,2376,341,1507,531,316,243,379,364,40747,636,3819,223,4792,905,4087,853,1961,337,1661,418,3130,375,3420,542,3499,298,6166,555,4152,634,2161,272,1345,301,375,253,179,217,Delaware,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,71129,-555555555,36592,319,3713,-555555555,2623,454,1530,454,1482,318,1509,621,2379,622,4061,-555555555,4538,-555555555,6560,-555555555,4211,-555555555,2858,698,881,706,140,165,107,164,34537,318,3569,-555555555,2535,554,1734,553,390,318,1228,431,2835,432,4146,-555555555,4245,-555555555,5437,-555555555,3521,-555555555,2554,-555555555,1289,471,454,423,600,354,District of Columbia,null,*****,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,*****,null,*****,null,*****,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,*****,null,*****,null,*****,*****,null,*****,null,null,null,null,null,null,null,11
0400000US12,4962905,1011,2442736,2884,172214,1643,173807,5606,173299,5777,102782,1532,75695,2649,184965,2587,188602,2724,194046,2541,377737,2608,341458,2362,221418,1922,138496,1628,72473,3001,25744,2512,2520169,2959,164874,1473,170241,6012,163029,6213,104327,2437,70698,2500,171306,2444,175460,1771,180760,1733,377505,2339,352493,2616,255976,1460,178245,2176,110147,2787,45108,3059,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
