GEO_ID,B23002A_001E,B23002A_001M,B23002A_002E,B23002A_002M,B23002A_003E,B23002A_003M,B23002A_004E,B23002A_004M,B23002A_005E,B23002A_005M,B23002A_006E,B23002A_006M,B23002A_007E,B23002A_007M,B23002A_008E,B23002A_008M,B23002A_009E,B23002A_009M,B23002A_010E,B23002A_010M,B23002A_011E,B23002A_011M,B23002A_012E,B23002A_012M,B23002A_013E,B23002A_013M,B23002A_014E,B23002A_014M,B23002A_015E,B23002A_015M,B23002A_016E,B23002A_016M,B23002A_017E,B23002A_017M,B23002A_018E,B23002A_018M,B23002A_019E,B23002A_019M,B23002A_020E,B23002A_020M,B23002A_021E,B23002A_021M,B23002A_022E,B23002A_022M,B23002A_023E,B23002A_023M,B23002A_024E,B23002A_024M,B23002A_025E,B23002A_025M,B23002A_026E,B23002A_026M,B23002A_027E,B23002A_027M,B23002A_028E,B23002A_028M,B23002A_029E,B23002A_029M,B23002A_030E,B23002A_030M,B23002A_031E,B23002A_031M,B23002A_032E,B23002A_032M,B23002A_033E,B23002A_033M,B23002A_034E,B23002A_034M,B23002A_035E,B23002A_035M,B23002A_036E,B23002A_036M,B23002A_037E,B23002A_037M,B23002A_038E,B23002A_038M,B23002A_039E,B23002A_039M,B23002A_040E,B23002A_040M,B23002A_041E,B23002A_041M,B23002A_042E,B23002A_042M,B23002A_043E,B23002A_043M,B23002A_044E,B23002A_044M,B23002A_045E,B23002A_045M,B23002A_046E,B23002A_046M,B23002A_047E,B23002A_047M,B23002A_048E,B23002A_048M,B23002A_049E,B23002A_049M,B23002A_050E,B23002A_050M,B23002A_051E,B23002A_051M,B23002A_052E,B23002A_052M,B23002A_053E,B23002A_053M,B23002A_054E,B23002A_054M,B23002A_055E,B23002A_055M,B23002A_056E,B23002A_056M,B23002A_057E,B23002A_057M,B23002A_058E,B23002A_058M,B23002A_059E,B23002A_059M,B23002A_060E,B23002A_060M,B23002A_061E,B23002A_061M,B23002A_062E,B23002A_062M,B23002A_063E,B23002A_063M,B23002A_064E,B23002A_064M,B23002A_065E,B23002A_065M,B23002A_066E,B23002A_066M,B23002A_067E,B23002A_067M,B23002A_068E,B23002A_068M,B23002A_069E,B23002A_069M,B23002A_070E,B23002A_070M,B23002A_071E,B23002A_071M,B23002A_072E,B23002A_072M,B23002A_073E,B23002A_073M,B23002A_074E,B23002A_074M,B23002A_075E,B23002A_075M,B23002A_076E,B23002A_076M,B23002A_077E,B23002A_077M,B23002A_078E,B23002A_078M,B23002A_079E,B23002A_079M,NAME,B23002A_001MA,B23002A_001EA,B23002A_002EA,B23002A_002MA,B23002A_003EA,B23002A_003MA,B23002A_004MA,B23002A_004EA,B23002A_005MA,B23002A_005EA,B23002A_006MA,B23002A_006EA,B23002A_007EA,B23002A_007MA,B23002A_008EA,B23002A_008MA,B23002A_009EA,B23002A_009MA,B23002A_010MA,B23002A_010EA,B23002A_011MA,B23002A_011EA,B23002A_012EA,B23002A_012MA,B23002A_013EA,B23002A_013MA,B23002A_014EA,B23002A_014MA,B23002A_015MA,B23002A_015EA,B23002A_016MA,B23002A_016EA,B23002A_017EA,B23002A_017MA,B23002A_018EA,B23002A_018MA,B23002A_019EA,B23002A_019MA,B23002A_020EA,B23002A_020MA,B23002A_021MA,B23002A_021EA,B23002A_022EA,B23002A_022MA,B23002A_023EA,B23002A_023MA,B23002A_024EA,B23002A_024MA,B23002A_025EA,B23002A_025MA,B23002A_026MA,B23002A_026EA,B23002A_027EA,B23002A_027MA,B23002A_028EA,B23002A_028MA,B23002A_029EA,B23002A_029MA,B23002A_030EA,B23002A_030MA,B23002A_031EA,B23002A_031MA,B23002A_032EA,B23002A_032MA,B23002A_033EA,B23002A_033MA,B23002A_034EA,B23002A_034MA,B23002A_035EA,B23002A_035MA,B23002A_036EA,B23002A_036MA,B23002A_037MA,B23002A_037EA,B23002A_038MA,B23002A_038EA,B23002A_039EA,B23002A_039MA,B23002A_040MA,B23002A_040EA,B23002A_041EA,B23002A_041MA,B23002A_042EA,B23002A_042MA,B23002A_043MA,B23002A_043EA,B23002A_044MA,B23002A_044EA,B23002A_045MA,B23002A_045EA,B23002A_046EA,B23002A_046MA,B23002A_047EA,B23002A_047MA,B23002A_048MA,B23002A_048EA,B23002A_049MA,B23002A_049EA,B23002A_050MA,B23002A_050EA,B23002A_051EA,B23002A_051MA,B23002A_052EA,B23002A_052MA,B23002A_053EA,B23002A_053MA,B23002A_054MA,B23002A_054EA,B23002A_055MA,B23002A_055EA,B23002A_056MA,B23002A_056EA,B23002A_057EA,B23002A_057MA,B23002A_058EA,B23002A_058MA,B23002A_059MA,B23002A_059EA,B23002A_060MA,B23002A_060EA,B23002A_061MA,B23002A_061EA,B23002A_062EA,B23002A_062MA,B23002A_063EA,B23002A_063MA,B23002A_064EA,B23002A_064MA,B23002A_065MA,B23002A_065EA,B23002A_066MA,B23002A_066EA,B23002A_067EA,B23002A_067MA,B23002A_068EA,B23002A_068MA,B23002A_069EA,B23002A_069MA,B23002A_070MA,B23002A_070EA,B23002A_071MA,B23002A_071EA,B23002A_072EA,B23002A_072MA,B23002A_073EA,B23002A_073MA,B23002A_074EA,B23002A_074MA,B23002A_075EA,B23002A_075MA,B23002A_076MA,B23002A_076EA,B23002A_077EA,B23002A_077MA,B23002A_078EA,B23002A_078MA,B23002A_079EA,B23002A_079MA,state
0400000US01,2719219,5242,1318175,3752,82606,3532,29638,2912,0,192,29638,2912,24602,2874,5036,1013,52968,2956,107617,2577,80890,3029,1253,612,79637,3130,69791,3102,9846,1535,26727,2468,636140,2361,536431,5549,5250,1217,531181,5868,506491,5817,24690,2521,99709,5224,224728,1141,146111,3654,75,130,146036,3676,141169,3758,4867,925,78617,3497,96890,2543,31005,2319,29742,2279,1263,551,65885,3053,170194,2492,22505,1918,21697,1801,808,408,147689,2716,1401044,3704,83484,3350,27035,2613,0,192,27035,2613,22444,2565,4591,941,56449,3232,103030,2758,70621,3686,91,151,70530,3712,64368,3824,6162,1200,32409,3245,639592,2265,443747,6268,827,437,442920,6217,420448,6436,22472,2826,195845,5860,236353,792,115050,3390,0,192,115050,3390,111678,3471,3372,880,121303,3260,104351,3445,23149,1965,22082,1902,1067,504,81202,3640,234234,3360,14878,1770,14356,1747,522,296,219356,3593,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,391422,2699,209967,1766,11135,1076,5699,1040,507,291,5192,990,4530,965,662,333,5436,1053,21993,1021,19516,1176,4765,961,14751,1271,11899,1564,2852,1116,2477,792,110834,1336,101019,1794,6859,1349,94160,2194,89949,2342,4211,959,9815,1345,37636,452,28950,1187,66,112,28884,1177,27411,1297,1473,628,8686,1106,12636,943,5376,724,5013,743,363,263,7260,905,15733,931,2988,616,2714,603,274,235,12745,959,181455,1723,10279,1066,4215,802,74,95,4141,796,3588,766,553,241,6064,992,15273,752,12601,790,525,250,12076,854,11711,884,365,206,2672,783,94732,1130,73896,2072,631,364,73265,2037,69467,1943,3798,779,20836,1841,33777,489,21759,1094,0,149,21759,1094,20959,1039,800,360,12018,1161,10650,902,3866,781,3571,729,295,275,6784,914,16744,975,1726,483,1457,431,269,335,15018,934,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4274337,17534,2103612,9600,135840,3321,53240,2962,867,297,52373,2928,41629,2955,10744,1377,82600,3748,178522,2908,135400,3616,3424,860,131976,3661,119582,3976,12394,1932,43122,3642,999128,6674,849270,9389,7016,1186,842254,9284,802429,9535,39825,4042,149858,6623,324143,2592,210233,4575,0,201,210233,4575,198718,4928,11515,1760,113910,4171,150971,4105,42837,2735,40567,2659,2270,626,108134,3996,315008,3471,33689,2205,32223,2195,1466,569,281319,3498,2170725,9743,132398,3373,51307,3272,150,224,51157,3208,40073,2709,11084,2050,81091,4021,164426,2839,124051,4608,271,178,123780,4609,111992,4322,11788,1947,40375,3787,973729,6492,708233,9212,1441,634,706792,9226,671075,9560,35717,3613,265496,7323,358589,2048,197758,4674,0,201,197758,4674,189954,4722,7804,1302,160831,5030,171812,3933,39407,2632,37806,2447,1601,627,132405,3409,369771,4203,23311,2342,22268,2301,1043,452,346460,4328,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1865745,4395,910294,2907,63282,2782,23974,2337,250,230,23724,2286,19512,2228,4212,900,39308,2501,71780,2299,57402,2731,558,388,56844,2773,52216,2982,4628,1105,14378,2159,440386,2293,365298,4588,1781,533,363517,4594,349047,4867,14470,1911,75088,4348,147606,679,93055,2828,69,113,92986,2821,89032,2900,3954,1048,54551,2765,64666,2574,18668,1801,17699,1732,969,367,45998,2561,122574,2538,16102,1664,15633,1660,469,228,106472,2394,955451,2945,54830,2400,19755,2230,0,190,19755,2230,16978,1948,2777,909,35075,1938,72877,2655,49170,2842,140,214,49030,2829,43978,2704,5052,1208,23707,2809,438351,2282,309092,4724,116,136,308976,4739,296129,4811,12847,1863,129259,5014,157934,895,83441,3115,0,190,83441,3115,81366,3067,2075,635,74493,2938,69018,2481,18403,1729,18257,1733,146,128,50615,2374,162441,2516,11532,1479,11269,1492,263,174,150909,2831,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,19240292,47192,9553095,27624,613769,7890,186487,6328,8680,1586,177807,6302,131896,5801,45911,3003,427282,8029,856810,7183,641146,9999,30682,2208,610464,10385,535080,9677,75384,4599,215664,7092,4903824,18846,4308589,23023,41659,3568,4266930,22296,4028803,23255,238127,8258,595235,12708,1517385,5684,1067224,10577,267,212,1066957,10585,1010315,10502,56642,3239,450161,10645,584519,7557,220763,5369,210556,5095,10207,1469,363756,7226,1076788,7497,162242,5848,154946,5581,7296,1057,914546,8046,9687197,23610,582798,6322,182834,5993,1101,481,181733,6000,142477,5470,39256,2915,399964,7918,795192,6688,562604,8898,3039,1266,559565,8962,499469,8235,60096,4172,232588,7341,4698087,17665,3428897,19185,5686,1106,3423211,19126,3208266,19961,214945,7359,1269190,16624,1565767,6237,915607,7516,0,201,915607,7516,868242,8311,47365,3625,650160,8059,636485,8992,178712,5682,170752,5440,7960,1263,457773,8185,1408868,9222,115881,5006,112099,4995,3782,819,1292987,9084,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3716069,9697,1856095,5809,118860,2967,48721,2606,1282,506,47439,2641,38708,2445,8731,1726,70139,3227,165033,2781,135512,3549,7755,1256,127757,3764,116012,3941,11745,2086,29521,3268,976088,4244,884313,6652,10666,1811,873647,7117,838849,7069,34798,3690,91775,5162,298482,1481,222572,3374,64,105,222508,3365,212985,3519,9523,1365,75910,3368,115686,2643,46061,2641,44120,2688,1941,772,69625,3042,181946,2701,26254,2175,24972,2120,1282,536,155692,3183,1859974,5977,109350,3044,50743,3157,258,232,50485,3147,44028,2635,6457,1499,58607,3059,146825,2560,113177,3498,1361,575,111816,3533,105379,3629,6437,1401,33648,3384,936426,3770,746943,7480,2048,654,744895,7450,713751,8319,31144,2765,189483,6884,312570,1290,196560,3443,0,193,196560,3443,188981,3565,7579,1261,116010,3500,122730,3706,36680,2593,35413,2535,1267,540,86050,3572,232073,3775,21027,1978,20562,1923,465,321,211046,3672,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2289837,10213,1103010,6041,73106,2059,29762,1895,1037,574,28725,2028,23665,1947,5060,1044,43344,2673,88925,1753,67793,2443,1688,670,66105,2562,60289,2774,5816,1057,21132,2115,517802,4237,468115,4846,3410,891,464705,4983,438464,4960,26241,2386,49687,3716,205758,1219,164853,2515,71,115,164782,2520,157425,2737,7357,1443,40905,2330,72419,2746,32592,2149,31016,2128,1576,486,39827,2264,145000,2782,25723,2247,24498,2289,1225,406,119277,3268,1186827,5502,70653,2163,30847,2260,274,234,30573,2300,26511,2143,4062,878,39806,2354,84616,1759,67753,2296,206,226,67547,2343,63786,2631,3761,1130,16863,1723,529388,3625,429675,5756,124,117,429551,5755,407695,5715,21856,2423,99713,4450,217818,1028,153368,3214,0,198,153368,3214,147321,3229,6047,1292,64450,3293,80500,2988,28322,2105,27059,2010,1263,593,52178,2277,203852,3257,19443,1944,18868,1956,575,304,184409,3094,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,545594,3355,262733,2031,15279,1017,7022,969,14,29,7008,969,5466,933,1542,660,8257,1070,19879,905,14710,1062,641,205,14069,1102,12847,1120,1222,560,5169,1145,121783,1566,106798,2433,1575,651,105223,2494,99586,2744,5637,1212,14985,2052,46190,377,32187,1388,0,190,32187,1388,31212,1385,975,385,14003,1350,20301,1378,6868,961,6714,960,154,151,13433,1211,39301,1295,4637,840,4334,823,303,192,34664,1431,282861,1999,15787,1131,4578,973,0,190,4578,973,3616,907,962,529,11209,1255,18657,571,13768,1285,192,316,13576,1383,12299,1396,1277,551,4889,1156,124928,1363,100139,1993,132,103,100007,2011,95180,2480,4827,1277,24789,2035,50845,448,32255,1638,0,190,32255,1638,31264,1730,991,386,18590,1624,24680,1367,5962,819,5842,780,120,137,18718,1443,47964,1421,3887,728,3623,712,264,190,44077,1390,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,239587,2621,118910,1666,5224,1103,2167,670,131,213,2036,645,1334,544,702,397,3057,847,11398,1144,6993,1454,907,410,6086,1414,5745,1337,341,239,4405,1238,78798,1304,75247,1613,1320,443,73927,1655,72255,1658,1672,700,3551,807,11404,528,9371,717,51,60,9320,726,9140,727,180,178,2033,565,3972,548,2266,441,2111,445,155,126,1706,480,8114,572,1964,510,1865,530,99,120,6150,565,120677,1546,6863,1413,2926,823,49,100,2877,808,2717,804,160,158,3937,1064,13624,1402,10017,1623,72,147,9945,1647,9788,1623,157,177,3607,1215,74998,1448,68104,1827,334,202,67770,1804,65933,1964,1837,749,6894,1136,10049,394,7580,531,0,200,7580,531,7084,596,496,295,2469,469,5405,616,2651,560,2608,565,43,69,2754,526,9738,702,1537,514,1537,514,0,200,8201,676,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,12913275,20889,6275562,12963,341565,6333,106883,5309,2384,808,104499,5256,80532,4765,23967,2614,234682,6509,449913,4715,336438,7234,8159,1474,328279,6916,289331,6837,38948,3924,113475,6691,2895299,9569,2497518,13322,26806,2679,2470712,13671,2343654,14697,127058,7170,397781,10308,1019154,3589,685071,8843,105,125,684966,8836,650579,8956,34387,3336,334083,8818,488781,8429,153907,5854,146739,5775,7168,1082,334874,7849,1080850,8480,130664,5301,125668,5374,4996,988,950186,8539,6637713,12681,324333,6528,112745,6105,733,521,112012,6146,93076,5275,18936,2520,211588,7268,425249,4367,305867,6992,1863,937,304004,6883,280265,7319,23739,2864,119382,6225,2870272,8082,2166396,14817,2202,789,2164194,14926,2038663,15197,125531,6658,703876,12858,1125826,2813,634470,8583,0,217,634470,8583,606567,7874,27903,3209,491356,8916,551885,8074,130160,5317,125662,5257,4498,1028,421725,7420,1340148,8484,83650,3911,80065,3949,3585,912,1256498,8474,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
