GEO_ID,B17007_001E,B17007_001M,B17007_002E,B17007_002M,B17007_003E,B17007_003M,B17007_004E,B17007_004M,B17007_005E,B17007_005M,B17007_006E,B17007_006M,B17007_007E,B17007_007M,B17007_008E,B17007_008M,B17007_009E,B17007_009M,B17007_010E,B17007_010M,B17007_011E,B17007_011M,B17007_012E,B17007_012M,B17007_013E,B17007_013M,B17007_014E,B17007_014M,B17007_015E,B17007_015M,B17007_016E,B17007_016M,B17007_017E,B17007_017M,B17007_018E,B17007_018M,B17007_019E,B17007_019M,B17007_020E,B17007_020M,B17007_021E,B17007_021M,B17007_022E,B17007_022M,B17007_023E,B17007_023M,B17007_024E,B17007_024M,B17007_025E,B17007_025M,B17007_026E,B17007_026M,B17007_027E,B17007_027M,B17007_028E,B17007_028M,B17007_029E,B17007_029M,B17007_030E,B17007_030M,B17007_031E,B17007_031M,B17007_032E,B17007_032M,B17007_033E,B17007_033M,B17007_034E,B17007_034M,B17007_035E,B17007_035M,B17007_036E,B17007_036M,B17007_037E,B17007_037M,B17007_038E,B17007_038M,B17007_039E,B17007_039M,B17007_040E,B17007_040M,B17007_041E,B17007_041M,B17007_042E,B17007_042M,B17007_043E,B17007_043M,NAME,B17007_001MA,B17007_001EA,B17007_002MA,B17007_002EA,B17007_003MA,B17007_003EA,B17007_004EA,B17007_004MA,B17007_005EA,B17007_005MA,B17007_006MA,B17007_006EA,B17007_007MA,B17007_007EA,B17007_008EA,B17007_008MA,B17007_009MA,B17007_009EA,B17007_010EA,B17007_010MA,B17007_011EA,B17007_011MA,B17007_012MA,B17007_012EA,B17007_013EA,B17007_013MA,B17007_014MA,B17007_014EA,B17007_015EA,B17007_015MA,B17007_016EA,B17007_016MA,B17007_017MA,B17007_017EA,B17007_018EA,B17007_018MA,B17007_019EA,B17007_019MA,B17007_020MA,B17007_020EA,B17007_021EA,B17007_021MA,B17007_022EA,B17007_022MA,B17007_023EA,B17007_023MA,B17007_024EA,B17007_024MA,B17007_025MA,B17007_025EA,B17007_026EA,B17007_026MA,B17007_027EA,B17007_027MA,B17007_028EA,B17007_028MA,B17007_029EA,B17007_029MA,B17007_030EA,B17007_030MA,B17007_031MA,B17007_031EA,B17007_032EA,B17007_032MA,B17007_033MA,B17007_033EA,B17007_034MA,B17007_034EA,B17007_035EA,B17007_035MA,B17007_036EA,B17007_036MA,B17007_037EA,B17007_037MA,B17007_038EA,B17007_038MA,B17007_039MA,B17007_039EA,B17007_040MA,B17007_040EA,B17007_041EA,B17007_041MA,B17007_042EA,B17007_042MA,B17007_043EA,B17007_043MA,state
0400000US01,847299,17235,271196,9208,119117,5669,540,400,741,417,29351,3314,19141,2518,14430,2185,18678,2142,22852,2757,9217,1554,4167,837,152079,6471,92,103,1168,539,32166,3099,18799,2159,14302,2134,22695,2666,27848,2608,16423,1803,18586,1705,576103,12873,284951,8330,0,192,0,192,19286,2795,59600,4366,44079,4147,51160,3384,52892,3401,34059,2151,23875,2068,291152,8216,0,192,72,110,17564,2399,34316,3457,24502,3375,37027,3093,53144,2722,60589,3461,63938,2567,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,153938,5694,28510,2510,13834,1731,156,260,608,524,3547,838,2333,684,1494,427,2092,722,2830,664,327,195,447,370,14676,1603,141,128,146,148,4001,993,2320,597,926,322,3257,944,2842,729,791,379,252,170,125428,5327,74747,3691,0,149,0,149,6947,1537,21212,2151,12017,1756,13506,1625,12877,1421,5903,935,2285,579,50681,3320,0,149,10,16,5811,1299,9360,1475,6851,1277,7397,1331,9639,1223,6747,900,4866,662,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1333642,19824,368273,11774,173037,8100,655,305,2167,705,45355,4960,29263,2798,24882,2988,23162,2709,29556,3223,11727,1457,6270,1200,195236,7695,602,338,3123,934,44205,3938,30432,2547,20311,2778,26538,2907,31311,2930,18156,1817,20558,1970,965369,17372,497956,12084,0,201,0,201,41229,3983,117032,5240,79422,5193,80292,4212,76742,3331,58429,3677,44810,2453,467413,9672,0,201,0,201,35756,3396,77215,4771,47341,3439,59626,4173,82031,3577,81537,3087,83907,3571,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,530111,11733,173170,7568,77701,4950,310,283,2172,733,17083,2693,11950,1965,10073,1691,12588,2067,14723,1903,5287,1183,3515,850,95469,5630,487,393,1391,640,21286,2577,12052,1689,7904,1725,12673,1750,18147,2008,10045,1438,11484,1457,356941,9853,176134,7315,0,190,461,546,17527,2430,37639,3317,24879,2966,27359,2281,28871,2508,22174,2162,17224,1686,180807,6733,0,190,70,116,12731,2024,26597,3094,13499,2159,19988,1974,28826,2381,37863,2440,41233,2404,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6959652,41592,1921103,29222,888422,20130,5688,1190,12838,1987,199897,9319,171058,7855,112616,6306,135593,6350,144402,6159,63840,4241,42490,3239,1032681,18246,5949,1637,12592,1426,235513,11382,180772,7416,108741,5245,126894,5587,154606,6125,91696,4094,115918,4850,5038549,37210,2630877,23651,0,201,692,354,171401,8042,765149,14074,466092,11533,413332,9926,375663,8851,251836,7733,186712,4938,2407672,23089,0,201,133,123,153625,7926,541558,11285,273440,7562,304983,8891,387624,9383,362868,6388,383441,7545,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1136525,15646,249991,9348,121869,6450,588,369,1353,617,43781,4306,22930,2552,10989,1964,13331,1777,19333,2459,5980,1225,3584,814,128122,6034,1026,469,2148,1134,37627,3062,21300,2674,9709,1581,14523,1890,19426,1908,11516,1510,10847,1320,886534,15838,469591,10712,0,193,160,197,47885,4279,145529,5441,73461,4518,70494,3395,65392,3648,42081,2577,24589,2012,416943,10090,0,193,0,193,42105,3839,96293,4166,43912,3200,51456,3370,67930,4019,57681,3360,57566,2678,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,674771,12746,140622,6985,66072,4516,635,484,1380,525,9354,1660,13358,2078,7695,1614,12315,1829,12314,1924,5639,1365,3382,894,74550,4737,144,229,959,558,10257,2126,13799,1927,5200,1271,12441,1849,12549,1665,8273,1391,10928,1236,534149,10972,257673,7977,0,198,0,198,14636,2435,61815,4516,42041,3661,46236,3933,42175,2808,28448,2811,22322,1756,276476,6058,40,69,121,148,15306,2626,45971,3491,25015,2625,37677,3016,49153,3365,46934,2784,56259,2709,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,174270,6996,39256,3201,16931,2068,154,200,72,85,3367,1040,2780,1224,2586,838,2903,998,3131,955,829,412,1109,650,22325,2451,193,306,224,164,4635,1148,2904,930,2404,1104,3283,984,4002,991,2035,607,2645,599,135014,6496,65812,4059,0,190,11,20,4460,1430,16396,1935,9157,1556,11905,1733,10032,1280,7999,1201,5852,1071,69202,3681,0,190,0,190,4854,1133,12233,1752,5459,1209,9556,1619,11520,1566,12345,1668,13235,1205,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,242961,7352,50306,4094,25763,2961,81,91,108,132,7650,1841,3701,1199,2233,779,3967,924,4920,848,1794,657,1309,441,24543,2812,44,73,330,251,7292,1705,4859,1296,1312,626,2307,645,4116,865,2217,605,2066,670,192655,6875,94784,4328,0,200,0,200,4679,1262,38501,2618,17554,2057,13278,1731,11592,1423,5805,786,3375,742,97871,4116,0,200,0,200,8501,1532,37764,2082,13996,1495,9387,1404,10577,1345,9894,1176,7752,1083,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4044744,36001,1078164,19854,476829,13291,1696,572,6049,1295,86060,5268,77735,6720,57224,4973,78074,5325,88805,5407,48411,4191,32775,3201,601335,12962,1745,725,7452,1743,101537,5147,87199,5751,57138,4482,86851,5588,101279,5185,79947,4842,78187,4352,2966580,31577,1492874,24034,119,196,173,146,84391,5862,320347,11460,242279,9675,257782,10062,245730,7669,189093,6565,152960,5542,1473706,21540,0,217,257,235,82468,5868,232956,9482,145813,6649,186311,7265,245460,7990,268667,7242,311774,7132,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
