GEO_ID,B27001D_001E,B27001D_001M,B27001D_002E,B27001D_002M,B27001D_003E,B27001D_003M,B27001D_004E,B27001D_004M,B27001D_005E,B27001D_005M,B27001D_006E,B27001D_006M,B27001D_007E,B27001D_007M,B27001D_008E,B27001D_008M,B27001D_009E,B27001D_009M,B27001D_010E,B27001D_010M,B27001D_011E,B27001D_011M,B27001D_012E,B27001D_012M,B27001D_013E,B27001D_013M,B27001D_014E,B27001D_014M,B27001D_015E,B27001D_015M,B27001D_016E,B27001D_016M,B27001D_017E,B27001D_017M,B27001D_018E,B27001D_018M,B27001D_019E,B27001D_019M,B27001D_020E,B27001D_020M,B27001D_021E,B27001D_021M,B27001D_022E,B27001D_022M,B27001D_023E,B27001D_023M,B27001D_024E,B27001D_024M,B27001D_025E,B27001D_025M,B27001D_026E,B27001D_026M,B27001D_027E,B27001D_027M,B27001D_028E,B27001D_028M,NAME,B27001D_001MA,B27001D_001EA,B27001D_002MA,B27001D_002EA,B27001D_003EA,B27001D_003MA,B27001D_004EA,B27001D_004MA,B27001D_005MA,B27001D_005EA,B27001D_006EA,B27001D_006MA,B27001D_007MA,B27001D_007EA,B27001D_008EA,B27001D_008MA,B27001D_009EA,B27001D_009MA,B27001D_010MA,B27001D_010EA,B27001D_011MA,B27001D_011EA,B27001D_012MA,B27001D_012EA,B27001D_013MA,B27001D_013EA,B27001D_014EA,B27001D_014MA,B27001D_015EA,B27001D_015MA,B27001D_016MA,B27001D_016EA,B27001D_017EA,B27001D_017MA,B27001D_018MA,B27001D_018EA,B27001D_019EA,B27001D_019MA,B27001D_020MA,B27001D_020EA,B27001D_021MA,B27001D_021EA,B27001D_022MA,B27001D_022EA,B27001D_023MA,B27001D_023EA,B27001D_024MA,B27001D_024EA,B27001D_025MA,B27001D_025EA,B27001D_026EA,B27001D_026MA,B27001D_027MA,B27001D_027EA,B27001D_028EA,B27001D_028MA,state
0400000US01,59159,2329,3552,748,3500,755,52,72,9987,1305,8903,1198,1084,714,5788,1377,5451,1372,337,281,10582,1861,8942,1754,1640,611,9853,1659,8434,1519,1419,939,7874,1532,7245,1510,629,422,6445,957,5513,871,932,602,3216,843,3168,834,48,79,1862,601,1862,601,0,192,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,46347,2554,3454,739,3433,742,21,26,8365,1242,7379,1154,986,660,4507,908,3485,840,1022,394,8073,989,6337,1194,1736,654,6837,945,5735,1160,1102,632,5759,736,4537,749,1222,411,5984,479,4697,736,1287,550,1822,455,1528,466,294,245,1546,415,1546,415,0,149,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,215571,5390,14184,1369,13649,1285,535,405,29565,2472,27832,2471,1733,970,22268,1546,20046,1642,2222,841,36147,1927,32733,1743,3414,1075,37813,1496,35527,1501,2286,948,29614,1443,27631,1725,1983,772,22845,919,20940,1176,1905,826,14364,1110,13266,1238,1098,717,8771,711,8328,761,443,365,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,42067,2513,2280,746,2079,724,201,200,6967,1356,6937,1364,30,51,5334,981,4144,913,1190,577,6908,1539,6231,1524,677,422,6412,1458,6141,1426,271,243,6627,1394,6058,1316,569,446,4143,1092,3393,789,750,709,2530,685,2377,683,153,169,866,434,866,434,0,190,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5521956,20257,326021,5746,317023,5660,8998,1676,697021,7630,676836,8091,20185,2890,489964,5152,444380,6009,45584,4124,886964,6822,801645,7918,85319,5088,850790,5189,801157,6246,49633,3903,796200,4194,744730,5915,51470,4618,698291,3365,650078,5722,48213,5151,452996,2947,441765,3008,11231,1957,323709,2511,320418,2717,3291,1111,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,161665,5050,11548,1308,11423,1306,125,121,24708,2912,23466,3019,1242,556,16413,1501,14746,1312,1667,731,28861,1784,26031,1838,2830,984,28846,1448,26375,1545,2471,752,20047,1409,18151,1384,1896,761,16618,956,15344,1126,1274,552,9509,989,8430,1207,1079,588,5115,1033,5042,1012,73,126,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,156062,2733,10043,894,9838,820,205,317,23842,1636,22374,1907,1468,799,16281,1242,14674,1177,1607,661,28986,1323,25915,1334,3071,1092,28044,1023,26163,1490,1881,947,21915,932,20014,1156,1901,850,14815,696,13446,724,1369,723,8356,997,7809,982,547,422,3780,962,3780,962,0,198,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,36061,1602,2886,468,2832,458,54,90,4925,803,4900,803,25,42,3609,840,3422,807,187,198,6692,975,6595,967,97,116,5703,467,5424,492,279,287,5037,409,4691,394,346,273,3311,438,3218,412,93,123,2294,761,2057,785,237,379,1604,555,1604,555,0,190,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,25901,1029,976,461,976,461,0,200,1413,300,1413,300,0,200,3760,602,3760,602,0,200,8807,839,8409,873,398,301,5124,419,5124,419,0,200,2430,238,2430,238,0,200,1690,146,1690,146,0,200,1173,340,1173,340,0,200,528,293,528,293,0,200,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,542341,8943,31787,2429,30097,2274,1690,831,75293,3466,68263,3836,7030,1797,52710,3046,44142,3153,8568,2066,82084,3669,71453,4204,10631,2015,91532,3888,79473,4200,12059,2466,76310,2672,65278,2439,11032,1972,65699,2498,54312,3117,11387,2237,42477,2175,39463,2390,3014,1269,24449,1997,23736,1814,713,542,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
