GEO_ID,B15001_001E,B15001_001M,B15001_002E,B15001_002M,B15001_003E,B15001_003M,B15001_004E,B15001_004M,B15001_005E,B15001_005M,B15001_006E,B15001_006M,B15001_007E,B15001_007M,B15001_008E,B15001_008M,B15001_009E,B15001_009M,B15001_010E,B15001_010M,B15001_011E,B15001_011M,B15001_012E,B15001_012M,B15001_013E,B15001_013M,B15001_014E,B15001_014M,B15001_015E,B15001_015M,B15001_016E,B15001_016M,B15001_017E,B15001_017M,B15001_018E,B15001_018M,B15001_019E,B15001_019M,B15001_020E,B15001_020M,B15001_021E,B15001_021M,B15001_022E,B15001_022M,B15001_023E,B15001_023M,B15001_024E,B15001_024M,B15001_025E,B15001_025M,B15001_026E,B15001_026M,B15001_027E,B15001_027M,B15001_028E,B15001_028M,B15001_029E,B15001_029M,B15001_030E,B15001_030M,B15001_031E,B15001_031M,B15001_032E,B15001_032M,B15001_033E,B15001_033M,B15001_034E,B15001_034M,B15001_035E,B15001_035M,B15001_036E,B15001_036M,B15001_037E,B15001_037M,B15001_038E,B15001_038M,B15001_039E,B15001_039M,B15001_040E,B15001_040M,B15001_041E,B15001_041M,B15001_042E,B15001_042M,B15001_043E,B15001_043M,B15001_044E,B15001_044M,B15001_045E,B15001_045M,B15001_046E,B15001_046M,B15001_047E,B15001_047M,B15001_048E,B15001_048M,B15001_049E,B15001_049M,B15001_050E,B15001_050M,B15001_051E,B15001_051M,B15001_052E,B15001_052M,B15001_053E,B15001_053M,B15001_054E,B15001_054M,B15001_055E,B15001_055M,B15001_056E,B15001_056M,B15001_057E,B15001_057M,B15001_058E,B15001_058M,B15001_059E,B15001_059M,B15001_060E,B15001_060M,B15001_061E,B15001_061M,B15001_062E,B15001_062M,B15001_063E,B15001_063M,B15001_064E,B15001_064M,B15001_065E,B15001_065M,B15001_066E,B15001_066M,B15001_067E,B15001_067M,B15001_068E,B15001_068M,B15001_069E,B15001_069M,B15001_070E,B15001_070M,B15001_071E,B15001_071M,B15001_072E,B15001_072M,B15001_073E,B15001_073M,B15001_074E,B15001_074M,B15001_075E,B15001_075M,B15001_076E,B15001_076M,B15001_077E,B15001_077M,B15001_078E,B15001_078M,B15001_079E,B15001_079M,B15001_080E,B15001_080M,B15001_081E,B15001_081M,B15001_082E,B15001_082M,B15001_083E,B15001_083M,NAME,B15001_001MA,B15001_001EA,B15001_002MA,B15001_002EA,B15001_003EA,B15001_003MA,B15001_004MA,B15001_004EA,B15001_005MA,B15001_005EA,B15001_006MA,B15001_006EA,B15001_007MA,B15001_007EA,B15001_008EA,B15001_008MA,B15001_009MA,B15001_009EA,B15001_010MA,B15001_010EA,B15001_011EA,B15001_011MA,B15001_012MA,B15001_012EA,B15001_013MA,B15001_013EA,B15001_014EA,B15001_014MA,B15001_015MA,B15001_015EA,B15001_016EA,B15001_016MA,B15001_017MA,B15001_017EA,B15001_018MA,B15001_018EA,B15001_019EA,B15001_019MA,B15001_020MA,B15001_020EA,B15001_021EA,B15001_021MA,B15001_022EA,B15001_022MA,B15001_023MA,B15001_023EA,B15001_024MA,B15001_024EA,B15001_025EA,B15001_025MA,B15001_026EA,B15001_026MA,B15001_027EA,B15001_027MA,B15001_028MA,B15001_028EA,B15001_029MA,B15001_029EA,B15001_030EA,B15001_030MA,B15001_031MA,B15001_031EA,B15001_032EA,B15001_032MA,B15001_033EA,B15001_033MA,B15001_034EA,B15001_034MA,B15001_035EA,B15001_035MA,B15001_036EA,B15001_036MA,B15001_037MA,B15001_037EA,B15001_038MA,B15001_038EA,B15001_039MA,B15001_039EA,B15001_040EA,B15001_040MA,B15001_041EA,B15001_041MA,B15001_042MA,B15001_042EA,B15001_043MA,B15001_043EA,B15001_044MA,B15001_044EA,B15001_045EA,B15001_045MA,B15001_046MA,B15001_046EA,B15001_047EA,B15001_047MA,B15001_048MA,B15001_048EA,B15001_049MA,B15001_049EA,B15001_050MA,B15001_050EA,B15001_051MA,B15001_051EA,B15001_052EA,B15001_052MA,B15001_053MA,B15001_053EA,B15001_054MA,B15001_054EA,B15001_055MA,B15001_055EA,B15001_056MA,B15001_056EA,B15001_057MA,B15001_057EA,B15001_058EA,B15001_058MA,B15001_059MA,B15001_059EA,B15001_060MA,B15001_060EA,B15001_061MA,B15001_061EA,B15001_062MA,B15001_062EA,B15001_063EA,B15001_063MA,B15001_064MA,B15001_064EA,B15001_065MA,B15001_065EA,B15001_066EA,B15001_066MA,B15001_067MA,B15001_067EA,B15001_068MA,B15001_068EA,B15001_069EA,B15001_069MA,B15001_070MA,B15001_070EA,B15001_071EA,B15001_071MA,B15001_072MA,B15001_072EA,B15001_073MA,B15001_073EA,B15001_074EA,B15001_074MA,B15001_075MA,B15001_075EA,B15001_076EA,B15001_076MA,B15001_077EA,B15001_077MA,B15001_078MA,B15001_078EA,B15001_079MA,B15001_079EA,B15001_080EA,B15001_080MA,B15001_081MA,B15001_081EA,B15001_082EA,B15001_082MA,B15001_083EA,B15001_083MA,state
0400000US01,3750571,3222,1787162,3675,235692,2985,6064,1461,34742,3154,83861,4842,88676,4446,9243,1712,12319,2028,787,478,304812,4418,12719,2108,34027,2511,93932,5804,76153,4637,20043,2335,50729,3769,17209,2267,297114,4205,15259,2573,34086,3259,92370,4267,65327,4834,21027,2501,47512,3887,21533,2302,620239,4104,28415,2910,68537,5265,214557,6296,121276,4817,45104,3015,89730,4054,52620,2951,329305,1890,28963,2310,30824,2335,103494,3965,62545,3509,16611,1750,49101,2926,37767,2323,1963409,2289,232627,3418,3776,1112,26410,3115,65751,4174,101635,5527,13130,2213,19189,2278,2736,1168,319660,3615,8269,1675,26768,3100,73824,4118,85260,5114,32347,2852,64879,4280,28313,2492,315079,3602,9257,1222,24991,3105,77118,4944,68268,4114,38896,3340,60500,3339,36049,3202,663501,2889,21794,2567,62372,3773,198038,5824,148371,5651,70274,3965,101030,4116,61622,3984,432542,1567,34154,2615,56447,2995,164730,4213,80779,3165,22150,1948,41145,3423,33137,2363,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,552041,577,292599,1164,48263,1444,422,356,7393,1182,18484,1703,18353,1641,1512,665,2030,728,69,110,63933,1423,633,406,3898,790,20211,1664,17713,1994,5460,1472,12746,1516,3272,1035,47778,1509,868,613,1934,595,15328,1803,14129,1572,3512,697,7675,991,4332,832,97577,1548,2360,811,3967,812,29586,2186,25694,2185,7537,1179,17079,1768,11354,1370,35048,697,2434,461,1412,362,8547,1011,8707,1074,2563,803,5468,884,5917,958,259442,900,34255,912,166,135,4446,895,12932,1293,12134,1576,1883,734,2446,789,248,251,54845,1464,630,340,3290,1021,12619,1376,15645,1633,5011,1318,12820,1538,4830,946,43878,1206,689,478,1988,759,9150,1284,13448,1437,3788,881,7925,1308,6890,1226,90504,1189,1804,513,3917,726,23633,1886,24409,1947,7639,1294,18211,1367,10891,1390,35960,859,2703,504,2089,586,8978,1103,9581,1252,2603,733,5945,882,4061,778,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5206537,865,2561598,1239,345832,1672,7409,1510,59635,4966,113257,4625,127477,5719,17655,2246,18028,2343,2371,1050,471430,2495,20146,2446,48986,3559,127884,6827,127349,6137,38330,3376,79495,4449,29240,2535,425605,2251,28863,2974,45686,3826,101016,4193,101726,6069,32541,2776,71373,4967,44400,3382,803659,1954,50813,4037,63741,3922,202442,6366,198210,6374,63986,3822,139448,5114,85019,3787,515072,942,31889,2173,29872,2502,118378,4112,127411,4724,35020,2473,94682,4389,77820,3517,2644939,1215,323751,1837,5334,1186,41809,3598,90055,4806,138616,5476,19029,2475,27281,2406,1627,635,443331,1951,14640,2426,35517,3168,92854,4581,123009,5132,44999,3331,94947,4551,37365,3016,419669,1561,27319,2828,34070,2971,88957,4690,103654,4797,38674,2676,79389,3763,47606,2906,853256,1852,51013,3356,57721,4017,199090,5728,221007,5950,87094,4556,149809,5528,87522,4044,604932,1255,46633,2880,44064,3336,180250,4871,153189,5079,41462,2802,79790,3860,59544,3191,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2272260,1618,1099264,2379,144726,2764,2809,992,17461,2000,51576,3495,56870,3752,7762,1740,8012,1868,236,203,190379,3460,6161,1369,18115,2200,66722,3622,48918,3394,11001,1764,29294,2553,10168,1571,182421,2914,7084,1234,17023,1874,64381,2849,40850,3583,12730,1858,25691,2736,14662,1985,369413,3130,19223,1956,39516,2728,143165,4603,78816,3546,18477,1986,44980,3348,25236,2339,212325,1398,19147,1836,21967,1965,67937,2789,46930,2842,8036,1207,28656,2433,19652,2022,1172996,2581,139715,3120,1374,556,14665,2161,38577,3422,64894,3760,7979,1802,11252,1449,974,611,195012,3721,5636,1322,13864,1941,48553,2966,53196,3734,20192,2241,35790,2513,17781,2315,185078,2711,7159,1348,13327,2474,50672,3198,41765,3217,20324,2213,33284,2830,18547,2310,387402,2674,16850,1836,30437,2719,131276,4221,86315,3868,33726,2586,57585,3098,31213,2905,265789,1497,24685,1851,29877,2401,105746,3788,54096,2515,10543,1744,23695,1858,17147,2005,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,30028400,2535,14786858,3566,2037703,2994,38688,3024,257875,8174,658547,10875,840322,11690,80745,5058,149523,6880,12003,2059,2994843,4400,166072,7231,271685,9110,733023,12245,699372,14043,204675,8260,669165,11883,250851,8219,2601689,3705,251297,7550,264648,9326,556822,11002,517278,13408,167260,7414,526440,10313,317944,7039,4854069,4229,532600,10051,400841,9802,1011859,13071,1032467,12884,352736,9457,920201,12436,603365,9871,2298554,2284,284411,7480,143889,4940,415051,9120,454101,9140,166031,5184,441420,9829,393651,7725,15241542,2541,1905434,3720,24582,2800,169634,6652,507954,10590,878653,12436,104629,6444,205534,6631,14448,1982,2837869,4178,119008,6180,197758,6871,536140,11020,679911,11608,239908,7278,737268,13463,327876,10010,2588681,3134,235230,8507,218335,6978,465848,10176,507649,10635,204830,6594,584634,10444,372155,8455,5018554,3323,564763,10705,354506,9043,998816,13524,1109057,14709,448542,9969,970162,14701,572708,10770,2891004,2291,429376,8441,209091,6609,712522,9720,603444,8836,208721,5446,436464,8027,291386,6792,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4199802,1609,2100215,2452,277962,2769,5662,1664,34461,2749,91640,4243,111151,4619,12254,1901,21553,2509,1241,499,428665,3205,13463,2151,25199,2445,101317,5847,107349,4563,32432,2557,111993,4769,36912,2574,379324,2527,16069,2466,26884,2646,77242,3207,79753,4590,29437,2666,100594,4639,49345,3308,690644,3072,24565,2459,32302,3194,164147,4856,146676,5239,58445,3339,157406,4987,107103,4460,323620,1445,13772,1624,15944,1880,64652,3331,69420,3814,18110,1614,73997,3210,67725,2889,2099587,2164,249987,2115,3635,1448,26860,2515,66090,4438,105195,4717,12247,1979,34484,2785,1476,512,398472,2327,7998,1614,18628,2307,71635,4175,84868,4260,39321,3387,124306,4119,51716,3648,358665,2028,14542,1657,16897,1799,55858,4151,68566,3502,33658,3012,105095,4124,64049,3271,704511,2064,23578,2195,28950,2679,149758,5487,161142,5100,66854,3684,169208,5225,105021,3805,387952,1606,21586,2013,23476,2290,112375,4217,91263,3123,22946,1705,66433,2846,49873,2590,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2827561,818,1360885,1651,181858,1371,2229,961,22684,2656,55832,4163,72431,3785,6140,1257,21147,2034,1395,651,223295,1663,6667,1498,13506,2174,59515,3226,41987,3540,14330,2085,61608,3553,25682,2517,211062,1446,8241,1595,12340,1664,60334,3885,37761,3012,11918,2077,45339,3046,35129,2697,500881,1450,17346,2361,27936,2586,152038,5444,82516,4127,33048,2429,107334,4028,80663,3118,243789,716,19562,1929,17249,1954,65613,3205,35224,2346,12564,1356,45230,2638,48347,2638,1466676,1302,170985,1392,1348,693,11720,1949,41733,3628,77542,3926,9182,1814,26437,2533,3023,1003,219481,1806,5344,1419,8955,1727,42383,2995,41013,3371,15372,1941,63535,3466,42879,3219,221442,1499,5041,1383,9390,1387,46867,3230,38854,3214,20957,2173,55242,3364,45091,2870,533274,1507,17075,2205,21742,2097,135422,5326,90577,3800,59900,3551,117467,4175,91091,4096,321494,835,25496,2545,26378,2354,116744,3438,49588,2854,19881,1966,40178,2256,43229,2626,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,741734,326,353963,539,44998,917,697,382,6738,1441,14332,1744,16843,1991,1779,609,4155,1063,454,366,61076,1142,2470,917,5586,1242,17641,2254,13940,1828,3278,874,13536,1973,4625,1111,53905,758,2552,809,3976,1074,15945,1973,10233,1499,5311,1086,8726,1229,7162,1104,122021,891,4019,875,10036,1546,39469,2589,23447,1906,7996,1300,22377,2265,14677,1469,71963,512,3546,988,6642,1237,21946,1783,12941,1347,3575,900,12053,1312,11260,1324,387771,517,44100,857,746,381,4393,925,13008,1746,17888,1680,2889,968,4737,1207,439,329,63272,1185,2805,702,4070,1138,12843,1680,15370,1745,5469,1388,13305,1628,9410,1495,56822,844,1732,671,3940,1299,12791,1891,10495,1561,4660,984,14394,1841,8810,1220,134716,930,2884,792,6366,1200,39033,2841,27840,2355,15834,1856,23145,1729,19614,2175,88861,433,4684,1072,7047,1019,35142,2077,16720,1671,6433,1017,10045,991,8790,1203,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,554390,15,259629,419,37209,162,479,373,2892,935,9281,1635,17391,2133,480,360,6121,1521,565,353,71627,425,1970,1138,2264,784,9148,1532,5331,1294,1338,738,27289,2201,24287,1985,48025,344,1489,890,3272,1090,5196,1256,6344,1166,1586,754,11780,1487,18358,1463,71997,739,3865,1074,5266,1159,14691,1449,12141,1880,1842,585,14291,1735,19901,1904,30771,700,2893,1055,3066,775,5588,913,3923,709,911,410,4120,841,10270,1000,294761,418,44297,2,131,158,1529,577,10009,1299,19029,2074,784,454,11166,1927,1649,718,80860,348,872,523,3223,912,10449,1395,7708,1353,1567,614,25394,1981,31647,2168,48394,223,1240,617,732,557,8571,1361,5494,1160,1984,758,10047,1642,20326,1672,75390,136,3795,985,5588,1240,16666,1622,11973,1472,3301,826,13942,1606,20125,1499,45820,224,4103,961,4611,931,11872,1327,7193,1052,1473,437,5766,921,10802,1176,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16168283,2543,7803581,4126,912229,6074,18374,2975,153704,6788,298451,9326,310813,10358,69195,5362,57095,4856,4597,1193,1303403,7572,54739,5185,107773,7310,394274,11429,282034,10462,139231,7042,244512,9282,80840,5891,1219998,4941,63116,5428,100415,5708,374466,11710,235145,8338,114882,5983,226020,7703,105954,5716,2596600,5665,123965,7658,210116,8547,782067,13128,513472,11542,232442,9213,463305,11450,271233,8759,1771351,2781,122531,5346,130337,6107,464099,9629,350074,9891,108175,5006,327444,8991,268691,7786,8364702,3793,861773,4109,11786,2049,107057,5337,228456,8140,324411,9644,96002,6014,86515,4799,7546,1399,1289850,4345,31714,3651,73017,5516,311046,11701,284262,8929,161232,7875,304647,9259,123932,5762,1243474,4047,47981,3909,68189,4579,294164,8807,251458,8616,157626,6406,270125,8710,153931,6455,2795723,4940,115242,6328,165994,6363,806881,13643,592174,10470,324149,8626,510121,10570,281162,9011,2173882,3422,190765,7376,175358,6238,774882,12702,426628,9006,145828,5660,274165,7485,186256,5653,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
