GEO_ID,B05003_001E,B05003_001M,B05003_002E,B05003_002M,B05003_003E,B05003_003M,B05003_004E,B05003_004M,B05003_005E,B05003_005M,B05003_006E,B05003_006M,B05003_007E,B05003_007M,B05003_008E,B05003_008M,B05003_009E,B05003_009M,B05003_010E,B05003_010M,B05003_011E,B05003_011M,B05003_012E,B05003_012M,B05003_013E,B05003_013M,B05003_014E,B05003_014M,B05003_015E,B05003_015M,B05003_016E,B05003_016M,B05003_017E,B05003_017M,B05003_018E,B05003_018M,B05003_019E,B05003_019M,B05003_020E,B05003_020M,B05003_021E,B05003_021M,B05003_022E,B05003_022M,B05003_023E,B05003_023M,NAME,B05003_001EA,B05003_001MA,B05003_002EA,B05003_002MA,B05003_003EA,B05003_003MA,B05003_004EA,B05003_004MA,B05003_005EA,B05003_005MA,B05003_006EA,B05003_006MA,B05003_007EA,B05003_007MA,B05003_008MA,B05003_008EA,B05003_009EA,B05003_009MA,B05003_010EA,B05003_010MA,B05003_011EA,B05003_011MA,B05003_012EA,B05003_012MA,B05003_013MA,B05003_013EA,B05003_014EA,B05003_014MA,B05003_015MA,B05003_015EA,B05003_016MA,B05003_016EA,B05003_017MA,B05003_017EA,B05003_018EA,B05003_018MA,B05003_019EA,B05003_019MA,B05003_020MA,B05003_020EA,B05003_021MA,B05003_021EA,B05003_022EA,B05003_022MA,B05003_023EA,B05003_023MA,state
0400000US01,4858979,-555555555,2352810,5380,565648,3974,556925,4066,8723,1811,2735,1065,5988,1472,1787162,3675,1707387,4118,79775,3989,26304,2836,53471,3275,2506169,5380,542760,4789,535655,4938,7105,1702,1942,746,5163,1546,1963409,2289,1889040,4249,74369,3496,30650,2812,43719,3430,Alabama,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,738432,-555555555,388695,1732,96096,1427,94196,1572,1900,766,593,327,1307,673,292599,1164,268300,2448,24299,2243,14186,1775,10113,1673,349737,1732,90295,1321,88068,1353,2227,802,1150,500,1077,598,259442,900,229324,2136,30118,2005,16438,2035,13680,1617,Alaska,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6828065,-555555555,3387385,2294,825787,2010,803095,3589,22692,2885,4116,1030,18576,2801,2561598,1239,2148309,10394,413289,10311,166907,6219,246382,8626,3440680,2294,795741,1977,769852,3492,25889,2905,6341,1268,19548,2851,2644939,1215,2192409,7474,452530,7662,202823,5370,249707,8447,Arizona,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2978204,-555555555,1463576,3921,364312,3466,358375,3767,5937,1585,1081,516,4856,1499,1099264,2379,1032035,3867,67229,2927,21359,2422,45870,3215,1514628,3921,341632,3816,335760,3632,5872,1326,1655,799,4217,1150,1172996,2581,1109193,3548,63803,3166,23137,2426,40666,3093,Arkansas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,39144818,-555555555,19440558,4443,4653700,3884,4421720,9582,231980,8786,51239,4374,180741,7537,14786858,3566,9862955,29873,4923903,29679,2388263,23441,2535640,26491,19704260,4443,4462718,3399,4244820,8808,217898,8616,50027,3354,167871,7441,15241542,2541,9926987,24260,5314555,23982,2824607,20395,2489948,21588,California,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5456574,-555555555,2741020,3494,640805,3102,623622,3531,17183,2365,4334,1301,12849,2125,2100215,2452,1851186,7302,249029,7495,87478,4580,161551,6663,2715554,3494,615967,3046,595992,4052,19975,2304,6268,1125,13707,2050,2099587,2164,1848708,7234,250879,6766,109614,4533,141265,5923,Colorado,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3590886,-555555555,1752063,1923,391178,1487,373857,2690,17321,2424,3792,835,13529,2220,1360885,1651,1124165,7683,236720,7609,110370,5028,126350,6650,1838823,1923,372147,1469,356658,2466,15489,2169,5552,1408,9937,1691,1466676,1302,1216558,7881,250118,7695,133791,5242,116327,6654,Connecticut,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,945934,-555555555,458208,1047,104245,877,101359,1185,2886,905,1133,622,1753,653,353963,539,314458,2616,39505,2493,16274,1773,23231,2509,487726,1047,99955,827,97347,1015,2608,726,961,472,1647,546,387771,517,345261,3147,42510,3177,21155,2219,21355,2076,Delaware,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,672228,-555555555,319705,699,60076,599,57296,1181,2780,1014,726,430,2054,984,259629,419,216777,3408,42852,3363,18180,2392,24672,3035,352523,699,57762,598,56324,1067,1438,865,168,165,1270,853,294761,418,246714,3282,48047,3263,22571,2596,25476,3120,District of Columbia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20271272,-555555555,9891238,6494,2087657,5270,1975355,9071,112302,7872,25263,3997,87039,6903,7803581,4126,5980336,22646,1823245,22405,949260,14881,873985,20924,10380034,6494,2015332,5758,1908574,9789,106758,6451,28963,2718,77795,6302,8364702,3793,6320767,19703,2043935,19728,1191514,16374,852421,19446,Florida,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
