GEO_ID,B07010_001E,B07010_001M,B07010_002E,B07010_002M,B07010_003E,B07010_003M,B07010_004E,B07010_004M,B07010_005E,B07010_005M,B07010_006E,B07010_006M,B07010_007E,B07010_007M,B07010_008E,B07010_008M,B07010_009E,B07010_009M,B07010_010E,B07010_010M,B07010_011E,B07010_011M,B07010_012E,B07010_012M,B07010_013E,B07010_013M,B07010_014E,B07010_014M,B07010_015E,B07010_015M,B07010_016E,B07010_016M,B07010_017E,B07010_017M,B07010_018E,B07010_018M,B07010_019E,B07010_019M,B07010_020E,B07010_020M,B07010_021E,B07010_021M,B07010_022E,B07010_022M,B07010_023E,B07010_023M,B07010_024E,B07010_024M,B07010_025E,B07010_025M,B07010_026E,B07010_026M,B07010_027E,B07010_027M,B07010_028E,B07010_028M,B07010_029E,B07010_029M,B07010_030E,B07010_030M,B07010_031E,B07010_031M,B07010_032E,B07010_032M,B07010_033E,B07010_033M,B07010_034E,B07010_034M,B07010_035E,B07010_035M,B07010_036E,B07010_036M,B07010_037E,B07010_037M,B07010_038E,B07010_038M,B07010_039E,B07010_039M,B07010_040E,B07010_040M,B07010_041E,B07010_041M,B07010_042E,B07010_042M,B07010_043E,B07010_043M,B07010_044E,B07010_044M,B07010_045E,B07010_045M,B07010_046E,B07010_046M,B07010_047E,B07010_047M,B07010_048E,B07010_048M,B07010_049E,B07010_049M,B07010_050E,B07010_050M,B07010_051E,B07010_051M,B07010_052E,B07010_052M,B07010_053E,B07010_053M,B07010_054E,B07010_054M,B07010_055E,B07010_055M,B07010_056E,B07010_056M,B07010_057E,B07010_057M,B07010_058E,B07010_058M,B07010_059E,B07010_059M,B07010_060E,B07010_060M,B07010_061E,B07010_061M,B07010_062E,B07010_062M,B07010_063E,B07010_063M,B07010_064E,B07010_064M,B07010_065E,B07010_065M,B07010_066E,B07010_066M,NAME,B07010_001EA,B07010_001MA,B07010_002MA,B07010_002EA,B07010_003MA,B07010_003EA,B07010_004EA,B07010_004MA,B07010_005EA,B07010_005MA,B07010_006EA,B07010_006MA,B07010_007EA,B07010_007MA,B07010_008MA,B07010_008EA,B07010_009MA,B07010_009EA,B07010_010EA,B07010_010MA,B07010_011EA,B07010_011MA,B07010_012EA,B07010_012MA,B07010_013EA,B07010_013MA,B07010_014MA,B07010_014EA,B07010_015MA,B07010_015EA,B07010_016EA,B07010_016MA,B07010_017EA,B07010_017MA,B07010_018EA,B07010_018MA,B07010_019MA,B07010_019EA,B07010_020MA,B07010_020EA,B07010_021EA,B07010_021MA,B07010_022MA,B07010_022EA,B07010_023EA,B07010_023MA,B07010_024EA,B07010_024MA,B07010_025MA,B07010_025EA,B07010_026MA,B07010_026EA,B07010_027MA,B07010_027EA,B07010_028EA,B07010_028MA,B07010_029EA,B07010_029MA,B07010_030MA,B07010_030EA,B07010_031MA,B07010_031EA,B07010_032EA,B07010_032MA,B07010_033MA,B07010_033EA,B07010_034EA,B07010_034MA,B07010_035EA,B07010_035MA,B07010_036MA,B07010_036EA,B07010_037EA,B07010_037MA,B07010_038MA,B07010_038EA,B07010_039EA,B07010_039MA,B07010_040EA,B07010_040MA,B07010_041MA,B07010_041EA,B07010_042EA,B07010_042MA,B07010_043EA,B07010_043MA,B07010_044MA,B07010_044EA,B07010_045EA,B07010_045MA,B07010_046EA,B07010_046MA,B07010_047EA,B07010_047MA,B07010_048EA,B07010_048MA,B07010_049MA,B07010_049EA,B07010_050EA,B07010_050MA,B07010_051EA,B07010_051MA,B07010_052MA,B07010_052EA,B07010_053MA,B07010_053EA,B07010_054EA,B07010_054MA,B07010_055EA,B07010_055MA,B07010_056EA,B07010_056MA,B07010_057EA,B07010_057MA,B07010_058MA,B07010_058EA,B07010_059MA,B07010_059EA,B07010_060EA,B07010_060MA,B07010_061EA,B07010_061MA,B07010_062EA,B07010_062MA,B07010_063MA,B07010_063EA,B07010_064MA,B07010_064EA,B07010_065EA,B07010_065MA,B07010_066EA,B07010_066MA,state
0400000US01,3947204,3082,594062,10847,3353142,11408,724917,13290,409390,9368,603308,13282,423926,10923,452634,12062,289674,8785,108611,4786,340682,8109,3400549,17405,509695,10413,2890854,18659,585795,12404,349910,8817,517018,13025,365779,10882,401266,11285,262041,8594,97309,4473,311736,8032,318645,13014,45874,3660,272771,11514,73495,4947,37633,3499,56348,4640,38875,4074,29889,3366,15794,1951,6383,1335,14354,2124,124579,7383,22233,2360,102346,7019,36392,3982,12732,1970,16025,2140,10838,1845,13438,2125,5632,1340,1936,780,5353,1170,93383,6743,13377,1888,80006,6003,27017,3128,8138,1447,12387,2192,7763,1756,7510,1623,5742,1425,2876,1050,8573,1342,10048,1842,2883,1097,7165,1527,2218,595,977,548,1530,705,671,357,531,354,465,375,107,108,666,325,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,582619,876,28952,2803,553667,2842,115617,4731,43007,3017,71813,4352,66778,4650,71811,4381,54126,3928,31381,2535,99134,4617,468717,6717,21560,2615,447157,6456,92917,4166,34426,2657,54083,3536,50496,3857,58099,4222,44357,3324,26916,2233,85863,4393,65858,5740,2992,951,62866,5557,11988,1957,5959,1664,11498,1912,9417,1914,9035,1760,5500,1188,2218,744,7251,1546,15884,1685,1706,575,14178,1566,4819,986,782,299,2030,695,1631,536,1237,436,727,304,489,309,2463,822,28103,3240,2135,807,25968,2930,4913,1277,1715,507,3681,957,4802,1373,3046,935,3266,1221,1630,772,2915,1073,4057,1117,559,317,3498,1086,980,491,125,194,521,294,432,260,394,376,276,320,128,131,642,399,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5481996,1114,883708,16595,4598288,16481,879703,14464,484395,11496,803683,15483,635159,11893,663549,12221,401691,10188,168620,6895,561488,10305,4497643,21046,723708,14188,3773935,22687,682742,14434,396924,10963,643794,13421,520694,10561,556427,11115,344993,8255,144339,6631,484022,10300,630475,18397,94635,6219,535840,16363,122176,6556,58124,4396,108453,6325,78876,6360,72144,4639,35573,3242,14541,1778,45953,3404,96937,5988,20637,2395,76300,5434,23649,2516,8324,1548,14488,1840,9565,1578,7434,1410,3877,1237,2898,1002,6065,1351,215345,9733,30473,3453,184872,8122,40217,3680,18018,2159,32772,2981,22981,2450,25551,2761,15758,2233,6489,1081,23086,2737,41596,4758,14255,2846,27341,3504,10919,2307,3005,1010,4176,1107,3043,1064,1993,752,1490,557,353,237,2362,766,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2390981,2948,341700,8895,2049281,9099,447813,10536,257825,7631,379504,7335,292638,8285,273043,7152,160878,5927,60617,3769,176963,6117,2004012,13546,272306,8887,1731706,13013,351644,9870,212568,6813,320182,7398,248991,7669,240945,7111,142892,5375,54584,3455,159900,5762,218773,11335,34026,4457,184747,9351,51429,4938,28503,3013,36869,3028,26314,2795,19825,2455,9802,1824,3209,877,8796,1535,95952,6852,20020,2031,75932,6199,27293,2682,9490,1807,12130,1979,9774,1710,8270,1895,4491,1117,1536,647,2948,961,65095,4959,12644,2143,52451,4367,15980,1959,6625,1681,9634,2110,7157,1569,3632,990,3248,1048,1288,653,4887,1134,7149,1461,2704,792,4445,1113,1467,616,639,352,689,437,402,264,371,324,445,415,0,190,432,383,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,31576740,3429,5473975,31718,26102765,32004,4783114,30469,2899797,30909,4262236,35123,2971715,33896,3154415,26474,2286414,23621,1043312,17457,4701762,29322,27282907,37257,4692924,28751,22589983,42563,4005153,29286,2508271,26371,3696060,31768,2582410,29770,2736682,23826,1989703,21010,913452,17851,4158252,26327,2647242,33242,420911,11916,2226331,29255,450614,12343,263787,10517,368945,11910,262846,10175,283044,9723,192639,8144,80922,4988,323534,10495,920938,19258,187507,7263,733431,17450,193461,7630,77223,4776,107771,5675,72165,4761,78652,4414,57825,4221,26592,2560,119742,6583,440086,14283,61279,4367,378807,13066,76588,5270,35267,3230,60518,5395,40559,3620,42605,3672,34756,3459,16696,1859,71818,4595,285567,13181,111354,7043,174213,9818,57298,5284,15249,2695,28942,3580,13735,1909,13432,1728,11491,2074,5650,1191,28416,2921,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4406120,2262,517941,9281,3888179,9651,647854,13540,336693,8418,581365,10661,511692,11907,573938,12203,407967,9116,181535,6914,647135,9369,3581228,17775,428434,9176,3152794,18231,494553,10557,266351,7081,460694,9989,409414,10804,470249,10716,339556,8589,152524,5827,559453,9063,380686,13020,38483,3944,342203,11540,62437,4954,31854,3258,63812,4497,51573,4555,48380,3852,31697,2952,13663,2063,38787,3241,225391,9414,22975,2770,202416,8833,43948,3405,19212,2525,32133,3114,28030,2620,29831,2866,18675,2648,7343,1363,23244,2092,189392,9867,20050,2303,169342,8934,40906,3771,15767,2205,22411,2151,20603,2878,22922,2625,15950,2129,7402,1597,23381,2387,29423,3035,7999,1625,21424,2439,6010,1389,3509,1140,2315,706,2072,633,2556,879,2089,833,603,368,2270,754,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2971949,1156,360752,7438,2611197,7499,433776,8488,223355,7124,367892,9617,279592,7950,356470,8246,282176,8368,130150,5173,537786,8881,2600513,13430,307008,8584,2293505,13356,365684,8106,193305,6581,318904,8540,245745,6843,311530,8058,248845,8132,116668,4662,492824,8368,212034,9627,26038,2748,185996,8931,33357,3696,18915,2620,32449,3463,21598,2738,26349,3007,20738,3036,7755,1351,24835,2968,68946,6344,10716,1902,58230,5392,15109,2262,5188,1013,7532,1357,5366,1368,9892,1872,6185,1296,2590,891,6368,1253,67236,5366,7259,1430,59977,5107,15194,2168,4735,1183,6734,1300,5958,1280,7455,1567,5503,1205,2625,1033,11773,2129,23220,3693,9731,2493,13489,2428,4432,1130,1212,472,2273,1155,925,638,1244,558,905,517,512,343,1986,746,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,776531,657,96807,4535,679724,4581,116090,5679,62202,4162,108478,4501,81398,4404,105057,5517,77355,4081,31040,2832,98104,3406,665752,7119,81856,3939,583896,8011,92604,5317,52478,3602,94320,4625,70216,4218,90942,4818,68849,3843,27262,2717,87225,3160,58251,4997,6718,1340,51533,4505,11182,2044,5823,1119,8505,1674,5956,1174,8946,1996,3901,951,2331,883,4889,1246,10503,1968,1883,580,8620,1909,2736,846,658,370,1294,700,1256,734,994,590,487,443,234,234,961,484,38230,4680,4764,1222,33466,4104,8956,1581,2997,1082,4283,1256,3726,1151,3862,1062,3925,1218,998,527,4719,1269,3795,1254,1586,732,2209,780,612,415,246,211,76,90,244,200,313,316,193,169,215,179,310,229,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,569946,266,60322,3900,509624,3905,93641,4281,33456,3018,52555,3985,44409,3611,58790,3993,52256,3508,27015,2624,147502,4539,441912,6340,45695,3805,396217,6428,63427,4067,25882,2282,44346,3434,35817,3235,45995,3378,37934,2695,21322,2197,121494,4515,60606,5345,6144,1377,54462,5008,10833,1989,4189,1223,4359,1340,4215,1090,6135,1303,7137,1534,3100,892,14494,1989,0,200,0,200,0,200,0,200,0,200,0,200,0,200,0,200,0,200,0,200,0,200,57191,4167,7407,1252,49784,3885,16519,1990,2389,900,2955,928,3977,1126,5526,1516,5837,1352,2336,784,10245,1668,10237,2907,1076,543,9161,2805,2862,1283,996,547,895,995,400,282,1134,603,1348,722,257,258,1269,568,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16889179,3724,2579565,27688,14309614,27791,2673310,26384,1656712,21416,2728704,26373,1994348,23858,1990207,22346,1216105,15292,463018,11969,1587210,20265,14218199,36043,2112823,25220,12105376,39590,2181534,23701,1407074,20478,2309136,26064,1682608,23458,1696261,17842,1041519,14189,399577,11320,1387667,18994,1440784,31137,214191,8929,1226593,27160,247857,11230,144106,7274,249843,8576,185766,10332,171215,10978,94227,5030,32417,2926,101162,6204,543505,16385,115177,6675,428328,13308,116080,7004,43403,3996,76248,4764,56123,4775,56541,4572,34246,4139,13584,2070,32103,3543,505779,16889,67906,7149,437873,13600,87270,5331,49479,4370,75763,4868,57115,5233,56038,4801,40208,3655,14827,1856,57173,3609,180912,10755,69468,6078,111444,7816,40569,4581,12650,1863,17714,2381,12736,2848,10152,1963,5905,1327,2613,848,9105,1870,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
