GEO_ID,B17020H_001E,B17020H_001M,B17020H_002E,B17020H_002M,B17020H_003E,B17020H_003M,B17020H_004E,B17020H_004M,B17020H_005E,B17020H_005M,B17020H_006E,B17020H_006M,B17020H_007E,B17020H_007M,B17020H_008E,B17020H_008M,B17020H_009E,B17020H_009M,B17020H_010E,B17020H_010M,B17020H_011E,B17020H_011M,B17020H_012E,B17020H_012M,B17020H_013E,B17020H_013M,B17020H_014E,B17020H_014M,B17020H_015E,B17020H_015M,B17020H_016E,B17020H_016M,B17020H_017E,B17020H_017M,NAME,B17020H_001MA,B17020H_001EA,B17020H_002MA,B17020H_002EA,B17020H_003EA,B17020H_003MA,B17020H_004EA,B17020H_004MA,B17020H_005EA,B17020H_005MA,B17020H_006MA,B17020H_006EA,B17020H_007MA,B17020H_007EA,B17020H_008MA,B17020H_008EA,B17020H_009EA,B17020H_009MA,B17020H_010EA,B17020H_010MA,B17020H_011MA,B17020H_011EA,B17020H_012MA,B17020H_012EA,B17020H_013MA,B17020H_013EA,B17020H_014EA,B17020H_014MA,B17020H_015EA,B17020H_015MA,B17020H_016MA,B17020H_016EA,B17020H_017MA,B17020H_017EA,state
0400000US01,3135373,2903,407748,17869,33360,3482,37617,3881,31482,3175,237802,10763,49088,3838,12408,1585,5991,998,2727625,18035,161275,3771,175819,6526,195525,6208,1457488,12501,516362,6424,167270,3364,53886,2960,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,443665,1660,28822,3344,2413,814,3243,922,2614,1133,16525,1829,3346,877,385,229,296,312,414843,3598,30655,1459,25607,1529,26371,1404,251207,2655,65053,2003,11684,1090,4266,965,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3726942,3981,411329,16057,26911,3593,27286,3935,25420,2910,241953,9577,59294,3871,19947,2589,10518,1623,3315613,15282,170087,5112,190941,5058,197596,5376,1662353,10704,743992,6830,256865,4380,93779,4041,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2112368,3952,306322,11061,29370,2991,28277,3205,24591,2822,171598,6772,35402,3138,11734,1557,5350,977,1806046,11573,108336,3489,119389,4283,127894,4081,962251,7414,341503,5845,106953,2987,39720,2384,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14544570,10198,1459741,27890,78687,6577,80786,6819,81480,5962,907136,18401,210529,8618,64400,3991,36723,2526,13084829,30273,669597,8572,690387,8606,737502,9701,7196395,23969,2602810,13257,808071,8634,380067,8359,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3662113,4482,302046,11090,21301,2602,16260,2243,17792,2306,192944,7409,39494,3186,9834,1334,4421,892,3360067,12149,202119,3360,215908,5049,224178,4800,1921125,9943,588032,6413,147683,3114,61022,2834,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2370305,3671,143735,8449,8281,2199,7709,1902,7704,1248,83335,5764,24102,3040,7867,1088,4737,869,2226570,10190,111149,3572,133909,3770,157852,4215,1211175,7829,421085,5382,126521,3188,64879,2859,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,582144,1630,43429,4601,3163,1286,3083,1511,3024,1241,24643,2389,6081,1250,2221,563,1214,507,538715,4748,28266,1504,28887,2053,35117,2000,284485,3872,114645,2756,33793,1484,13522,1417,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,226455,1779,15682,2541,0,200,257,392,412,410,13149,2001,691,368,826,482,347,277,210773,2553,13342,649,6341,933,4835,762,153689,2362,24261,1029,5724,768,2581,599,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10958108,8158,1208652,32710,90920,6623,83616,6911,76235,6481,663124,18178,195299,8570,67162,4591,32296,2722,9749456,34409,443378,8015,495973,9907,540699,8759,4792245,22725,2269293,13306,842462,9593,365406,8147,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5365330,5683,595412,18787,46889,4456,49901,4279,46930,4293,352053,12416,69775,4576,21649,1999,8215,1487,4769918,20462,287317,5238,323929,6722,347223,6146,2630189,14037,855754,8212,245216,4661,80290,3910,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,314405,1611,30911,3066,1883,783,1681,682,1725,725,18791,2139,5220,1020,887,411,724,540,283494,3283,13988,1094,12641,1413,10662,1187,167767,2757,58235,1833,13486,1062,6715,954,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1342866,2104,181866,12001,16138,2789,18513,3105,12788,1832,106149,7096,19620,3149,6745,1745,1913,627,1161000,12221,81944,2963,95920,3964,94867,3715,601505,8310,206305,5094,58578,2645,21881,1923,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7780616,5099,675350,18581,51435,4578,48524,3724,50968,4415,399075,11172,79367,4618,29187,2681,16794,1780,7105266,20084,422356,5194,445412,6713,488217,6761,3953921,15142,1251654,8942,377573,5335,166133,5168,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5142706,5117,595088,22946,57777,5716,55544,4872,52545,4776,347064,12715,56074,3693,18618,1970,7466,955,4547618,24543,291059,6514,311160,7588,343881,6494,2492083,15449,787775,7358,230656,4128,91004,3968,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2627512,2237,263166,11212,19083,2523,22240,2912,18183,2145,159878,6873,26551,2119,9439,1038,7792,861,2364346,11247,163053,3601,168663,4487,175791,4388,1248442,8432,420073,4518,132541,2884,55783,2592,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2165972,2168,217368,9999,20781,2170,16572,2463,15586,2346,130775,6530,20769,1823,8342,1219,4543,991,1948604,10147,131575,2998,140414,4268,149702,3981,1046155,7651,332288,3825,105211,2731,43259,2273,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3665581,3546,615527,17926,63779,5717,58350,3907,53653,3884,351187,11384,60850,3562,19533,1896,8175,1301,3050054,18258,188828,6017,196220,6243,223585,5786,1682164,12247,549261,5677,155197,3704,54799,3307,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2698275,3392,334828,16224,27812,4036,31342,4273,24521,3372,194593,9649,38448,3731,10948,1366,7164,1525,2363447,16008,154353,4621,159341,5203,168617,5427,1294647,11327,418915,6054,124925,3547,42649,3133,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1212084,1796,153597,8730,12391,2207,12170,2089,10950,1659,87797,5314,20457,2088,6921,1109,2911,659,1058487,8787,54671,2626,59920,2899,71431,2805,570317,6250,216418,3665,60607,2099,25123,1956,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3046800,3667,199326,9989,12568,2146,12392,2474,12811,2109,114873,6523,30631,2603,9994,1346,6057,1359,2847474,10197,166071,2930,177505,4171,194085,4100,1577637,8014,511777,4664,154092,3187,66307,2966,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4798316,6905,372889,13055,19406,2772,20353,2892,23480,2901,213335,8230,58066,4183,23430,2663,14819,2159,4425427,13410,236345,3922,263467,5672,299154,6062,2487049,10958,802127,7519,227840,4816,109445,4564,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7345422,4781,870850,20774,71341,4890,82285,5373,70155,4080,511970,13459,92473,3895,29179,2601,13447,1409,6474572,20901,365654,6335,402833,6818,465157,7190,3525183,14432,1204023,7076,360415,5403,151307,4832,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4352653,3066,317201,10944,22499,2326,22672,2418,20097,2005,188755,6166,38009,2801,16258,1858,8911,1156,4035452,11712,264673,4011,273419,5182,291899,4226,2230136,8934,689316,5959,200558,3754,85451,3445,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1660206,2517,221693,13308,20584,2516,21653,3163,16594,2980,127548,7644,23315,2414,9062,1427,2937,790,1438513,13386,89408,3120,100256,4801,103182,4690,764754,7784,265300,4223,87216,2672,28397,2059,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4727820,4751,574340,17671,55134,4767,56272,5064,40153,4018,327803,9911,64455,4546,19456,2275,11067,1850,4153480,19261,262551,5983,281952,5959,301447,5888,2263721,11422,729873,8162,227360,4968,86576,4054,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
