GEO_ID,B25095_001E,B25095_001M,B25095_002E,B25095_002M,B25095_003E,B25095_003M,B25095_004E,B25095_004M,B25095_005E,B25095_005M,B25095_006E,B25095_006M,B25095_007E,B25095_007M,B25095_008E,B25095_008M,B25095_009E,B25095_009M,B25095_010E,B25095_010M,B25095_011E,B25095_011M,B25095_012E,B25095_012M,B25095_013E,B25095_013M,B25095_014E,B25095_014M,B25095_015E,B25095_015M,B25095_016E,B25095_016M,B25095_017E,B25095_017M,B25095_018E,B25095_018M,B25095_019E,B25095_019M,B25095_020E,B25095_020M,B25095_021E,B25095_021M,B25095_022E,B25095_022M,B25095_023E,B25095_023M,B25095_024E,B25095_024M,B25095_025E,B25095_025M,B25095_026E,B25095_026M,B25095_027E,B25095_027M,B25095_028E,B25095_028M,B25095_029E,B25095_029M,B25095_030E,B25095_030M,B25095_031E,B25095_031M,B25095_032E,B25095_032M,B25095_033E,B25095_033M,B25095_034E,B25095_034M,B25095_035E,B25095_035M,B25095_036E,B25095_036M,B25095_037E,B25095_037M,B25095_038E,B25095_038M,B25095_039E,B25095_039M,B25095_040E,B25095_040M,B25095_041E,B25095_041M,B25095_042E,B25095_042M,B25095_043E,B25095_043M,B25095_044E,B25095_044M,B25095_045E,B25095_045M,B25095_046E,B25095_046M,B25095_047E,B25095_047M,B25095_048E,B25095_048M,B25095_049E,B25095_049M,B25095_050E,B25095_050M,B25095_051E,B25095_051M,B25095_052E,B25095_052M,B25095_053E,B25095_053M,B25095_054E,B25095_054M,B25095_055E,B25095_055M,B25095_056E,B25095_056M,B25095_057E,B25095_057M,B25095_058E,B25095_058M,B25095_059E,B25095_059M,B25095_060E,B25095_060M,B25095_061E,B25095_061M,B25095_062E,B25095_062M,B25095_063E,B25095_063M,B25095_064E,B25095_064M,B25095_065E,B25095_065M,B25095_066E,B25095_066M,B25095_067E,B25095_067M,B25095_068E,B25095_068M,B25095_069E,B25095_069M,B25095_070E,B25095_070M,B25095_071E,B25095_071M,B25095_072E,B25095_072M,B25095_073E,B25095_073M,NAME,B25095_001MA,B25095_001EA,B25095_002MA,B25095_002EA,B25095_003MA,B25095_003EA,B25095_004MA,B25095_004EA,B25095_005EA,B25095_005MA,B25095_006MA,B25095_006EA,B25095_007MA,B25095_007EA,B25095_008MA,B25095_008EA,B25095_009MA,B25095_009EA,B25095_010EA,B25095_010MA,B25095_011MA,B25095_011EA,B25095_012MA,B25095_012EA,B25095_013MA,B25095_013EA,B25095_014MA,B25095_014EA,B25095_015MA,B25095_015EA,B25095_016MA,B25095_016EA,B25095_017MA,B25095_017EA,B25095_018MA,B25095_018EA,B25095_019MA,B25095_019EA,B25095_020MA,B25095_020EA,B25095_021MA,B25095_021EA,B25095_022MA,B25095_022EA,B25095_023MA,B25095_023EA,B25095_024MA,B25095_024EA,B25095_025MA,B25095_025EA,B25095_026MA,B25095_026EA,B25095_027MA,B25095_027EA,B25095_028MA,B25095_028EA,B25095_029MA,B25095_029EA,B25095_030MA,B25095_030EA,B25095_031MA,B25095_031EA,B25095_032MA,B25095_032EA,B25095_033MA,B25095_033EA,B25095_034MA,B25095_034EA,B25095_035MA,B25095_035EA,B25095_036MA,B25095_036EA,B25095_037MA,B25095_037EA,B25095_038MA,B25095_038EA,B25095_039EA,B25095_039MA,B25095_040MA,B25095_040EA,B25095_041MA,B25095_041EA,B25095_042MA,B25095_042EA,B25095_043EA,B25095_043MA,B25095_044EA,B25095_044MA,B25095_045MA,B25095_045EA,B25095_046MA,B25095_046EA,B25095_047MA,B25095_047EA,B25095_048MA,B25095_048EA,B25095_049EA,B25095_049MA,B25095_050MA,B25095_050EA,B25095_051MA,B25095_051EA,B25095_052MA,B25095_052EA,B25095_053MA,B25095_053EA,B25095_054EA,B25095_054MA,B25095_055EA,B25095_055MA,B25095_056MA,B25095_056EA,B25095_057MA,B25095_057EA,B25095_058MA,B25095_058EA,B25095_059MA,B25095_059EA,B25095_060EA,B25095_060MA,B25095_061MA,B25095_061EA,B25095_062MA,B25095_062EA,B25095_063MA,B25095_063EA,B25095_064MA,B25095_064EA,B25095_065EA,B25095_065MA,B25095_066MA,B25095_066EA,B25095_067MA,B25095_067EA,B25095_068MA,B25095_068EA,B25095_069MA,B25095_069EA,B25095_070MA,B25095_070EA,B25095_071MA,B25095_071EA,B25095_072MA,B25095_072EA,B25095_073MA,B25095_073EA,state
0400000US01,1253595,13117,65350,4045,3093,811,1580,559,2778,701,2976,848,2083,711,4769,1084,30940,2763,17131,2330,120855,4970,27937,2505,14802,1857,13818,1786,11464,1628,7681,1498,11363,1594,33790,2728,0,192,194394,6570,93579,4211,20174,2214,17829,1975,14567,1527,12554,1881,15549,1715,20142,2283,0,192,171974,4674,94270,3727,21668,2197,20321,2151,15376,1805,6976,1236,7380,1455,5983,1293,0,192,248330,5778,164856,4642,37381,3290,23309,2360,10813,1682,5390,1198,4209,1013,2372,849,0,192,164813,6682,127948,6116,21836,2580,8713,1082,2433,601,1559,520,1862,775,462,329,0,192,172364,7152,150243,6827,13996,1753,4593,1035,1468,598,542,336,924,476,598,376,0,192,115515,4644,109720,4404,3842,1044,726,330,909,616,26,48,124,157,168,162,0,192,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,159922,3409,3978,790,187,137,42,52,47,37,50,48,337,419,66,58,2957,641,292,213,6059,868,1333,433,374,177,606,292,540,283,371,161,373,173,2462,589,0,149,12102,1398,3719,714,1279,422,1715,647,917,403,965,434,1050,388,2457,670,0,149,16447,1750,6207,888,1677,741,923,382,2019,781,1643,642,1321,561,2657,795,0,149,26816,2059,11071,1292,3523,879,3822,787,2605,811,2542,710,1637,595,1616,581,0,149,25255,2197,12311,1567,4890,1001,3946,1043,2709,700,652,380,518,280,229,213,0,149,35769,2402,22912,1880,6782,1173,4004,1068,985,514,523,279,338,270,225,288,0,149,33496,2056,30108,1959,2569,767,561,307,136,114,122,201,0,149,0,149,0,149,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1524828,12566,71535,3441,3857,953,1744,477,1751,691,1458,446,1534,578,3190,786,35367,2947,22634,2347,105607,4156,22061,2091,9739,1141,7872,1287,6436,1102,6290,1465,11350,1575,41859,3224,0,201,200703,6786,71856,3923,19783,2149,17369,2219,14877,1819,12846,1552,25459,2738,38513,3446,0,201,206854,6499,92743,3734,23444,2268,21864,2015,22452,2261,15583,2089,16609,1993,14159,1568,0,201,298711,7752,157660,5888,51273,3407,36415,2982,22854,2220,11569,1752,10906,1572,8034,1587,0,201,215259,6963,145358,5271,36712,3006,16477,1894,9057,1727,3504,833,2641,696,1510,544,0,201,235482,6279,186787,6148,28443,2458,10704,1352,4430,1068,2158,641,1775,611,1185,624,0,201,190677,4686,175598,4752,9709,1462,3035,833,815,367,694,321,354,262,472,331,0,201,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,746000,10027,35983,2948,1810,739,825,424,1230,411,1459,602,1242,444,2256,743,18992,2203,8169,1339,77719,3751,20970,2011,9819,1428,7351,1223,6567,1419,5439,1144,6957,1171,20616,2154,0,190,121827,4910,55916,3021,13728,1696,13214,1749,9321,1603,7549,1345,11452,1583,10647,1564,0,190,113682,5058,67182,3560,14849,2172,13538,1910,7390,1390,5334,1235,3547,995,1842,581,0,190,151070,5280,109460,4266,20352,2344,11834,1539,5255,1085,1716,603,1167,625,1286,672,0,190,95818,4284,79470,3897,10491,1623,2876,756,1850,792,691,348,305,297,135,166,0,190,92228,4184,84115,3848,4618,840,2347,738,283,230,447,246,126,135,292,254,0,190,57673,2899,54875,3026,1638,532,745,380,391,353,24,43,0,190,0,190,0,190,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6910823,27840,205425,5742,3675,943,1778,693,2327,628,2403,777,3052,675,5825,1189,132848,5166,53517,3296,342364,9279,43852,3043,21526,1861,21963,2052,21424,2601,17431,1664,29866,2497,186302,6304,0,201,641157,10382,155937,5100,55934,3251,41533,2619,40254,2887,39339,2954,67120,3974,241040,6329,0,201,665534,11192,207781,5458,57448,3334,53893,3185,51657,3823,48657,3598,82469,4045,163629,5780,0,201,1095990,14744,386954,8159,111594,4413,125155,5417,121563,4972,96318,4892,126358,6037,128048,5652,0,201,942442,14279,373271,7998,145495,5981,143803,5743,100913,5086,69483,4446,64317,3937,45160,3323,0,201,1350861,14622,654461,10744,258880,7255,194450,5873,106458,4548,62457,4398,44847,3287,29308,2594,0,201,1667050,18504,1211862,17024,236284,6854,117704,4720,53685,3147,22059,2590,17688,1752,7768,1167,0,201,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1322618,9565,35946,2336,860,372,312,235,279,182,424,203,834,399,1618,501,24159,2077,7460,1289,62706,3911,8582,1020,5791,927,4218,862,4549,933,3595,723,6324,1177,29647,2898,0,193,123582,5371,39007,2742,10055,1209,9528,1377,9075,1549,8984,1374,14588,1835,32345,2960,0,193,147332,5254,53718,2897,14189,1943,16685,1929,16195,2098,12829,1562,16475,1911,17241,1976,0,193,236133,7407,102215,4636,37950,3313,33000,2409,26774,2940,14957,2059,13538,1879,7699,1215,0,193,203158,6012,108071,4878,44156,3411,27946,2973,12261,1838,4849,909,3388,840,2487,681,0,193,269200,6894,193281,6442,44076,2868,18173,1825,7862,1307,2552,761,2052,651,1204,436,0,193,244561,5558,220365,5062,16479,1841,4303,900,1596,526,793,396,753,544,272,222,0,193,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,889035,8413,19454,2369,168,156,0,198,0,198,0,198,34,57,0,198,13830,1862,5422,1188,35474,2657,467,323,264,229,556,290,1134,466,1823,731,5324,900,25906,2420,0,198,70324,3810,3351,666,5527,991,7135,1217,6822,1073,5885,1218,9901,1468,31703,2557,0,198,79911,4215,12356,1525,10046,1439,10707,1637,7022,1018,7658,1477,12316,1471,19806,2280,0,198,135508,4574,41429,3109,19619,1860,20386,2330,16471,1773,12060,1701,13361,2079,12182,1834,0,198,126183,4679,46936,2932,24684,2061,21373,2061,15366,1779,7858,1346,6072,1164,3894,865,0,198,192457,6988,110294,4776,38581,3122,21931,1973,11520,1574,4741,962,3178,698,2212,605,0,198,229724,5105,183768,4869,27936,2402,9449,1416,4371,991,1463,398,1544,474,1193,417,0,198,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,249681,4261,8199,1329,38,64,111,144,82,133,71,99,179,205,215,228,5372,1227,2131,723,13131,1655,963,326,1453,549,728,340,457,253,771,335,1397,527,7362,1330,0,190,29073,2420,8604,1452,2883,879,1509,579,2151,765,1870,712,3614,933,8442,1265,0,190,30522,2516,11975,1550,3192,832,3206,791,3741,1196,2130,585,4032,953,2246,718,0,190,47868,3067,23132,2254,6885,1231,5451,1003,4470,1075,3569,825,2492,913,1869,839,0,190,40931,2904,23661,2148,10015,1620,3627,927,1904,590,802,430,719,369,203,190,0,190,43047,2811,32065,2548,7156,1120,2203,637,945,402,309,261,232,179,137,115,0,190,36910,2481,34247,2311,2152,579,441,352,70,101,0,190,0,190,0,190,0,190,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,112555,3556,2539,710,75,127,0,200,0,200,0,200,23,38,91,109,1945,610,405,237,3523,997,159,194,199,171,126,172,284,190,121,136,204,174,2430,955,0,200,6781,1268,1416,584,378,192,107,113,318,226,210,148,823,368,3529,941,0,200,7364,1263,2145,595,469,290,580,370,661,360,805,472,1130,610,1574,583,0,200,12053,1462,4348,834,1105,436,1834,630,1363,533,1433,540,1081,464,889,387,0,200,11795,1315,4157,818,2341,690,2789,679,990,497,619,337,207,141,692,337,0,200,21958,2200,11307,1406,4215,946,2867,827,1477,520,931,485,840,496,321,225,0,200,46542,2563,37714,2503,5437,1036,2161,597,752,395,273,246,133,110,72,85,0,200,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4760071,23483,232820,7758,5269,1230,4003,935,4277,926,4282,918,5276,1219,8804,1545,130846,5781,70063,4515,393697,9044,67450,4306,35112,3255,28592,2873,31254,3287,24390,2508,43439,3328,163460,6860,0,217,700668,12326,229897,7715,71748,4158,68289,4313,59097,3968,48182,3245,84518,4781,138937,5922,0,217,660233,11809,284774,7692,80452,4643,67179,4081,64080,4682,45259,3927,57657,3624,60832,3680,0,217,910334,14298,482240,10908,141340,6058,101416,5403,73121,4748,41606,3192,40179,3116,30432,3155,0,217,630942,13029,398021,11924,106510,5330,60297,3915,28736,3014,15235,2065,13139,1609,9004,1704,0,217,668157,12152,495270,9921,89907,5209,41701,3163,19899,2291,8362,1446,7778,1525,5240,1320,0,217,563220,9569,499481,8750,36643,3171,14916,1900,5815,1086,2735,729,2091,630,1539,604,0,217,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
