GEO_ID,B24042_001E,B24042_001M,B24042_002E,B24042_002M,B24042_003E,B24042_003M,B24042_004E,B24042_004M,B24042_005E,B24042_005M,B24042_006E,B24042_006M,B24042_007E,B24042_007M,B24042_008E,B24042_008M,B24042_009E,B24042_009M,B24042_010E,B24042_010M,B24042_011E,B24042_011M,B24042_012E,B24042_012M,B24042_013E,B24042_013M,B24042_014E,B24042_014M,B24042_015E,B24042_015M,B24042_016E,B24042_016M,B24042_017E,B24042_017M,B24042_018E,B24042_018M,B24042_019E,B24042_019M,B24042_020E,B24042_020M,B24042_021E,B24042_021M,B24042_022E,B24042_022M,B24042_023E,B24042_023M,B24042_024E,B24042_024M,B24042_025E,B24042_025M,B24042_026E,B24042_026M,B24042_027E,B24042_027M,B24042_028E,B24042_028M,B24042_029E,B24042_029M,B24042_030E,B24042_030M,B24042_031E,B24042_031M,B24042_032E,B24042_032M,B24042_033E,B24042_033M,B24042_034E,B24042_034M,B24042_035E,B24042_035M,B24042_036E,B24042_036M,B24042_037E,B24042_037M,B24042_038E,B24042_038M,B24042_039E,B24042_039M,B24042_040E,B24042_040M,B24042_041E,B24042_041M,B24042_042E,B24042_042M,B24042_043E,B24042_043M,B24042_044E,B24042_044M,B24042_045E,B24042_045M,B24042_046E,B24042_046M,B24042_047E,B24042_047M,B24042_048E,B24042_048M,B24042_049E,B24042_049M,B24042_050E,B24042_050M,B24042_051E,B24042_051M,B24042_052E,B24042_052M,B24042_053E,B24042_053M,B24042_054E,B24042_054M,NAME,B24042_001MA,B24042_001EA,B24042_002EA,B24042_002MA,B24042_003MA,B24042_003EA,B24042_004MA,B24042_004EA,B24042_005MA,B24042_005EA,B24042_006EA,B24042_006MA,B24042_007MA,B24042_007EA,B24042_008MA,B24042_008EA,B24042_009EA,B24042_009MA,B24042_010MA,B24042_010EA,B24042_011MA,B24042_011EA,B24042_012MA,B24042_012EA,B24042_013EA,B24042_013MA,B24042_014MA,B24042_014EA,B24042_015MA,B24042_015EA,B24042_016MA,B24042_016EA,B24042_017EA,B24042_017MA,B24042_018EA,B24042_018MA,B24042_019MA,B24042_019EA,B24042_020EA,B24042_020MA,B24042_021MA,B24042_021EA,B24042_022MA,B24042_022EA,B24042_023MA,B24042_023EA,B24042_024MA,B24042_024EA,B24042_025EA,B24042_025MA,B24042_026MA,B24042_026EA,B24042_027MA,B24042_027EA,B24042_028EA,B24042_028MA,B24042_029MA,B24042_029EA,B24042_030MA,B24042_030EA,B24042_031EA,B24042_031MA,B24042_032EA,B24042_032MA,B24042_033MA,B24042_033EA,B24042_034MA,B24042_034EA,B24042_035EA,B24042_035MA,B24042_036EA,B24042_036MA,B24042_037EA,B24042_037MA,B24042_038MA,B24042_038EA,B24042_039EA,B24042_039MA,B24042_040MA,B24042_040EA,B24042_041MA,B24042_041EA,B24042_042EA,B24042_042MA,B24042_043MA,B24042_043EA,B24042_044MA,B24042_044EA,B24042_045MA,B24042_045EA,B24042_046EA,B24042_046MA,B24042_047EA,B24042_047MA,B24042_048MA,B24042_048EA,B24042_049MA,B24042_049EA,B24042_050EA,B24042_050MA,B24042_051MA,B24042_051EA,B24042_052MA,B24042_052EA,B24042_053EA,B24042_053MA,B24042_054MA,B24042_054EA,state
0400000US01,45220,741,47293,5758,36248,4139,67374,8732,35803,898,43397,2940,49741,4559,35908,917,52406,1971,49017,3706,72220,5361,60038,4354,56644,7121,74311,7106,36190,3722,57410,5509,82324,6637,30368,43844,31784,1995,51123,934,50298,1208,52197,3506,26388,1852,35904,7785,24364,2881,35732,2526,55344,2690,34416,1360,28788,8444,25021,9369,51121,45566,41858,6858,32378,1719,38522,5925,26336,732,45263,4135,39330,4999,52380,5523,45004,5758,37905,2186,38188,2615,37157,3373,38508,2544,42239,1821,49009,13415,25950,1756,37360,1063,42060,785,33324,2672,19376,955,29875,3558,18367,967,25384,2218,41791,1501,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,59944,4397,98115,15371,37379,14743,102566,21288,65968,9656,42029,9367,52404,12325,38954,5506,63188,10576,56276,5134,96763,5800,62029,10104,71378,24581,74215,13664,55697,20902,67748,7126,79583,6249,56265,5716,52484,13369,52326,5390,53341,9076,51860,6690,30378,2147,30922,13624,30331,2405,58824,12998,69788,4829,43632,3820,62295,12366,60643,24442,71395,29681,41217,17387,20841,3212,36144,25198,30788,3123,47284,8818,42465,13044,52978,4590,47039,9362,46456,5694,46877,4627,40922,21931,50985,10983,63176,24753,-666666666,-222222222,45362,7371,50474,3545,63029,5760,43235,4339,27007,2032,41801,6306,25224,2532,29946,1581,57837,5915,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,44841,1317,46955,10067,31956,3145,66120,7301,40133,1246,52262,2266,48498,4307,36236,914,49062,2239,45606,2476,67836,6446,52457,3748,56159,2328,60539,2929,48239,5979,47955,3772,75670,2596,85426,38914,28769,1292,47736,3054,47101,2643,49050,4295,26608,967,34024,4588,24552,2628,34594,3463,59246,4316,37139,373,43384,9788,31707,8209,60642,11653,40941,1776,41767,2514,46897,7781,30258,880,45477,3117,41997,4075,53193,6661,45288,5312,43786,2046,45232,1633,41089,1875,38954,2450,50388,3478,48816,9365,27357,1968,38386,1275,40409,739,36945,828,23541,1273,30440,3021,22220,842,30123,2368,41413,1201,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,40595,530,36672,1568,32414,4751,70670,4568,33584,3401,40582,786,47883,3234,36457,1296,50713,1038,49575,3647,57406,9463,50813,3748,51932,5335,60914,6711,40976,5372,45327,6139,62107,4531,85689,36458,31040,1831,47895,3412,50593,2421,44919,5259,22737,3012,32264,5773,21646,1638,32107,2880,39649,2030,32010,388,27838,3714,26128,6692,44206,12847,31459,4894,30983,1364,35411,6264,27139,1329,38581,4552,37005,5042,42043,3267,35634,5214,37205,2670,36918,2745,38617,6253,35898,3158,41789,4462,53971,32236,28055,4749,35165,1336,39835,1293,31530,908,18631,1525,26452,4760,18109,1621,28677,2583,33217,2258,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,50789,146,29449,1403,26950,530,70205,6430,42514,1154,54077,2539,49513,2191,37960,1370,50712,513,45797,755,89540,4485,78624,3737,71086,1088,82332,3726,51751,996,65887,1222,96016,1577,99516,21186,31169,464,58469,2110,60251,1332,56676,1467,31273,387,41715,939,27911,991,35920,812,79535,2117,43561,686,21582,535,20908,547,71149,13847,50601,1054,41406,513,42126,1084,31780,366,45196,2645,40224,1613,72796,5012,69439,3361,52395,994,55626,1023,50229,1656,52959,2386,66020,1362,52388,11668,30485,663,48209,697,55639,778,42709,1403,25916,515,37287,2092,23038,687,28869,2042,56108,1001,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,51848,322,61960,3820,36669,2116,81357,4679,41865,643,56924,3197,56059,3497,38285,2767,52515,2542,50135,2507,70868,2243,71289,1625,66190,4274,72476,7343,55946,8889,71299,1752,84832,3467,90577,27461,36971,1941,52340,3070,48881,2179,61608,2418,29695,1362,40652,1968,26806,1005,41891,1712,66608,2616,41747,348,52240,3999,31725,8119,70789,13916,46886,8474,44099,3846,46656,4383,30184,1066,50223,1997,46644,2487,61586,4219,53774,3945,50284,2765,50329,2693,50186,5801,50790,1152,60181,2032,52238,36659,32286,2412,41714,519,42895,1647,40939,719,29088,2134,37242,2373,26006,1780,30113,1496,51095,1306,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,61863,486,37195,18690,24542,26237,70313,57226,53601,4125,67044,1817,59521,5166,44061,2929,61730,1165,58005,2564,94076,9192,75377,5067,102091,4302,120534,5158,60826,9413,75717,4476,92274,5001,101008,85639,40932,2253,63317,3992,62432,4844,64469,5138,40778,3218,47613,3869,37011,4584,40976,3436,71922,2713,50865,512,36534,1787,35840,13567,225300,228735,46326,6352,51075,1744,55122,5064,35496,1442,48565,4063,46386,1863,66082,14003,56753,5573,62253,3851,66474,2825,45843,4740,55928,3043,62467,4435,66500,26236,36259,2200,52282,1191,60687,1646,48168,2391,33310,3096,41353,9347,30639,3115,35584,2432,60843,2965,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,51267,767,37240,16568,40098,18630,-666666666,-222222222,42386,3229,60284,5130,50112,8443,42333,4096,60891,4475,57105,5035,70179,14370,59807,6620,70197,7068,75347,6991,47227,6348,65336,5785,81640,9628,-666666666,-222222222,38634,8454,51098,3651,50467,6766,51843,9116,33210,6383,40259,12970,32148,4393,41751,6985,54765,8579,45281,1506,27326,26796,27326,26796,-666666666,-222222222,41042,15205,51365,6573,57927,19956,30161,2622,51592,7036,51207,7003,59796,30569,54390,30934,51261,3641,52237,4882,45823,6315,50122,2519,56488,7735,-666666666,-222222222,35276,7369,48202,2898,51664,1548,45543,2964,24519,2358,35957,16242,24106,2683,27001,8030,47296,3837,Delaware,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,72921,5432,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,37094,8564,111115,45003,56880,14883,31138,4192,59329,17525,52390,19807,111842,112222,89709,20597,85373,12463,121161,25192,61644,24367,85925,5038,100389,8021,-666666666,-222222222,42443,8794,65019,10546,70264,8400,52384,8407,35674,2354,53190,19677,32833,4686,77377,14089,91520,2593,62375,2992,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,71035,41655,62586,37539,61198,69534,36927,13265,42097,19634,39937,6205,162683,208018,75747,10620,63798,14594,82184,19583,46068,3087,71836,7390,79453,4513,75952,52374,35668,12261,52499,5554,56950,5627,50006,10997,32050,7443,52210,11647,26994,4002,61076,2434,89589,3346,District of Columbia,null,null,-,**,**,-,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,**,-,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,41102,205,27396,2082,26462,1458,55835,12979,33643,1408,45877,987,46059,1266,34564,1719,45572,1132,42082,1046,58725,5240,51957,2907,51986,872,65725,4799,40781,1615,46634,1037,70650,1363,70972,56527,30987,480,47312,1120,44698,1381,51320,948,28680,989,32209,2086,27080,624,32430,1257,55058,2712,35630,231,22149,3750,21861,2946,130955,102350,36531,1329,36114,1353,38104,2615,27514,884,40758,1438,37847,2551,50933,2167,44592,4004,42154,662,42237,904,41866,1534,36964,705,45587,1475,45931,1865,28363,1592,38114,826,41790,367,35743,473,25214,546,30998,1030,23324,925,24470,1145,40987,735,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
