GEO_ID,C17012_001E,C17012_001M,C17012_002E,C17012_002M,C17012_003E,C17012_003M,C17012_004E,C17012_004M,C17012_005E,C17012_005M,C17012_006E,C17012_006M,C17012_007E,C17012_007M,C17012_008E,C17012_008M,C17012_009E,C17012_009M,C17012_010E,C17012_010M,C17012_011E,C17012_011M,NAME,C17012_001MA,C17012_001EA,C17012_002MA,C17012_002EA,C17012_003EA,C17012_003MA,C17012_004EA,C17012_004MA,C17012_005EA,C17012_005MA,C17012_006EA,C17012_006MA,C17012_007MA,C17012_007EA,C17012_008MA,C17012_008EA,C17012_009EA,C17012_009MA,C17012_010EA,C17012_010MA,C17012_011EA,C17012_011MA,state
0400000US28,743154,9829,126126,5986,29733,3115,62442,4555,30902,3094,3049,961,617028,9334,348020,7377,223928,6740,42025,3248,3055,1022,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1519299,12907,155080,5505,38148,3008,78758,5303,31901,2925,6273,1128,1364219,12490,785697,9300,472189,9449,98526,4505,7807,1406,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,253101,4477,23454,2245,6121,978,11753,1751,4352,980,1228,765,229647,4470,140083,3381,71528,3463,16054,1534,1982,741,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,469797,5176,40094,2881,7147,985,20500,2188,10783,1355,1664,540,429703,5195,233466,3806,147991,4033,44277,2664,3969,981,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,659355,8822,72113,4283,18674,2017,32622,2874,19347,2283,1470,600,587242,9256,329491,7139,205938,5957,47170,3479,4643,1222,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,341473,5844,17135,2068,4468,950,9493,1599,2916,844,258,246,324338,6142,197989,4591,107900,4552,17708,2075,741,311,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2205886,15078,178142,6632,42657,3016,94855,4972,35001,2965,5629,1346,2027744,14882,1113137,10644,766270,11538,139791,5662,8546,1442,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,485404,7751,72072,4331,17611,1999,34366,3123,17465,2083,2630,917,413332,6892,243172,5014,137278,5369,30266,2834,2616,792,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4561118,19602,529201,11191,140052,6015,270333,8086,96460,5244,22356,2329,4031917,19646,2288409,17255,1457441,16480,261838,8973,24229,2183,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2506215,19366,295381,9091,66995,3568,157275,6439,62985,4646,8126,1365,2210834,17777,1264600,13270,795466,10975,142419,6055,8349,1703,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,188210,4539,13009,1803,3224,828,6947,1314,2615,644,223,120,175201,4079,98444,3166,57937,3295,16954,1695,1866,629,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2922095,18959,313539,8602,67032,3752,169812,5927,63865,4404,12830,1904,2608556,18848,1513843,14437,885627,13499,191128,7265,17958,2016,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,969588,7423,113915,4487,26181,1989,58089,3589,25761,2021,3884,837,855673,7224,475780,7024,305732,7084,68661,3166,5500,1035,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,978396,8818,96738,5328,25387,2495,46558,3556,21177,2851,3616,1232,881658,9865,522046,7825,301977,8130,53290,3561,4345,1142,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3204295,17133,290078,8099,71505,3777,148924,5378,58765,4158,10884,1462,2914217,18594,1752423,15022,960601,13827,184488,6833,16705,1874,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,250262,5513,25250,2641,5578,1122,14020,1841,5038,1217,614,508,225012,5585,128718,4502,82609,3070,12836,1631,849,435,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1220885,10113,148100,6134,38371,2433,77359,5053,28317,2828,4053,1043,1072785,9386,640906,9151,365690,7765,63017,4053,3172,860,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,217013,4084,18054,1819,3801,857,8542,1453,4172,904,1539,548,198959,4373,111862,3454,66787,3051,18915,1678,1395,397,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1675678,13165,206532,7331,51728,3226,103649,5418,44338,3454,6817,1379,1469146,13060,857657,9939,508137,10729,96774,4938,6578,1438,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6520909,27610,798190,15347,168915,6586,370095,12462,226154,7317,33026,3060,5722719,26365,2903193,22793,2255715,23113,528926,12960,34885,2868,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,693181,7268,57256,3722,13194,1585,24939,2672,15710,2079,3413,1119,635925,7914,301556,6791,219739,6479,98224,4862,16406,1662,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,152379,3273,8912,1168,1948,404,5146,938,1479,565,339,257,143467,2916,87402,2723,47747,2257,7903,1143,415,215,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2054857,14080,160045,6032,39245,2767,81682,4297,34216,3143,4902,1266,1894812,14830,1042122,12808,712668,9500,130285,5732,9737,1884,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1760593,11977,139098,5130,32853,2578,70621,4140,30135,3090,5489,1338,1621495,12003,904813,10188,581467,8710,124407,5125,10808,1862,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,471947,7328,63524,3937,19795,2006,32362,2839,10217,1725,1150,489,408423,7921,254031,5158,130627,5568,22666,2405,1099,510,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1469666,10643,115875,4715,25624,1821,61078,3309,24078,1959,5095,764,1353791,10277,783487,7869,454332,6856,107341,4231,8631,1316,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,145470,3828,9677,1579,2555,675,3959,967,2577,1107,586,405,135793,3745,74799,3238,47575,2894,12095,1497,1324,554,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,844538,9291,359206,7147,160577,4436,162152,5125,34877,3025,1600,670,485332,7669,309035,6721,165499,5329,10798,1547,0,221,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
