GEO_ID,B19101_001E,B19101_001M,B19101_002E,B19101_002M,B19101_003E,B19101_003M,B19101_004E,B19101_004M,B19101_005E,B19101_005M,B19101_006E,B19101_006M,B19101_007E,B19101_007M,B19101_008E,B19101_008M,B19101_009E,B19101_009M,B19101_010E,B19101_010M,B19101_011E,B19101_011M,B19101_012E,B19101_012M,B19101_013E,B19101_013M,B19101_014E,B19101_014M,B19101_015E,B19101_015M,B19101_016E,B19101_016M,B19101_017E,B19101_017M,NAME,B19101_001EA,B19101_001MA,B19101_002EA,B19101_002MA,B19101_003EA,B19101_003MA,B19101_004MA,B19101_004EA,B19101_005EA,B19101_005MA,B19101_006EA,B19101_006MA,B19101_007EA,B19101_007MA,B19101_008EA,B19101_008MA,B19101_009MA,B19101_009EA,B19101_010EA,B19101_010MA,B19101_011EA,B19101_011MA,B19101_012EA,B19101_012MA,B19101_013EA,B19101_013MA,B19101_014MA,B19101_014EA,B19101_015MA,B19101_015EA,B19101_016EA,B19101_016MA,B19101_017EA,B19101_017MA,state
0400000US01,1213540,13821,71424,4113,46950,3754,55150,4348,62102,3657,60865,4187,62730,3762,58256,3969,56809,3488,48874,3158,108374,5115,136250,5286,163389,7548,109440,5061,61050,3532,60205,3564,51672,3544,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,163800,3113,4138,896,2508,690,3977,953,4019,901,5351,1006,5152,1051,6228,1161,5803,968,4607,841,10700,1337,18333,1810,24279,2246,22331,2243,14708,1521,17523,1545,14143,1535,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1598414,13914,81710,4701,50127,3453,56537,3885,70503,4504,76711,4015,81156,4571,72948,4466,76903,4497,74544,4385,140558,5605,182051,6711,218903,7383,148344,5821,88496,4384,93712,3829,85211,3930,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,761494,10038,42309,3479,30071,2763,37114,3090,41318,3049,42304,2976,48286,3726,40744,2928,40121,3080,37243,2942,66003,4000,87029,4283,99118,4588,58925,3341,34588,2816,25651,2046,30670,2313,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8835906,26617,358347,9347,262580,8801,320863,8877,357215,10359,338748,10099,370161,9157,341635,9437,350478,8228,320868,9067,622971,12385,833600,12046,1146873,14830,890827,15485,612674,11856,768111,12757,939955,11203,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1331861,11075,41676,3179,25922,2922,32477,3019,40814,3584,39898,3162,54533,3598,50990,3487,52459,3407,50201,3396,97369,4723,143330,5455,202525,5956,162223,6206,103432,4102,115877,3994,118135,4653,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,876188,9056,29174,2459,18054,2248,20927,2194,23792,2449,23091,2317,26659,2354,26078,2244,26680,2464,29957,2772,52442,2567,79560,4258,118097,4619,106699,4442,75790,4169,95122,4246,124066,3958,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,235385,4062,8697,1482,4691,1247,6727,1283,9319,1406,8894,1572,8819,1452,9033,1336,8941,1412,8606,1388,19279,2414,24778,2061,39322,2484,27145,2391,15890,1810,19888,1919,15356,1502,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,125178,3853,8247,1499,4269,1212,5190,1134,3807,1218,4592,1176,3861,917,3067,907,3600,1001,3573,1001,6534,1299,6382,1148,11707,1764,8984,1506,9172,1421,13841,1526,28352,2262,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4806611,27227,219206,8371,153372,6882,201323,7885,244065,8027,236559,7911,253994,9223,245756,7687,235961,8336,224788,7243,408909,11590,536066,12426,644693,12686,420065,9063,244455,7478,260601,8446,276798,6837,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
