GEO_ID,C18106_001E,C18106_001M,C18106_002E,C18106_002M,C18106_003E,C18106_003M,C18106_004E,C18106_004M,C18106_005E,C18106_005M,C18106_006E,C18106_006M,C18106_007E,C18106_007M,C18106_008E,C18106_008M,C18106_009E,C18106_009M,C18106_010E,C18106_010M,C18106_011E,C18106_011M,C18106_012E,C18106_012M,C18106_013E,C18106_013M,C18106_014E,C18106_014M,C18106_015E,C18106_015M,C18106_016E,C18106_016M,C18106_017E,C18106_017M,C18106_018E,C18106_018M,C18106_019E,C18106_019M,C18106_020E,C18106_020M,C18106_021E,C18106_021M,NAME,C18106_001MA,C18106_001EA,C18106_002EA,C18106_002MA,C18106_003EA,C18106_003MA,C18106_004MA,C18106_004EA,C18106_005MA,C18106_005EA,C18106_006MA,C18106_006EA,C18106_007EA,C18106_007MA,C18106_008EA,C18106_008MA,C18106_009EA,C18106_009MA,C18106_010MA,C18106_010EA,C18106_011MA,C18106_011EA,C18106_012EA,C18106_012MA,C18106_013EA,C18106_013MA,C18106_014EA,C18106_014MA,C18106_015MA,C18106_015EA,C18106_016MA,C18106_016EA,C18106_017EA,C18106_017MA,C18106_018EA,C18106_018MA,C18106_019EA,C18106_019MA,C18106_020EA,C18106_020MA,C18106_021MA,C18106_021EA,state
0400000US13,9374847,5633,4489571,8003,944023,5922,10072,2057,933951,6227,2994158,5137,55981,4161,2938177,6678,551390,3086,38715,2937,512675,3999,4885276,6248,906102,4782,6607,1632,899495,5114,3260260,4109,62390,4603,3197870,5993,718914,2601,71968,4587,646946,5147,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1283005,2708,629727,2899,111814,1114,743,382,111071,1139,412667,2818,5503,1174,407164,3088,105246,812,7235,1352,98011,1360,653278,1890,107124,1062,129,164,106995,1066,418534,1428,6036,1328,412498,2028,127620,798,12608,1995,115012,2177,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1520400,2139,754777,3196,165260,2189,1776,858,163484,2349,477005,2381,11178,2240,465827,3504,112512,1278,6665,1439,105847,1776,765623,2737,154232,1579,1529,542,152703,1657,484900,2349,10237,1844,474663,2926,126491,1446,9252,1614,117239,1966,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,11900321,3282,5791733,5300,1109599,3572,10306,1354,1099293,3560,3912825,4309,61116,3568,3851709,5499,769309,2257,48772,2800,720537,3387,6108588,4752,1067124,3137,5727,1217,1061397,3296,4045752,3132,65848,3852,3979904,5057,995712,2866,87389,4311,908323,5000,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6101058,2545,2977077,4813,590271,3180,6774,1331,583497,3338,1976833,3958,40399,2721,1936434,4925,409973,2013,24038,2451,385935,3020,3123981,4624,566526,3312,3864,1014,562662,3341,2038337,3645,43093,2493,1995244,4371,519118,2389,44274,2702,474844,3355,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2885327,2273,1427281,3648,271691,2171,2989,760,268702,2203,941258,2441,13798,1624,927460,2999,214332,1274,11111,1216,203221,1825,1458046,3066,259720,1978,1804,583,257916,1959,935131,2557,14746,1627,920385,2891,263195,1477,19049,1821,244146,2066,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2653160,3045,1305595,3729,266247,2458,2681,766,263566,2425,857570,3048,14999,1795,842571,3677,181778,1313,9844,1277,171934,1708,1347565,3240,255748,2600,1983,596,253765,2585,866489,2649,15604,1674,850885,3072,225328,1733,15850,1692,209478,2366,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4069345,2724,1976011,4247,375222,3234,5289,1189,369933,3157,1312316,3260,39914,2938,1272402,4454,288473,1311,20948,1920,267525,2177,2093334,4049,359599,2775,2471,765,357128,2806,1370639,3186,38191,3074,1332448,4725,363096,2081,35702,2479,327394,3034,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4262586,3355,2044156,4798,415293,4051,6158,1766,409135,4452,1354080,3898,32166,3151,1321914,5200,274783,2301,21098,2234,253685,3189,2218430,4787,394540,3920,2599,650,391941,4058,1466691,3027,35950,2736,1430741,3952,357199,1951,41998,2863,315201,3301,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1250997,1213,610457,2123,99872,1275,1690,696,98182,1443,399942,1898,10118,1719,389824,2467,110643,877,6862,1233,103781,1442,640540,2175,91595,1464,557,362,91038,1440,416252,1684,8493,1540,407759,1972,132693,1086,8244,1030,124449,1694,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5541895,2548,2656787,3978,500738,2307,5738,992,495000,2512,1798082,3415,26115,2362,1771967,4335,357967,1695,22641,1947,335326,2391,2885108,3390,478789,2139,3366,1036,475423,2309,1940703,2637,29138,2882,1911565,4090,465616,1712,37997,2749,427619,3203,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6352707,1407,3065637,3119,519871,1732,6007,1209,513864,2113,2108573,2144,35395,3000,2073178,3826,437193,1530,26652,1989,410541,2285,3287070,2785,498670,1692,2615,803,496055,1899,2219864,1967,33691,3309,2186173,3738,568536,2057,49801,3189,518735,4137,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9240383,2309,4506196,3751,833073,2638,10256,1387,822817,2809,2991314,3405,68871,3696,2922443,5302,681809,1892,43164,2283,638645,2764,4734187,3710,800953,2379,6420,1246,794533,2584,3081809,2440,77245,5414,3004564,6197,851425,1841,78085,3326,773340,3740,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5080967,2262,2516889,3718,475589,2491,5556,1023,470033,2562,1689980,2638,22512,2153,1667468,3527,351320,1651,21041,2018,330279,2915,2564078,3381,454462,1975,2972,807,451490,2093,1686852,2631,23959,2233,1662893,3170,422764,1586,29235,2554,393529,3098,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2738719,3013,1305144,4378,274082,3406,2382,788,271700,3579,845351,3018,25759,3063,819592,4040,185711,1534,16839,1791,168872,2323,1433575,3227,262733,2608,2800,1096,259933,2876,928127,2398,25861,3126,902266,3951,242715,1651,30516,2754,212199,3133,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5595022,3295,2716474,4590,517983,3192,5665,1328,512318,3511,1795118,3761,34832,2478,1760286,4325,403373,2119,27498,2134,375875,2843,2878548,4429,495361,3222,2981,845,492380,3293,1872561,3446,41396,3304,1831165,4300,510626,2370,42804,2589,467822,3285,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,957038,1317,478018,2571,84088,1240,756,371,83332,1272,310193,2087,6473,1480,303720,2255,83737,698,4326,959,79411,1131,479020,2364,80661,1794,500,377,80161,1814,307926,1854,7364,1330,300562,2037,90433,953,5817,1242,84616,1609,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1735824,1655,858318,2881,173282,2038,1604,596,171678,2107,565103,2115,7594,1343,557509,2625,119933,939,6300,907,113633,1325,877506,2330,165297,1714,1267,473,164030,1815,565396,1620,8802,1096,556594,1990,146813,1452,10633,1276,136180,1901,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2679041,1638,1328524,2002,248097,1570,4057,971,244040,1786,882976,1555,23593,2363,859383,2769,197451,980,13566,1865,183885,1893,1350517,1725,242572,1384,3429,879,239143,1520,887658,1683,24633,2375,863025,2728,220287,989,17059,2116,203228,2364,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1250740,1192,614344,2030,101040,1286,1380,560,99660,1472,416695,1619,6688,1191,410007,2017,96609,917,5590,1119,91019,1386,636396,1755,98383,1147,494,266,97889,1189,424272,1219,8425,1750,415847,2057,113741,986,7325,1244,106416,1641,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8321161,1430,4031531,2815,746990,1716,7315,1311,739675,2145,2725311,2493,40595,3321,2684716,4044,559230,1970,36906,2935,522324,3687,4289630,2372,717530,1613,4911,1153,712619,2040,2827811,1963,35871,3270,2791940,3400,744289,2205,71724,3979,672565,4266,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1915948,2530,937925,3415,185157,2587,2551,923,182606,2661,604522,2911,14449,2215,590073,3969,148246,1342,14008,1923,134238,2259,978023,2561,179028,2374,1668,850,177360,2511,621701,1893,18440,2595,603261,2795,177294,1461,17772,1981,159522,2204,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,18371364,3238,8853685,5169,1544727,3369,22616,2686,1522111,4016,6077492,4059,94039,4910,5983453,6306,1231466,2588,88235,4358,1143231,4818,9517679,4331,1474563,2942,10308,1527,1464255,3244,6404204,3684,103893,5254,6300311,6488,1638912,2955,173213,6564,1465699,6918,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9256772,5122,4444439,7612,860778,4935,9846,1564,850932,5119,2938815,5731,66150,4430,2872665,7251,644846,2781,45446,3347,599400,4676,4812333,6402,823393,4502,5709,1139,817684,4778,3160315,4626,73228,4031,3087087,5577,828625,3148,80700,4721,747925,5410,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,688375,1640,351302,2612,61139,1370,303,188,60836,1364,243806,2261,2198,625,241608,2356,46357,543,2130,613,44227,774,337073,2138,57683,1309,129,118,57554,1297,224274,1779,2266,572,222008,1831,55116,678,3772,900,51344,1059,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,10752741,3299,5228655,4588,991040,3463,12295,2027,978745,3765,3458022,4130,71599,4526,3386423,5680,779593,2043,51031,3219,728562,4112,5524086,4129,946443,2761,7344,1481,939099,2961,3587067,3654,77912,4229,3509155,5968,990576,2712,88104,3914,902472,4688,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3567378,2571,1743952,4313,356828,2448,4202,897,352626,2812,1138552,2987,25129,2225,1113423,3836,248572,1529,17369,1534,231203,2072,1823426,3437,338639,1902,2409,594,336230,2108,1175388,2606,28566,2603,1146822,3741,309399,1801,26997,2081,282402,2528,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3761994,1925,1847280,3909,321354,2881,4477,1200,316877,2945,1228321,2436,24075,2666,1204246,3714,297605,1601,19261,2077,278344,2592,1914714,3611,308915,2665,1611,583,307304,2679,1252813,2157,27135,2501,1225678,2985,352986,1456,30645,3021,322341,3250,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,11884525,2370,5760528,4261,1006162,2596,14074,2022,992088,3140,3838463,3268,69845,3927,3768618,5347,915903,2185,55793,3098,860110,3727,6123997,4255,964250,2911,9863,2231,954387,3648,3974024,3253,78011,4214,3896013,5246,1185723,2612,104014,4410,1081709,5119,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,986875,983,475806,1948,79891,1168,1513,641,78378,1300,324802,1365,6585,1314,318217,1605,71113,771,5587,1104,65526,1217,511069,1619,77113,1237,1106,746,76007,1333,342248,1216,7740,1533,334508,1887,91708,1092,8587,1395,83121,1546,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4513813,3409,2163888,4676,410955,3872,5166,1333,405789,3992,1407155,3317,35349,3217,1371806,4841,345778,1538,27245,2147,318533,2441,2349925,4283,388164,3531,3271,907,384893,3470,1530952,2946,39645,3405,1491307,4888,430809,1959,43732,2959,387077,3242,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,781766,1667,390419,2793,77328,1740,427,253,76901,1719,254171,2007,3145,880,251026,2219,58920,1112,2762,574,56158,1185,391347,2181,71655,1283,818,435,70837,1363,250543,1744,3282,776,247261,1925,69149,1265,5156,905,63993,1450,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6097063,3862,2938357,5713,555382,4024,5569,1099,549813,4200,1943415,5002,43558,3251,1899857,5988,439560,2438,35047,2577,404513,3603,3158706,4837,536330,3400,4894,1415,531436,3751,2073652,4034,52669,3946,2020983,5944,548724,2453,59224,4072,489500,4614,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,25023743,6376,12257922,10159,2666324,7287,26610,2551,2639714,7500,8193983,7901,136331,7515,8057652,9988,1397615,3734,102634,4680,1294981,5475,12765821,8905,2564837,6843,18899,2517,2545938,7107,8463174,6343,156152,6860,8307022,9740,1737810,3978,184964,6955,1552846,7336,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2721034,1595,1359402,2306,339340,1858,2498,765,336842,1985,879362,1704,12183,1989,867179,2641,140700,1187,7575,989,133125,1602,1361632,2322,319976,1800,1560,603,318416,1847,878354,1835,11856,1790,866498,2793,163302,1291,12766,1422,150536,1673,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,589935,642,289759,1043,46227,752,630,353,45597,791,194862,1134,4323,955,190539,1438,48670,572,2693,581,45977,772,300176,1049,43429,788,465,267,42964,829,198994,837,3596,956,195398,1146,57753,586,5074,923,52679,1037,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,7651600,5873,3689685,6370,692315,4305,8617,1392,683698,4293,2482297,5935,41556,3420,2440741,6998,515073,2497,31621,2134,483452,3176,3961915,5213,663860,4507,4831,1086,659029,4713,2650912,4023,43026,3067,2607886,5061,647143,2491,56373,3490,590770,4220,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6622141,3462,3283046,4839,596091,3048,5747,1302,590344,3268,2219266,4007,37019,3311,2182247,5015,467689,1812,25742,2450,441947,2876,3339095,4023,569800,3244,3176,862,566624,2995,2220895,3127,36919,3480,2183976,4838,548400,1903,49326,3427,499074,3785,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1713551,1489,839501,2436,140321,1847,2259,672,138062,1929,550126,2121,14546,1895,535580,2650,149054,1114,14495,1629,134559,1670,874050,2296,136121,1930,1460,652,134661,1890,559219,2033,19100,2437,540119,2876,178710,1253,20395,2176,158315,2514,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5362152,2163,2647758,3408,489445,2708,5700,1139,483745,3153,1764181,2424,31817,2363,1732364,3489,394132,1716,21386,1661,372746,2245,2714394,3051,464062,2189,3401,874,460661,2419,1771746,2083,30799,2419,1740947,3049,478586,1930,35703,1991,442883,2773,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,538407,1647,268208,2198,50283,1750,329,330,49954,1758,179642,1874,1952,631,177690,1952,38283,625,1893,654,36390,917,270199,2298,50520,2136,79,100,50441,2146,177558,2417,2199,752,175359,2538,42121,666,3063,934,39058,967,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3274898,1323,1548411,3272,289068,3029,3082,854,285986,3230,991236,1131,36312,3221,954924,3405,268107,787,34328,2685,233779,2831,1726487,2760,275234,2485,2349,896,272885,2655,1100267,1046,38628,3347,1061639,3579,350986,892,54273,3514,296713,3736,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
