GEO_ID,C17017_001E,C17017_001M,C17017_002E,C17017_002M,C17017_003E,C17017_003M,C17017_004E,C17017_004M,C17017_005E,C17017_005M,C17017_006E,C17017_006M,C17017_007E,C17017_007M,C17017_008E,C17017_008M,C17017_009E,C17017_009M,C17017_010E,C17017_010M,C17017_011E,C17017_011M,C17017_012E,C17017_012M,C17017_013E,C17017_013M,C17017_014E,C17017_014M,C17017_015E,C17017_015M,C17017_016E,C17017_016M,C17017_017E,C17017_017M,C17017_018E,C17017_018M,C17017_019E,C17017_019M,NAME,C17017_001EA,C17017_001MA,C17017_002EA,C17017_002MA,C17017_003EA,C17017_003MA,C17017_004EA,C17017_004MA,C17017_005MA,C17017_005EA,C17017_006MA,C17017_006EA,C17017_007EA,C17017_007MA,C17017_008EA,C17017_008MA,C17017_009EA,C17017_009MA,C17017_010MA,C17017_010EA,C17017_011MA,C17017_011EA,C17017_012EA,C17017_012MA,C17017_013EA,C17017_013MA,C17017_014EA,C17017_014MA,C17017_015MA,C17017_015EA,C17017_016MA,C17017_016EA,C17017_017MA,C17017_017EA,C17017_018EA,C17017_018MA,C17017_019EA,C17017_019MA,state
0400000US01,1846390,11341,329966,9515,166755,6801,51515,3368,115240,5398,15555,2239,99685,4939,163211,6619,67867,4085,95344,4309,1516424,12610,1046785,12834,812159,10469,234626,8295,62684,3968,171942,7122,469639,10226,218294,6344,251345,7567,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,250185,2685,22539,2048,11530,1402,3189,607,8341,1315,2523,610,5818,1135,11009,1552,5976,1045,5033,1065,227646,3118,152270,3239,117159,3002,35111,2578,12586,1379,22525,2030,75376,3536,44266,2668,31110,2280,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2463008,12455,375962,8487,199101,6307,79787,4481,119314,5013,24356,2486,94958,4438,176861,6741,82781,4511,94080,4324,2087046,13086,1399313,13718,1073755,12123,325558,8812,112872,6185,212686,5862,687733,11566,340927,8257,346806,7290,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1144663,8300,204333,7209,104557,5132,38655,2791,65902,4376,11374,1579,54528,4216,99776,5426,42508,3560,57268,3993,940330,9558,656937,9657,522642,8812,134295,6408,38750,3755,95545,5784,283393,7895,135037,5993,148356,5655,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12896357,19487,1794476,18325,999318,15054,425891,10038,573427,11172,117468,6222,455959,10138,795158,11951,344771,8734,450387,9430,11101881,25717,7836588,26834,5916402,26819,1920186,22771,659093,11826,1261093,18354,3265293,23768,1574655,16632,1690638,16748,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2074735,7548,228988,7223,101276,4462,41722,2919,59554,3570,9389,1512,50165,3430,127712,5778,59541,4349,68171,3925,1845747,8878,1230585,10898,996318,9392,234267,7561,83635,4720,150632,6065,615162,10636,310827,7102,304335,7501,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1343703,6712,139415,5626,65154,3905,17968,1871,47186,3413,6767,1467,40419,3140,74261,4046,31593,2760,42668,2993,1204288,7875,811034,9505,629621,8823,181413,7191,51239,4046,130174,5643,393254,8757,177432,6482,215822,5656,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,352595,3920,39229,3381,20424,2359,6121,1108,14303,2168,2225,897,12078,1911,18805,2001,7739,1491,11066,1419,313366,4830,214961,4577,164295,4510,50666,3573,13958,1852,36708,2954,98405,4629,45135,3273,53270,2866,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,281787,3030,42163,3179,17494,2145,2534,1020,14960,1860,1774,879,13186,1741,24669,2178,10367,1463,14302,1562,239624,4214,107684,3823,69323,3446,38361,3157,9060,1655,29301,2662,131940,4794,63582,3093,68358,3480,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7463184,23147,1078945,14246,541342,12813,210481,7816,330861,10172,60275,4337,270586,9197,537603,11963,211468,8372,326135,9476,6384239,23308,4265269,27423,3234295,25245,1030974,14937,299386,8623,731588,14779,2118970,22043,997603,16267,1121367,15871,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3656407,14418,576814,11710,321564,10162,108946,6411,212618,8720,28936,3554,183682,7523,255250,7855,103235,5021,152015,6004,3079593,16571,2144851,17728,1641463,16987,503388,12765,138453,5587,364935,10670,934742,15380,438941,10049,495801,10771,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,445936,4817,46680,3015,21219,2256,9261,1511,11958,1693,3184,840,8774,1431,25461,2431,13096,1816,12365,1503,399256,5314,288167,5332,223190,5096,64977,3212,21686,2171,43291,2925,111089,4626,53616,3589,57473,3038,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
