GEO_ID,B13010_001E,B13010_001M,B13010_002E,B13010_002M,B13010_003E,B13010_003M,B13010_004E,B13010_004M,B13010_005E,B13010_005M,B13010_006E,B13010_006M,B13010_007E,B13010_007M,B13010_008E,B13010_008M,B13010_009E,B13010_009M,B13010_010E,B13010_010M,B13010_011E,B13010_011M,B13010_012E,B13010_012M,B13010_013E,B13010_013M,B13010_014E,B13010_014M,B13010_015E,B13010_015M,B13010_016E,B13010_016M,B13010_017E,B13010_017M,B13010_018E,B13010_018M,B13010_019E,B13010_019M,NAME,B13010_001MA,B13010_001EA,B13010_002EA,B13010_002MA,B13010_003EA,B13010_003MA,B13010_004MA,B13010_004EA,B13010_005MA,B13010_005EA,B13010_006MA,B13010_006EA,B13010_007EA,B13010_007MA,B13010_008EA,B13010_008MA,B13010_009EA,B13010_009MA,B13010_010MA,B13010_010EA,B13010_011MA,B13010_011EA,B13010_012MA,B13010_012EA,B13010_013MA,B13010_013EA,B13010_014EA,B13010_014MA,B13010_015MA,B13010_015EA,B13010_016EA,B13010_016MA,B13010_017MA,B13010_017EA,B13010_018EA,B13010_018MA,B13010_019EA,B13010_019MA,state
0400000US13,2506485,6378,137414,7363,79176,6024,10883,1619,18808,2387,49485,4464,58238,4530,27620,3417,14303,2474,16315,2522,2369071,8882,1011799,15681,108227,6871,172107,6601,731465,14318,1357272,14052,348848,12033,300163,13824,708261,16488,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,315731,2103,18426,1707,11977,1314,1098,559,1748,594,9131,1206,6449,1312,2889,899,983,524,2577,858,297305,2645,138669,4098,8250,1557,16001,1885,114418,3972,158636,4241,24873,2816,22252,2613,111511,4336,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,371115,2619,22518,2255,15968,2130,3118,1383,4113,1073,8737,1454,6550,1370,2616,817,2034,988,1900,583,348597,3276,166642,5983,17943,2344,35696,3545,113003,5712,181955,5754,48629,4319,42069,3723,91257,5626,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3040314,5885,158983,5921,103451,4449,10914,1601,18958,1998,73579,3735,55532,4044,26821,2257,10717,1819,17994,2430,2881331,7485,1212309,12255,94940,4513,160557,6339,956812,13618,1669022,12405,363404,10749,315199,10517,990419,15113,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1512859,5182,80011,4841,52401,3754,6047,1173,11555,1772,34799,2704,27610,3003,14028,2283,7180,1430,6402,1428,1432848,7741,623946,9680,49335,3705,93499,4366,481112,9053,808902,11593,210031,8095,176860,7519,422011,12626,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,677643,3329,43147,2931,29181,2393,3002,888,5501,1153,20678,2125,13966,1804,6797,1379,4004,1051,3165,932,634496,3938,301172,6457,18767,2117,36974,2691,245431,5681,333324,7066,84462,4797,74154,4589,174708,6801,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,647036,3404,38102,3004,26138,2274,3216,960,5511,1084,17411,1856,11964,1828,6814,1333,2928,1011,2222,993,608934,4719,287914,5780,20321,2276,42050,2916,225543,5783,321020,6973,69195,4378,73704,4873,178121,5534,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1004487,4325,53759,4103,34998,3399,6992,1721,7710,1452,20296,2134,18761,2263,10755,1946,3724,936,4282,994,950728,5957,451108,7301,59431,4255,73242,4232,318435,7636,499620,8165,151842,7367,111722,5631,236056,6868,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1108869,5146,62088,4634,32006,2961,4587,1200,5438,1224,21981,2530,30082,3870,14194,2284,8628,1862,7260,2409,1046781,6897,413334,9737,43132,4385,64197,4261,306005,8665,633447,10918,193382,9030,141586,7934,298479,9590,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,281789,2320,11600,1544,7296,1099,773,379,1421,461,5102,966,4304,993,2080,706,732,410,1492,783,270189,2832,118415,3410,8739,1521,16849,1925,92827,3301,151774,3954,35175,3101,32741,2998,83858,4292,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1434954,4805,76036,4769,47610,3582,2909,883,6801,1474,37900,3136,28426,2959,11555,1983,7240,2181,9631,1666,1358918,6679,570653,8714,27188,2477,55481,4443,487984,8839,788265,9133,126856,6835,117260,5658,544149,9332,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1590678,5063,71977,4580,48724,3403,4944,1296,4367,1060,39413,2675,23253,2676,9372,1702,5062,1274,8819,1828,1518701,7070,616223,10489,35720,3503,56779,4137,523724,9082,902478,12062,168899,8075,135992,7321,597587,9612,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2230195,4311,114357,4615,71188,3568,9542,1754,14371,1694,47275,2941,43169,3437,24446,2633,8084,1600,10639,1729,2115838,6151,868654,10012,75120,4086,125413,4670,668121,9181,1247184,10282,334546,8764,266631,7964,646007,11713,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1235952,4133,74446,3713,53260,2766,4015,827,8340,1190,40905,2508,21186,2664,10125,1576,5181,1336,5880,1362,1161506,5477,536040,6990,25052,2568,54800,3597,456188,6609,625466,6663,117982,6304,123416,6075,384068,6824,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,696007,3949,34379,2901,17052,2036,2697,824,4491,1130,9864,1586,17327,2249,9480,1682,4588,1335,3259,785,661628,4824,266078,6456,32364,3118,51120,3847,182594,5782,395550,7696,137340,6511,101436,6397,156774,7032,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1368265,5050,71537,3973,47386,3004,5890,1345,9597,1537,31899,2265,24151,2494,12429,1871,5611,1333,6111,1353,1296728,6297,585435,10026,47787,3522,84986,4377,452662,8712,711293,9778,184715,7457,152739,6692,373839,8562,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,214893,2107,12420,1835,8822,1575,1058,436,1758,653,6006,1299,3598,829,2461,760,461,365,676,412,202473,2845,91313,3410,5116,1096,12963,1685,73234,3128,111160,4225,28759,2953,28112,2613,54289,3317,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,419743,2413,29431,2395,19394,1967,2141,706,4621,938,12632,1591,10037,1557,5669,1289,1966,680,2402,769,390312,3335,190119,4175,13399,1720,24409,2018,152311,3762,200193,4006,47259,3685,41099,2992,111835,4511,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,685889,3003,33704,2911,21763,2703,2847,993,5960,1424,12956,2065,11941,1792,6530,1325,2791,992,2620,844,652185,3886,274896,6364,27893,2525,50072,4221,196931,6756,377289,6234,81627,6163,84237,5373,211425,7151,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,289214,2385,15223,2042,10362,1910,300,261,2308,1201,7754,1497,4861,1125,2030,835,570,351,2261,756,273991,3418,124613,4342,5247,1147,7961,1461,111405,4198,149378,4706,26138,3534,21838,2177,101402,4526,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2082116,4523,101475,4482,71443,3830,8146,1350,8472,1615,54825,3695,30032,2883,13001,2246,6811,1456,10220,1714,1980641,6580,865683,10938,57866,4078,94978,4884,712839,10364,1114958,11200,182724,8355,173949,7628,758285,12039,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,460916,2678,24390,2787,13642,2400,3092,1275,3081,1066,7469,1461,10748,1723,5363,1198,2053,780,3332,1020,436526,3938,176340,5531,26618,2519,34665,2825,115057,5530,260186,5601,72750,5577,69654,4465,117782,5093,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4756219,6589,219615,6701,146981,5724,19363,2089,25608,2721,102010,5301,72634,4729,33980,2986,15334,2207,23320,2743,4536604,9071,1774696,17695,190812,7695,249917,8598,1333967,14000,2761908,17988,599725,16109,476735,11965,1685448,20026,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2351003,7208,119404,5506,74141,4061,11644,1765,15376,2202,47121,2989,45263,3828,21215,2077,12875,2321,11173,2469,2231599,8024,1015016,12486,107249,5043,174571,6939,733196,10330,1216583,12940,327229,11486,281459,9607,607895,12807,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,165315,2188,12073,1641,8845,1411,525,389,802,385,7518,1370,3228,863,1461,569,483,277,1284,646,153242,2739,73609,3322,2570,569,5671,945,65368,3145,79633,4131,18825,2137,19125,2314,41683,3104,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2603649,5295,140763,6096,87340,4920,12185,1887,16309,2112,58846,3507,53423,4391,26990,3102,12298,2082,14135,2191,2462886,7427,1057881,11244,88071,5290,151422,6640,818388,11326,1405005,13263,357459,11210,295859,8739,751687,10931,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,883856,3520,47297,2830,29447,2261,4125,811,6845,992,18477,2001,17850,1899,9736,1325,3712,764,4402,1071,836559,4418,398682,6202,41271,2699,73860,3827,283551,5791,437877,6041,117578,5223,105960,4119,214339,5891,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,922727,3835,45991,3677,31895,2894,5137,1227,6855,1451,19903,2056,14096,2402,7181,1642,2874,926,4041,1383,876736,5211,388439,7831,34644,3004,60920,3651,292875,7201,488297,8516,130221,7325,110098,6058,247978,7620,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2818136,5993,149046,6155,91225,4645,8650,1422,15365,2160,67210,3369,57821,4403,28645,2875,12858,2195,16318,2235,2669090,8266,1145667,11142,83328,3961,136394,5882,925945,11446,1523423,11018,344779,9288,280671,9389,897973,10466,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,240247,2171,13774,2078,7727,1438,883,583,1052,514,5792,1384,6047,1449,2262,890,787,470,2998,1053,226473,2485,88306,3848,6688,1393,11771,1858,69847,3706,138167,4324,29076,3306,22622,2609,86469,4688,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1110958,3990,61212,4363,34018,3233,3741,984,7695,1463,22582,2477,27194,3208,13223,2342,8407,1786,5564,1422,1049746,5952,453986,8607,51321,4561,72825,4748,329840,7051,595760,9145,150551,7390,148928,6944,296281,9285,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,181456,2172,10855,1203,6634,1008,623,322,1163,371,4848,845,4221,953,2574,757,761,371,886,338,170601,2414,83295,3384,5758,1258,9522,1452,68015,3191,87306,3462,24500,2857,21938,2341,40868,2687,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1537945,6240,80362,5130,49160,3744,6858,1371,12045,1997,30257,2626,31202,3456,16753,2493,6797,1497,7652,1663,1457583,8121,668548,9785,73354,4282,115278,6248,479916,9415,789035,10055,203778,8181,183466,7753,401791,10359,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6710029,10277,394481,10303,256227,9018,39969,3781,53958,4164,162300,7047,138254,6904,68397,5243,34869,3731,34988,3581,6315548,15937,2937329,25932,319490,10633,522781,13956,2095058,23140,3378219,26555,774378,18622,761562,17364,1842279,23086,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,734433,3375,50886,3278,41978,2625,5183,1144,10781,1760,26014,2199,8908,1623,3935,1026,1902,705,3071,931,683547,4528,353803,7311,28775,2614,61257,3932,263771,6981,329744,7673,63995,4873,62843,4740,202906,6264,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,132313,1696,5651,787,4348,728,204,243,1186,482,2958,607,1303,447,600,356,489,286,214,147,126662,1936,55418,2281,2773,795,7469,1378,45176,2171,71244,2651,14227,1833,15755,2118,41262,2908,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1976115,5954,102635,4375,71404,3794,6166,1613,11413,1781,53825,3368,31231,2814,13308,1919,7615,1730,10308,1681,1873480,8107,859932,10700,56182,3732,96994,5137,706756,10284,1013548,12224,195276,7710,169085,8485,649187,11779,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1670755,4478,86454,4206,61778,3406,5877,991,13554,1658,42347,2648,24676,2425,11762,1746,5815,1119,7099,1450,1584301,6382,733365,10317,50836,3996,95755,4929,586774,9209,850936,10900,183680,7656,167418,8353,499838,10343,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,394629,2868,19438,2260,10927,1575,1364,526,2456,659,7107,1328,8511,1692,5118,1268,1916,669,1477,634,375191,3707,169841,5591,21610,2385,30080,2422,118151,4756,205350,6247,66402,4246,45650,3459,93298,5052,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1275311,4433,65809,3613,43188,2802,2949,641,7130,1241,33109,2411,22621,2343,10252,1626,6898,1385,5471,1108,1209502,5885,544219,7121,32517,2696,64210,3853,447492,6927,665283,7580,153821,6412,147344,6929,364118,7580,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,130854,2761,7666,1401,5587,1244,683,444,1185,507,3719,1034,2079,693,1563,615,195,178,321,305,123188,3131,60393,2452,4077,1132,7143,1199,49173,2333,62795,3856,13522,1960,14643,2533,34630,3199,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,837121,3252,28776,2750,12360,2055,5202,1142,4203,1109,2955,1041,16416,2197,11340,1602,3923,1455,1153,544,808345,3842,251344,7771,89759,5660,72841,4656,88744,4752,557001,8277,291231,7050,144176,6784,121594,6286,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
