GEO_ID,C24070_001E,C24070_001M,C24070_002E,C24070_002M,C24070_003E,C24070_003M,C24070_004E,C24070_004M,C24070_005E,C24070_005M,C24070_006E,C24070_006M,C24070_007E,C24070_007M,C24070_008E,C24070_008M,C24070_009E,C24070_009M,C24070_010E,C24070_010M,C24070_011E,C24070_011M,C24070_012E,C24070_012M,C24070_013E,C24070_013M,C24070_014E,C24070_014M,C24070_015E,C24070_015M,C24070_016E,C24070_016M,C24070_017E,C24070_017M,C24070_018E,C24070_018M,C24070_019E,C24070_019M,C24070_020E,C24070_020M,C24070_021E,C24070_021M,C24070_022E,C24070_022M,C24070_023E,C24070_023M,C24070_024E,C24070_024M,C24070_025E,C24070_025M,C24070_026E,C24070_026M,C24070_027E,C24070_027M,C24070_028E,C24070_028M,C24070_029E,C24070_029M,C24070_030E,C24070_030M,C24070_031E,C24070_031M,C24070_032E,C24070_032M,C24070_033E,C24070_033M,C24070_034E,C24070_034M,C24070_035E,C24070_035M,C24070_036E,C24070_036M,C24070_037E,C24070_037M,C24070_038E,C24070_038M,C24070_039E,C24070_039M,C24070_040E,C24070_040M,C24070_041E,C24070_041M,C24070_042E,C24070_042M,C24070_043E,C24070_043M,C24070_044E,C24070_044M,C24070_045E,C24070_045M,C24070_046E,C24070_046M,C24070_047E,C24070_047M,C24070_048E,C24070_048M,C24070_049E,C24070_049M,C24070_050E,C24070_050M,C24070_051E,C24070_051M,C24070_052E,C24070_052M,C24070_053E,C24070_053M,C24070_054E,C24070_054M,C24070_055E,C24070_055M,C24070_056E,C24070_056M,C24070_057E,C24070_057M,C24070_058E,C24070_058M,C24070_059E,C24070_059M,C24070_060E,C24070_060M,C24070_061E,C24070_061M,C24070_062E,C24070_062M,C24070_063E,C24070_063M,C24070_064E,C24070_064M,C24070_065E,C24070_065M,C24070_066E,C24070_066M,C24070_067E,C24070_067M,C24070_068E,C24070_068M,C24070_069E,C24070_069M,C24070_070E,C24070_070M,C24070_071E,C24070_071M,C24070_072E,C24070_072M,C24070_073E,C24070_073M,C24070_074E,C24070_074M,C24070_075E,C24070_075M,C24070_076E,C24070_076M,C24070_077E,C24070_077M,C24070_078E,C24070_078M,C24070_079E,C24070_079M,C24070_080E,C24070_080M,C24070_081E,C24070_081M,C24070_082E,C24070_082M,C24070_083E,C24070_083M,C24070_084E,C24070_084M,NAME,C24070_001MA,C24070_001EA,C24070_002MA,C24070_002EA,C24070_003MA,C24070_003EA,C24070_004EA,C24070_004MA,C24070_005MA,C24070_005EA,C24070_006MA,C24070_006EA,C24070_007MA,C24070_007EA,C24070_008MA,C24070_008EA,C24070_009EA,C24070_009MA,C24070_010EA,C24070_010MA,C24070_011MA,C24070_011EA,C24070_012MA,C24070_012EA,C24070_013MA,C24070_013EA,C24070_014EA,C24070_014MA,C24070_015EA,C24070_015MA,C24070_016MA,C24070_016EA,C24070_017MA,C24070_017EA,C24070_018MA,C24070_018EA,C24070_019MA,C24070_019EA,C24070_020EA,C24070_020MA,C24070_021EA,C24070_021MA,C24070_022EA,C24070_022MA,C24070_023MA,C24070_023EA,C24070_024MA,C24070_024EA,C24070_025MA,C24070_025EA,C24070_026MA,C24070_026EA,C24070_027EA,C24070_027MA,C24070_028EA,C24070_028MA,C24070_029MA,C24070_029EA,C24070_030MA,C24070_030EA,C24070_031MA,C24070_031EA,C24070_032EA,C24070_032MA,C24070_033EA,C24070_033MA,C24070_034MA,C24070_034EA,C24070_035MA,C24070_035EA,C24070_036MA,C24070_036EA,C24070_037MA,C24070_037EA,C24070_038EA,C24070_038MA,C24070_039MA,C24070_039EA,C24070_040MA,C24070_040EA,C24070_041MA,C24070_041EA,C24070_042MA,C24070_042EA,C24070_043EA,C24070_043MA,C24070_044MA,C24070_044EA,C24070_045MA,C24070_045EA,C24070_046MA,C24070_046EA,C24070_047MA,C24070_047EA,C24070_048MA,C24070_048EA,C24070_049MA,C24070_049EA,C24070_050MA,C24070_050EA,C24070_051MA,C24070_051EA,C24070_052MA,C24070_052EA,C24070_053MA,C24070_053EA,C24070_054EA,C24070_054MA,C24070_055MA,C24070_055EA,C24070_056MA,C24070_056EA,C24070_057MA,C24070_057EA,C24070_058MA,C24070_058EA,C24070_059EA,C24070_059MA,C24070_060MA,C24070_060EA,C24070_061MA,C24070_061EA,C24070_062MA,C24070_062EA,C24070_063MA,C24070_063EA,C24070_064EA,C24070_064MA,C24070_065EA,C24070_065MA,C24070_066MA,C24070_066EA,C24070_067MA,C24070_067EA,C24070_068MA,C24070_068EA,C24070_069MA,C24070_069EA,C24070_070MA,C24070_070EA,C24070_071MA,C24070_071EA,C24070_072MA,C24070_072EA,C24070_073MA,C24070_073EA,C24070_074MA,C24070_074EA,C24070_075MA,C24070_075EA,C24070_076EA,C24070_076MA,C24070_077EA,C24070_077MA,C24070_078EA,C24070_078MA,C24070_079MA,C24070_079EA,C24070_080MA,C24070_080EA,C24070_081MA,C24070_081EA,C24070_082EA,C24070_082MA,C24070_083EA,C24070_083MA,C24070_084MA,C24070_084EA,state
0400000US01,2040118,14488,34383,3276,128389,6501,291477,9243,51525,4316,241235,8401,108227,6188,33689,2820,111441,5364,196149,8019,459777,11415,171239,7465,106030,5009,106557,5301,1442681,13731,24638,2426,93472,5804,280872,9047,47510,4125,221577,8409,77152,5093,28202,2746,92481,5188,151665,7260,227892,8148,152779,7233,44441,3557,0,192,55781,3574,2235,832,7041,1479,3607,1002,1896,603,5151,1191,2802,1201,682,375,5159,1083,13565,2009,5691,1320,3080,925,4872,1312,0,192,134472,6836,87,102,1159,597,1762,680,169,151,5021,1586,2719,795,1200,534,5361,1043,4120,880,74224,4889,3695,944,34955,3380,0,192,303022,8558,314,211,6980,1355,2129,677,158,155,1755,751,20964,2297,2163,587,2569,813,7632,1195,143913,5801,7056,1688,832,498,106557,5301,104162,4373,7109,1409,19737,2324,3107,902,1792,780,7731,1524,4590,983,1442,632,5871,1299,19167,2223,8057,1327,4629,1326,20930,2390,0,192,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,354766,5022,18954,2066,25415,2405,11461,1778,7250,1267,38999,3252,27012,2305,6916,1539,12651,1780,30351,2972,83083,3922,34319,3119,16760,1879,41595,2752,196887,6149,14131,1960,18369,2375,10220,1619,6723,1220,34405,3222,20205,2144,5300,1540,7957,1383,22077,2542,23751,2262,26454,2876,7295,1443,0,149,11790,1573,926,526,1899,583,193,206,260,258,1120,520,790,365,32,45,823,347,2389,726,1986,617,989,579,383,233,0,149,35807,2687,351,220,196,87,234,250,143,148,564,299,876,315,990,555,1544,689,787,338,21679,2015,2273,989,6170,1158,0,149,87096,4015,1080,368,2067,665,191,205,34,52,756,385,4451,962,247,180,700,310,1762,583,31918,2852,2071,690,224,126,41595,2752,23186,2206,2466,507,2884,747,623,343,90,122,2154,687,690,317,347,295,1627,565,3336,877,3749,1096,2532,688,2688,765,0,149,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2937510,17885,43075,3734,193805,8130,207583,9274,69018,4734,368099,9423,147537,6591,54920,3952,242171,8082,357395,9528,636623,12505,329444,10899,138387,6766,149453,6157,2073252,19448,36053,3666,145668,6544,194243,9343,61893,4652,338880,9238,112138,5733,45240,3591,208299,7622,271175,8290,308190,8879,286658,10581,64815,4209,0,201,104152,6368,1239,500,14749,2506,5236,987,3486,943,8360,1496,3191,1013,2199,874,11402,2065,25697,2338,14085,1965,6821,1379,7687,1535,0,201,179523,6677,320,266,2084,859,1739,630,566,442,6103,1193,2325,753,921,484,5511,1140,5655,1274,113794,5393,6652,1219,33853,3875,0,201,405313,11004,2673,854,6780,1333,2589,838,41,67,2201,905,23075,2076,3791,1037,2422,813,8233,1302,185641,7783,17422,2327,992,459,149453,6157,175270,7392,2790,889,24524,2889,3776,1035,3032,846,12555,1778,6808,1180,2769,859,14537,2002,46635,3986,14913,1843,11891,2126,31040,3537,0,201,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1271063,11142,41301,3270,81587,5522,177030,6857,30505,2896,174804,6639,70419,4491,20718,2187,57546,4302,91447,5307,309993,8234,97668,5429,59802,4008,58243,3805,861443,12042,24965,2463,53852,4719,170403,6488,27448,2791,160622,6342,53945,4062,17218,2033,46765,3838,65642,4554,135393,6255,84490,4907,20700,2378,0,190,36177,2674,2463,593,5366,1236,1568,623,1166,553,4118,993,1891,812,247,211,3041,989,7861,1612,3666,1033,2018,797,2772,774,0,190,92128,5478,497,314,361,246,2106,951,602,380,2181,791,2138,683,1096,618,1521,644,2013,794,56954,4293,3502,1155,19157,2077,0,190,198542,7337,895,398,6505,1230,605,440,146,168,1152,509,9889,1683,1617,496,2151,717,4354,977,108221,5632,4020,1063,744,441,58243,3805,82773,5138,12481,1969,15503,2059,2348,848,1143,549,6731,1416,2556,821,540,344,4068,1029,11577,1789,5759,1223,3638,919,16429,2131,0,190,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,18045450,43228,446614,12694,1112236,18346,1715871,21620,528692,12342,1946847,22663,899711,17854,523512,11512,1089370,15406,2390184,24839,3750815,30155,1902121,25216,954804,16606,784673,14103,12360327,50058,393548,11796,800427,15241,1609596,20918,467874,11512,1753914,22056,646056,15432,436183,10600,854457,14356,1757074,20773,1588394,18867,1607485,22359,445319,11310,0,201,599966,10807,10083,1507,60826,3433,34014,3652,28000,3267,47484,3905,22671,2990,17665,1903,63286,3594,147098,5998,72467,4833,53776,3920,42596,3447,0,201,1178814,16568,9949,2101,13987,1953,20559,2865,6816,1377,33638,3504,13731,1668,12375,1695,43552,3710,63570,3698,687716,14831,61057,3783,211864,7350,0,201,2402109,26861,7417,1441,37300,2949,7177,1379,1207,605,9816,1601,153699,6525,22014,2188,21322,2295,60032,3864,1236832,19380,53325,4567,7295,1466,784673,14103,1504234,21230,25617,2887,199696,7887,44525,3582,24795,2513,101995,5154,63554,5055,35275,3363,106753,4544,362410,10512,165406,6780,126478,7297,247730,8051,0,201,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2765115,18056,71732,4574,218980,9787,190855,7046,71314,4278,312246,10247,126200,6179,81533,3714,190157,6787,380985,9372,571222,11242,289390,10477,138360,7116,122141,5473,1877058,18730,54285,4047,163489,8690,177494,6869,64315,4009,281599,9794,86786,4924,69313,3344,150560,6041,288519,8381,235805,7379,244580,9865,60313,4967,0,193,132570,5694,4536,1027,18178,2407,5566,1079,2630,618,10461,1934,4633,1266,3194,876,16162,2220,34458,2783,14151,1477,8784,1713,9817,1409,0,193,216255,7618,1547,747,3389,1144,1834,724,882,373,4670,1121,4872,862,2677,817,7458,1261,9453,1533,129241,6203,9895,1894,40337,3290,0,193,360575,9612,2531,702,6446,1211,1398,450,151,159,1225,444,23370,2278,3734,849,2866,706,9442,1625,171673,7062,14754,2227,844,433,122141,5473,178657,8245,8833,1441,27478,2674,4563,921,3336,1022,14291,2038,6539,1343,2615,732,13111,1824,39113,3542,20352,2030,11377,1883,27049,2930,0,193,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1807098,10291,7149,1677,108227,6336,187997,6257,46464,3614,197043,8169,73296,5140,42062,3561,167826,5772,208216,6380,475215,10311,145994,6446,78505,4791,69104,3667,1220926,11385,4987,1452,69835,5370,176596,6252,42748,3410,179881,7797,52031,4207,33049,3300,149487,5777,154664,5703,201018,7491,118241,5688,38389,3294,0,198,61527,4047,322,250,9721,1587,3921,1153,1752,565,5381,922,2615,1368,1579,686,4330,885,16485,1991,6704,1312,3428,997,5289,1327,0,198,170515,6092,125,136,1290,499,2663,834,237,151,3573,1028,1749,657,3278,934,4272,1205,4801,1080,122893,5642,7120,1246,18514,2071,0,198,238301,8538,44,69,4925,1153,1057,509,214,262,372,268,14450,1885,1999,661,2643,826,2554,792,130735,6046,9825,2177,379,239,69104,3667,115829,5433,1671,759,22456,2911,3760,883,1513,679,7836,1584,2451,796,2157,701,7094,1173,29712,2886,13865,1804,7380,1316,15934,1939,0,198,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,447516,5855,5106,1313,28858,2826,36264,3153,7362,1440,54829,3948,17915,1917,6759,1153,43739,3923,45324,3832,111772,4934,45372,3885,20336,2403,23880,2684,312049,6851,3602,1176,20098,2353,34708,3141,6610,1359,50736,3797,12764,1753,5613,1126,40044,3827,35956,3226,52880,3224,40034,3540,9004,1591,0,190,16596,1891,119,129,4000,914,383,256,568,442,1560,535,864,507,306,301,799,372,3777,1137,1934,776,974,562,1312,614,0,190,36823,3182,56,84,480,356,396,278,0,190,853,462,651,448,298,179,955,452,758,512,23518,2427,2328,781,6530,1428,0,190,63324,4183,32,52,614,322,503,440,76,130,194,163,3051,713,364,272,464,273,1908,1103,30601,2893,835,371,802,858,23880,2684,18724,2526,1297,595,3666,1090,274,276,108,127,1486,645,585,387,178,215,1477,501,2925,975,2839,933,1201,500,2688,846,0,190,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,361179,4836,195,183,9342,1984,5025,1308,1932,593,18086,2619,9754,1841,14995,1965,22532,2717,83089,3672,70276,3790,35208,2933,31896,3222,58849,3947,178451,5437,97,93,5994,1402,4252,1156,1893,582,17016,2538,6028,1564,9485,1666,14760,2161,60137,3190,27801,2527,25816,3000,5172,1228,0,200,9446,1419,0,200,759,525,322,354,39,64,588,501,187,157,73,87,876,464,3864,876,723,454,1126,463,889,468,0,200,67838,4261,0,200,379,296,208,336,0,200,229,228,432,305,3077,905,3046,1020,8949,1702,25242,2713,2746,879,23530,2721,0,200,87984,4601,98,159,845,486,243,165,0,200,123,135,2423,763,1605,512,2198,823,4488,935,13736,2005,3278,1021,98,121,58849,3947,17460,2147,0,200,1365,963,0,200,0,200,130,133,684,339,755,363,1652,600,5651,1179,2774,724,2242,937,2207,842,0,200,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8990221,32668,101921,7655,641425,17400,461531,12554,251822,9231,1176106,21909,462347,13377,173543,7854,709646,15243,1164180,19047,1873140,22912,1128909,21408,468618,13982,377033,9998,6332977,39164,79563,6547,453562,14618,419832,11761,216310,8924,1071270,19255,327612,11712,144202,7613,560874,12674,863346,16024,976011,18005,1012963,21125,207432,10318,0,217,525234,11962,7599,1828,89404,5476,20372,2619,21758,2427,45865,4588,25047,2828,10003,1973,60369,4778,123400,6140,46158,3187,29129,3403,46130,3679,0,217,548928,13849,2379,1125,6469,1709,5512,1356,2884,1067,19436,2479,8530,1502,3420,938,25074,2726,25585,3151,316772,10481,29168,3209,103699,5930,0,217,1030522,17814,1614,647,14407,2048,3727,1346,893,536,5892,1518,74430,5340,9269,1686,10951,2032,22772,2821,484233,14141,22380,2609,2921,858,377033,9998,552560,14327,10766,2047,77583,6318,12088,1778,9977,1698,33643,3843,26728,2938,6649,1431,52378,3894,129077,6496,49966,3927,35269,3302,108436,6800,0,217,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
