GEO_ID,B24091_001E,B24091_001M,B24091_002E,B24091_002M,B24091_003E,B24091_003M,B24091_004E,B24091_004M,B24091_005E,B24091_005M,B24091_006E,B24091_006M,B24091_007E,B24091_007M,B24091_008E,B24091_008M,B24091_009E,B24091_009M,NAME,B24091_001MA,B24091_001EA,B24091_002MA,B24091_002EA,B24091_003EA,B24091_003MA,B24091_004MA,B24091_004EA,B24091_005MA,B24091_005EA,B24091_006EA,B24091_006MA,B24091_007MA,B24091_007EA,B24091_008MA,B24091_008EA,B24091_009MA,B24091_009EA,state
0400000US17,48014,611,46347,355,45825,360,61323,895,48452,1406,57153,919,57460,2032,61016,865,37444,2153,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,41411,196,41094,245,40793,260,59810,4835,42229,919,42931,1676,44166,2733,59485,2278,32349,2702,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,41915,254,41263,264,41038,264,50989,1203,41185,878,47036,1091,51495,867,56999,2089,32199,2281,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,41951,282,41673,358,41321,379,60355,2263,42010,971,41690,538,45410,1352,58299,3028,36329,2561,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,40060,330,38681,816,37686,777,61174,3510,42008,1156,40810,990,41286,853,52231,2290,31618,1180,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,41129,281,40952,351,40541,359,60745,2866,42014,1196,40250,728,42302,1253,60504,1465,32108,2814,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,41855,470,40988,667,40707,702,50835,3261,42974,2527,50166,2244,44176,2871,62917,5376,32345,2715,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,55255,507,50114,489,49158,1118,61750,2149,57410,2373,58201,1655,53479,2515,90763,1035,40405,1939,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,56977,422,55837,615,55396,610,67597,6250,57380,1898,63003,2332,64912,2173,64070,3718,43292,4165,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,44844,529,42255,209,41966,213,55711,4206,46624,790,50950,641,53919,1669,61674,866,31830,875,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,48650,597,47364,418,47019,356,55459,4725,50382,556,51916,616,51885,781,59635,2032,38353,3577,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,35937,439,34978,1178,33747,1795,50873,2212,38580,3531,34768,3743,36676,952,48303,5928,40221,4959,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,40891,208,40677,252,40433,259,51049,1193,41733,505,41605,678,39424,1079,56628,1857,31991,1246,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,40359,556,38936,2077,37455,1435,49367,3405,41161,2222,41956,1218,45439,3338,53966,2353,30882,3198,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,41680,298,41033,377,40715,372,51314,1395,42554,2859,46556,1461,46088,1977,56230,2078,36383,1174,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,40655,359,38021,1005,37344,538,60557,8079,41681,1212,55231,2310,50197,2610,57084,4067,40956,2393,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,50606,418,50227,749,49638,1433,65781,7737,50960,1138,50368,1619,50506,2680,65669,5056,46950,7187,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,55708,360,53699,1094,52363,280,71632,2530,57668,2389,60838,631,61349,861,66671,3114,42275,3028,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,38383,1246,35659,842,35001,1480,52128,3929,45166,3524,36684,1944,44241,3548,62298,4007,29881,4359,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,50529,153,47555,601,46955,324,61366,870,51024,443,59352,1482,62181,770,61059,840,34531,3128,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,40208,194,38851,654,37912,672,50791,973,45151,1346,40439,556,41205,466,56189,2016,31866,764,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,46317,727,46414,1006,45836,1079,65326,7582,44318,3568,42185,2111,48491,3470,56243,3790,45435,7007,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,43169,511,41800,202,41550,206,56654,3548,46634,689,49187,1050,50774,680,62000,1189,35449,1393,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,38660,530,38476,748,37482,552,52288,4468,37429,2286,35877,595,37545,1037,54611,2904,32330,3128,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,43330,1113,41515,413,41111,419,57248,7054,46395,1383,53857,2245,49103,2456,57377,3677,34681,4410,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,46061,253,45038,484,44176,722,60419,2999,46912,759,51039,595,51278,585,60868,742,36707,1024,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,49207,1836,45345,1324,44618,2174,60811,4504,50353,2087,66339,4727,63886,5258,62222,6144,47269,6785,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,38653,667,37824,752,37375,464,51704,1435,41586,930,37305,882,40237,967,57002,3238,30996,1313,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,39002,975,37463,976,37096,659,50904,1515,40431,2049,37805,1693,41563,2130,47382,3846,40672,2619,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,39268,585,37140,281,36866,282,61446,4728,41976,909,41234,523,40537,790,59910,3493,36310,1489,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,41800,136,41239,162,40890,171,65399,5042,46021,792,45284,509,45021,806,57271,1808,32287,630,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,43325,1091,41790,359,41233,360,61857,3322,47401,2808,43486,2131,46594,1209,60272,2691,37471,6548,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,43888,1800,41524,699,41089,697,55636,6743,50270,2957,48327,2531,50140,1838,64047,6178,30083,3395,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,50179,226,45943,426,45373,437,61528,1367,52404,1379,47221,696,47475,1980,90438,1286,32816,2774,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,51204,254,50415,348,50145,391,61796,3753,51589,868,60273,806,51596,698,61481,1092,39136,4053,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,38751,1118,37444,1089,37256,799,53247,7319,40036,2860,37736,2301,35897,1365,64044,2707,32139,4477,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,43253,658,42103,200,41928,201,52402,4116,46035,861,50546,486,50337,825,57384,2494,32141,1101,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,46312,1006,46957,2462,46808,2355,50665,8004,41123,2018,47985,3921,47258,2771,50115,8185,40430,4657,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,22863,438,21638,386,21449,386,29435,7253,22129,1140,19394,891,28952,923,45190,10176,21695,1450,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
