GEO_ID,C17023_001E,C17023_001M,C17023_002E,C17023_002M,C17023_003E,C17023_003M,C17023_004E,C17023_004M,C17023_005E,C17023_005M,C17023_006E,C17023_006M,C17023_007E,C17023_007M,C17023_008E,C17023_008M,C17023_009E,C17023_009M,C17023_010E,C17023_010M,C17023_011E,C17023_011M,C17023_012E,C17023_012M,C17023_013E,C17023_013M,C17023_014E,C17023_014M,C17023_015E,C17023_015M,C17023_016E,C17023_016M,C17023_017E,C17023_017M,C17023_018E,C17023_018M,C17023_019E,C17023_019M,C17023_020E,C17023_020M,C17023_021E,C17023_021M,C17023_022E,C17023_022M,C17023_023E,C17023_023M,NAME,C17023_001EA,C17023_001MA,C17023_002EA,C17023_002MA,C17023_003MA,C17023_003EA,C17023_004EA,C17023_004MA,C17023_005MA,C17023_005EA,C17023_006MA,C17023_006EA,C17023_007EA,C17023_007MA,C17023_008EA,C17023_008MA,C17023_009EA,C17023_009MA,C17023_010MA,C17023_010EA,C17023_011MA,C17023_011EA,C17023_012EA,C17023_012MA,C17023_013EA,C17023_013MA,C17023_014MA,C17023_014EA,C17023_015EA,C17023_015MA,C17023_016MA,C17023_016EA,C17023_017EA,C17023_017MA,C17023_018EA,C17023_018MA,C17023_019EA,C17023_019MA,C17023_020EA,C17023_020MA,C17023_021MA,C17023_021EA,C17023_022EA,C17023_022MA,C17023_023EA,C17023_023MA,state
0400000US01,1213540,13821,166755,6801,51515,3368,25302,2499,26213,2071,115240,5398,15555,2239,5860,1238,9695,1838,99685,4939,26626,2374,73059,4598,1046785,12834,812159,10469,531781,8177,280378,7047,234626,8295,62684,3968,37759,3229,24925,2574,171942,7122,99235,4609,72707,5227,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,163800,3113,11530,1402,3189,607,821,284,2368,578,8341,1315,2523,610,871,451,1652,431,5818,1135,759,240,5059,1077,152270,3239,117159,3002,68844,2773,48315,3135,35111,2578,12586,1379,5164,952,7422,1102,22525,2030,9377,1327,13148,1792,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1598414,13914,199101,6307,79787,4481,33184,3149,46603,3517,119314,5013,24356,2486,8919,1536,15437,2081,94958,4438,23635,2337,71323,4252,1399313,13718,1073755,12123,693947,9595,379808,9431,325558,8812,112872,6185,60219,3787,52653,4635,212686,5862,112923,4575,99763,4614,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,761494,10038,104557,5132,38655,2791,17852,1950,20803,2076,65902,4376,11374,1579,3545,962,7829,1483,54528,4216,16125,2381,38403,3328,656937,9657,522642,8812,337547,6939,185095,5778,134295,6408,38750,3755,20044,2401,18706,2599,95545,5784,54945,3714,40600,3650,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8835906,26617,999318,15054,425891,10038,151624,5897,274267,7751,573427,11172,117468,6222,41990,3459,75478,5385,455959,10138,112619,5017,343340,8856,7836588,26834,5916402,26819,3406762,21190,2509640,19342,1920186,22771,659093,11826,392858,9836,266235,7565,1261093,18354,756950,13235,504143,11996,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1331861,11075,101276,4462,41722,2919,17045,1545,24677,2561,59554,3570,9389,1512,2657,859,6732,1417,50165,3430,8679,1396,41486,3322,1230585,10898,996318,9392,585967,8566,410351,6642,234267,7561,83635,4720,41398,3015,42237,3853,150632,6065,78614,4499,72018,4072,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,876188,9056,65154,3905,17968,1871,8917,1434,9051,1401,47186,3413,6767,1467,2800,993,3967,988,40419,3140,10107,1927,30312,2629,811034,9505,629621,8823,389833,7057,239788,6742,181413,7191,51239,4046,30547,3207,20692,2587,130174,5643,68390,4123,61784,4116,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,235385,4062,20424,2359,6121,1108,2963,590,3158,1058,14303,2168,2225,897,663,296,1562,777,12078,1911,2469,781,9609,1799,214961,4577,164295,4510,109698,3927,54597,3067,50666,3573,13958,1852,8191,1413,5767,1313,36708,2954,20442,1876,16266,2145,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,125178,3853,17494,2145,2534,1020,1278,532,1256,871,14960,1860,1774,879,827,452,947,710,13186,1741,3525,912,9661,1683,107684,3823,69323,3446,42739,2702,26584,2654,38361,3157,9060,1655,5367,1150,3693,989,29301,2662,16948,1976,12353,1856,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4806611,27227,541342,12813,210481,7816,108746,5098,101735,5289,330861,10172,60275,4337,22772,2358,37503,3798,270586,9197,75076,4525,195510,8686,4265269,27423,3234295,25245,2218608,20306,1015687,14129,1030974,14937,299386,8623,175677,7000,123709,6456,731588,14779,424366,10107,307222,9933,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2466415,18717,321564,10162,108946,6411,45659,3585,63287,5312,212618,8720,28936,3554,10616,1697,18320,2653,183682,7523,48182,4059,135500,6120,2144851,17728,1641463,16987,990438,13670,651025,10537,503388,12765,138453,5587,74605,4510,63848,4535,364935,10670,199330,6009,165605,8479,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,309386,5548,21219,2256,9261,1511,5010,1044,4251,989,11958,1693,3184,840,1385,517,1799,652,8774,1431,2431,663,6343,1278,288167,5332,223190,5096,139953,4861,83237,3694,64977,3212,21686,2171,14877,1556,6809,1286,43291,2925,30691,2595,12600,1478,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,400347,7093,43746,3497,20925,2597,10864,1871,10061,1646,22821,2770,3594,940,770,479,2824,847,19227,2657,3479,990,15748,2423,356601,6930,299928,6500,183270,5011,116658,4881,56673,3799,19733,2305,8310,1278,11423,1957,36940,3208,18316,2118,18624,2382,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3099463,16945,304063,7705,104504,4746,40594,2694,63910,3932,199559,6666,28205,2850,11293,1487,16912,2091,171354,6420,36242,2953,135112,5968,2795400,17541,2181036,16720,1315423,12769,865613,11490,614364,13408,185757,7465,106518,5122,79239,4718,428607,10930,240917,7143,187690,6768,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
