GEO_ID,B25055_001E,B25055_001M,B25055_002E,B25055_002M,B25055_003E,B25055_003M,B25055_004E,B25055_004M,B25055_005E,B25055_005M,B25055_006E,B25055_006M,B25055_007E,B25055_007M,B25055_008E,B25055_008M,B25055_009E,B25055_009M,B25055_010E,B25055_010M,B25055_011E,B25055_011M,B25055_012E,B25055_012M,B25055_013E,B25055_013M,NAME,B25055_001EA,B25055_001MA,B25055_002EA,B25055_002MA,B25055_003MA,B25055_003EA,B25055_004MA,B25055_004EA,B25055_005EA,B25055_005MA,B25055_006EA,B25055_006MA,B25055_007MA,B25055_007EA,B25055_008EA,B25055_008MA,B25055_009MA,B25055_009EA,B25055_010EA,B25055_010MA,B25055_011EA,B25055_011MA,B25055_012EA,B25055_012MA,B25055_013EA,B25055_013MA,state
0400000US13,1317775,16188,1024926,15011,3557,948,1021369,15124,152310,5772,807,433,151503,5788,82196,4535,3142,935,79054,4630,58343,3796,14167,1955,44176,3466,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,181861,4731,130297,4008,517,383,129780,4019,24104,2155,27,44,24077,2148,15667,1937,182,178,15485,1895,11793,1493,1404,525,10389,1372,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,172157,6068,133778,5274,344,278,133434,5238,17911,2311,159,238,17752,2293,10902,1302,177,149,10725,1314,9566,1773,2600,832,6966,1522,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1592982,15714,1162625,13539,5362,1277,1157263,13566,204428,6463,1878,735,202550,6352,118503,4739,3186,940,115317,4766,107426,4436,28594,2564,78832,3687,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,756595,9968,552918,9660,3179,1128,549739,9771,97932,3590,1193,710,96739,3505,57156,3540,2081,851,55075,3430,48589,2739,12255,1523,36334,2711,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,341503,8073,249013,6856,1892,873,247121,6924,40107,2752,141,148,39966,2738,19443,2167,550,285,18893,2107,32940,1845,11332,1386,21608,1502,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,352021,7197,258182,6120,731,502,257451,6151,40628,2566,611,335,40017,2582,25522,2328,611,313,24911,2313,27689,2499,9521,1447,18168,1877,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,524356,9605,389302,8031,1574,708,387728,7743,72510,4414,954,545,71556,4239,36807,2496,494,395,36313,2474,25737,1929,5372,1193,20365,1902,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,544128,10529,412788,8780,2317,885,410471,8720,72264,4301,505,518,71759,4290,36127,2342,1026,599,35101,2297,22949,2334,4778,1200,18171,2002,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,146354,4612,91062,4004,881,564,90181,4091,23579,2427,192,183,23387,2410,13947,1548,153,175,13794,1546,17766,1886,5466,1482,12300,1400,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,713136,10420,515053,9049,1918,718,513135,9051,94260,4580,474,287,93786,4572,55132,3670,1002,468,54130,3708,48691,2975,12921,1480,35770,2528,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,942501,12874,645365,10733,3649,1048,641716,10500,130417,5528,1387,711,129030,5398,84684,3708,1948,761,82736,3702,82035,3874,14441,2080,67594,3642,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1079747,11842,766556,9975,3002,822,763554,9859,148272,4751,1331,513,146941,4757,85774,3503,2136,639,83638,3509,79145,4254,22358,2545,56787,3159,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,597875,9692,428278,7870,2420,733,425858,7931,68779,3000,1090,453,67689,3013,39945,2539,1543,607,38402,2456,60873,3178,20810,1987,40063,2653,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,313250,7745,236773,6637,2421,1019,234352,6559,42125,3089,299,273,41826,3094,21774,2091,626,481,21148,1971,12578,1459,2913,844,9665,1377,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,754782,12491,541819,10583,1327,616,540492,10724,103025,4877,992,564,102033,4821,56329,3176,855,418,55474,3064,53609,3441,11954,1579,41655,3078,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,125560,4629,89062,4323,547,485,88515,4326,16125,1485,363,291,15762,1516,9435,1287,380,242,9055,1271,10938,1435,3547,809,7391,1290,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,238274,4666,175813,4421,619,350,175194,4386,27039,2038,437,284,26602,2033,14866,1499,526,339,14340,1525,20556,1620,8233,1211,12323,1265,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,464472,8400,332887,7799,2600,921,330287,7703,67792,3425,334,227,67458,3414,41860,2727,502,310,41358,2742,21933,2255,3577,960,18356,1907,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,144478,5241,97778,4739,283,311,97495,4696,21376,2266,60,99,21316,2269,11885,1558,106,173,11779,1565,13439,1721,3122,827,10317,1496,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1134300,10791,781625,9773,4359,1208,777266,9934,167999,5446,998,567,167001,5369,95222,4191,1078,527,94144,4173,89454,3963,13335,1666,76119,3710,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,229566,5651,169518,5457,1170,657,168348,5346,30959,2599,139,171,30820,2599,16986,1962,486,514,16500,1811,12103,1495,3334,1327,8769,1264,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3266423,19641,2188904,16315,12559,1796,2176345,16065,487617,9672,4225,1149,483392,9576,318329,6576,5501,1429,312828,6548,271573,6620,24451,2525,247122,6178,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1290673,14293,971491,10877,2535,949,968956,10936,168067,6175,1424,831,166643,6132,89192,5116,1820,673,87372,4987,61923,4005,14901,1944,47022,3201,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,112531,4270,84566,4076,60,67,84506,4083,12095,1962,0,151,12095,1962,6086,1000,148,173,5938,981,9784,1229,2994,868,6790,1007,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1512713,14860,1075348,13330,7747,1656,1067601,13303,215962,6185,3083,999,212879,6172,117496,4400,2413,749,115083,4363,103907,4178,27395,2622,76512,3755,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,461759,7453,346665,6828,1745,572,344920,6775,58852,2917,778,322,58074,2951,30217,2160,812,423,29405,2102,26025,1933,8256,1229,17769,1679,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,577469,9503,418594,8832,1066,586,417528,8844,72783,4262,1406,691,71377,4240,43825,2922,3282,1083,40543,2662,42267,2896,18467,2107,23800,2025,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1461555,14061,989836,12265,4029,1193,985807,12686,196798,6877,2240,807,194558,6899,128713,5940,3190,862,125523,5705,146208,4270,33876,2755,112332,3381,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,160923,5429,105004,4458,732,559,104272,4455,24107,1943,128,150,23979,1938,17169,1989,631,573,16538,1885,14643,1437,2266,892,12377,1219,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,537909,10690,403086,8657,1663,763,401423,8540,67051,3955,1215,694,65836,3872,41711,3300,1363,716,40348,3233,26061,2487,7496,1455,18565,2055,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,99981,3699,69991,3412,325,248,69666,3405,10902,1374,230,277,10672,1330,6154,1042,269,212,5885,1010,12934,1742,3994,1010,8940,1617,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,799206,12752,595639,10776,3283,1098,592356,10781,105779,5798,506,403,105273,5741,56206,3985,921,520,55285,3993,41582,2763,10692,1469,30890,2641,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3472961,27141,2745728,23626,16751,2961,2728977,23584,383972,8805,2418,865,381554,8685,199611,6933,4343,918,195268,7017,143650,5368,44434,2912,99216,4668,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,275228,7402,222805,6897,3078,1018,219727,7021,26638,2514,81,97,26557,2494,14093,1786,405,261,13688,1781,11692,1561,4341,1032,7351,1090,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,69352,3084,48478,2705,294,262,48184,2685,8478,1213,0,149,8478,1213,5936,1172,69,109,5867,1164,6460,1142,2084,775,4376,875,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1029623,12865,779946,12055,2873,891,777073,11919,128330,5511,1206,601,127124,5380,65543,3865,1454,715,64089,3665,55804,3464,17186,2175,38618,2878,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,984398,13442,737966,12769,2214,877,735752,12948,115742,4641,860,418,114882,4656,64737,4060,2071,754,62666,3965,65953,3787,24905,2449,41048,2608,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,172194,5420,123650,4606,183,158,123467,4591,23900,1950,395,391,23505,1910,14978,1934,173,152,14805,1946,9666,1371,1021,462,8645,1305,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,736085,9530,522901,8831,3818,1020,519083,8848,93473,5070,1222,503,92251,5020,51320,2631,1398,618,49922,2639,68391,3136,16861,1944,51530,2818,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,65481,3507,49442,3217,249,255,49193,3244,7987,1409,32,58,7955,1406,4492,991,60,103,4432,993,3560,939,746,355,2814,845,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,247289,6606,174319,5757,2559,772,171760,5717,33768,2397,837,429,32931,2401,23796,2081,109,108,23687,2108,15406,1791,47,77,15359,1796,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
