C08526_022E,C08526_022M,C08526_023E,C08526_023M,C08526_024E,C08526_024M,C08526_025E,C08526_025M,C08526_026E,C08526_026M,C08526_027E,C08526_027M,C08526_028E,C08526_028M,C08526_029E,C08526_029M,C08526_030E,C08526_030M,C08526_031E,C08526_031M,C08526_032E,C08526_032M,C08526_033E,C08526_033M,C08526_034E,C08526_034M,C08526_035E,C08526_035M,C08526_036E,C08526_036M,C08526_037E,C08526_037M,C08526_038E,C08526_038M,C08526_039E,C08526_039M,C08526_040E,C08526_040M,C08526_041E,C08526_041M,C08526_042E,C08526_042M,C08526_043E,C08526_043M,C08526_044E,C08526_044M,C08526_045E,C08526_045M,C08526_046E,C08526_046M,C08526_047E,C08526_047M,C08526_048E,C08526_048M,C08526_049E,C08526_049M,C08526_050E,C08526_050M,C08526_051E,C08526_051M,C08526_052E,C08526_052M,C08526_053E,C08526_053M,C08526_054E,C08526_054M,C08526_055E,C08526_055M,C08526_056E,C08526_056M,C08526_057E,C08526_057M,C08526_058E,C08526_058M,C08526_059E,C08526_059M,C08526_060E,C08526_060M,C08526_061E,C08526_061M,C08526_062E,C08526_062M,C08526_063E,C08526_063M,C08526_064E,C08526_064M,C08526_065E,C08526_065M,C08526_066E,C08526_066M,C08526_067E,C08526_067M,C08526_068E,C08526_068M,C08526_069E,C08526_069M,C08526_070E,C08526_070M,C08526_071E,C08526_071M,C08526_072E,C08526_072M,C08526_073E,C08526_073M,C08526_074E,C08526_074M,C08526_075E,C08526_075M,C08526_076E,C08526_076M,C08526_077E,C08526_077M,C08526_078E,C08526_078M,C08526_079E,C08526_079M,C08526_080E,C08526_080M,C08526_081E,C08526_081M,C08526_082E,C08526_082M,C08526_083E,C08526_083M,C08526_084E,C08526_084M,GEO_ID,C08526_001E,C08526_001M,C08526_002E,C08526_002M,C08526_003E,C08526_003M,C08526_004E,C08526_004M,C08526_005E,C08526_005M,C08526_006E,C08526_006M,C08526_007E,C08526_007M,C08526_008E,C08526_008M,C08526_009E,C08526_009M,C08526_010E,C08526_010M,C08526_011E,C08526_011M,C08526_012E,C08526_012M,C08526_013E,C08526_013M,C08526_014E,C08526_014M,C08526_015E,C08526_015M,C08526_016E,C08526_016M,C08526_017E,C08526_017M,C08526_018E,C08526_018M,C08526_019E,C08526_019M,C08526_020E,C08526_020M,C08526_021E,C08526_021M,C08526_022MA,C08526_022EA,C08526_023MA,C08526_023EA,C08526_024MA,C08526_024EA,C08526_025MA,C08526_025EA,C08526_026MA,C08526_026EA,C08526_027MA,C08526_027EA,C08526_028MA,C08526_028EA,C08526_029EA,C08526_029MA,C08526_030MA,C08526_030EA,C08526_031MA,C08526_031EA,C08526_032MA,C08526_032EA,C08526_033MA,C08526_033EA,C08526_034EA,C08526_034MA,C08526_035MA,C08526_035EA,C08526_036MA,C08526_036EA,C08526_037MA,C08526_037EA,C08526_038MA,C08526_038EA,C08526_039EA,C08526_039MA,C08526_040EA,C08526_040MA,C08526_041MA,C08526_041EA,C08526_042MA,C08526_042EA,C08526_043MA,C08526_043EA,C08526_044EA,C08526_044MA,C08526_045EA,C08526_045MA,C08526_046MA,C08526_046EA,C08526_047MA,C08526_047EA,C08526_048EA,C08526_048MA,C08526_049MA,C08526_049EA,C08526_050MA,C08526_050EA,C08526_051EA,C08526_051MA,C08526_052EA,C08526_052MA,C08526_053EA,C08526_053MA,C08526_054MA,C08526_054EA,C08526_055MA,C08526_055EA,C08526_056MA,C08526_056EA,C08526_057EA,C08526_057MA,C08526_058EA,C08526_058MA,C08526_059MA,C08526_059EA,C08526_060MA,C08526_060EA,C08526_061MA,C08526_061EA,C08526_062EA,C08526_062MA,C08526_063EA,C08526_063MA,C08526_064MA,C08526_064EA,C08526_065MA,C08526_065EA,C08526_066MA,C08526_066EA,C08526_067MA,C08526_067EA,C08526_068EA,C08526_068MA,C08526_069MA,C08526_069EA,C08526_070MA,C08526_070EA,C08526_071MA,C08526_071EA,C08526_072MA,C08526_072EA,C08526_073EA,C08526_073MA,C08526_074MA,C08526_074EA,C08526_075MA,C08526_075EA,C08526_076MA,C08526_076EA,C08526_077MA,C08526_077EA,C08526_078MA,C08526_078EA,C08526_079MA,C08526_079EA,C08526_080MA,C08526_080EA,C08526_081MA,C08526_081EA,C08526_082MA,C08526_082EA,C08526_083MA,C08526_083EA,C08526_084EA,C08526_084MA,NAME,C08526_001MA,C08526_001EA,C08526_002EA,C08526_002MA,C08526_003EA,C08526_003MA,C08526_004MA,C08526_004EA,C08526_005MA,C08526_005EA,C08526_006MA,C08526_006EA,C08526_007EA,C08526_007MA,C08526_008EA,C08526_008MA,C08526_009MA,C08526_009EA,C08526_010MA,C08526_010EA,C08526_011MA,C08526_011EA,C08526_012MA,C08526_012EA,C08526_013EA,C08526_013MA,C08526_014MA,C08526_014EA,C08526_015MA,C08526_015EA,C08526_016MA,C08526_016EA,C08526_017MA,C08526_017EA,C08526_018EA,C08526_018MA,C08526_019MA,C08526_019EA,C08526_020MA,C08526_020EA,C08526_021MA,C08526_021EA,state
198696,6268,199452,5979,553349,7628,173100,6003,99458,4735,74937,3852,1193,386,239581,7406,4774,1296,19190,1988,37280,2558,5543,1082,21913,2278,8302,1438,15920,1981,24643,2491,61388,3395,22579,2651,10488,1742,7347,1174,214,257,104254,4416,358,252,1759,755,5476,1035,990,455,14180,1867,2719,685,14720,1561,14240,1611,27539,2298,13674,2019,3283,866,5316,1185,0,189,127237,5382,5477,613,4443,772,8899,1141,1901,575,15626,1716,5971,1173,9794,1354,12049,1524,32539,3071,21264,2451,6047,1066,3148,753,79,132,157355,5052,13954,1173,6494,1308,10993,1353,4609,952,8739,1173,4568,826,20475,2011,30999,2269,39071,2868,6868,1102,7984,1306,2601,717,0,189,0400000US27,2876109,11512,62029,2678,174886,5875,391701,7749,84927,4179,315660,8261,132452,5203,259605,6931,281383,7000,713886,9461,237485,7614,127260,5099,93349,4094,1486,499,2247682,12655,37466,1900,143000,5180,329053,7049,71884,3726,255202,7545,110892,4354,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
58007,4346,60918,4814,243103,7347,93463,5381,41675,3682,57322,4274,6069,1210,104622,5627,4558,1320,12267,1762,16740,2731,2017,786,9332,1815,2860,807,4147,1105,6299,1491,24956,2469,12541,1890,4602,1134,3882,1178,421,333,3393,871,124,222,64,113,519,438,0,189,94,93,108,130,33,61,383,382,1026,519,563,405,406,252,73,76,0,189,34704,3195,2023,912,1756,764,3305,1084,718,387,4351,1091,3595,1283,993,542,1249,546,5646,1424,3827,1094,3236,1018,580,393,3425,500,25115,2892,1516,806,2067,948,982,429,711,381,2886,928,1602,707,2500,841,4224,1150,3820,1046,1258,628,2903,1068,492,322,154,246,0400000US28,1141953,11389,28259,2652,74194,4342,157600,6932,29707,3113,140117,6603,57880,4375,65680,4519,73073,5007,278551,7698,111652,5678,52822,4220,62349,4591,10069,1255,974119,11861,20038,2086,58040,4363,136054,6391,26261,2936,123454,6340,49715,3981,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
214569,7377,221868,8487,575446,11115,201228,7854,108236,5604,106538,5938,8764,1620,250690,8492,3832,827,25000,3838,33320,2612,5480,1492,27941,2995,9385,1625,14960,1807,22407,2643,57169,3831,29052,3301,11505,1641,9681,1778,958,609,46905,4174,156,135,1268,614,3226,1178,656,399,5939,1298,2461,1003,2359,776,6102,1320,12469,1996,8903,1785,1496,500,1643,659,227,227,89339,4344,2519,819,4811,1205,7051,1415,1146,426,11803,2037,5898,1518,3937,1203,8219,1673,21167,2065,15413,2230,5184,1173,1516,424,675,509,136530,5876,9597,1556,8447,1288,7186,985,4135,1127,9589,1841,4827,1330,17767,2292,26407,2592,21608,2095,7217,1322,8275,1483,2067,728,9408,711,0400000US29,2886690,18643,49761,3404,184080,6765,328295,9345,77823,4894,334212,9109,148079,7376,253592,8785,285003,9589,687859,12021,261813,8837,134696,6499,121445,6311,20032,1763,2363226,19292,33657,2641,144554,5702,277512,9009,66406,4251,278940,8741,125508,6135,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
27370,2308,26847,2762,88013,3891,34471,2919,18450,2191,24272,1982,2510,749,49434,3763,3693,881,6194,1593,2641,970,540,307,5878,1495,1099,524,3080,874,3180,976,12119,1759,5024,1329,2010,805,3311,927,665,405,3830,1278,275,192,136,172,100,119,0,189,151,141,0,189,55,71,283,257,1480,842,930,642,166,264,254,201,0,189,39332,3226,5779,1226,2233,663,990,437,342,220,3832,902,1098,512,1777,720,2708,677,9425,1698,6313,1307,2318,784,2274,764,243,174,29109,2309,5869,1071,2890,838,634,295,648,326,1410,482,597,348,2638,829,5493,859,4354,907,2206,669,1778,609,592,351,0,189,0400000US30,479416,7204,31730,2375,43422,3214,19914,2262,11154,1759,54841,3773,21746,2516,34920,2756,38511,2801,115391,4865,48944,3842,24722,2531,30703,2357,3418,844,357711,6492,16114,1627,31969,2871,15549,2019,9624,1790,43570,3494,18952,2322,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
78871,3563,67929,2862,194589,6091,59283,3070,34891,2528,32371,2146,4658,998,88881,4615,2606,568,8350,1486,12789,1821,1350,490,9605,1683,4179,1021,6285,1377,6814,1439,19653,1886,10709,1874,3172,811,2839,788,530,387,7690,1395,54,65,319,314,403,310,235,357,1613,583,50,67,629,430,1416,649,1059,465,1627,624,19,34,266,209,0,189,44152,2737,3703,873,1965,741,3316,870,717,345,4562,963,3448,907,2521,643,2583,703,12837,1514,5393,1034,1864,481,1184,425,59,72,38329,2511,8377,1001,2672,863,1868,638,1437,552,2525,666,1413,512,3351,866,6041,1100,6792,1053,1435,465,1560,387,836,341,22,29,0400000US31,997028,7665,42864,2273,68622,3513,103969,3906,30827,2685,114916,4662,61742,3140,91657,3983,84783,2978,234930,6459,78447,4112,41506,2793,37496,2384,5269,1067,817976,8732,28124,2154,55316,3232,85593,3918,27088,2546,96611,4042,52652,2780,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
75141,4353,110149,5937,162315,6586,268283,8752,42326,3374,43083,3648,7215,1072,137730,7426,3515,1015,10298,2241,7671,1790,2981,1106,15803,2469,6664,1238,7284,1503,17291,2385,16850,1956,35763,3669,7643,1689,5170,1003,797,474,48873,4494,4287,967,524,367,841,446,673,843,10296,2208,2008,887,1736,777,4752,1142,3629,1162,16837,2563,2639,1230,542,389,109,178,56781,4577,1620,693,1631,588,1735,652,874,461,9470,1724,3636,1147,3401,1110,6005,1283,6337,1329,16425,2641,3395,1119,1982,742,270,163,48105,3466,701,443,2715,1110,2047,852,1423,1075,3596,1008,1519,588,9297,1761,14454,1977,6492,1411,2502,647,2639,849,645,292,75,124,0400000US32,1316032,11725,20542,2123,81872,5289,58914,4474,26146,3450,158962,5460,66123,4423,96859,5230,152651,6546,195623,7778,339810,9260,58642,3861,51422,3956,8466,1258,1024543,12383,10419,1602,66704,4596,46620,3624,20195,2492,119797,4890,52296,4188,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
43945,2831,47068,3456,139093,4772,43602,3677,19921,2019,20880,2226,992,569,49705,4093,488,237,4218,962,5673,1193,1358,885,7747,1580,1435,732,3296,989,3844,890,12339,1704,5527,1295,2450,792,1138,471,192,303,4026,1149,69,112,285,430,265,333,40,72,446,259,208,344,0,189,375,302,1601,614,687,490,50,83,0,189,0,189,27899,2577,566,369,1923,858,2482,803,116,110,3569,997,1073,476,942,378,1530,619,8364,1399,4931,1190,1824,704,427,339,152,139,45424,3300,1639,906,2942,1038,3655,965,1787,749,3461,943,483,296,7589,1468,11185,1513,7754,1263,1804,801,2642,901,259,168,224,417,0400000US33,648037,9330,5964,1235,40066,3092,77413,4844,17588,2324,87133,4521,23246,2761,55772,3101,64002,3839,169151,5139,56551,4148,26887,2283,22704,2244,1560,765,520983,8865,3202,759,30698,2716,65338,4680,14287,1909,71910,4100,20047,2560,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
290958,8093,368102,9598,775044,15282,227517,8304,134868,6055,133853,5491,7195,1235,312454,12776,1102,517,31808,3229,35688,3925,13196,2122,36353,3932,17020,2140,18024,1937,35598,4015,63870,4095,33928,3706,15755,2535,9632,1792,480,423,224999,7989,0,189,7627,1681,16232,2348,5803,1330,32469,3053,17814,3045,29847,2670,24836,2736,41424,2995,31580,3476,11787,2103,5580,1151,0,189,215064,9292,1023,609,11798,2582,17664,2536,5332,1123,32552,3971,11261,1657,13659,1640,18703,2587,39513,2806,41357,5144,15070,2175,5125,1163,2007,461,175053,6184,1418,654,9469,1826,11795,1593,9778,2033,11625,1558,4734,1101,31339,2575,52151,3182,23476,2273,8257,1457,8322,1538,2526,727,163,209,0400000US34,3978088,24028,14868,2213,236246,7913,344752,8978,147316,6313,470606,12237,242754,8464,383827,9846,499390,10902,943327,16492,342639,10910,185802,6978,156716,6098,9845,1256,3050518,23010,11325,1837,175544,5889,263373,8144,113207,5407,357607,10821,191925,6821,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
43175,3312,78838,4827,176993,6665,78877,5285,33971,3021,52143,4480,7959,1289,77907,5097,5680,1443,8236,1693,1883,698,1539,694,6689,1572,1848,680,4434,1245,7986,1362,18510,2146,10945,2138,3929,1075,5510,1014,718,408,8171,1549,280,289,173,211,163,153,73,121,493,371,207,183,167,157,1208,504,2199,796,1873,669,458,328,839,388,38,64,33855,3245,1720,548,1328,523,1062,581,750,605,4722,1125,1359,838,965,428,4596,1297,7798,1513,6011,1546,1550,608,1210,524,784,442,42276,3309,2366,764,2411,866,2600,693,1388,698,2939,806,1422,969,4104,1088,9167,1470,9130,1547,3584,1094,1917,605,1248,797,0,189,0400000US35,871327,12369,37894,3554,61352,4203,29965,3042,19703,2639,102770,5372,36809,4172,52845,3712,101795,5529,214630,7011,101290,6113,41825,3374,60950,4422,9499,1227,709118,13140,27848,2985,49204,3972,24257,2647,15953,2340,87927,5412,31973,3708,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
426881,9977,451998,9385,1462887,17920,372962,10399,225989,9468,279280,9030,13953,1936,622797,16193,3856,1022,57004,4661,46054,3084,16614,2085,66781,4770,32312,2865,41125,3125,60017,4496,168277,6730,67377,4758,34722,3454,28106,2756,552,316,2949400,26555,3338,983,143663,7095,98897,4922,61388,3924,268418,8526,122993,6680,504528,12213,473767,12751,673308,15825,352861,11661,148167,7207,97497,5304,575,359,767178,15724,7272,1282,25567,3149,29248,2920,12947,2093,98657,6460,33010,3070,94566,6363,88114,5801,207184,7811,106941,7480,44730,3844,14910,1706,4032,781,367645,11384,7085,1390,15158,2326,17737,2460,11392,1189,23059,2687,9241,1499,61882,4710,96394,5032,66492,4130,29979,3006,21553,1997,4934,1307,2739,623,0400000US36,9667841,32948,51173,3565,547932,13042,577631,11810,240489,6822,999058,16043,522279,12689,1128982,19101,1170290,19853,2578148,27113,930120,15145,475161,12750,424727,11642,21851,1960,4960821,27560,29622,2325,306540,9013,385695,8997,138148,5911,542143,13464,324723,9932,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
300056,9306,356997,9973,868825,14716,322802,10038,172003,7259,172085,6983,53838,3877,422808,12229,9603,2411,64650,5480,55088,4842,9572,1894,46459,4404,11744,1955,18371,2445,40200,4223,78334,5240,54011,4832,19012,2151,9196,1708,6568,1555,51017,4713,0,189,1634,791,2635,962,491,336,5594,1299,1287,585,5282,1085,7771,1709,12443,1892,11030,2432,1726,791,1027,493,97,150,131503,6425,3163,1054,6277,1583,10000,1665,2572,801,13429,2013,5276,1098,8748,1538,11471,1757,27043,2565,23527,2734,7734,1735,2677,799,9586,1334,227544,8563,5330,1585,15895,2848,17527,2169,8327,1416,16034,2610,6981,1570,36052,3341,62428,3915,29683,2294,11935,2113,11305,1858,3318,1275,2729,835,0400000US37,4520809,21089,53476,4279,317692,10197,556391,12225,118502,6204,528556,13071,186282,7596,368509,9847,478867,11258,1016328,16707,423305,10938,211780,7445,188303,7409,72818,3828,3687937,23962,35380,2978,229236,8018,471141,10985,97540,5371,447040,12462,160994,7370,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
23676,2611,25392,2186,80939,3474,27232,2771,15019,1605,14717,1605,5139,945,39413,3412,4231,998,4086,1000,3393,824,1268,673,2890,908,2400,620,1574,546,3235,1154,7922,1415,3254,941,2162,698,1755,606,1243,613,1336,558,64,68,92,157,100,107,0,189,28,51,150,193,0,189,129,113,480,378,156,199,80,96,51,91,6,10,20613,1862,3157,804,443,228,932,344,704,497,2077,662,1061,462,1073,639,1345,612,4929,944,2540,803,1292,367,924,420,136,146,18103,1810,6010,812,570,235,520,301,299,204,1241,479,818,384,1661,852,1493,451,3517,756,752,371,893,313,122,89,207,281,0400000US38,437559,5770,44735,2674,36297,3015,30489,3014,16942,1842,48796,3942,25255,2298,27984,2906,31594,2651,97787,4070,33934,3144,19446,1848,17569,1783,6731,973,358094,6848,31273,2402,31106,2838,25544,2606,14671,1567,42560,3781,20826,2087,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
370592,9336,397072,10548,1097340,15941,381784,10501,195283,6393,180768,5985,5521,902,418407,11880,6186,1358,34722,3110,70254,4540,9204,1661,50963,3875,17248,2269,25220,2588,38570,3045,84776,4465,50731,3922,18332,2535,11529,1826,672,445,95066,5325,206,157,1981,725,7953,1466,1126,438,12701,1975,3107,811,7940,1227,9657,1391,23103,2241,20041,2523,3147,854,4104,961,0,189,184337,7316,5141,1442,6217,1270,18895,2483,2523,671,24504,2708,8484,1382,10560,1543,13581,1613,43272,2962,37640,3134,9986,1426,3494,810,40,50,200420,7634,8402,1774,9769,1847,18133,2127,7582,1313,16037,2039,6344,1172,29673,2895,45218,3350,32881,2879,11087,1662,12832,1781,2462,687,0,189,0400000US39,5393979,20740,58010,4119,271769,8625,836975,13523,146411,6403,632738,12676,269168,7793,443985,10585,504098,12148,1281372,16813,501283,11068,239580,7429,202357,6731,6233,915,4495749,23996,38075,2764,219080,7391,721740,12256,125976,5836,528533,12233,233985,7070,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
107904,4851,113173,4185,320745,7177,131275,4870,71565,4182,88725,3925,11752,1607,177658,6698,7686,1307,23993,2831,17938,1823,3694,1007,20762,2076,5816,1092,8105,1403,15674,1936,35539,2897,21661,2782,8540,1426,7512,1477,738,388,6872,1295,78,75,323,296,682,451,186,149,1039,527,176,218,416,286,419,178,1930,528,1190,434,255,162,178,146,0,189,54642,3481,2080,643,3781,809,3320,802,1167,435,7273,1307,2373,748,2034,554,3985,684,11353,1615,10206,1697,3705,814,1775,473,1590,528,65232,3392,6458,952,5127,1341,2749,645,1864,515,4252,829,1826,548,7868,1344,12530,1437,8884,1203,3021,1135,4893,1103,1324,481,4436,679,0400000US40,1730466,11506,87701,4111,123703,5129,160072,5250,46134,2826,200416,5114,87540,4115,126327,5503,145781,4856,378451,7968,167353,6028,88958,4616,99514,4309,18516,1625,1426062,11723,71399,3786,90479,4670,135383,4719,39223,2440,167090,4818,77349,3944,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
