GEO_ID,B16008_001E,B16008_001M,B16008_002E,B16008_002M,B16008_003E,B16008_003M,B16008_004E,B16008_004M,B16008_005E,B16008_005M,B16008_006E,B16008_006M,B16008_007E,B16008_007M,B16008_008E,B16008_008M,B16008_009E,B16008_009M,B16008_010E,B16008_010M,B16008_011E,B16008_011M,B16008_012E,B16008_012M,B16008_013E,B16008_013M,B16008_014E,B16008_014M,B16008_015E,B16008_015M,B16008_016E,B16008_016M,B16008_017E,B16008_017M,B16008_018E,B16008_018M,B16008_019E,B16008_019M,B16008_020E,B16008_020M,B16008_021E,B16008_021M,B16008_022E,B16008_022M,B16008_023E,B16008_023M,B16008_024E,B16008_024M,B16008_025E,B16008_025M,B16008_026E,B16008_026M,B16008_027E,B16008_027M,B16008_028E,B16008_028M,B16008_029E,B16008_029M,B16008_030E,B16008_032E,B16008_030M,B16008_031E,B16008_031M,B16008_032M,B16008_033E,B16008_033M,B16008_034E,B16008_034M,B16008_035E,B16008_035M,B16008_036E,B16008_036M,B16008_037E,B16008_037M,B16008_038E,B16008_038M,B16008_039E,B16008_039M,B16008_040E,B16008_040M,B16008_041E,B16008_041M,B16008_042E,B16008_042M,B16008_043E,B16008_043M,B16008_044E,B16008_044M,B16008_045E,B16008_045M,B16008_046E,B16008_046M,B16008_047E,B16008_047M,B16008_048E,B16008_048M,B16008_049E,B16008_049M,B16008_050E,B16008_050M,B16008_051E,B16008_051M,B16008_052E,B16008_052M,B16008_053E,B16008_053M,NAME,B16008_001EA,B16008_001MA,B16008_002EA,B16008_002MA,B16008_003MA,B16008_003EA,B16008_004MA,B16008_004EA,B16008_005MA,B16008_005EA,B16008_006MA,B16008_006EA,B16008_007EA,B16008_007MA,B16008_008EA,B16008_008MA,B16008_009MA,B16008_009EA,B16008_010MA,B16008_010EA,B16008_011MA,B16008_011EA,B16008_012EA,B16008_012MA,B16008_013EA,B16008_013MA,B16008_014MA,B16008_014EA,B16008_015EA,B16008_015MA,B16008_016MA,B16008_016EA,B16008_017MA,B16008_017EA,B16008_018EA,B16008_018MA,B16008_019EA,B16008_019MA,B16008_020EA,B16008_020MA,B16008_021EA,B16008_021MA,B16008_022MA,B16008_022EA,B16008_023EA,B16008_023MA,B16008_024EA,B16008_024MA,B16008_025EA,B16008_025MA,B16008_026EA,B16008_026MA,B16008_027EA,B16008_027MA,B16008_028MA,B16008_028EA,B16008_029EA,B16008_029MA,B16008_030EA,B16008_030MA,B16008_032EA,B16008_032MA,B16008_031EA,B16008_031MA,B16008_033MA,B16008_033EA,B16008_034EA,B16008_034MA,B16008_035EA,B16008_035MA,B16008_036EA,B16008_036MA,B16008_037EA,B16008_037MA,B16008_038MA,B16008_038EA,B16008_039MA,B16008_039EA,B16008_040EA,B16008_040MA,B16008_041EA,B16008_041MA,B16008_042EA,B16008_042MA,B16008_043MA,B16008_043EA,B16008_044MA,B16008_044EA,B16008_045EA,B16008_045MA,B16008_046EA,B16008_046MA,B16008_047EA,B16008_047MA,B16008_048MA,B16008_048EA,B16008_049MA,B16008_049EA,B16008_050MA,B16008_050EA,B16008_051EA,B16008_051MA,B16008_052EA,B16008_052MA,B16008_053MA,B16008_053EA,state
0400000US13,9565500,4170,8550563,16157,1791976,6077,1544109,9179,184444,7162,147092,7187,37352,3893,63423,5534,53745,5097,9678,1957,6758587,14859,6483777,15931,185763,8873,150782,7931,34981,3665,89047,6045,76433,5997,12614,2280,1014937,16240,428106,11700,18625,2624,9442,1641,1545,723,1099,607,446,474,7638,1896,5792,1378,1846,829,409481,10960,114525,47641,5831,86374,6190,5175,38733,3835,208582,8629,124867,7146,83715,4795,586831,16534,42453,4264,6664,1722,18827,2909,13681,2757,5146,1361,16962,2792,11523,2436,5439,1517,544378,14859,69276,5643,292257,10221,61146,5784,231111,9456,182845,10733,88212,6700,94633,8122,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1339510,710,1087128,8806,207023,2466,170585,3972,6078,1424,4872,1360,1206,647,30360,3483,23731,3321,6629,1634,880105,8258,777825,9256,16139,2779,12618,2181,3521,1211,86141,5416,66174,4949,19967,2685,252382,8810,146168,6208,3569,928,1691,534,44,72,44,72,0,182,1834,661,1061,484,773,420,142599,6062,27160,2424,2644,3901,926,752,1477,851,111538,5760,44878,3428,66660,4250,106214,6325,8521,1839,1354,656,719,485,561,437,158,178,6448,1691,3190,1272,3258,1074,97693,5551,11497,1806,5133,1218,1664,899,3469,908,81063,5374,21483,2393,59580,4689,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1543083,1127,1449591,5649,314815,2147,285882,3387,24847,2618,19966,2502,4881,1582,4086,1348,3574,1293,512,281,1134776,5230,1082272,6530,42463,3810,37907,3563,4556,1044,10041,1658,9427,1643,614,291,93492,5469,35707,2985,1640,828,1016,752,200,185,140,153,60,100,424,363,329,313,95,160,34067,2771,8973,6091,1532,14335,2403,1541,8244,1800,10759,1835,5198,1325,5561,1330,57785,5253,3879,1381,765,713,1766,912,1569,868,197,205,1348,800,940,679,408,280,53906,4582,6087,1500,33625,3604,8314,1753,25311,3386,14194,2276,8074,1664,6120,1523,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12080329,2724,10263395,22351,2097551,7578,1629184,9435,356326,8112,302121,7977,54205,4396,112041,5945,97805,5917,14236,1796,8165844,18897,7465724,17982,499728,10793,426703,9760,73025,4048,200392,8275,175645,7818,24747,2755,1816934,21922,878555,15230,26746,2932,13922,2062,4637,1077,3562,947,1075,378,8187,1758,6693,1449,1494,674,851809,14666,123598,107682,6030,245041,7571,5711,137359,5040,483170,11230,269812,9729,213358,7007,938379,18452,56222,5465,5662,1272,23472,3412,17845,2908,5627,1471,27088,3367,17723,2745,9365,2080,882157,16125,62053,4591,504440,13290,117003,6767,387437,11679,315664,11219,152176,7140,163488,8608,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6200471,2345,5880949,8228,1139132,3884,1038661,6395,63986,3950,52523,3424,11463,2284,36485,3825,26355,3898,10130,1869,4741817,8024,4587173,9833,89546,5305,72281,4815,17265,2585,65098,4800,52092,4101,13006,2085,319522,8002,122990,6371,8010,1607,5264,1329,1069,580,971,567,98,204,1677,713,1454,686,223,229,114980,5907,26843,13192,2243,28995,2636,1808,15803,2127,59142,5356,38981,4390,20161,2701,196532,7756,13383,2093,2163,1041,5614,1319,4037,1162,1577,720,5606,1481,3172,1080,2434,907,183149,7313,18480,2496,93501,5386,22162,2860,71339,5113,71168,4563,31913,3447,39255,2935,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2928815,2196,2781436,6169,522515,3048,479835,4278,27337,2214,21693,2083,5644,1030,15343,2466,12284,2179,3059,892,2258921,6019,2199895,6144,36297,3148,29339,2660,6958,1528,22729,3030,18330,2558,4399,1384,147379,5953,55250,4012,3704,1104,1905,733,647,431,543,437,104,177,1152,618,812,548,340,267,51546,3822,12199,5366,1829,13570,1796,1049,8204,1441,25777,3386,13973,2744,11804,1457,92129,5376,7450,1666,767,492,2912,1040,1553,860,1359,623,3771,1210,1861,1000,1910,814,84679,4826,8983,1671,36444,3080,8691,1697,27753,2914,39252,3922,13662,2324,25590,3498,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2714575,2159,2510223,8047,509898,3509,447957,5136,49862,3803,42570,3663,7292,1288,12079,1697,9296,1529,2783,919,2000325,7313,1920437,6236,56816,4344,48593,3893,8223,1583,23072,2568,20099,2471,2973,876,204352,7751,76962,4664,3185,1011,1721,721,438,342,214,219,224,247,1026,544,904,532,122,144,73777,4451,15455,10396,2011,24687,2927,1718,14291,2210,33635,2669,19076,2693,14559,1743,127390,7073,10085,1718,837,440,5373,1475,2798,967,2575,1075,3875,831,2515,676,1360,529,117305,6401,9080,1752,70515,4938,19591,3019,50924,3568,37710,2979,17766,2300,19944,2318,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4151726,2323,3996427,8023,721020,4259,684311,4713,25254,2646,20790,2678,4464,1188,11455,2071,8859,1781,2596,1011,3275407,6858,3217823,7971,30756,3208,25163,2820,5593,1224,26828,3240,23445,2906,3383,994,155299,7800,58082,4672,3654,922,2815,807,207,192,196,190,11,19,632,389,603,390,29,57,54428,4490,15344,4926,2564,9859,1573,1082,4933,1144,29225,3981,17941,2422,11284,2612,97217,5826,12543,3070,1295,722,4054,889,2640,836,1414,654,7194,2739,3568,1776,3626,2207,84674,4581,10346,1498,38853,3330,10437,1965,28416,2763,35475,3571,15483,2521,19992,2566,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4365879,3118,4181487,8236,799758,3600,753745,5101,26764,4069,21109,3732,5655,2072,19249,2815,16948,2754,2301,654,3381729,7631,3227099,9236,43772,3805,36521,3060,7251,1671,110858,5693,94593,4849,16265,2226,184392,7788,76135,5003,2886,858,1322,667,612,404,271,324,341,305,952,470,836,445,116,112,73249,4851,14769,15439,2040,24411,3017,2233,8972,1553,34069,3246,17497,2389,16572,2159,108257,6221,8696,2120,573,434,5581,1725,2356,1246,3225,1088,2542,1085,1532,806,1010,634,99561,5926,12165,1924,53237,5062,13274,2541,39963,4359,34159,3798,14039,2637,20120,3028,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1265476,1097,1221061,4077,188815,2204,181267,2674,1895,737,1736,734,159,161,5653,1402,5164,1321,489,262,1032246,3125,989163,4588,6352,1139,5703,1118,649,339,36731,2788,30997,2670,5734,1000,44415,3929,25469,2885,1305,632,508,293,0,163,0,163,0,163,797,557,630,406,167,201,24164,2812,10196,879,1601,1379,652,389,500,352,12589,1757,7081,1142,5508,1215,18946,3275,1887,1060,236,254,61,129,61,129,0,163,1590,1026,542,401,1048,732,17059,2553,7106,1458,1018,582,585,332,433,461,8935,2244,3291,864,5644,2082,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
