GEO_ID,B14002_001E,B14002_001M,B14002_002E,B14002_002M,B14002_003E,B14002_003M,B14002_004E,B14002_004M,B14002_005E,B14002_005M,B14002_006E,B14002_006M,B14002_007E,B14002_007M,B14002_008E,B14002_008M,B14002_009E,B14002_009M,B14002_010E,B14002_010M,B14002_011E,B14002_011M,B14002_012E,B14002_012M,B14002_013E,B14002_013M,B14002_014E,B14002_014M,B14002_015E,B14002_015M,B14002_016E,B14002_016M,B14002_017E,B14002_017M,B14002_018E,B14002_018M,B14002_019E,B14002_019M,B14002_020E,B14002_020M,B14002_021E,B14002_021M,B14002_022E,B14002_022M,B14002_023E,B14002_023M,B14002_024E,B14002_024M,B14002_025E,B14002_025M,B14002_026E,B14002_026M,B14002_027E,B14002_027M,B14002_028E,B14002_028M,B14002_029E,B14002_029M,B14002_030E,B14002_030M,B14002_031E,B14002_031M,B14002_032E,B14002_032M,B14002_033E,B14002_033M,B14002_034E,B14002_034M,B14002_035E,B14002_035M,B14002_036E,B14002_036M,B14002_037E,B14002_037M,B14002_038E,B14002_038M,B14002_039E,B14002_039M,B14002_040E,B14002_040M,B14002_041E,B14002_041M,B14002_042E,B14002_042M,B14002_043E,B14002_043M,B14002_044E,B14002_044M,B14002_045E,B14002_045M,B14002_046E,B14002_046M,B14002_047E,B14002_047M,B14002_048E,B14002_048M,B14002_049E,B14002_049M,NAME,B14002_001MA,B14002_001EA,B14002_002MA,B14002_002EA,B14002_003EA,B14002_003MA,B14002_004EA,B14002_004MA,B14002_005EA,B14002_005MA,B14002_006MA,B14002_006EA,B14002_007MA,B14002_007EA,B14002_008MA,B14002_008EA,B14002_009EA,B14002_009MA,B14002_010EA,B14002_010MA,B14002_011MA,B14002_011EA,B14002_012EA,B14002_012MA,B14002_013MA,B14002_013EA,B14002_014EA,B14002_014MA,B14002_015EA,B14002_015MA,B14002_016EA,B14002_016MA,B14002_017EA,B14002_017MA,B14002_018EA,B14002_018MA,B14002_019MA,B14002_019EA,B14002_020EA,B14002_020MA,B14002_021EA,B14002_021MA,B14002_022EA,B14002_022MA,B14002_023EA,B14002_023MA,B14002_024EA,B14002_024MA,B14002_025EA,B14002_025MA,B14002_026EA,B14002_026MA,B14002_027EA,B14002_027MA,B14002_028EA,B14002_028MA,B14002_029EA,B14002_029MA,B14002_030MA,B14002_030EA,B14002_031EA,B14002_031MA,B14002_032EA,B14002_032MA,B14002_033EA,B14002_033MA,B14002_034EA,B14002_034MA,B14002_035MA,B14002_035EA,B14002_036EA,B14002_036MA,B14002_037EA,B14002_037MA,B14002_038EA,B14002_038MA,B14002_039EA,B14002_039MA,B14002_040MA,B14002_040EA,B14002_041MA,B14002_041EA,B14002_042EA,B14002_042MA,B14002_043EA,B14002_043MA,B14002_044EA,B14002_044MA,B14002_045MA,B14002_045EA,B14002_046MA,B14002_046EA,B14002_047EA,B14002_047MA,B14002_048EA,B14002_048MA,B14002_049EA,B14002_049MA,state
0400000US01,4690508,4324,2264572,5557,584233,7310,33470,3041,20253,2331,13217,1966,32311,3057,28299,2909,4012,1001,131993,5597,118164,5137,13829,2058,125221,5003,111758,5084,13463,1710,131769,3642,116128,3887,15641,1893,112197,5317,97094,5168,15103,2105,17272,1951,13449,2021,3823,923,1680339,7547,2425936,5869,607010,8182,32182,2970,17612,2182,14570,1772,32690,3350,28523,3284,4167,1140,119856,5157,106460,4967,13396,1737,120398,4645,108743,4593,11655,1477,129093,5168,114033,4875,15060,2010,144198,6105,123440,5862,20758,2634,28593,2977,22550,3072,6043,1248,1818926,8384,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,705529,1597,371819,1899,96879,2913,5750,1105,3348,763,2402,849,5638,1104,4705,984,933,582,18815,1806,16415,1662,2400,696,20399,1699,18619,1664,1780,574,21925,1908,19913,1873,2012,576,19690,2103,16039,2104,3651,1422,4662,1085,3449,945,1213,594,274940,2909,333710,1830,93001,3013,5014,945,3380,707,1634,535,4686,949,4335,954,351,254,18470,1548,16948,1723,1522,672,17909,1548,16191,1471,1718,521,19880,1346,18124,1460,1756,656,20833,2264,17991,2145,2842,1023,6209,1075,4527,984,1682,749,240709,3016,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6574211,4651,3257324,4220,865589,8249,41930,2756,25379,2315,16551,1736,42422,2991,38515,2871,3907,901,192283,4761,180825,4875,11458,1817,186479,4663,174412,4956,12067,2114,188522,4598,177462,4662,11060,1787,183176,6900,159974,6558,23202,2436,30777,2951,21421,2534,9356,1312,2391735,7917,3316887,4073,874232,8564,38833,2929,24018,2537,14815,1994,43412,3419,39429,3094,3983,1062,183451,5937,170691,6132,12760,2195,173482,5019,161934,4968,11548,1526,182875,4099,171383,3896,11492,1748,208787,6878,178523,6427,30264,2856,43392,3440,29084,2853,14308,1949,2442655,8656,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2865367,3720,1407163,4170,375613,6916,23911,2708,15986,2134,7925,1541,21894,2060,19667,1999,2227,824,87495,3849,81736,3899,5759,1115,77458,3507,71739,3427,5719,1136,80781,3649,74248,3462,6533,1371,71431,4498,59037,4312,12394,2532,12643,2090,9751,1820,2892,1011,1031550,6005,1458204,4499,366491,6412,23663,2647,17967,2408,5696,1039,18873,1783,16815,1662,2058,779,72057,3262,66327,3404,5730,1136,77879,3799,72680,3799,5199,1335,71545,3142,66028,2776,5517,1091,87554,4403,74448,4074,13106,2257,14920,1792,11680,1524,3240,992,1091713,5817,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37667270,13424,18682173,11231,5208812,21701,310253,8719,188392,6656,121861,5771,270690,9315,245901,8901,24789,2595,1006728,13579,930047,13689,76681,4629,1033164,13562,951449,12751,81715,4867,1113295,10153,1030063,10067,83232,4362,1248885,19138,1071283,17571,177602,7657,225797,7797,126042,5083,99755,5190,13473361,21923,18985097,8849,5275895,17401,286732,8885,168426,6574,118306,4868,254097,7913,226602,7678,27495,2891,977845,12332,892234,12117,85611,5199,988275,14547,905132,13996,83143,4371,1050483,9863,970927,9621,79556,4629,1429935,16030,1204372,15796,225563,7757,288528,8611,156630,6768,131898,6053,13709202,18470,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5257168,5530,2638512,4627,694019,8084,43435,3102,29200,2801,14235,1571,36715,2605,32760,2566,3955,1074,147542,5407,137403,5652,10139,1531,141103,4531,130038,4498,11065,1498,142164,3651,131362,3499,10802,1587,151432,5551,130054,5488,21378,2743,31628,2701,21063,2123,10565,1645,1944493,7554,2618656,4364,701410,7956,42863,3420,27181,2805,15682,1751,32253,2642,29163,2574,3090,823,143135,4471,130692,4807,12443,1829,139970,4683,128063,4995,11907,1822,137504,3224,125747,3321,11757,1661,160114,5319,135551,4815,24563,2890,45571,3578,30129,3203,15442,1897,1917246,7439,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3482076,3642,1695668,3393,450725,5234,28257,2642,16359,2237,11898,1339,20926,2186,19387,2104,1539,586,85457,4422,78713,4118,6744,1162,92609,4287,84184,4113,8425,1352,104640,3618,92097,3562,12543,1909,95627,4248,61995,3723,33632,2985,23209,2479,11717,1946,11492,1612,1244943,5271,1786408,2654,463082,5735,28282,2481,15750,2216,12532,1515,19719,2180,17420,2121,2299,812,82170,3848,74810,3849,7360,1061,86640,3582,78408,3629,8232,1308,94978,2897,86628,2899,8350,1588,119840,4651,78620,4873,41220,3062,31453,2393,13808,1717,17645,2086,1323326,5446,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,914137,2037,441315,2002,112478,3367,6861,1249,4016,1018,2845,879,5452,1034,4789,1030,663,305,20034,1767,17943,1716,2091,769,25787,2192,22569,2185,3218,942,24603,1579,21736,1631,2867,659,23902,2595,20797,2591,3105,902,5839,1477,3179,1030,2660,1179,328837,3386,472822,1473,120870,2870,6880,1231,3537,837,3343,903,5906,1140,5700,1109,206,226,22422,2110,19890,2216,2532,725,22077,2181,18758,2092,3319,804,22884,1746,20581,1725,2303,744,31942,2504,26984,2357,4958,1140,8759,1645,5752,1371,3007,793,351952,2847,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,645020,2047,306004,1582,77816,3022,7269,1353,5091,1041,2178,810,3373,868,3044,844,329,311,11266,1437,9741,1338,1525,630,10872,1254,8058,1228,2814,676,12929,1428,10846,1530,2083,614,22338,2591,5265,1325,17073,2580,9769,1605,2406,762,7363,1297,228188,3218,339016,1283,89124,3456,7318,1337,6135,1246,1183,470,3482,815,3335,812,147,143,12975,1436,11293,1324,1682,632,9441,1192,7444,1124,1997,646,11676,1199,9702,1180,1974,738,28837,2274,6911,1330,21926,2192,15395,2185,4086,867,11309,2010,249892,3130,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19624613,9472,9563496,9663,2311531,16424,147780,7217,82161,5725,65619,4788,112955,6063,96255,5030,16700,2502,482249,10454,430076,10026,52173,3818,461919,11093,407264,11524,54655,4066,500676,8744,451862,8715,48814,4012,509547,13231,403712,11337,105835,7192,96405,6359,53325,5485,43080,3409,7251965,15681,10061117,9392,2395402,18979,141141,6039,76948,5674,64193,4638,110453,6490,93419,5825,17034,2071,444275,8683,392406,9336,51869,4087,449543,9794,395715,9944,53828,4296,484055,9390,437423,9878,46632,3895,624158,12548,495032,11878,129126,7179,141777,7624,82804,5693,58973,4862,7665715,17303,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
