GEO_ID,B23024_001E,B23024_001M,B23024_002E,B23024_002M,B23024_003E,B23024_003M,B23024_004E,B23024_004M,B23024_005E,B23024_005M,B23024_006E,B23024_006M,B23024_007E,B23024_007M,B23024_008E,B23024_008M,B23024_009E,B23024_009M,B23024_010E,B23024_010M,B23024_011E,B23024_011M,B23024_012E,B23024_012M,B23024_013E,B23024_013M,B23024_014E,B23024_014M,B23024_015E,B23024_015M,B23024_016E,B23024_016M,B23024_017E,B23024_017M,B23024_018E,B23024_018M,B23024_019E,B23024_019M,B23024_020E,B23024_020M,B23024_021E,B23024_021M,B23024_022E,B23024_022M,B23024_023E,B23024_023M,B23024_024E,B23024_024M,B23024_025E,B23024_025M,B23024_026E,B23024_026M,B23024_027E,B23024_027M,B23024_028E,B23024_028M,B23024_029E,B23024_029M,B23024_030E,B23024_030M,B23024_031E,B23024_031M,NAME,B23024_001MA,B23024_001EA,B23024_002MA,B23024_002EA,B23024_003MA,B23024_003EA,B23024_004MA,B23024_004EA,B23024_005MA,B23024_005EA,B23024_006MA,B23024_006EA,B23024_007MA,B23024_007EA,B23024_008MA,B23024_008EA,B23024_009MA,B23024_009EA,B23024_010EA,B23024_010MA,B23024_011EA,B23024_011MA,B23024_012EA,B23024_012MA,B23024_013MA,B23024_013EA,B23024_014MA,B23024_014EA,B23024_015MA,B23024_015EA,B23024_016EA,B23024_016MA,B23024_017EA,B23024_017MA,B23024_018MA,B23024_018EA,B23024_019MA,B23024_019EA,B23024_020MA,B23024_020EA,B23024_021EA,B23024_021MA,B23024_022EA,B23024_022MA,B23024_023MA,B23024_023EA,B23024_024MA,B23024_024EA,B23024_025MA,B23024_025EA,B23024_026MA,B23024_026EA,B23024_027EA,B23024_027MA,B23024_028MA,B23024_028EA,B23024_029MA,B23024_029EA,B23024_030MA,B23024_030EA,B23024_031MA,B23024_031EA,state
0400000US01,2789441,6110,482365,12723,121897,6354,22767,2988,0,192,22767,2988,14045,2141,8722,1682,99130,5411,360468,12009,190419,6871,136,231,190283,6859,144893,6082,45390,3637,170049,9660,2307076,13970,305191,8692,116847,4983,343,245,116504,5012,104697,4801,11807,2029,188344,6779,2001885,13887,1667976,13823,6736,1355,1661240,13682,1594233,13319,67007,4613,333909,8883,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,449162,2076,41006,3063,8019,1118,2287,764,43,72,2244,762,1184,557,1060,487,5732,916,32987,2815,20482,2010,122,133,20360,1998,14779,1874,5581,1081,12505,1837,408156,3422,38853,3280,22166,2413,936,609,21230,2261,18722,2152,2508,733,16687,2248,369303,4442,318145,4667,11072,1753,307073,4803,290950,5228,16123,1868,51158,3082,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3808698,3805,622528,17392,113284,6489,28310,2824,0,201,28310,2824,18089,2398,10221,1623,84974,5639,509244,15512,277345,10192,624,578,276721,10052,219402,8952,57319,4139,231899,11623,3186170,17606,292524,9992,135584,6192,503,338,135081,6193,122162,5582,12919,2122,156940,6447,2893646,19910,2422021,20552,12017,1710,2410004,20658,2314831,20876,95173,5288,471625,10817,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1668124,3897,297293,9953,78377,5042,14989,2332,0,190,14989,2332,11960,2046,3029,884,63388,4240,218916,9035,122403,6433,150,148,122253,6441,98722,5807,23531,2550,96513,5897,1370831,9678,181109,7367,72517,3642,22,39,72495,3633,67376,3899,5119,1269,108592,5562,1189722,10572,1003091,11048,3998,1293,999093,10987,966838,10941,32255,3039,186631,6347,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,23406927,7525,3270091,40449,513238,13339,121642,6349,0,201,121642,6349,77877,4892,43765,3619,391596,12151,2756853,36954,1517087,23458,1501,621,1515586,23317,1178679,19717,336907,10476,1239766,22741,20136836,40865,1452483,18020,666454,10655,2299,739,664155,10514,592513,10451,71642,3355,786029,14655,18684353,42387,15684292,45485,63492,4912,15620800,45954,14856694,45803,764106,16473,3000061,28574,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3287824,4217,358867,11672,65181,4331,16199,2138,0,193,16199,2138,10552,1797,5647,1381,48982,3495,293686,10705,179104,7837,652,466,178452,7783,145867,6868,32585,3282,114582,6586,2928957,12728,215432,6558,116963,5254,2017,916,114946,5100,103661,4675,11285,1932,98469,4715,2713525,14484,2363975,16527,18436,2364,2345539,16544,2268321,16984,77218,4940,349550,8850,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2110778,2927,208647,10006,44208,3472,12418,2025,0,198,12418,2025,6117,1217,6301,1577,31790,3005,164439,8811,96440,6327,48,75,96392,6337,67123,5185,29269,2735,67999,4964,1902131,10013,139211,6244,68431,3908,24,40,68407,3907,59307,3395,9100,1603,70780,4822,1762920,11164,1556573,11109,4357,1092,1552216,11096,1484766,10364,67450,4336,206347,7594,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,544081,1617,62694,5222,12245,1721,3261,937,0,190,3261,937,2058,815,1203,545,8984,1495,50449,4870,27015,2965,0,190,27015,2965,21915,2991,5100,1331,23434,3205,481387,5319,41301,3078,18006,1672,77,70,17929,1683,15961,1557,1968,553,23295,2421,440086,6116,381663,6905,2338,781,379325,7128,364846,7421,14479,1696,58423,4068,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,438574,1643,67476,5079,17142,2282,3396,836,0,200,3396,836,1229,624,2167,710,13746,2100,50334,4192,26534,3066,0,200,26534,3066,19305,2686,7229,1361,23800,2856,371098,5175,25778,2346,14671,2032,80,131,14591,2050,12284,1826,2307,780,11107,1597,345320,5250,313071,4892,2232,621,310839,4825,298218,4497,12621,2105,32249,2751,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,11515732,9199,1694426,28207,302347,10565,70325,5039,0,217,70325,5039,39106,3387,31219,3310,232022,8842,1392079,25044,781617,18436,681,470,780936,18339,589282,15421,191654,9885,610462,15690,9821306,31415,862445,19035,370013,11538,1960,829,368053,11391,324938,10588,43115,3945,492432,14724,8958861,34685,7589779,36343,36891,3824,7552888,36244,7237578,36808,315310,10206,1369082,17517,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
