GEO_ID,B15002_001E,B15002_001M,B15002_002E,B15002_002M,B15002_003E,B15002_003M,B15002_004E,B15002_004M,B15002_005E,B15002_005M,B15002_006E,B15002_006M,B15002_007E,B15002_007M,B15002_008E,B15002_008M,B15002_009E,B15002_009M,B15002_010E,B15002_010M,B15002_011E,B15002_011M,B15002_012E,B15002_012M,B15002_013E,B15002_013M,B15002_014E,B15002_014M,B15002_015E,B15002_015M,B15002_016E,B15002_016M,B15002_017E,B15002_017M,B15002_018E,B15002_018M,B15002_019E,B15002_019M,B15002_020E,B15002_020M,B15002_021E,B15002_021M,B15002_022E,B15002_022M,B15002_023E,B15002_023M,B15002_024E,B15002_024M,B15002_025E,B15002_025M,B15002_026E,B15002_026M,B15002_027E,B15002_027M,B15002_028E,B15002_028M,B15002_029E,B15002_029M,B15002_030E,B15002_030M,B15002_031E,B15002_031M,B15002_032E,B15002_032M,B15002_033E,B15002_033M,B15002_034E,B15002_034M,B15002_035E,B15002_035M,NAME,B15002_001EA,B15002_001MA,B15002_002MA,B15002_002EA,B15002_003MA,B15002_003EA,B15002_004EA,B15002_004MA,B15002_005EA,B15002_005MA,B15002_006EA,B15002_006MA,B15002_007MA,B15002_007EA,B15002_008MA,B15002_008EA,B15002_009EA,B15002_009MA,B15002_010EA,B15002_010MA,B15002_011EA,B15002_011MA,B15002_012MA,B15002_012EA,B15002_013MA,B15002_013EA,B15002_014MA,B15002_014EA,B15002_015EA,B15002_015MA,B15002_016EA,B15002_016MA,B15002_017MA,B15002_017EA,B15002_018MA,B15002_018EA,B15002_019MA,B15002_019EA,B15002_020EA,B15002_020MA,B15002_021EA,B15002_021MA,B15002_022MA,B15002_022EA,B15002_023MA,B15002_023EA,B15002_024MA,B15002_024EA,B15002_025MA,B15002_025EA,B15002_026EA,B15002_026MA,B15002_027EA,B15002_027MA,B15002_028MA,B15002_028EA,B15002_029EA,B15002_029MA,B15002_030MA,B15002_030EA,B15002_031MA,B15002_031EA,B15002_032EA,B15002_032MA,B15002_033EA,B15002_033MA,B15002_034EA,B15002_034MA,B15002_035EA,B15002_035MA,state
0400000US13,6683767,7806,3172727,5728,46240,4004,20530,2703,47506,4206,59746,3632,61667,4979,84886,5131,95308,5375,62776,4151,924481,15791,168885,7009,466682,11715,204537,8051,588800,12904,226925,7396,66273,3485,47485,3988,3511040,5248,42185,3437,19212,2594,39186,3872,57511,4074,64523,4918,82249,5167,87876,4529,54335,3507,954821,16784,199897,8341,547144,11523,291471,9274,655649,13953,307724,9405,65769,4063,41488,3417,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,985914,1476,490765,1365,4957,1225,3396,847,3517,806,5314,1135,3619,807,10255,1693,6396,1332,6204,1180,139877,4845,28774,2855,79296,4304,50548,3446,98340,3981,29666,2441,12985,1423,7621,1019,495149,887,5011,925,3525,959,7709,1355,6516,1288,4885,1168,7209,1385,5394,1373,6088,1018,127691,4573,26626,2037,78510,4250,55403,3072,106693,3881,37095,2638,11202,1222,5592,1164,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1065982,3373,525809,2958,8096,1266,1695,652,5179,1047,6825,1635,7303,1520,7746,1287,9526,1606,9627,1438,147956,5428,40605,3731,92913,5242,46165,3551,94857,4628,29982,2846,9445,1482,7889,1441,540173,2610,5749,1181,2903,836,4123,978,5160,1167,6048,1280,8637,1290,9829,1801,8088,1432,144711,5678,50318,2963,103749,5096,56119,2964,94709,4533,30179,2971,5885,1297,3966,1145,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8661938,4801,4173053,3357,53580,3610,27729,3119,70284,4695,72001,4795,53688,3773,70612,3882,78644,4484,78735,4631,1144988,14120,268360,6977,597054,10777,299881,9003,841167,11226,348625,8302,106310,4714,61395,3656,4488885,3428,51258,3661,27458,2363,74259,3953,79998,4992,46501,3521,64768,3420,76589,4563,65498,3778,1169204,14647,301475,8976,637713,12422,398121,8679,916530,12138,454783,9511,78280,4243,46450,2821,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4363573,5516,2104205,4551,16417,1698,7298,1390,17193,2543,46266,3110,33098,2455,51002,3454,49429,4285,37689,2882,747772,12163,138504,5548,286807,7624,156923,6368,330742,8385,120895,4430,38023,2859,26147,2438,2259368,3808,17280,1822,5592,1131,12548,1875,42347,3112,37638,3378,56691,4157,53039,4155,30609,2464,749003,10135,149510,5131,325579,8384,207219,7312,366481,7922,165126,6190,23328,1988,17378,1865,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2074504,3958,1011619,2793,8033,1160,2856,913,5509,1087,17800,2020,10965,1473,15017,1865,16777,1286,14548,1560,342907,6082,71547,3462,140467,5462,103257,4304,173517,6196,55180,2931,20591,1828,12648,1344,1062885,2766,7449,1140,3178,911,5037,1052,16644,1893,8358,1211,11690,1707,16776,2015,11028,1742,322005,6043,80941,3691,151653,5030,133471,4821,203518,6171,69528,3248,13083,1504,8526,1302,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1888479,4436,921827,3839,8507,1231,4087,903,8633,1630,16015,1695,12981,2016,14523,1775,18287,2210,13402,1716,256104,5944,72728,3849,141176,4800,67042,3796,186866,5494,67359,3402,20299,1642,13818,1608,966652,2619,8181,1353,4326,1005,7016,1438,15183,2008,10703,1501,12684,1757,18493,2086,10733,1417,245174,6789,83013,4113,149159,4384,91266,4175,197629,5444,90335,3966,13258,1446,9499,1133,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2988790,4406,1439832,3715,16306,1816,9101,1624,13205,1708,56905,3080,33573,2814,41973,3498,39094,2987,21369,2207,511496,9313,92011,3875,197465,7380,89633,4232,190172,5982,81527,4105,28217,1813,17785,2008,1548958,2906,14420,1945,6105,1305,12006,1694,55903,3567,33867,3053,37730,2964,32943,2946,19464,1959,491045,8072,105419,5129,216155,6191,145428,5984,216693,5926,126052,5460,24550,2214,11178,1315,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3095255,5801,1476206,4659,19260,1912,9398,1722,18675,2464,41744,3356,36457,2958,54136,4236,52221,3934,27060,2946,522979,9387,74596,4507,226169,6415,73911,4490,211175,6262,64665,3912,28041,2403,15719,1651,1619049,4010,18105,1955,6582,1330,14758,2308,31411,2643,30593,3549,44302,3287,49612,3686,22456,2313,533554,9915,86900,4581,266546,7556,115772,6551,259564,7884,105870,5215,21175,1930,11849,1719,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,961240,2182,460849,2057,1969,563,1316,556,1381,566,8387,1136,5590,1023,9393,1709,9090,1596,6574,1379,157860,5047,27082,2552,59284,3619,40716,2638,85315,3960,28310,2162,11120,1489,7462,1154,500391,1610,2442,929,1090,468,1501,718,9090,1448,5012,1238,7168,1083,6420,1628,3176,658,156472,4745,31276,2188,66779,4055,52619,3264,102198,3993,43405,2889,7360,960,4383,850,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4102486,3202,1940440,2490,22950,2555,11378,1968,23745,2958,29563,2979,27378,2799,36196,2857,35080,3079,31594,2674,503981,10678,111781,4945,255723,8174,106044,4804,399923,9099,219877,5610,63628,3499,61599,3600,2162046,2788,23732,2406,10879,1778,21604,2708,30023,3328,22964,2516,32131,3172,34728,3062,31721,2744,525344,9521,129781,4880,292097,9552,160455,6177,466429,9173,285395,7939,49126,3122,45637,2990,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4706644,2304,2237524,2262,31489,3306,17527,2182,21858,3117,29725,2632,24153,2874,35832,3536,31962,3273,36850,2947,594411,11221,105801,4930,238510,6786,143939,5574,518129,9645,261120,6990,72146,3629,74072,3945,2469120,2298,34067,2891,21104,2311,24618,2520,33108,3113,26045,2810,28531,2961,32813,3346,29667,2626,590012,12342,121392,5723,283002,7559,218539,7740,568586,8768,340030,7905,63177,3625,54429,2863,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6728347,3741,3245398,3287,36358,2509,7547,1339,17490,2026,40565,2744,40913,3397,72040,4145,71079,3995,56140,3271,978330,11977,241838,6350,525172,9651,258808,6299,548704,7945,234874,6619,68299,3506,47241,2744,3482949,2918,36149,2576,9172,1503,17216,2247,36642,2910,40118,3001,64238,3666,70948,4461,46285,2650,1001142,10591,268933,7090,557470,9027,363281,8208,596842,9542,300895,7432,42989,2950,30629,2314,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3700935,3137,1814928,2741,20225,2270,4320,1067,9230,1601,21991,1826,14477,1618,21446,1714,23772,2277,25762,1841,484574,8455,117308,3891,268086,5911,191658,5334,400657,7398,135407,4725,46488,2659,29527,2104,1886007,2562,23242,1889,6120,1225,8424,1422,18641,1726,9899,1491,17207,1947,22030,1966,20520,2113,456596,7034,137660,4966,271445,6167,222295,5627,446927,8757,170162,5117,31744,2058,23095,2109,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1952337,5129,922537,3865,15495,1954,7187,1485,13157,2081,25168,2366,22122,2743,31751,2978,38353,2983,20481,2514,303036,7477,50324,3820,151293,6635,68130,4733,114104,5213,37578,3137,14517,1700,9841,1480,1029800,3710,12837,1503,4748,941,8544,1507,25676,3044,18680,2197,30979,3073,32050,2871,15581,1756,302754,8321,58929,3861,177458,6865,111005,5432,138932,6015,74315,4874,9684,1735,7628,1653,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4097212,5025,1968517,4441,17773,1720,5608,1087,10054,1726,40752,2336,31684,3365,45955,3658,54180,3876,29365,2613,632539,9430,138230,5333,299199,8450,135856,5507,331241,7787,130040,5452,38935,2948,27106,2081,2128695,3390,17930,1929,4487,916,8913,1361,40054,2340,24617,2312,46689,3438,47748,3467,27815,2617,637414,9405,155021,5795,323510,8140,180959,6180,375681,9237,190388,4826,28714,2466,18755,2013,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,706329,1934,350130,1953,1803,639,382,358,343,192,5192,972,2712,687,4081,846,5805,1264,3911,867,113896,4546,21078,1794,57119,3227,29855,2103,67913,4158,22359,2214,6996,1214,6685,1196,356199,1768,1544,543,539,358,197,123,4391,799,2870,699,3884,997,4900,1059,3019,591,108503,4031,23238,1892,59952,3741,30941,2110,76222,3345,27685,2336,4870,963,3444,747,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1232583,2867,603512,2166,5550,951,2700,620,7321,1503,8361,1336,6632,1139,7913,1157,11326,1483,8277,1049,168187,4835,43925,2728,95533,3986,60949,2779,114430,3559,39552,2577,13826,1844,9030,1269,629071,2025,6702,1446,2183,735,6115,1196,8926,1240,5009,1024,7854,1268,8825,1299,6932,1185,163681,4425,49652,2306,103636,4332,64106,3565,130126,3825,50477,2331,7336,1033,7511,1130,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1968167,1754,977605,1263,15532,2160,7849,1390,23579,2682,14600,2167,16575,2325,14022,2069,24162,2990,27461,2424,278906,7858,72758,3712,180244,7166,72127,4283,152109,5899,50053,3746,16726,1955,10902,1375,990562,1489,17372,2580,8076,1820,24458,2349,14235,2145,17160,2488,14795,1934,19063,2263,24422,2820,270245,6844,80685,4760,178677,6554,87483,5176,152839,6504,62142,3226,11602,1532,7308,1473,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,937214,1882,456520,1648,2568,712,644,358,1780,653,5421,1004,5438,1395,7628,1397,6883,1285,5590,965,131975,4919,27605,2169,58818,3189,39558,2593,101068,3995,43713,2864,10075,1361,7756,1297,480694,1481,1994,553,326,304,972,405,4544,1000,4292,985,6303,1069,5687,1247,4571,908,135103,4759,30859,2223,62701,3587,51641,3004,104445,3466,54067,3167,7873,1370,5316,1232,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,6166384,2697,2943930,2022,40318,3618,20458,2299,49020,3948,46319,3991,35266,4122,42982,3471,47080,3767,54811,4224,842097,12127,141597,5253,347157,9569,163107,6877,678975,9835,293476,7321,89055,4672,52212,3504,3222454,1751,45283,3676,23316,2232,44492,3210,50248,3690,36365,3640,44038,3206,45564,3185,49199,3137,915280,12591,170077,6794,365267,9426,228970,7509,758332,11911,344637,9006,62286,3233,39100,2253,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1377548,3020,672669,2649,8170,1203,6755,1443,17277,2076,15625,2633,14745,2010,19005,2429,18247,2514,10024,1624,186919,5870,42759,3416,117003,5394,48951,3754,89433,4360,47727,3487,13118,1815,16911,1886,704879,2345,9780,1586,7835,1436,15138,2232,12240,1507,13737,2220,17619,2388,17653,2006,7758,1229,182888,6418,43084,3308,122510,5466,57364,3878,108683,4538,68200,3797,10989,1546,9401,1480,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
