GEO_ID,C27016_001E,C27016_001M,C27016_002E,C27016_002M,C27016_003E,C27016_003M,C27016_004E,C27016_004M,C27016_005E,C27016_005M,C27016_006E,C27016_006M,C27016_007E,C27016_007M,C27016_008E,C27016_008M,C27016_009E,C27016_009M,C27016_010E,C27016_010M,C27016_011E,C27016_011M,C27016_012E,C27016_012M,C27016_013E,C27016_013M,C27016_014E,C27016_014M,C27016_015E,C27016_015M,C27016_016E,C27016_016M,C27016_017E,C27016_017M,C27016_018E,C27016_018M,C27016_019E,C27016_019M,C27016_020E,C27016_020M,C27016_021E,C27016_021M,C27016_022E,C27016_022M,C27016_023E,C27016_023M,C27016_024E,C27016_024M,C27016_025E,C27016_025M,C27016_026E,C27016_026M,C27016_027E,C27016_027M,C27016_028E,C27016_028M,C27016_029E,C27016_029M,C27016_030E,C27016_030M,C27016_031E,C27016_031M,C27016_032E,C27016_032M,C27016_033E,C27016_033M,C27016_034E,C27016_034M,C27016_035E,C27016_035M,C27016_036E,C27016_036M,C27016_037E,C27016_037M,C27016_038E,C27016_038M,C27016_039E,C27016_039M,C27016_040E,C27016_040M,C27016_041E,C27016_041M,NAME,C27016_001EA,C27016_001MA,C27016_002MA,C27016_002EA,C27016_003MA,C27016_003EA,C27016_004MA,C27016_004EA,C27016_005MA,C27016_005EA,C27016_006MA,C27016_006EA,C27016_007MA,C27016_007EA,C27016_008EA,C27016_008MA,C27016_009EA,C27016_009MA,C27016_010EA,C27016_010MA,C27016_011MA,C27016_011EA,C27016_012MA,C27016_012EA,C27016_013MA,C27016_013EA,C27016_014MA,C27016_014EA,C27016_015MA,C27016_015EA,C27016_016MA,C27016_016EA,C27016_017EA,C27016_017MA,C27016_018MA,C27016_018EA,C27016_019EA,C27016_019MA,C27016_020EA,C27016_020MA,C27016_021EA,C27016_021MA,C27016_022MA,C27016_022EA,C27016_023MA,C27016_023EA,C27016_024MA,C27016_024EA,C27016_025MA,C27016_025EA,C27016_026MA,C27016_026EA,C27016_027MA,C27016_027EA,C27016_028EA,C27016_028MA,C27016_029MA,C27016_029EA,C27016_030EA,C27016_030MA,C27016_031EA,C27016_031MA,C27016_032MA,C27016_032EA,C27016_033MA,C27016_033EA,C27016_034MA,C27016_034EA,C27016_035MA,C27016_035EA,C27016_036MA,C27016_036EA,C27016_037EA,C27016_037MA,C27016_038MA,C27016_038EA,C27016_039EA,C27016_039MA,C27016_040MA,C27016_040EA,C27016_041EA,C27016_041MA,state
0400000US01,4729118,2647,1257576,25877,397227,10915,379911,11048,17316,3210,720302,16928,490020,14661,230282,9210,140047,5309,138607,5263,1440,550,593237,19756,144389,8692,139702,8444,4687,1344,340423,12382,264226,11282,76197,5946,108425,5037,108126,4959,299,333,1446037,28699,314008,11291,305624,11200,8384,2319,881520,19306,778182,17357,103338,6852,250509,7210,250252,7241,257,327,1432268,26345,237334,9808,234903,9770,2431,856,950641,18423,914627,18309,36014,3684,244293,6458,244104,6423,189,185,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,708439,1880,113518,7065,40953,3775,36525,3534,4428,1119,65140,4254,41595,3350,23545,1986,7425,1216,7225,1183,200,140,68504,6122,23042,3659,20719,3638,2323,776,38385,3459,26876,2713,11509,1645,7077,1041,7014,1036,63,63,205117,8952,61408,4423,52630,4319,8778,1563,125542,5815,95381,5336,30161,2740,18167,1743,17913,1715,254,227,321300,9957,57836,3767,54071,3665,3765,1473,226047,7362,205991,7464,20056,2968,37417,1786,37200,1781,217,179,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6658326,4172,1681377,34437,564253,18989,501098,19898,63155,6601,943182,20752,705617,17412,237565,10357,173942,5747,168047,5666,5895,1427,809120,28064,222319,12910,195478,12402,26841,3927,451005,15707,347655,13066,103350,7320,135796,6384,134428,6306,1368,656,2062965,29399,472469,14358,439893,13095,32576,4426,1214047,21217,1048869,20400,165178,9013,376449,7789,373569,7772,2880,1282,2104864,30948,336543,9311,327452,9384,9091,2148,1346621,22047,1275550,21937,71071,6484,421700,8400,419806,8419,1894,1034,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2883167,3370,810517,21005,258633,10793,239105,10359,19528,3375,458624,13072,349956,10935,108668,7578,93260,4770,92098,4637,1162,499,390485,17004,106575,8247,101507,8035,5068,1732,215362,9729,175511,8211,39851,4674,68548,3950,67971,3863,577,501,907834,20360,196819,7601,190460,7664,6359,1767,546699,13586,482798,12766,63901,6319,164316,5890,163556,5935,760,588,774331,16977,127854,6244,125037,6289,2817,961,511378,11912,486934,11298,24444,3381,135099,5688,134489,5603,610,445,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38330324,7381,8765475,74969,2797727,32743,2681873,32229,115854,8455,5071472,50283,3976734,43143,1094738,24200,896276,15458,872001,14554,24275,3442,4497563,59610,1219195,28922,1166115,27528,53080,5420,2700333,34428,2153159,30500,547174,16034,578035,12898,569394,13021,8641,1711,10456203,83237,2386142,29637,2298363,28464,87779,6662,6634110,57348,5747860,51475,886250,20444,1435951,17419,1421663,17053,14288,2425,14611083,79956,2578817,27649,2539883,26898,38934,4660,9847897,53797,9429588,54136,418309,12107,2184369,18736,2169578,18738,14791,2100,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5318474,3712,917811,25393,279594,12122,263156,11650,16438,3297,549694,15444,438784,12802,110910,7553,88523,3865,86555,3943,1968,785,540124,21772,152117,10059,143755,9466,8362,2424,312488,12171,247950,10466,64538,5364,75519,4600,74404,4591,1115,829,1600114,25943,382808,12030,365057,11921,17751,3514,997490,16496,861538,15577,135952,7654,219816,6114,218691,6217,1125,598,2260425,23489,425350,9729,416093,9655,9257,2632,1522836,16431,1459616,17796,63220,5389,312239,6575,311416,6542,823,394,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3476503,2451,533770,18022,156090,8260,147666,8052,8424,2564,311196,11524,254933,10526,56263,5710,66484,4596,65791,4572,693,432,265027,12591,64449,5599,61510,5715,2939,1284,144446,7533,119956,6842,24490,4112,56132,3488,55187,3397,945,581,868766,21693,188087,9382,182503,9393,5584,1710,531053,14093,469098,12985,61955,6720,149626,6384,149112,6395,514,383,1808940,21789,343255,9349,335545,9189,7710,2435,1194515,15532,1157481,15465,37034,4104,271170,6744,269712,6790,1458,694,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,917940,1178,169353,10457,55683,5813,53261,5603,2422,1257,95112,6348,80462,5669,14650,2799,18558,1788,17447,1767,1111,624,87095,8743,22824,3969,22050,4068,774,860,48782,5670,41387,5277,7395,2129,15489,1759,15447,1763,42,69,274440,14687,62404,5737,60366,5694,2038,781,160508,9419,145965,8389,14543,2768,51528,3095,51477,3104,51,79,387052,13520,60365,4540,59708,4498,657,517,255512,9634,245977,9729,9535,1955,71175,3638,70323,3621,852,723,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,635682,789,148215,8735,40976,3649,40316,3686,660,731,90937,5669,84588,5479,6349,1594,16302,1873,16174,1886,128,154,46514,5651,10987,2355,10987,2355,0,200,29730,3842,26566,3352,3164,1302,5797,921,5797,921,0,200,127491,8307,19734,2845,19220,2827,514,466,92053,6323,84293,5958,7760,2355,15704,2020,15314,1848,390,611,313462,9335,44361,3173,43729,3160,632,431,233227,6667,228082,6729,5145,1516,35874,2082,35832,2079,42,69,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19810220,6712,4731272,58647,1379353,28219,1260003,27672,119350,9542,2651878,37843,1735926,25792,915952,23790,700041,15040,675853,14507,24188,3672,2586046,52869,600694,20582,547962,19912,52732,6491,1486825,35733,1063222,28149,423603,18230,498527,12815,490754,12815,7773,1960,6211547,58702,1165810,22908,1085482,22442,80328,6006,3777222,41073,3076497,34414,700725,23191,1268515,15205,1255706,14830,12809,2662,6281355,50827,888345,17807,862692,17432,25653,3239,3981512,35378,3700851,32169,280661,13462,1411498,18322,1403766,18564,7732,1885,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
