GEO_ID,B24031_001E,B24031_001M,B24031_002E,B24031_002M,B24031_003E,B24031_003M,B24031_004E,B24031_004M,B24031_005E,B24031_005M,B24031_006E,B24031_006M,B24031_007E,B24031_007M,B24031_008E,B24031_008M,B24031_009E,B24031_009M,B24031_010E,B24031_010M,B24031_011E,B24031_011M,B24031_012E,B24031_012M,B24031_013E,B24031_013M,B24031_014E,B24031_014M,B24031_015E,B24031_015M,B24031_016E,B24031_016M,B24031_017E,B24031_017M,B24031_018E,B24031_018M,B24031_019E,B24031_019M,B24031_020E,B24031_020M,B24031_021E,B24031_021M,B24031_022E,B24031_022M,B24031_023E,B24031_023M,B24031_024E,B24031_024M,B24031_025E,B24031_025M,B24031_026E,B24031_026M,B24031_027E,B24031_027M,NAME,B24031_001EA,B24031_001MA,B24031_002EA,B24031_002MA,B24031_003MA,B24031_003EA,B24031_004MA,B24031_004EA,B24031_005MA,B24031_005EA,B24031_006EA,B24031_006MA,B24031_007EA,B24031_007MA,B24031_008EA,B24031_008MA,B24031_009MA,B24031_009EA,B24031_010MA,B24031_010EA,B24031_011MA,B24031_011EA,B24031_012EA,B24031_012MA,B24031_013EA,B24031_013MA,B24031_014MA,B24031_014EA,B24031_015EA,B24031_015MA,B24031_016MA,B24031_016EA,B24031_017EA,B24031_017MA,B24031_018EA,B24031_018MA,B24031_019EA,B24031_019MA,B24031_020MA,B24031_020EA,B24031_021MA,B24031_021EA,B24031_022MA,B24031_022EA,B24031_023EA,B24031_023MA,B24031_024EA,B24031_024MA,B24031_025MA,B24031_025EA,B24031_026EA,B24031_026MA,B24031_027MA,B24031_027EA,state
0400000US01,31187,292,35456,4968,28425,4766,65021,7507,30991,771,36988,733,40148,3260,21093,856,46889,1610,41209,903,63914,5442,41589,3588,39959,2223,41966,1443,31653,3187,36634,1230,51997,2683,39989,19747,21617,747,31736,607,36724,1055,30314,801,12032,399,17601,2962,11794,396,22354,937,46710,1771,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,40137,835,72020,6488,30033,4908,100064,13172,51062,1116,29704,4923,50912,7162,26051,1143,45400,7406,41806,5427,62588,13847,44388,7213,42470,7115,46177,5326,35538,14885,49604,4823,61412,7351,56511,26994,33875,6682,41089,1169,45992,3849,39825,2502,19163,1638,18819,9812,19217,1897,29319,2097,56552,3520,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,31840,231,32026,3617,21570,2200,61113,2743,33737,2951,43888,3247,41342,1331,22715,902,41842,706,40014,1622,61462,2870,40915,1090,42923,2184,45774,1237,38782,2853,32355,1338,52334,3150,45179,11907,22475,854,33031,978,34326,1475,32398,739,16011,563,21571,988,14888,764,23101,1324,47485,2252,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,29467,729,28276,2399,25789,1286,69141,12429,30231,929,33943,1589,39586,3670,22558,993,43399,3289,41889,1802,51101,4001,39904,2985,36215,1958,37481,3856,29603,4800,30539,1156,45644,4012,69462,19044,20459,2619,30084,969,33677,1837,27444,1187,11656,545,13523,2764,11413,558,22750,1632,34656,2357,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35376,116,21218,310,20456,298,65847,7586,36533,387,44100,1681,40847,653,22979,389,41186,378,36630,479,80394,1999,61973,1224,51531,379,60048,2225,41369,681,46092,590,68790,2665,66760,12758,23995,618,37952,630,40556,315,36715,330,18671,338,25200,713,17147,246,22242,341,60982,426,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,36813,292,52314,3048,30687,1797,76825,5887,37154,814,47331,2623,49029,3442,23151,847,47055,1765,41848,1691,67161,4877,55285,2899,50211,1537,51693,1262,45054,3685,50709,805,64811,2848,71205,31358,28067,1821,35674,572,35127,1183,36156,823,17485,828,22242,1669,16553,701,25587,943,55352,1467,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,42307,489,21041,5887,17552,6119,70417,61748,45007,3580,57587,2709,52384,3026,23260,1870,49246,3462,41319,2365,90117,12201,57131,5741,71948,2618,81241,1989,44861,4742,50028,2406,66755,3062,66150,46612,27218,1125,42268,752,46320,1169,40756,713,17999,1676,20311,3299,17393,1586,25603,1214,62319,3697,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,38062,1287,31292,6038,30937,5826,-666666666,-222222222,40008,4016,51623,3603,48258,6612,24603,3019,51219,3101,48395,10651,66839,5184,50101,10151,51405,1260,53786,4447,45383,3212,45879,4648,62207,4821,68556,7536,27516,2859,40430,1535,42820,4227,37556,3391,15973,1195,17115,4729,15697,1353,23980,3391,48024,3190,Delaware,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,52733,2472,130651,39983,-666666666,-222222222,101067,107455,37564,6687,62802,20825,55519,11303,18392,3778,39247,5670,37730,4772,112039,91626,70213,6688,71352,10288,91301,5922,45882,8374,66889,3777,80353,3490,76076,13124,30581,4498,41806,3474,41999,5488,41663,5710,25373,2087,35197,7221,22436,2747,54235,7468,86756,3915,District of Columbia,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,30612,130,21400,1181,20191,1127,56590,6764,30392,340,38694,2032,38411,2208,21320,278,39023,1516,36364,688,52225,2518,41990,970,41240,468,45453,837,34069,2504,32481,910,48932,2660,46917,5769,23175,723,35104,385,37375,597,32438,585,18585,419,22268,765,17414,341,21119,371,46472,812,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
