GEO_ID,C27007_001E,C27007_001M,C27007_002E,C27007_002M,C27007_003E,C27007_003M,C27007_004E,C27007_004M,C27007_005E,C27007_005M,C27007_006E,C27007_006M,C27007_007E,C27007_007M,C27007_008E,C27007_008M,C27007_009E,C27007_009M,C27007_010E,C27007_010M,C27007_011E,C27007_011M,C27007_012E,C27007_012M,C27007_013E,C27007_013M,C27007_014E,C27007_014M,C27007_015E,C27007_015M,C27007_016E,C27007_016M,C27007_017E,C27007_017M,C27007_018E,C27007_018M,C27007_019E,C27007_019M,C27007_020E,C27007_020M,C27007_021E,C27007_021M,NAME,C27007_001EA,C27007_001MA,C27007_002MA,C27007_002EA,C27007_003MA,C27007_003EA,C27007_004MA,C27007_004EA,C27007_005MA,C27007_005EA,C27007_006EA,C27007_006MA,C27007_007EA,C27007_007MA,C27007_008MA,C27007_008EA,C27007_009MA,C27007_009EA,C27007_010MA,C27007_010EA,C27007_011EA,C27007_011MA,C27007_012EA,C27007_012MA,C27007_013MA,C27007_013EA,C27007_014MA,C27007_014EA,C27007_015MA,C27007_015EA,C27007_016MA,C27007_016EA,C27007_017EA,C27007_017MA,C27007_018EA,C27007_018MA,C27007_019EA,C27007_019MA,C27007_020MA,C27007_020EA,C27007_021MA,C27007_021EA,state
0400000US01,4781070,1376,2299014,5729,564537,3993,251591,7718,312946,7761,1411387,4760,145531,6362,1265856,7986,323090,2063,36626,2491,286464,2801,2482056,5719,542179,4781,251300,6265,290879,6235,1519693,3777,211321,7852,1308372,8852,420184,1772,65305,3347,354879,3657,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,713082,1787,367289,2444,95826,1441,33896,2409,61930,2484,236718,2124,23091,2143,213627,3086,34745,726,5336,948,29409,1037,345793,1921,90091,1323,31786,2511,58305,2436,220361,1423,28775,2101,191586,2146,35341,944,6795,1184,28546,1302,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6719354,1844,3293746,3484,824079,2002,314778,8627,509301,8758,1959748,2694,322263,10528,1637485,10937,509919,1267,50940,3575,458979,3500,3425608,3038,795314,1956,307503,9743,487811,10102,2032326,2198,421266,12429,1611060,12314,597968,1577,75673,3856,522295,4183,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2924307,1290,1426441,4241,363246,3433,188827,6988,174419,6729,856738,2663,131916,5721,724822,5649,206457,1612,22394,1820,184063,2229,1497866,4230,340455,3778,176510,6430,163945,5777,902645,2905,184294,6173,718351,7170,254766,1684,42103,2544,212663,2962,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38649621,4947,19053168,7752,4643120,3854,2087770,20494,2555350,20890,12148870,6721,2276134,24284,9872736,24978,2261178,3359,406251,8720,1854927,9299,19596453,6021,4460019,3338,2004144,20067,2455875,19446,12302981,4246,2876137,29812,9426844,29333,2833453,3341,621979,11070,2211474,10843,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5367335,2710,2673619,4748,639469,3086,225866,7009,413603,7135,1715975,4027,216811,7273,1499164,8036,318175,1683,32303,2813,285872,3144,2693716,4738,615331,3057,218115,7537,397216,7280,1700463,4150,284771,7386,1415692,8595,377922,1653,45902,3107,332020,3089,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3537983,1086,1719257,2740,390026,1522,131846,4977,258180,4814,1091394,2190,156720,6933,934674,6757,237837,1275,25280,1910,212557,2248,1818726,2437,371895,1473,121759,6154,250136,5945,1141256,1700,207390,7520,933866,7547,305575,1441,49587,2670,255988,3074,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,931203,797,447682,1407,103850,875,40185,3573,63665,3425,273176,1016,42356,3346,230820,3418,70656,647,5350,914,65306,1158,483521,1246,99921,829,38524,3006,61397,3179,297506,819,57270,3332,240236,3488,86094,634,7836,1287,78258,1404,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,660682,666,311147,1154,59831,613,27712,2295,32119,2352,221903,1297,39687,3220,182216,3438,29413,869,5050,965,24363,1179,349535,1105,57584,610,29640,2215,27944,2280,247687,722,58069,3335,189618,3318,44264,548,10733,1508,33531,1521,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19960169,3766,9652725,8224,2080662,5282,938438,16721,1142224,16581,5826380,5787,584500,15467,5241880,16850,1745683,3300,208835,6675,1536848,7068,10307444,7951,2012739,5698,881705,15303,1131034,15375,6161807,5652,836581,14992,5325226,15577,2132898,3781,343594,8937,1789304,9333,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,10024056,3586,4822637,8741,1277089,6500,525586,13042,751503,12956,2994158,5137,219389,8920,2774769,11145,551390,3086,64313,3777,487077,4867,5201419,8152,1222245,6787,524992,11078,697253,11006,3260260,4109,353860,9267,2906400,10862,718914,2601,116646,3993,602268,5071,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1375062,2629,676267,2913,158354,1087,52419,3298,105935,3509,412667,2818,53955,3803,358712,4057,105246,812,11150,1567,94096,1760,698795,1911,152641,1143,49689,3566,102952,3601,418534,1428,59770,3385,358764,3750,127620,798,17730,1774,109890,1871,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1632247,1674,810197,3168,220680,2425,83425,4612,137255,4716,477005,2381,41144,3593,435861,4413,112512,1278,9652,1592,102860,1599,822050,2915,210659,2154,79687,4886,130972,4890,484900,2349,54643,4168,430257,4316,126491,1446,15364,1963,111127,2357,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12679860,1448,6188024,5299,1505890,3635,596186,11125,909704,11107,3912825,4309,483119,10851,3429706,10965,769309,2257,71867,3891,697442,4334,6491836,5144,1450372,3913,575598,12397,874774,11557,4045752,3132,725432,13601,3320320,13774,995712,2866,116813,4295,878899,5470,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6520267,860,3188516,4841,801710,3664,275455,7671,526255,8035,1976833,3958,182162,7617,1794671,8335,409973,2013,29416,2522,380557,3118,3331751,4790,774296,4059,274964,8375,499332,8596,2038337,3645,280008,8272,1758329,8770,519118,2389,54187,2996,464931,3324,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3080411,489,1525900,3477,370310,2373,130489,5395,239821,5471,941258,2441,105521,4983,835737,5726,214332,1274,21712,1505,192620,1883,1554511,3463,356185,2547,125750,5573,230435,5167,935131,2557,150339,5842,784792,6511,263195,1477,32033,2284,231162,2396,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2850159,1912,1405712,3914,366364,2794,117656,5289,248708,5268,857570,3048,55454,3650,802116,4861,181778,1313,13887,1276,167891,1731,1444447,3443,352630,2720,111244,5067,241386,4996,866489,2649,74152,3894,792337,4347,225328,1733,23815,2309,201513,2876,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4342711,1272,2115795,4379,515006,3444,216911,7421,298095,6730,1312316,3260,263137,8001,1049179,8103,288473,1311,35176,2242,253297,2612,2226916,4397,493181,3116,215778,6613,277403,6260,1370639,3186,345370,7563,1025269,8566,363096,2081,59331,3371,303765,3489,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4567431,2000,2202574,4773,573711,4308,280555,7428,293156,7007,1354080,3898,147758,7038,1206322,8200,274783,2301,39368,2403,235415,3100,2364857,5049,540967,4469,268708,7493,272259,7380,1466691,3027,229324,8333,1237367,8067,357199,1951,67841,3701,289358,3891,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1314849,684,642513,2362,131928,1656,51157,3073,80771,3363,399942,1898,54709,3644,345233,3714,110643,877,16272,1419,94371,1396,672336,2329,123391,1556,43016,2644,80375,3039,416252,1684,73427,4193,342825,4364,132693,1086,25891,2007,106802,2005,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5908522,2325,2843580,4292,687531,2862,225917,7035,461614,6821,1798082,3415,209029,6931,1589053,7255,357967,1695,35406,2605,322561,3060,3064942,4008,658623,3090,227104,7122,431519,7385,1940703,2637,300316,9981,1640387,10690,465616,1712,60327,2988,405289,3424,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6718090,912,3252861,3157,707095,1827,247300,7858,459795,7877,2108573,2144,417450,9842,1691123,10233,437193,1530,65547,3438,371646,3558,3465229,2989,676829,1939,237790,7939,439039,7833,2219864,1967,517371,10732,1702493,10935,568536,2057,103124,4165,465412,4286,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9810800,1072,4799205,4029,1126082,2846,449963,9675,676119,9794,2991314,3405,501209,9928,2490105,10447,681809,1892,73460,2955,608349,3463,5011595,4144,1078361,2772,427883,8326,650478,8581,3081809,2440,646118,10634,2435691,10506,851425,1841,110474,3341,740951,3357,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5431894,516,2698425,4066,657125,2962,209522,6245,447603,5719,1689980,2638,221887,5502,1468093,6523,351320,1651,30531,2011,320789,2575,2733469,4009,623853,2683,189192,5809,434661,5747,1686852,2631,291618,7158,1395234,7379,422764,1586,44875,2527,377889,2688,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2927568,1491,1399109,4578,368047,3663,202543,6267,165504,5578,845351,3018,105505,4656,739846,5061,185711,1534,28302,2505,157409,2952,1528459,4365,357617,3658,196227,5682,161390,6037,928127,2398,161582,6265,766545,7225,242715,1651,56704,2854,186011,2839,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5969392,1755,2907746,4993,709255,3600,232656,7935,476599,7742,1795118,3761,136253,5887,1658865,7027,403373,2119,31615,2262,371758,3154,3061646,4737,678459,3891,229260,8153,449199,7816,1872561,3446,202234,6342,1670327,7317,510626,2370,54693,3207,455933,4102,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,1017458,835,508620,2565,114690,1660,41042,3018,73648,2952,310193,2087,25701,2617,284492,3045,83737,698,5990,951,77747,1242,508838,2323,110479,1855,39551,2841,70928,2844,307926,1854,30850,2481,277076,2975,90433,953,8919,1069,81514,1418,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1866488,1069,924534,2849,239498,2102,67598,3542,171900,3758,565103,2115,30497,2082,534606,3059,119933,939,9535,1049,110398,1430,941954,2615,229745,2159,66641,3526,163104,3522,565396,1620,46765,3193,518631,3725,146813,1452,17227,1368,129586,1906,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2855974,1248,1419767,2255,339340,1988,121777,6015,217563,6775,882976,1555,105709,5941,777267,6258,197451,980,20727,2233,176724,2176,1436207,2149,328262,2134,114067,5890,214195,5658,887658,1683,142973,6098,744685,6404,220287,989,27328,2340,192959,2572,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1314249,866,647726,2008,134422,1277,41807,3312,92615,3462,416695,1619,31287,3028,385408,3546,96609,917,6645,1205,89964,1316,666523,1873,128510,1320,34583,2639,93927,2790,424272,1219,45433,3291,378839,3396,113741,986,8656,1402,105085,1656,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8850415,1208,4302551,3483,1018010,2318,329743,7640,688267,7577,2725311,2493,312024,9129,2413287,9266,559230,1970,60220,3287,499010,3918,4547864,3118,975764,2435,311093,7824,664671,8180,2827811,1963,421495,9571,2406316,9843,744289,2205,105904,4646,638385,4962,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2050178,1243,1007659,3417,254891,3034,138518,5669,116373,5426,604522,2911,138227,5885,466295,6231,148246,1342,17399,1641,130847,1905,1042519,3200,243524,3065,139128,5382,104396,5486,621701,1893,174205,6648,447496,6603,177294,1461,29739,2412,147555,2611,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
