B27018_089E,B27018_089M,B27018_090E,B27018_090M,B27018_091E,B27018_091M,GEO_ID,B27018_001E,B27018_001M,B27018_002E,B27018_002M,B27018_003E,B27018_003M,B27018_004E,B27018_004M,B27018_005E,B27018_005M,B27018_006E,B27018_006M,B27018_007E,B27018_007M,B27018_008E,B27018_008M,B27018_009E,B27018_009M,B27018_010E,B27018_010M,B27018_011E,B27018_011M,B27018_012E,B27018_012M,B27018_013E,B27018_013M,B27018_014E,B27018_014M,B27018_015E,B27018_015M,B27018_016E,B27018_016M,B27018_017E,B27018_017M,B27018_018E,B27018_018M,B27018_019E,B27018_019M,B27018_020E,B27018_020M,B27018_021E,B27018_021M,B27018_022E,B27018_022M,B27018_023E,B27018_023M,B27018_024E,B27018_024M,B27018_025E,B27018_025M,B27018_026E,B27018_026M,B27018_027E,B27018_027M,B27018_028E,B27018_028M,B27018_029E,B27018_029M,B27018_030E,B27018_030M,B27018_031E,B27018_031M,B27018_032E,B27018_032M,B27018_033E,B27018_033M,B27018_034E,B27018_034M,B27018_035E,B27018_035M,B27018_036E,B27018_036M,B27018_037E,B27018_037M,B27018_038E,B27018_038M,B27018_039E,B27018_039M,B27018_040E,B27018_040M,B27018_041E,B27018_041M,B27018_042E,B27018_042M,B27018_043E,B27018_043M,B27018_044E,B27018_044M,B27018_045E,B27018_045M,B27018_046E,B27018_046M,B27018_047E,B27018_047M,B27018_048E,B27018_048M,B27018_049E,B27018_049M,B27018_050E,B27018_050M,B27018_051E,B27018_051M,B27018_052E,B27018_052M,B27018_053E,B27018_053M,B27018_054E,B27018_054M,B27018_055E,B27018_055M,B27018_056E,B27018_056M,B27018_057E,B27018_057M,B27018_058E,B27018_058M,B27018_059E,B27018_059M,B27018_060E,B27018_060M,B27018_061E,B27018_061M,B27018_062E,B27018_062M,B27018_063E,B27018_063M,B27018_064E,B27018_064M,B27018_065E,B27018_065M,B27018_066E,B27018_066M,B27018_067E,B27018_067M,B27018_068E,B27018_068M,B27018_069E,B27018_069M,B27018_070E,B27018_070M,B27018_071E,B27018_071M,B27018_072E,B27018_072M,B27018_073E,B27018_073M,B27018_074E,B27018_074M,B27018_075E,B27018_075M,B27018_076E,B27018_076M,B27018_077E,B27018_077M,B27018_078E,B27018_078M,B27018_079E,B27018_079M,B27018_080E,B27018_080M,B27018_081E,B27018_081M,B27018_082E,B27018_082M,B27018_083E,B27018_083M,B27018_084E,B27018_084M,B27018_085E,B27018_085M,B27018_086E,B27018_086M,B27018_087E,B27018_087M,B27018_088E,B27018_088M,B27018_089MA,B27018_089EA,B27018_090MA,B27018_090EA,B27018_091EA,B27018_091MA,NAME,B27018_001EA,B27018_001MA,B27018_002EA,B27018_002MA,B27018_003MA,B27018_003EA,B27018_004MA,B27018_004EA,B27018_005EA,B27018_005MA,B27018_006MA,B27018_006EA,B27018_007MA,B27018_007EA,B27018_008MA,B27018_008EA,B27018_009MA,B27018_009EA,B27018_010EA,B27018_010MA,B27018_011EA,B27018_011MA,B27018_012MA,B27018_012EA,B27018_013MA,B27018_013EA,B27018_014MA,B27018_014EA,B27018_015EA,B27018_015MA,B27018_016MA,B27018_016EA,B27018_017MA,B27018_017EA,B27018_018MA,B27018_018EA,B27018_019MA,B27018_019EA,B27018_020MA,B27018_020EA,B27018_021EA,B27018_021MA,B27018_022EA,B27018_022MA,B27018_023MA,B27018_023EA,B27018_024MA,B27018_024EA,B27018_025MA,B27018_025EA,B27018_026EA,B27018_026MA,B27018_027MA,B27018_027EA,B27018_028MA,B27018_028EA,B27018_029MA,B27018_029EA,B27018_030MA,B27018_030EA,B27018_031EA,B27018_031MA,B27018_032EA,B27018_032MA,B27018_033EA,B27018_033MA,B27018_034MA,B27018_034EA,B27018_035MA,B27018_035EA,B27018_036EA,B27018_036MA,B27018_037EA,B27018_037MA,B27018_038MA,B27018_038EA,B27018_039MA,B27018_039EA,B27018_040MA,B27018_040EA,B27018_041EA,B27018_041MA,B27018_042EA,B27018_042MA,B27018_043EA,B27018_043MA,B27018_044EA,B27018_044MA,B27018_045MA,B27018_045EA,B27018_046EA,B27018_046MA,B27018_047EA,B27018_047MA,B27018_048EA,B27018_048MA,B27018_049MA,B27018_049EA,B27018_050MA,B27018_050EA,B27018_051EA,B27018_051MA,B27018_052EA,B27018_052MA,B27018_053MA,B27018_053EA,B27018_054EA,B27018_054MA,B27018_055EA,B27018_055MA,B27018_056MA,B27018_056EA,B27018_057MA,B27018_057EA,B27018_058MA,B27018_058EA,B27018_059EA,B27018_059MA,B27018_060EA,B27018_060MA,B27018_061MA,B27018_061EA,B27018_062MA,B27018_062EA,B27018_063MA,B27018_063EA,B27018_064MA,B27018_064EA,B27018_065EA,B27018_065MA,B27018_066EA,B27018_066MA,B27018_067MA,B27018_067EA,B27018_068MA,B27018_068EA,B27018_069MA,B27018_069EA,B27018_070EA,B27018_070MA,B27018_071MA,B27018_071EA,B27018_072MA,B27018_072EA,B27018_073MA,B27018_073EA,B27018_074MA,B27018_074EA,B27018_075MA,B27018_075EA,B27018_076EA,B27018_076MA,B27018_077EA,B27018_077MA,B27018_078MA,B27018_078EA,B27018_079MA,B27018_079EA,B27018_080MA,B27018_080EA,B27018_081EA,B27018_081MA,B27018_082MA,B27018_082EA,B27018_083MA,B27018_083EA,B27018_084MA,B27018_084EA,B27018_085MA,B27018_085EA,B27018_086EA,B27018_086MA,B27018_087EA,B27018_087MA,B27018_088EA,B27018_088MA,state
539049,8247,521661,8077,17388,1939,0400000US26,9694517,3407,673796,20833,218249,11633,190006,11228,28243,3100,416230,11757,230175,8704,186055,7623,39317,3124,36017,2941,3300,797,855849,26281,267671,13354,225955,12361,41716,4853,507739,15904,326426,11377,181313,8546,80439,3860,78747,3712,1692,656,655399,18781,183428,10158,134018,7781,49410,5536,372041,11309,193307,8029,178734,7484,99930,4154,98705,4050,1225,513,209520,10288,57272,5477,39312,4615,17960,3161,117512,6144,49120,4063,68392,4281,34736,2316,34581,2320,155,102,883736,25853,224924,11336,106169,8157,118755,8136,499993,14667,156015,8254,343978,11118,158819,5221,156593,5074,2226,863,852402,18890,190472,8187,56474,5077,133998,6704,498365,12575,97381,5323,400984,11634,163565,4677,161737,4743,1828,534,799185,22242,170468,8671,39221,4922,131247,7970,472287,14578,79283,4595,393004,13461,156430,5256,154779,5246,1651,586,1395360,24401,287307,10692,36107,2920,251200,10219,847104,17828,93841,4782,753263,17094,260949,7630,257117,7424,3832,999,3369270,31079,565543,12295,29869,3211,535674,11782,2264678,23252,123996,6103,2140682,22231,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
312320,6118,301484,6183,10836,1457,0400000US27,5365018,2644,233729,10464,68487,6341,56361,6306,12126,1835,148021,6118,76839,4390,71182,4562,17221,2009,16056,2070,1165,541,312640,12147,96912,7114,80366,6162,16546,3070,179175,6675,105247,4446,73928,4715,36553,2585,35435,2533,1118,566,305396,13443,93922,7502,69126,6430,24796,3422,159996,7079,89762,5085,70234,4495,51478,3285,50801,3127,677,678,95470,7121,28326,3858,16937,3102,11389,2616,50540,4361,24252,2729,26288,3141,16604,1598,16306,1579,298,200,404318,15831,116414,7137,61140,5307,55274,5141,216823,10354,80671,5455,136152,7742,71081,3348,70215,3336,866,354,429933,14770,110926,6688,43767,4901,67159,5512,241908,9077,62007,4266,179901,7683,77099,3710,76514,3680,585,270,406613,14753,101277,6659,22298,2735,78979,6261,239109,8539,39979,3437,199130,7324,66227,3326,65266,3243,961,414,795619,19672,191889,9588,20530,2965,171359,8690,478229,10678,51227,2982,427002,10720,125501,4833,123597,4807,1904,488,2381300,24830,454751,11038,18911,2571,435840,10823,1614229,15682,75964,4639,1538265,15751,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
119999,4912,116072,5008,3927,872,0400000US28,2889560,2580,301574,15351,118395,8455,107933,7950,10462,2394,168864,9218,65152,5857,103712,6895,14315,1943,13602,1908,713,350,335486,16352,105878,6771,92757,6436,13121,2705,190385,10240,86941,5103,103444,7549,39223,2907,38964,2904,259,216,278279,15837,82341,7633,64230,6194,18111,3077,148919,8872,47068,4828,101851,6661,47019,3445,46449,3409,570,406,81495,8752,23468,4102,15581,2659,7887,3004,44413,5206,11556,1797,32857,4567,13614,2122,13450,2095,164,163,306386,16603,74194,6195,43074,4906,31120,4215,178494,10948,37312,3949,141182,9453,53698,4295,52859,4319,839,454,256850,14610,60207,5812,23752,3644,36455,4757,153869,9669,24744,3469,129125,8308,42774,3143,41739,3127,1035,496,262938,14341,62968,6041,20356,3718,42612,4508,158463,9017,20442,3011,138021,8568,41507,3666,41094,3610,413,284,367556,15330,80827,5470,14174,2941,66653,5000,230452,10317,22967,3116,207485,9500,56277,3440,55148,3499,1129,549,698996,19882,109043,7332,11801,2645,97242,6614,469954,13630,29141,3243,440813,13192,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
310506,8683,298265,8628,12241,1877,0400000US29,5892155,3749,378696,14800,120385,8710,95025,8975,25360,4259,234891,8588,72012,4476,162879,6817,23420,2530,20758,2359,2662,934,496461,17951,155326,9657,122424,9251,32902,4714,286784,10881,116126,5976,170658,8492,54351,3724,53561,3693,790,396,404085,15847,115696,7646,68260,6122,47436,4938,214307,9320,66665,4402,147642,7794,74082,3699,73004,3593,1078,605,126586,10317,34201,5175,19092,4092,15109,2553,69520,5680,16315,2360,53205,5378,22865,2085,22654,2074,211,237,572493,18379,152221,8244,60060,5994,92161,6664,320352,11408,54438,3823,265914,9467,99920,5570,98838,5554,1082,437,557855,18235,134080,8399,34503,4768,99577,7489,326426,11206,45822,3646,280604,10910,97349,4362,95005,4214,2344,921,501513,16302,119236,7467,15963,2501,103273,6969,294680,11261,31404,3170,263276,9826,87597,4671,85618,4413,1979,902,877929,21276,190358,8579,17471,3086,172887,7911,543673,14621,39018,3417,504655,13618,143898,5703,140509,5675,3389,925,1976537,26455,341415,11011,17276,2652,324139,10616,1324616,18859,57785,3715,1266831,18912,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
61366,3373,58631,3395,2735,873,0400000US30,1004846,1366,63304,4561,16727,2351,13859,2218,2868,1017,42225,2925,11629,1599,30596,2487,4352,932,4093,903,259,172,83792,7661,26110,4795,18117,3472,7993,3788,48741,3908,17590,2175,31151,3125,8941,1162,8650,1138,291,233,65836,4824,17022,2216,10848,1912,6174,1702,36134,3104,11056,1771,25078,2603,12680,1674,12519,1659,161,195,23084,3767,5864,1726,3432,1296,2432,1193,11812,2239,2320,744,9492,2025,5408,975,5347,990,61,64,103833,7881,25649,3419,11178,2300,14471,2928,59564,5096,8086,1617,51478,4390,18620,1774,18473,1793,147,162,95118,7689,23409,3506,6433,1940,16976,3022,54040,4208,7746,1953,46294,3935,17669,2193,17633,2194,36,47,86965,6304,18851,2500,4423,1165,14428,2458,50791,4066,5586,1143,45205,3617,17323,2186,17250,2199,73,59,147566,8002,31925,3617,4506,1195,27419,3476,87830,5224,7625,1407,80205,4936,27811,2192,27562,2196,249,191,335348,10827,55334,4171,4975,1307,50359,4148,218648,7121,12351,1866,206297,6550,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
103935,3900,98443,3659,5492,1057,0400000US31,1837329,1761,96195,6162,34408,3995,25591,3677,8817,1642,54901,3741,14399,1611,40502,3533,6886,1087,6360,1097,526,277,135026,8821,43594,4777,30301,3691,13293,2395,78651,4852,23907,2765,54744,4017,12781,1562,12781,1562,0,155,111700,7250,33930,3997,24148,3928,9782,1863,56266,3767,12781,1706,43485,3338,21504,1823,21404,1823,100,129,37637,5137,10921,2604,7040,1909,3881,1257,19971,2797,3943,1024,16028,2316,6745,976,6729,975,16,27,171469,9208,51087,4488,17775,2535,33312,4247,94078,5699,12169,1614,81909,5362,26304,1960,25769,1878,535,266,170860,10069,45621,4955,9642,1826,35979,4511,97495,5632,9142,1374,88353,5296,27744,2254,27357,2282,387,282,157633,10894,44550,4305,5123,1637,39427,4050,90547,6219,5814,1026,84733,5904,22536,2316,22313,2302,223,143,279983,11084,70867,5277,7620,1491,63247,4972,170805,7492,11592,1643,159213,7423,38311,2638,37360,2577,951,422,676826,13617,128076,6071,5404,1092,122672,5974,444815,7941,19879,2098,424936,7800,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
161704,4813,153959,4915,7745,1408,0400000US32,2843025,2297,187922,12160,59250,6517,48178,5988,11072,2603,117415,7000,53257,4576,64158,4896,11257,1899,9203,1680,2054,892,230119,14347,78098,7461,56939,7013,21159,3443,128335,8098,57516,4865,70819,6360,23686,2308,22394,2309,1292,693,210169,12785,69519,7095,38885,5401,30634,3922,110906,7316,39145,3742,71761,6011,29744,2580,29116,2531,628,384,76871,9279,21436,3993,8710,2467,12726,3217,44240,5204,12805,2490,31435,3922,11195,2044,10410,1976,785,641,294598,14827,85588,7684,34517,5523,51071,5634,167216,9475,40280,5074,126936,8313,41794,3179,39338,3121,2456,1046,293717,16789,73159,6726,18449,3256,54710,5552,179086,10750,26374,3105,152712,9453,41472,3136,39599,3230,1873,727,245233,14261,53918,5553,9807,2213,44111,5070,153435,9525,21031,2917,132404,8944,37880,3277,35125,3040,2755,959,416153,16421,88362,6852,13021,3586,75341,5858,268785,11691,27331,2964,241454,10957,59006,3557,54479,3350,4527,1437,888243,18935,128504,6650,7557,1812,120947,6565,598035,14243,43722,3607,554313,13941,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
94511,4005,90385,4214,4126,947,0400000US33,1286530,1517,46789,5705,13575,3087,10419,2817,3156,1270,28303,3662,12356,1750,15947,2918,4911,858,4534,828,377,251,59236,6087,14017,2379,11408,2267,2609,1071,37380,4026,19671,2667,17709,2865,7839,1378,7760,1349,79,130,52250,4843,12426,2989,10332,2663,2094,1086,28351,2763,14283,2091,14068,2175,11473,1672,11327,1670,146,160,16786,3303,4121,1522,3026,1257,1095,619,9433,1970,4541,1807,4892,1073,3232,795,3209,800,23,39,83004,7085,19975,3524,11603,2422,8372,2441,45131,4181,13659,2406,31472,3425,17898,1951,17817,1948,81,78,91900,7858,19507,3092,8600,1979,10907,2355,54757,5215,9681,1966,45076,4858,17636,1971,17566,1980,70,87,92730,7256,20145,2964,7125,2017,13020,2396,54791,4796,7439,1589,47352,4458,17794,1961,17535,1970,259,191,193768,11023,42840,4425,6563,1499,36277,3967,115872,6626,10050,1880,105822,5897,35056,2977,34438,2846,618,457,650067,14351,111579,5168,5295,1176,106284,5163,443977,8764,18212,2510,425765,9023,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
617414,9934,581492,9751,35922,3079,0400000US34,8774480,3323,437079,19002,139182,10358,113330,10083,25852,4404,263372,11056,127100,7283,136272,8842,34525,3271,30436,2787,4089,1246,509024,21500,169056,11453,135587,10205,33469,4493,272150,11664,147344,7878,124806,7758,67818,3548,65470,3549,2348,871,476266,19662,136512,8751,98944,7382,37568,4397,262637,12429,116015,7374,146622,7885,77117,4539,74052,4174,3065,1255,141080,11509,38289,5401,26697,4459,11592,2850,76448,6777,28775,3286,47673,5116,26343,2589,25216,2569,1127,635,604849,24248,149902,8888,86011,7129,63891,5476,346669,15764,97558,7029,249111,12801,108278,5905,104519,5794,3759,1060,591116,25229,139819,10376,53467,5790,86352,7877,347367,16234,68801,5572,278566,14274,103930,5464,99951,5322,3979,1454,530631,20220,116906,8504,34736,4692,82170,6513,321283,13232,43656,4085,277627,12283,92442,4297,88552,4142,3890,1301,1068659,29169,237791,11450,44392,4936,193399,9950,655216,19296,79417,4918,575799,18750,175652,7175,168767,7002,6885,1568,4415776,40344,845951,14706,42039,4718,803912,14655,2952411,28719,139118,6762,2813293,27023,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
118457,4160,113036,3955,5421,1314,0400000US35,2037063,1913,178683,11293,63948,6448,58310,5866,5638,1523,103423,6173,60297,4575,43126,4206,11312,2022,10170,1945,1142,454,238917,15874,77105,7988,67897,7658,9208,2352,136956,9299,81291,6139,55665,5574,24856,2447,23834,2330,1022,619,175475,11593,50380,5553,40444,5003,9936,2366,95620,6758,48658,3819,46962,5306,29475,2861,28393,2788,1082,701,52541,6415,13788,3084,10084,2228,3704,1757,30229,4057,15054,2675,15175,2390,8524,1364,8500,1365,24,38,222018,14968,61998,7346,37656,5859,24342,4032,126042,8547,44579,5158,81463,6634,33978,3666,33715,3670,263,229,196052,13429,49510,5955,22901,3291,26609,4758,115876,8073,29292,3556,86584,6263,30666,2880,30313,2891,353,213,152352,11818,36874,5109,13303,2683,23571,4211,92517,7565,19744,3176,72773,7037,22961,2518,22316,2382,645,397,238238,14945,52186,5748,12583,2619,39603,4899,140766,9338,19949,2401,120817,8055,45286,3279,43807,3206,1479,631,582787,15017,87719,6163,13692,2534,74027,5338,376611,10557,41862,4146,334749,9470,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
1163541,14107,1089710,14922,73831,5156,0400000US36,19267869,5816,1335126,33044,413338,18175,364268,17432,49070,4963,827792,19486,480546,12411,347246,13154,93996,5360,85331,4925,8665,1711,1634535,32787,496684,17779,430203,15866,66481,7302,910891,19322,623976,15925,286915,13627,226960,8180,221187,8064,5773,1408,1266935,31466,359797,16310,275084,14594,84713,7345,690977,18840,392747,14117,298230,11868,216161,8122,211253,7890,4908,1212,367056,19542,95066,8056,62699,6804,32367,4521,207374,12622,101326,7554,106048,8356,64616,4004,63724,3986,892,388,1512358,36082,361050,16120,201823,11468,159227,10240,886787,22070,332751,13663,554036,17311,264521,7142,257171,6853,7350,1696,1437624,29927,330079,13120,135692,7897,194387,11326,858110,19910,228100,9726,630010,17216,249435,6264,241755,5922,7680,1633,1316442,31153,287840,12936,92770,8004,195070,10875,807258,21487,172107,9637,635151,18691,221344,7591,213658,7606,7686,1428,2408811,44191,485074,14809,101019,7591,384055,13580,1553933,31821,240405,10027,1313528,27795,369804,9177,355627,9176,14177,1931,7988982,56310,1307471,21898,96951,6929,1210520,21992,5517970,40981,374050,10680,5143920,39636,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
514606,8421,497189,8586,17417,1863,0400000US37,9734531,5458,697610,23041,237689,12543,202364,11409,35325,4664,423626,13073,136681,6909,286945,10450,36295,2913,33004,2443,3291,1098,908945,25526,291946,13509,252459,13863,39487,4691,517514,15913,207201,9226,310313,12022,99485,5075,98013,4876,1472,645,796881,24000,236228,12100,172544,10336,63684,5699,426167,15291,123371,7702,302796,12571,134486,5935,132135,5859,2351,873,247156,15605,68504,7597,48284,5515,20220,4226,139601,8728,35226,3557,104375,7526,39051,3443,38394,3423,657,485,989471,26953,255978,11521,133274,7704,122704,8369,579666,17055,110775,6689,468891,14681,153827,6428,151941,6454,1886,688,907178,26812,203181,11070,70231,6241,132950,8444,549751,16723,79723,6784,470028,14559,154246,5949,150475,5914,3771,1040,788471,25174,172099,9452,34700,4293,137399,8173,483657,17405,57990,5105,425667,16167,132715,6216,130750,6209,1965,673,1268167,33339,253139,11112,33243,3967,219896,10791,806268,22951,75975,4714,730293,21628,208760,7510,204870,7494,3890,975,3130652,37024,535525,13712,27403,3494,508122,13030,2080521,25570,108924,5073,1971597,24266,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
