GEO_ID,B27020_001E,B27020_001M,B27020_002E,B27020_002M,B27020_003E,B27020_003M,B27020_004E,B27020_004M,B27020_005E,B27020_005M,B27020_006E,B27020_006M,B27020_007E,B27020_007M,B27020_008E,B27020_008M,B27020_009E,B27020_009M,B27020_010E,B27020_010M,B27020_011E,B27020_011M,B27020_012E,B27020_012M,B27020_013E,B27020_013M,B27020_014E,B27020_014M,B27020_015E,B27020_015M,B27020_016E,B27020_016M,B27020_017E,B27020_017M,NAME,B27020_001MA,B27020_001EA,B27020_002EA,B27020_002MA,B27020_003MA,B27020_003EA,B27020_004MA,B27020_004EA,B27020_005MA,B27020_005EA,B27020_006MA,B27020_006EA,B27020_007EA,B27020_007MA,B27020_008EA,B27020_008MA,B27020_009EA,B27020_009MA,B27020_010MA,B27020_010EA,B27020_011MA,B27020_011EA,B27020_012EA,B27020_012MA,B27020_013EA,B27020_013MA,B27020_014MA,B27020_014EA,B27020_015MA,B27020_015EA,B27020_016MA,B27020_016EA,B27020_017EA,B27020_017MA,state
0400000US01,4781070,1376,4612919,7284,4184854,16542,3097530,25395,1728862,18061,428065,14917,168151,7293,61080,4108,54276,4012,48221,3982,15012,1939,6804,1504,107071,6767,57669,4510,52317,4439,7839,1826,49402,5320,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,713082,1787,655994,4586,560588,6908,439125,9639,192505,6510,95406,5195,57088,4044,31055,2999,26895,2966,23044,2511,7671,1592,4160,1096,26033,2751,19633,2539,15804,2063,4802,1457,6400,1273,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6719354,1844,5821274,16080,5320147,21835,3779452,28715,2289994,29207,501127,16563,898080,15883,376791,9634,339612,9166,239156,7747,147533,7140,37179,3723,521289,16179,331619,11250,203527,8452,148958,8249,189670,11278,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2924307,1290,2782265,5362,2552823,11475,1712532,21898,1210550,17634,229442,10218,142042,5457,46641,4115,39752,3468,32654,3226,12858,1765,6889,2104,95401,5667,54185,4528,47854,4421,7389,1859,41216,5131,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38649621,4947,28035026,47947,26487667,49930,18548386,67722,10777688,55437,1547359,23253,10614595,47575,5280216,35041,4973377,34170,3356559,30634,2131776,24734,306839,9851,5334379,45241,3871312,39699,2232915,28587,1761611,31694,1463067,25696,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5367335,2710,4835405,13313,4558218,17314,3496573,21907,1593275,20508,277187,11846,531930,13471,205253,8030,190594,7497,143958,6822,70628,3944,14659,2414,326677,11893,185901,8951,137833,6923,55494,5249,140776,8889,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3537983,1086,3021111,14148,2907294,16167,2232525,18485,1035903,15882,113817,7669,516872,14139,251708,8152,239571,7776,177694,6918,94766,5621,12137,2269,265164,12417,180596,8967,135249,7060,54238,5620,84568,8069,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,931203,797,844115,5564,804934,7298,606295,10390,326441,9503,39181,4328,87088,5433,39204,3212,37096,3088,29338,2914,13886,1671,2108,1151,47884,4369,34675,3557,27905,2905,8011,1849,13209,2758,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,660682,666,566006,5793,549509,6090,395902,7971,209256,7288,16497,2851,94676,5653,41480,3942,40131,3748,30868,3351,13538,2042,1349,794,53196,5214,46062,4357,38791,4220,8590,1937,7134,2530,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19960169,3766,15903217,41388,14229269,43376,10143933,50663,6299333,40923,1673948,32183,4056952,41947,2182263,25713,1926869,24714,1335708,20326,802355,15930,255394,10651,1874689,39556,1142482,29356,857035,23521,337505,13040,732207,26652,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,10024056,3586,9012486,17780,7973717,26893,5966910,41621,2965901,28527,1038769,21374,1011570,16656,424968,11785,367020,10978,313823,10923,90723,4257,57948,6344,586602,16645,294919,12808,262198,12186,38995,4427,291683,12851,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1375062,2629,1126460,9094,1089923,8816,872410,10644,379642,8800,36537,3453,248602,9035,142717,6246,136418,6305,105849,5649,54090,3613,6299,1373,105885,6511,94190,6043,73005,4852,27166,2942,11695,2345,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1632247,1674,1538928,5624,1385416,10589,1079634,15394,512012,10995,153512,8801,93319,5543,35690,3013,31399,2897,25352,2844,11027,2081,4291,1397,57629,5376,35087,4261,30776,3969,5979,1755,22542,3655,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12679860,1448,10865165,22040,10355914,24429,7787745,43970,3807175,35691,509251,15562,1814695,21942,874137,15086,811823,15008,608767,13692,304351,8648,62314,4904,940558,18435,611834,15783,454262,13423,176189,9122,328724,12763,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6520267,860,6200485,8154,5656312,16799,4400746,26983,2011444,22285,544173,17171,319782,8150,122480,6361,109526,5988,90531,5355,35149,3610,12954,2085,197302,7738,126668,6370,103062,5597,28128,3666,70634,5535,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3080411,489,2932365,6059,2808228,9617,2254866,15559,1003140,16102,124137,7299,148046,6020,55103,4057,50957,3766,41594,3439,15493,1956,4146,1103,92943,5450,66256,4945,52126,4065,16855,2797,26687,3462,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2850159,1912,2647162,7770,2451766,11602,2009795,15815,786439,11304,195396,9689,202997,7759,75319,4706,67245,4737,57664,4522,17177,1909,8074,1496,127678,7171,70640,5107,64798,4986,7357,1565,57038,5804,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4342711,1272,4186740,8144,3964343,13477,2733330,24806,1788172,19679,222397,9924,155971,8161,57404,4658,53558,4698,41022,3912,19736,2511,3846,1185,98567,6087,63342,5622,46792,4062,18819,4264,35225,3655,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4567431,2000,4384921,8022,3898445,18121,2754776,27198,1623008,17468,486476,15508,182510,8079,74886,5016,65298,4389,50194,3649,23034,2437,9588,1802,107624,6703,58057,4205,48332,4397,11503,2185,49567,5240,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
