GEO_ID,C25121_001E,C25121_001M,C25121_002E,C25121_002M,C25121_003E,C25121_003M,C25121_004E,C25121_004M,C25121_005E,C25121_005M,C25121_006E,C25121_006M,C25121_007E,C25121_007M,C25121_008E,C25121_008M,C25121_009E,C25121_009M,C25121_010E,C25121_010M,C25121_011E,C25121_011M,C25121_012E,C25121_012M,C25121_013E,C25121_013M,C25121_014E,C25121_014M,C25121_015E,C25121_015M,C25121_016E,C25121_016M,C25121_017E,C25121_017M,C25121_018E,C25121_018M,C25121_019E,C25121_019M,C25121_020E,C25121_020M,C25121_021E,C25121_021M,C25121_022E,C25121_022M,C25121_023E,C25121_023M,C25121_024E,C25121_024M,C25121_025E,C25121_025M,C25121_026E,C25121_026M,C25121_027E,C25121_027M,C25121_028E,C25121_028M,C25121_029E,C25121_029M,C25121_030E,C25121_030M,C25121_031E,C25121_031M,NAME,C25121_001MA,C25121_001EA,C25121_002EA,C25121_002MA,C25121_003MA,C25121_003EA,C25121_004EA,C25121_004MA,C25121_005EA,C25121_005MA,C25121_006EA,C25121_006MA,C25121_007EA,C25121_007MA,C25121_008EA,C25121_008MA,C25121_009EA,C25121_009MA,C25121_010EA,C25121_010MA,C25121_011EA,C25121_011MA,C25121_012MA,C25121_012EA,C25121_013EA,C25121_013MA,C25121_014EA,C25121_014MA,C25121_015EA,C25121_015MA,C25121_016EA,C25121_016MA,C25121_017EA,C25121_017MA,C25121_018EA,C25121_018MA,C25121_019MA,C25121_019EA,C25121_020EA,C25121_020MA,C25121_021EA,C25121_021MA,C25121_022EA,C25121_022MA,C25121_023MA,C25121_023EA,C25121_024MA,C25121_024EA,C25121_025MA,C25121_025EA,C25121_026MA,C25121_026EA,C25121_027MA,C25121_027EA,C25121_028MA,C25121_028EA,C25121_029EA,C25121_029MA,C25121_030MA,C25121_030EA,C25121_031EA,C25121_031MA,state
0400000US01,1253595,13117,65350,4045,26710,2694,13960,1763,15892,1815,8788,1317,120855,4970,48525,3391,32753,2596,26419,2364,13158,1459,194394,6570,58693,3597,50320,3599,57203,3919,28178,2483,171974,4674,33808,2705,45435,3529,63787,2763,28944,2462,248330,5778,32879,2604,50792,3327,107101,4818,57558,3872,452692,9287,20439,2417,45605,3134,164753,6426,221895,6095,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,159922,3409,3978,790,797,271,381,205,707,303,2093,669,6059,868,1079,347,893,281,1437,411,2650,655,12102,1398,2911,722,796,263,3831,769,4564,956,16447,1750,2768,956,1265,459,5071,1085,7343,1314,26816,2059,2852,825,1600,390,6574,1163,15790,1653,94520,3044,2461,574,1730,603,12574,1679,77755,3290,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1524828,12566,71535,3441,18533,1714,11133,1552,21297,2190,20572,1956,105607,4156,28794,2371,19320,2636,33269,2345,24224,2337,200703,6786,34104,2693,33670,2579,75095,3330,57834,3726,206854,6499,27572,2217,27941,2585,84941,4461,66400,3521,298711,7752,23714,2131,28979,2300,123209,5003,122809,5515,641418,9288,19178,1689,22163,1868,155902,5475,444175,7057,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,746000,10027,35983,2948,14335,1994,8414,1219,8498,1570,4736,1068,77719,3751,31790,2592,20722,2037,18528,2013,6679,1202,121827,4910,35934,2604,32514,2646,38796,2913,14583,1811,113682,5058,27265,2428,28971,2692,41562,3026,15884,1820,151070,5280,22796,2111,32705,2675,69328,3895,26241,2199,245719,6233,15074,1838,29904,2310,98505,4181,102236,3790,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6910823,27840,205425,5742,22590,1968,10577,1621,28102,2759,144156,4747,342364,9279,44948,2608,23382,2314,56032,3822,218002,7347,641157,10382,55973,3495,32127,2274,113486,5007,439571,8058,665534,11192,42126,2615,30575,2314,105376,4874,487457,9894,1095990,14744,39137,2894,30545,2190,141823,5090,884485,13666,3960353,22987,45214,2922,30866,2310,178885,5478,3705388,23006,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1322618,9565,35946,2336,4898,972,2562,687,8995,1354,19491,1892,62706,3911,10765,1718,6940,1144,18500,1646,26501,2554,123582,5371,14955,2139,10064,1388,38859,2945,59704,3201,147332,5254,11030,1672,10385,1517,46437,3373,79480,3721,236133,7407,9385,1396,9774,1403,64224,3153,152750,6010,716919,8577,9084,1471,7605,1227,78698,3844,621532,7807,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,889035,8413,19454,2369,1201,488,1004,415,6658,1234,10591,1556,35474,2657,2392,529,1960,602,14215,1771,16907,1669,70324,3810,3876,874,4612,943,26127,2263,35709,2580,79911,4215,3769,1021,4958,992,28574,2447,42610,3017,135508,4574,3624,797,6598,1161,51549,3112,73737,3520,548364,7722,6026,1055,7233,1316,93434,4538,441671,7152,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,249681,4261,8199,1329,935,447,1035,526,2119,649,4110,995,13131,1655,2447,774,1221,419,4586,884,4877,952,29073,2420,3775,947,2760,717,9632,1404,12906,1601,30522,2516,2891,994,1868,535,12122,1790,13641,1698,47868,3067,2805,766,2684,855,15440,2148,26939,1925,120888,4021,1687,619,1899,587,22683,2144,94619,4017,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,112555,3556,2539,710,71,87,0,200,217,190,2251,666,3523,997,278,215,0,200,309,217,2936,998,6781,1268,100,98,47,81,672,402,5962,1210,7364,1263,231,205,30,51,717,394,6386,1257,12053,1462,228,192,74,91,1253,501,10498,1259,80295,3236,1130,429,421,329,1873,664,76871,3167,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4760071,23483,232820,7758,52893,3738,43332,3049,67860,4584,68735,4106,393697,9044,99896,4937,83084,4613,118985,5286,91732,4912,700668,12326,138217,5661,140603,5645,236190,7228,185658,6892,660233,11809,90686,4382,113762,5746,244649,7688,211136,7210,910334,14298,81533,4346,125406,6331,354600,9255,348795,7674,1862319,17409,54838,3812,106151,5578,471779,11456,1229551,13879,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
