GEO_ID,C15010_001E,C15010_001M,C15010_002E,C15010_002M,C15010_003E,C15010_003M,C15010_004E,C15010_004M,C15010_005E,C15010_005M,C15010_006E,C15010_006M,NAME,C15010_001EA,C15010_001MA,C15010_002EA,C15010_002MA,C15010_003EA,C15010_003MA,C15010_004MA,C15010_004EA,C15010_005MA,C15010_005EA,C15010_006EA,C15010_006MA,state
0400000US13,2000113,23602,641664,12608,178239,7328,485769,13201,273021,7857,421420,10331,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,309194,7309,110773,4493,27619,2637,61107,4040,41200,3048,68495,3384,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,276912,8063,92786,4437,30241,3267,50346,3857,45560,3351,57979,4769,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2853540,19777,932408,13871,269244,7784,619650,10340,384915,9605,647323,11335,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1088120,15750,305153,10421,134069,5717,226250,7707,185666,6382,236982,7020,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,556591,10137,169312,6301,54940,3034,116686,4973,103090,4308,112563,4942,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,599063,9804,175589,6377,64756,3219,129649,5591,105871,4052,123198,4950,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,696174,11766,203689,6880,78840,3807,137156,5620,119107,5369,157382,5604,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,718058,12282,200267,6491,88487,4992,144280,5480,121677,5702,163347,5788,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,289553,6473,102732,4918,28277,2305,39879,3234,45189,2738,73476,3986,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1591614,16703,645663,11482,138044,5967,295580,9227,157419,5436,354908,9213,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1951689,18354,780836,13607,158139,5977,364241,9242,175035,6580,473438,10122,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1870473,17484,609561,11084,194451,5930,397446,8720,277764,7078,391251,7094,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1284007,14149,429808,8527,123550,4588,252884,7460,185440,5878,292325,7260,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,406599,10174,100307,4681,55009,4073,84900,5345,87213,5067,79170,4725,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1140860,14799,342021,7886,113391,5183,246469,7526,184485,6686,254494,7639,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,216174,6467,71556,4044,23757,2207,35787,2846,39252,2818,45822,3237,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,372288,7587,103636,4162,40424,2126,84020,3759,71497,4035,72711,3249,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,463681,8424,147490,5698,42672,3527,105846,4990,61003,3920,106670,4576,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,334313,7826,123948,5117,31664,2612,63342,4156,42482,3410,72877,4038,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2318073,20712,854811,12238,195024,6970,527062,11610,259221,7681,481955,10732,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,364462,7922,127327,5244,32978,2717,57214,3896,58421,4343,88522,4769,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4778463,27143,1623429,18862,415315,9628,895311,14057,548835,9788,1295573,16770,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1991057,18267,687074,11358,182823,7071,402340,8988,269287,8189,449533,9628,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,143403,5280,40867,2655,20868,2002,27786,2377,27259,2143,26623,2570,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2115116,20597,650627,10959,233599,9054,448383,10480,342930,8984,439577,10102,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,630004,9574,182916,6293,61146,3819,143828,5871,122057,3507,120057,5058,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,901667,13664,347808,9130,79655,3963,131021,5609,100430,5093,242753,7548,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2641023,21056,874686,13711,276665,6124,530252,10050,396210,9047,563210,10689,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,238818,7116,80596,4418,22368,2610,45589,3555,29037,2551,61228,3723,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,890241,14519,283678,9266,85236,4965,197700,6814,131685,4954,191942,7040,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,154885,5664,47184,3350,15976,1681,29897,2102,33840,2710,27988,2853,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1151080,15383,342842,8493,117853,5295,256625,7884,171712,6087,262048,8897,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,4955374,31878,1719782,21289,445895,10888,1164460,17176,632224,11281,993013,17960,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,554712,9610,180989,6480,55741,3634,104661,4910,77687,3398,135634,5677,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,162072,4879,60132,3061,12850,1504,18942,1883,22690,1787,47458,2727,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2102044,20628,863355,13564,159477,5677,397325,9279,201524,6501,480363,9099,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1670893,18010,685505,12688,146243,5719,274943,8027,166411,6041,397791,9698,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,254414,8130,74797,4588,32048,2557,44434,3576,51203,3237,51932,3257,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1112458,12771,340019,7533,125112,5432,225032,6701,182504,5229,239791,7467,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,102034,5245,35634,2857,10228,1670,14729,1712,21140,2218,20303,2158,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,590228,12371,146944,7030,63591,4444,190620,6750,112350,5243,76723,4135,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
