GEO_ID,B25106_001E,B25106_001M,B25106_002E,B25106_002M,B25106_003E,B25106_003M,B25106_004E,B25106_004M,B25106_005E,B25106_005M,B25106_006E,B25106_006M,B25106_007E,B25106_007M,B25106_008E,B25106_008M,B25106_009E,B25106_009M,B25106_010E,B25106_010M,B25106_011E,B25106_011M,B25106_012E,B25106_012M,B25106_013E,B25106_013M,B25106_014E,B25106_014M,B25106_015E,B25106_015M,B25106_016E,B25106_016M,B25106_017E,B25106_017M,B25106_018E,B25106_018M,B25106_019E,B25106_019M,B25106_020E,B25106_020M,B25106_021E,B25106_021M,B25106_022E,B25106_022M,B25106_023E,B25106_023M,B25106_024E,B25106_024M,B25106_025E,B25106_025M,B25106_026E,B25106_026M,B25106_027E,B25106_027M,B25106_028E,B25106_028M,B25106_029E,B25106_029M,B25106_030E,B25106_030M,B25106_031E,B25106_031M,B25106_032E,B25106_032M,B25106_033E,B25106_033M,B25106_034E,B25106_034M,B25106_035E,B25106_035M,B25106_036E,B25106_036M,B25106_037E,B25106_037M,B25106_038E,B25106_038M,B25106_039E,B25106_039M,B25106_040E,B25106_040M,B25106_041E,B25106_041M,B25106_042E,B25106_042M,B25106_043E,B25106_043M,B25106_044E,B25106_044M,B25106_045E,B25106_045M,B25106_046E,B25106_046M,NAME,B25106_001EA,B25106_001MA,B25106_002MA,B25106_002EA,B25106_003MA,B25106_003EA,B25106_004MA,B25106_004EA,B25106_005MA,B25106_005EA,B25106_006EA,B25106_006MA,B25106_007EA,B25106_007MA,B25106_008MA,B25106_008EA,B25106_009MA,B25106_009EA,B25106_010MA,B25106_010EA,B25106_011MA,B25106_011EA,B25106_012EA,B25106_012MA,B25106_013MA,B25106_013EA,B25106_014MA,B25106_014EA,B25106_015MA,B25106_015EA,B25106_016MA,B25106_016EA,B25106_017EA,B25106_017MA,B25106_018MA,B25106_018EA,B25106_019MA,B25106_019EA,B25106_020MA,B25106_020EA,B25106_021MA,B25106_021EA,B25106_022MA,B25106_022EA,B25106_023MA,B25106_023EA,B25106_024EA,B25106_024MA,B25106_025MA,B25106_025EA,B25106_026EA,B25106_026MA,B25106_027MA,B25106_027EA,B25106_028MA,B25106_028EA,B25106_029EA,B25106_029MA,B25106_030MA,B25106_030EA,B25106_031EA,B25106_031MA,B25106_032MA,B25106_032EA,B25106_033MA,B25106_033EA,B25106_034MA,B25106_034EA,B25106_035EA,B25106_035MA,B25106_036MA,B25106_036EA,B25106_037EA,B25106_037MA,B25106_038MA,B25106_038EA,B25106_039MA,B25106_039EA,B25106_040EA,B25106_040MA,B25106_041MA,B25106_041EA,B25106_042EA,B25106_042MA,B25106_043MA,B25106_043EA,B25106_044MA,B25106_044EA,B25106_045MA,B25106_045EA,B25106_046EA,B25106_046MA,state
0400000US01,1846390,11341,1253595,13117,169074,5879,31030,2662,32978,2634,105066,4851,194394,6570,93579,4211,38003,3163,62812,3739,171974,4674,94270,3727,41989,3152,35715,2648,248330,5778,164856,4642,60690,3980,22784,2421,452692,9287,387911,8973,53706,3542,11075,1723,17131,2330,592795,11428,185984,7621,4479,1103,17772,2619,163733,6941,116572,5693,12193,1758,35633,3305,68746,4672,74277,5042,22842,2627,35567,3614,15868,2248,72584,3948,45761,3524,22494,2368,4329,845,60412,4460,54837,4247,4870,1149,705,429,15583,2139,67383,3533,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,250185,2685,159922,3409,9745,1113,1520,455,1069,359,7156,1040,12102,1398,3719,714,2994,834,5389,949,16447,1750,6207,888,2600,835,7640,1341,26816,2059,11071,1292,7345,1288,8400,1418,94520,3044,65331,2623,22752,2134,6437,1156,292,213,90263,3323,14909,1823,203,136,1271,597,13435,1771,13403,1616,601,255,1602,538,11200,1626,12137,1542,879,298,3592,915,7666,1428,16498,2259,4657,1170,6179,1187,5662,1282,26088,2440,18408,2042,6041,1016,1639,694,82,92,7146,882,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2463008,12455,1524828,12566,154508,4782,25918,2360,21106,1861,107484,4433,200703,6786,71856,3923,37152,2799,91695,4838,206854,6499,92743,3734,45308,2984,68803,4248,298711,7752,157660,5888,87688,4332,53363,3452,641418,9288,507743,8707,105080,4174,28595,2697,22634,2347,938180,12431,204972,6678,3758,880,9122,1677,192092,6650,191599,6826,7576,1623,37575,3303,146448,6282,144688,5796,19016,2348,67938,4127,57734,3726,160422,6432,61663,4208,77670,4717,21089,2365,161467,7436,129949,6256,27525,2531,3993,1157,26469,2996,48563,3502,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1144663,8300,746000,10027,105533,4293,22780,2054,19225,1990,63528,3320,121827,4910,55916,3021,26942,2649,38969,2768,113682,5058,67182,3560,28387,2886,18113,2096,151070,5280,109460,4266,32186,2709,9424,1654,245719,6233,218460,5820,22715,2455,4544,1101,8169,1339,398663,8123,118946,5544,2743,842,11363,1567,104840,5798,91819,4836,7879,1435,32665,3270,51275,3498,54105,3939,20873,2205,24729,3222,8503,1517,47131,3197,33358,2661,12209,2023,1564,748,37924,3413,35314,3259,2114,812,496,379,11375,2107,37363,3315,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12896357,19487,6910823,27840,494166,10881,47527,3241,47594,3092,399045,9770,641157,10382,155937,5100,97467,4195,387753,8600,665534,11192,207781,5458,111341,4884,346412,9503,1095990,14744,386954,8159,236749,7388,472287,11113,3960353,22987,2239594,17561,1096616,15679,624143,12946,53623,3293,5985534,26745,1164969,14314,15439,1985,72496,4138,1077034,13907,1038040,15817,30749,2654,83190,4778,924101,14379,821839,13589,45493,3478,207969,7274,568377,11536,992992,18142,167473,6742,405012,10112,420507,12604,1662542,18124,908906,13667,576738,12288,176898,6741,110709,5148,194443,6774,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2074735,7548,1322618,9565,91192,4162,9442,1051,10600,1301,71150,3790,123582,5371,39007,2742,19583,1961,64992,4059,147332,5254,53718,2897,30874,2689,62740,3726,236133,7407,102215,4636,70950,4267,62968,4422,716919,8577,521717,8433,155133,5450,40069,3076,7460,1289,752117,9473,143472,5318,4080,1252,10429,1792,128963,5118,144133,6147,6680,1480,20931,2767,116522,5121,123325,5880,11704,1943,41172,3585,70449,4228,138975,6037,37196,3369,63584,3901,38195,3350,164421,5705,113918,4946,43935,3200,6568,1377,13514,1989,24277,2521,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1343703,6712,889035,8413,49506,3411,635,361,820,382,48051,3365,70324,3810,3351,666,12662,1485,54311,3176,79911,4215,12356,1525,20753,1976,46802,3286,135508,4574,41429,3109,40005,3198,54074,3758,548364,7722,340998,7040,143954,4808,63412,3587,5422,1188,454668,8901,110846,5591,2694,821,13530,1877,94622,5219,76949,4574,3821,1253,7856,1350,65272,4248,69764,4181,6066,1308,22675,2428,41023,3449,75049,4612,18496,2366,38905,3457,17648,2113,93210,4656,63687,3553,24691,2293,4832,1354,10797,1765,18053,2116,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,352595,3920,249681,4261,19199,1818,1001,355,2374,707,15824,1696,29073,2420,8604,1452,4392,1104,16077,1817,30522,2516,11975,1550,6398,1108,12149,1843,47868,3067,23132,2254,12336,1585,12400,1679,120888,4021,89973,3758,25594,2216,5321,994,2131,723,102914,4301,20217,2672,265,255,1994,653,17958,2632,18718,1953,855,374,1797,626,16066,1816,15027,1903,907,450,5375,1012,8745,1568,17573,2038,5814,1342,9332,1400,2427,692,21825,2229,17635,2238,4141,1040,49,80,2757,837,6797,1396,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,281787,3030,112555,3556,5657,1205,234,232,325,240,5098,1187,6781,1268,1416,584,485,217,4880,1088,7364,1263,2145,595,1049,425,4170,988,12053,1462,4348,834,2939,763,4766,950,80295,3236,53178,2616,19810,1940,7307,1196,405,237,169232,4150,34749,2813,1565,581,3937,926,29247,2737,22407,2668,2301,714,2557,803,17549,2326,18238,1649,2190,590,3731,1135,12317,1582,23675,2571,3642,976,8388,1544,11645,1929,60570,3186,30625,2220,23494,2487,6451,1223,4182,950,5411,1090,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7463184,23147,4760071,23483,556454,9781,72719,4362,71984,4318,411751,9170,700668,12326,229897,7715,140037,6464,330734,9107,660233,11809,284774,7692,147631,6003,227828,6949,910334,14298,482240,10908,242756,8314,185338,7057,1862319,17409,1392772,16836,349974,8595,119573,5553,70063,4515,2703113,22882,612882,11676,7462,1213,31800,2591,573620,11804,574814,13104,16056,2360,66107,4437,492651,11571,426501,11355,32108,3049,165095,7450,229298,7508,454150,12795,127309,6458,217695,8256,109146,6156,444241,12379,298425,9598,119486,6503,26330,2878,68517,4602,122008,5699,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
