GEO_ID,B23022_001E,B23022_001M,B23022_002E,B23022_002M,B23022_003E,B23022_003M,B23022_004E,B23022_004M,B23022_005E,B23022_005M,B23022_006E,B23022_006M,B23022_007E,B23022_007M,B23022_008E,B23022_008M,B23022_009E,B23022_009M,B23022_010E,B23022_010M,B23022_011E,B23022_011M,B23022_012E,B23022_012M,B23022_013E,B23022_013M,B23022_014E,B23022_014M,B23022_015E,B23022_015M,B23022_016E,B23022_016M,B23022_017E,B23022_017M,B23022_018E,B23022_018M,B23022_019E,B23022_019M,B23022_020E,B23022_020M,B23022_021E,B23022_021M,B23022_022E,B23022_022M,B23022_023E,B23022_023M,B23022_024E,B23022_024M,B23022_025E,B23022_025M,B23022_026E,B23022_026M,B23022_027E,B23022_027M,B23022_028E,B23022_028M,B23022_029E,B23022_029M,B23022_030E,B23022_030M,B23022_031E,B23022_031M,B23022_032E,B23022_032M,B23022_033E,B23022_033M,B23022_034E,B23022_034M,B23022_035E,B23022_035M,B23022_036E,B23022_036M,B23022_037E,B23022_037M,B23022_038E,B23022_038M,B23022_039E,B23022_039M,B23022_040E,B23022_040M,B23022_041E,B23022_041M,B23022_042E,B23022_042M,B23022_043E,B23022_043M,B23022_044E,B23022_044M,B23022_045E,B23022_045M,B23022_046E,B23022_046M,B23022_047E,B23022_047M,B23022_048E,B23022_048M,B23022_049E,B23022_049M,NAME,B23022_001MA,B23022_001EA,B23022_002EA,B23022_002MA,B23022_003EA,B23022_003MA,B23022_004EA,B23022_004MA,B23022_005MA,B23022_005EA,B23022_006EA,B23022_006MA,B23022_007MA,B23022_007EA,B23022_008EA,B23022_008MA,B23022_009EA,B23022_009MA,B23022_010EA,B23022_010MA,B23022_011EA,B23022_011MA,B23022_012MA,B23022_012EA,B23022_013MA,B23022_013EA,B23022_014EA,B23022_014MA,B23022_015EA,B23022_015MA,B23022_016EA,B23022_016MA,B23022_017MA,B23022_017EA,B23022_018MA,B23022_018EA,B23022_019EA,B23022_019MA,B23022_020EA,B23022_020MA,B23022_021EA,B23022_021MA,B23022_022MA,B23022_022EA,B23022_023MA,B23022_023EA,B23022_024MA,B23022_024EA,B23022_025EA,B23022_025MA,B23022_026EA,B23022_026MA,B23022_027MA,B23022_027EA,B23022_028MA,B23022_028EA,B23022_029MA,B23022_029EA,B23022_030EA,B23022_030MA,B23022_031EA,B23022_031MA,B23022_032MA,B23022_032EA,B23022_033MA,B23022_033EA,B23022_034MA,B23022_034EA,B23022_035MA,B23022_035EA,B23022_036EA,B23022_036MA,B23022_037EA,B23022_037MA,B23022_038MA,B23022_038EA,B23022_039MA,B23022_039EA,B23022_040MA,B23022_040EA,B23022_041EA,B23022_041MA,B23022_042EA,B23022_042MA,B23022_043MA,B23022_043EA,B23022_044MA,B23022_044EA,B23022_045MA,B23022_045EA,B23022_046MA,B23022_046EA,B23022_047EA,B23022_047MA,B23022_048EA,B23022_048MA,B23022_049MA,B23022_049EA,state
0400000US01,3116624,4708,1522212,4770,1118592,8576,954910,8886,806104,9575,17172,2019,32339,2948,37109,3359,29183,3415,33003,3576,135479,6163,59866,4570,3012,934,10257,1614,18841,2623,16562,2158,26941,2574,28203,2557,8374,1714,429,297,2085,751,2046,617,4550,864,10719,1614,403620,8989,1594412,4286,1035249,11266,741829,12159,619666,10909,12188,1840,30681,2531,29818,3188,24086,3108,25390,2615,240935,8073,118689,6049,5029,911,20395,2367,30417,3281,29663,2694,36742,3429,52485,3421,14452,1955,1059,667,4988,932,5835,1099,9292,1465,16859,1693,559163,10898,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,500385,1888,266864,1638,229502,2750,193527,3336,140421,3309,3769,860,10236,1669,16922,2133,12648,1658,9531,1452,29018,2443,10869,1337,890,471,2169,733,4393,1056,3839,1002,6858,1254,6957,1256,2156,757,175,173,309,312,746,372,634,317,2937,787,37362,2804,233521,1795,179500,2863,128534,3667,96247,3458,2370,703,8317,1298,8840,1459,6227,1334,6533,1198,40631,2921,18491,2151,923,358,3979,807,6741,1236,4455,812,6042,1130,10335,1354,2835,824,49,46,986,443,1419,556,1636,678,3410,786,54021,2711,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4273210,4522,2141464,3218,1646511,9588,1356732,12492,1152718,12123,23014,2547,55338,4073,51398,4439,35842,3101,38422,3873,240896,8378,110252,5408,7516,1470,24492,2829,34442,3157,28644,2807,35550,3212,48883,4374,11462,2006,1043,571,3308,1034,4694,986,7120,1520,21256,2467,494953,9404,2131746,3125,1447785,13015,1032378,12946,849583,11981,16744,1929,51854,3743,44468,3467,32386,3176,37343,3296,341319,8804,177675,7295,9300,1652,35116,2876,46305,3646,32125,2833,40798,3664,74088,3804,20207,2220,2216,720,5857,906,8297,1408,11962,1578,25549,2565,683961,12875,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1874393,3671,930105,3103,698547,6519,591530,6846,496772,7571,9048,1566,24330,2485,22796,2642,18163,2268,20421,2477,87832,3852,36230,3033,1600,651,9276,1488,15781,1939,10166,1460,14779,1788,19185,2558,5736,1499,95,134,1062,508,2613,797,2665,725,7014,1438,231558,6284,944288,3599,631389,8336,463139,7953,385392,7930,7122,1452,22340,2582,17202,2002,15584,2429,15499,2164,133270,4857,67857,3877,4589,992,11202,1937,16292,2290,14527,1796,18803,2030,34980,3153,8399,1448,969,460,3311,965,5532,1222,4398,993,12371,1696,312899,8048,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,25879089,10596,13023252,7928,10178543,23971,8322217,25929,7023893,32989,172617,6330,357632,9990,324952,9677,220963,8529,222160,8717,1528042,18955,760985,12383,43169,3417,155068,7138,190081,7707,168646,6614,210093,7793,328284,8761,89529,5193,6887,1250,18410,2086,41440,3112,45727,3322,126291,5085,2844709,24337,12855837,7015,8683665,27048,5878895,27839,4861841,28578,121689,5594,289540,8699,245070,8184,170425,6651,190330,6969,2265094,21962,1252931,19081,79128,4581,223945,7372,256400,7690,214122,7648,238568,6848,539676,11625,158385,5873,13805,1560,42757,3165,68013,4024,78447,4586,178269,6351,4172172,28125,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3622166,4093,1845566,3146,1570070,8758,1316091,9416,1112203,10786,33512,3580,60190,3589,46977,3026,32493,3413,30716,2895,207531,6962,89470,5002,6006,1033,23253,2352,28164,2739,25225,2464,35413,3129,46448,3536,9301,1489,1237,400,3789,1061,4506,1127,5960,1113,21655,2395,275496,8126,1776600,3694,1354420,10309,928351,10406,771968,10934,23385,2672,43775,3736,40821,3401,24007,2724,24395,2314,342085,7748,175899,6388,11013,1417,38266,3370,46268,3524,33982,2976,36657,3148,83984,4045,20518,2012,2162,553,8530,1285,10475,1800,11283,1567,31016,2493,422180,10248,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2357594,3129,1165935,2684,951145,6717,785882,8168,664386,8551,11897,1680,32295,2973,31669,3219,21221,2336,24414,2643,129216,5185,57544,3577,2912,840,10993,1531,16954,1797,18221,2376,22592,2463,36047,2921,7291,1468,872,470,3192,886,4793,1002,6103,1238,13796,1541,214790,7280,1191659,2763,902948,7205,603083,7422,508627,7384,11763,1737,31107,2590,21310,2563,15260,2071,15016,1849,234613,7215,128406,5371,6588,1115,24571,2526,27163,2521,22830,2529,25055,2617,65252,3577,16907,2287,1830,526,5134,1051,10067,1421,11325,1725,19989,2124,288711,7412,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,604426,1835,293572,1469,232690,3552,192128,4216,163212,4565,3331,1128,7301,1135,6900,1385,5964,1530,5420,1045,32952,2773,14025,2195,954,473,3893,1144,4318,1063,4620,995,5142,1121,7610,1457,1649,704,98,118,623,420,1149,640,1017,477,3074,931,60882,3264,310854,1401,231299,3987,163036,4640,141655,4461,2044,674,6662,1399,4992,1273,4654,1183,3029,792,56906,3133,29263,2725,2166,718,4464,1002,7061,1250,5928,1185,8024,1277,11357,1836,2731,710,152,164,1304,606,1389,775,2018,829,3763,943,79555,4138,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,487615,1476,234080,1207,190156,2746,159810,4005,135002,3648,2749,791,6738,1913,4780,1098,4416,1039,6125,1243,23303,2900,8868,1822,573,377,1823,615,2431,816,2503,743,7105,1589,7043,1568,1506,628,485,389,970,590,1269,656,1102,556,1711,551,43924,2736,253535,1052,197922,3082,154658,3359,128520,3572,3491,1039,8606,1365,4838,1073,3175,928,6028,1453,32833,2634,13492,1719,1069,412,2878,752,5657,1317,3754,1176,5983,1232,10431,1245,1982,629,324,280,836,414,2136,621,1974,624,3179,900,55613,3054,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,12694963,9133,6271096,7105,4759972,20872,3933433,22738,3382702,24510,65875,4510,153153,6827,135835,6763,90481,5473,105387,6120,700099,16889,345985,12796,18301,1998,63842,5071,93155,5586,78697,5414,100119,5999,126440,6474,33295,3332,1838,583,10000,1998,14102,2346,16908,2071,50297,4348,1511124,21148,6423867,7535,4456218,21822,3213083,19959,2743298,21456,52712,3909,142668,7438,118959,5495,81031,5596,74415,5541,1046354,15700,565993,12611,32648,3623,99840,5201,132046,6493,98123,5310,117704,6940,196781,7421,53490,3679,5539,1292,17162,2607,22652,2497,30336,2999,67602,4601,1967649,22093,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
