GEO_ID,B15011_001E,B15011_001M,B15011_002E,B15011_002M,B15011_003E,B15011_003M,B15011_004E,B15011_004M,B15011_005E,B15011_005M,B15011_006E,B15011_006M,B15011_007E,B15011_007M,B15011_008E,B15011_008M,B15011_009E,B15011_009M,B15011_010E,B15011_010M,B15011_011E,B15011_011M,B15011_012E,B15011_012M,B15011_013E,B15011_013M,B15011_014E,B15011_014M,B15011_015E,B15011_015M,B15011_016E,B15011_016M,B15011_017E,B15011_017M,B15011_018E,B15011_018M,B15011_019E,B15011_019M,B15011_020E,B15011_020M,B15011_021E,B15011_021M,B15011_022E,B15011_022M,B15011_023E,B15011_023M,B15011_024E,B15011_024M,B15011_025E,B15011_025M,B15011_026E,B15011_026M,B15011_027E,B15011_027M,B15011_028E,B15011_028M,B15011_029E,B15011_029M,B15011_030E,B15011_030M,B15011_031E,B15011_031M,B15011_032E,B15011_032M,B15011_033E,B15011_033M,B15011_034E,B15011_034M,B15011_035E,B15011_035M,B15011_036E,B15011_036M,B15011_037E,B15011_037M,B15011_038E,B15011_038M,B15011_039E,B15011_039M,NAME,B15011_001MA,B15011_001EA,B15011_002MA,B15011_002EA,B15011_003MA,B15011_003EA,B15011_004MA,B15011_004EA,B15011_005EA,B15011_005MA,B15011_006MA,B15011_006EA,B15011_007EA,B15011_007MA,B15011_008EA,B15011_008MA,B15011_009MA,B15011_009EA,B15011_010MA,B15011_010EA,B15011_011EA,B15011_011MA,B15011_012MA,B15011_012EA,B15011_013EA,B15011_013MA,B15011_014EA,B15011_014MA,B15011_015MA,B15011_015EA,B15011_016EA,B15011_016MA,B15011_017MA,B15011_017EA,B15011_018EA,B15011_018MA,B15011_019EA,B15011_019MA,B15011_020MA,B15011_020EA,B15011_021EA,B15011_021MA,B15011_022EA,B15011_022MA,B15011_023MA,B15011_023EA,B15011_024EA,B15011_024MA,B15011_025EA,B15011_025MA,B15011_026EA,B15011_026MA,B15011_027EA,B15011_027MA,B15011_028MA,B15011_028EA,B15011_029EA,B15011_029MA,B15011_030EA,B15011_030MA,B15011_031EA,B15011_031MA,B15011_032EA,B15011_032MA,B15011_033EA,B15011_033MA,B15011_034MA,B15011_034EA,B15011_035EA,B15011_035MA,B15011_036EA,B15011_036MA,B15011_037EA,B15011_037MA,B15011_038EA,B15011_038MA,B15011_039MA,B15011_039EA,state
0400000US01,792876,14677,366201,9531,101281,5449,41911,3522,4170,1043,27406,3137,3999,1216,23795,2659,178052,5872,69771,4201,11818,1829,50375,3006,13398,1765,32690,2727,86868,3275,34811,2591,4432,856,23388,2054,9953,1267,14284,1696,426675,9300,140238,6547,34013,2724,22163,2571,26402,2729,23676,2713,33984,3266,212155,6472,41822,3163,29613,2754,47428,3560,50568,3474,42724,3043,74282,3908,10620,1696,7228,1391,7751,1260,34248,2818,14435,1926,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,139416,4807,67843,3222,21870,2070,8380,1458,868,500,5613,1481,873,354,6136,1308,34588,2074,15930,1848,1869,579,5255,1149,3876,1014,7658,1131,11385,1187,5565,845,691,353,1736,641,1442,488,1951,565,71573,3067,25344,2124,8074,1225,3939,930,3650,1103,3174,946,6507,1127,36223,2071,10655,1581,3894,870,6067,1244,6854,1043,8753,1288,10006,1117,1983,567,1593,587,174,139,4166,774,2090,580,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1257449,16239,621477,10626,165864,5615,71401,4016,9589,1584,36512,3084,6727,1277,41635,3058,283111,7041,117269,4438,16678,1905,77416,4037,17973,2350,53775,3565,172502,5122,74069,3332,8316,1231,43896,2727,19225,2035,26996,2115,635972,10827,197652,6059,59176,3436,24766,2659,36246,2753,29355,2646,48109,3533,298986,6714,71056,3750,42642,3642,63073,4203,57029,3678,65186,3910,139334,5027,23639,2212,17465,1775,14749,1746,52963,3099,30518,2468,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,433381,7690,198339,5631,62185,3497,25005,3016,2348,797,17938,2202,2848,798,14046,2157,87846,4615,34006,2995,4579,1020,24687,2211,6826,1271,17748,2005,48308,2720,19836,1697,2297,676,12679,1837,6719,1119,6777,1168,235042,5666,80428,3697,20352,2237,12936,2070,14134,2180,13561,1745,19445,2365,113772,4607,21784,2267,16213,2058,21691,1897,33773,2488,20311,2489,40842,2803,5527,1062,4064,804,4168,870,19753,2021,7330,1299,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8415690,37555,4123037,23131,1354605,15247,671873,11734,65138,4118,276003,9196,17209,2331,324382,8998,1933361,14298,952222,11076,103031,4316,419217,9083,59886,3811,399005,9971,835071,9374,416520,7210,41101,2560,164855,5103,54613,3176,157982,5589,4292653,25044,1556563,15768,587166,10647,137857,5990,266686,8815,74577,4796,490277,10254,2008240,18708,628776,10022,238845,8640,388425,9580,171998,5991,580196,9862,727850,10194,171008,5211,88306,4180,71735,3671,185298,6340,211503,6420,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1440776,13555,705075,9625,222532,6105,97858,4248,12192,2028,53749,3611,5578,1121,53155,2962,340821,6014,165161,5419,17077,1932,78577,4057,15883,1777,64123,3714,141722,3959,68000,3165,7563,1184,30196,2221,15001,1627,20962,2065,735701,8304,261202,5569,92689,4119,27495,2550,40964,2585,24267,2561,75787,3732,358193,6528,105898,4941,42163,2911,72365,3464,47356,2789,90411,4169,116306,3462,23890,1925,14686,1404,10288,1321,39053,2697,28389,2332,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,948044,12782,449332,8424,128925,5073,57162,3301,6381,1090,31454,2992,4408,1008,29520,2444,226830,4773,100511,3825,10371,1567,58206,3367,9975,1383,47767,3568,93577,3195,43052,2743,3501,754,19248,1829,8261,1306,19515,1827,498712,7657,152446,5030,53440,3208,17051,2041,21997,2322,14602,1876,45356,2985,262859,6374,71324,3701,33430,2663,51176,3183,35552,2849,71377,4128,83407,3309,17185,1710,10139,1279,4941,894,27936,2225,23206,2144,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,201929,5995,94416,3788,27224,2326,12548,1637,2142,768,6310,1672,1201,570,5023,1028,43879,2748,16932,1857,1607,611,13613,1929,2654,802,9073,1293,23313,1638,10482,1242,1114,401,5451,901,3027,737,3239,710,107513,4314,34806,2546,13108,1827,4908,1170,5199,1215,5592,1477,5999,1074,53872,3153,13325,1915,8981,1709,12150,1739,10055,1460,9361,1499,18835,1582,3937,825,2294,627,2048,635,5835,1034,4721,896,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,268345,4913,130296,3401,68736,2628,38272,2396,2396,912,8954,1426,1272,491,17842,1778,47170,2590,22299,1942,2449,963,6526,1104,1103,507,14793,1897,14390,869,7147,926,352,275,2080,759,489,192,4322,617,138049,3239,75354,2563,33484,2195,3147,743,10151,1593,2590,795,25982,2598,46127,2357,18589,1919,2372,744,4963,1144,3418,969,16785,1902,16568,1200,5376,882,1153,492,881,373,2804,576,6354,944,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4092338,35512,1987999,23727,484021,12720,190670,7765,28987,3188,138115,7223,19775,2556,106474,5470,907843,14966,365139,9114,53945,3991,270087,9957,51782,4272,166890,7225,596135,11326,241595,8208,29292,2452,168020,6403,64661,4078,92567,4685,2104339,21678,640577,12213,182508,8062,95946,6582,140984,7201,77110,5300,144029,5684,1003341,15979,226871,7454,148473,7182,230163,8170,192752,8590,205082,7523,460421,9585,76910,4316,57958,3491,48500,3657,183712,6669,93341,4985,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
