GEO_ID,B25045_001E,B25045_001M,B25045_002E,B25045_002M,B25045_003E,B25045_003M,B25045_004E,B25045_004M,B25045_005E,B25045_005M,B25045_006E,B25045_006M,B25045_007E,B25045_007M,B25045_008E,B25045_008M,B25045_009E,B25045_009M,B25045_010E,B25045_010M,B25045_011E,B25045_011M,B25045_012E,B25045_012M,B25045_013E,B25045_013M,B25045_014E,B25045_014M,B25045_015E,B25045_015M,B25045_016E,B25045_016M,B25045_017E,B25045_017M,B25045_018E,B25045_018M,B25045_019E,B25045_019M,NAME,B25045_001EA,B25045_001MA,B25045_002EA,B25045_002MA,B25045_003EA,B25045_003MA,B25045_004MA,B25045_004EA,B25045_005MA,B25045_005EA,B25045_006EA,B25045_006MA,B25045_007EA,B25045_007MA,B25045_008EA,B25045_008MA,B25045_009MA,B25045_009EA,B25045_010MA,B25045_010EA,B25045_011MA,B25045_011EA,B25045_012EA,B25045_012MA,B25045_013EA,B25045_013MA,B25045_014MA,B25045_014EA,B25045_015MA,B25045_015EA,B25045_016MA,B25045_016EA,B25045_017EA,B25045_017MA,B25045_018EA,B25045_018MA,B25045_019EA,B25045_019MA,state
0400000US01,1846390,11341,1253595,13117,38848,2257,1394,541,15433,1622,22021,1742,1214747,13299,119803,4890,714359,9716,380585,5746,592795,11428,82844,4432,16742,2033,42421,3217,23681,2273,509951,12029,201130,6800,249774,8061,59047,3475,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,250185,2685,159922,3409,10850,966,825,302,6698,806,3327,451,149072,3256,20044,1831,98458,3109,30570,1747,90263,3323,14988,1447,4497,1036,7926,1171,2565,431,75275,3267,35897,2425,34678,2847,4700,895,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2463008,12455,1524828,12566,41542,2807,2375,633,15960,1826,23207,1999,1483286,12915,142810,5929,824511,9935,515965,6549,938180,12431,127926,5855,32537,2824,60395,4380,34994,3015,810254,11604,306693,7676,413181,9275,90380,3819,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1144663,8300,746000,10027,19084,1855,968,397,7613,1257,10503,1289,726916,10004,79634,4148,413615,7914,233667,4116,398663,8123,54678,4003,11665,2073,26875,2804,16138,1932,343985,7870,138930,5661,163078,5969,41977,3013,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12896357,19487,6910823,27840,192816,5682,10193,1486,71185,3729,111438,4239,6718007,27843,536047,10887,4163652,24109,2018308,14738,5985534,26745,772835,13404,170174,7037,333496,10173,269165,7731,5212699,29564,1693024,15667,2979425,22972,540250,12200,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2074735,7548,1322618,9565,22928,2183,2267,655,10180,1394,10481,1409,1299690,9323,150104,5176,811611,7312,337975,4986,752117,9473,84261,4315,17802,2367,36945,2917,29514,2429,667856,10191,293369,7610,313887,7578,60600,3668,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1343703,6712,889035,8413,24877,2153,1427,561,8474,1242,14976,1585,864158,8177,65804,3642,554473,7179,243881,4348,454668,8901,98330,4652,21206,2462,45805,3288,31319,2536,356338,8833,113842,4696,192921,7578,49575,3180,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,352595,3920,249681,4261,7547,984,575,367,3213,844,3759,754,242134,4317,21986,2206,143256,3638,76892,2172,102914,4301,16595,1828,3621,750,7277,1327,5697,1379,86319,4137,31274,2570,44430,3242,10615,1583,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,281787,3030,112555,3556,15584,2015,2724,745,7612,1362,5248,1055,96971,3705,12455,1717,59059,2713,25457,1515,169232,4150,86370,3812,33935,2530,38246,2881,14189,1780,82862,3465,33820,2573,42169,2840,6873,1112,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7463184,23147,4760071,23483,155317,5503,6105,1327,49145,2951,100067,4932,4604754,23200,321866,9366,2507076,19302,1775812,12238,2703113,22882,352902,10567,70574,4352,155337,6880,126991,5404,2350211,21008,764393,14717,1297238,17519,288580,8681,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3656407,14418,2261166,19480,54762,3193,2997,922,24097,2174,27668,2328,2206404,19113,212234,8086,1387108,13529,607062,8338,1395241,15955,198798,7213,46730,3524,100418,5330,51650,3058,1196443,15673,458248,10722,632254,12925,105941,4756,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,445936,4817,252435,5537,9748,1413,164,118,3384,679,6200,1119,242687,5380,15040,1923,138769,4375,88878,3137,193501,4944,26894,2438,3694,910,12612,1563,10588,1779,166607,4659,61674,3234,84329,3591,20604,2142,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,597421,4571,411958,6794,5978,1182,691,419,2341,656,2946,842,405980,6564,46717,3006,235909,5370,123354,3117,185463,6126,15276,2018,3294,1000,6441,1430,5541,1128,170187,5661,72678,3846,79256,4640,18253,2033,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4794523,12954,3129641,16316,118232,4758,8986,1472,41510,2906,67736,3600,3011409,16141,303665,7474,1875239,13364,832505,8622,1664882,16458,399987,8502,117829,4779,175495,5302,106663,4939,1264895,16143,474020,9700,652838,12474,138037,5009,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2515143,11611,1714880,13299,46839,2608,5527,1059,19937,1955,21375,1660,1668041,13069,191448,6277,1007462,9588,469131,6055,800263,10613,127073,4560,31627,3164,59835,3417,35611,1851,673190,10519,269503,7211,323377,8201,80310,4252,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1247249,6782,881480,8544,19639,1552,1908,699,7576,1157,10155,1083,861841,8491,110435,3943,505563,6140,245843,3342,365769,7852,53381,3649,13944,2124,20557,1968,18880,1883,312388,8303,141538,5059,131419,5761,39431,2690,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1111582,6565,738336,7661,14580,1780,1725,751,5920,1116,6935,1054,723756,7329,91674,3491,431185,5842,200897,3743,373246,7105,47352,3448,9429,1432,21013,2334,16910,2240,325894,6651,140285,4547,144412,4921,41197,3075,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1716168,8844,1138253,12189,41137,2945,2823,983,15787,2183,22527,2246,1097116,12209,117166,4704,652157,8891,327793,4350,577915,9596,87437,4119,21474,2656,42420,2935,23543,1964,490478,9216,184316,6112,255582,7208,50580,3098,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1737908,9569,1122294,10824,43917,2760,1951,642,17438,2018,24528,2032,1078377,10398,124803,5633,638726,8789,314848,5156,615614,11160,107738,5121,27327,2765,56034,3789,24377,2794,507876,10772,206999,7001,249350,8225,51527,3647,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,545226,5325,387101,5032,10166,1366,575,331,4202,888,5389,909,376935,5032,32844,2356,229571,4267,114520,2722,158125,4266,33493,2941,6609,1483,14248,1894,12636,1706,124632,4494,38494,3044,62535,3767,23603,1917,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2177934,7798,1436159,11090,46250,3059,2520,569,18289,2036,25441,2086,1389909,11387,128499,5088,888002,9077,373408,5541,741775,10581,156951,6212,35977,3014,74144,4972,46830,3235,584824,10569,198324,6041,321204,7907,65296,3975,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2559951,9181,1579953,12525,60345,3558,5220,1127,21957,2240,33168,2426,1519608,12680,119942,5491,975149,10455,424517,6114,979998,12799,263861,7208,75590,3804,109716,5097,78555,4001,716137,12673,238665,6611,376358,9940,101114,4610,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3858532,11041,2717217,13903,89394,3938,6408,1060,40088,2730,42898,2715,2627823,13021,269311,5996,1584910,10152,773602,5773,1141315,12832,220321,7086,47603,3560,104837,4850,67881,4002,920994,12818,360404,7795,450030,10136,110560,4449,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2147262,7978,1523273,9834,30088,2048,2744,688,12464,1433,14880,1409,1493185,9839,192248,5442,921674,6469,379263,4208,623989,9511,116647,5828,26780,2721,46388,2924,43479,3043,507342,8860,219015,5236,223005,5901,65322,2968,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1104371,7926,744203,8716,26043,2336,1022,528,12014,1982,13007,1528,718160,8544,71852,4679,421262,7160,225046,3597,360168,8053,50949,4434,10635,2166,27395,2857,12919,1544,309219,9002,117018,5232,160607,5861,31594,2718,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2374180,11426,1570137,13846,44389,3073,3762,888,18376,2045,22251,1938,1525748,13819,170628,5515,897680,9387,457440,4956,804043,12651,124074,5216,26439,2829,57648,3635,39987,3262,679969,11560,276808,6923,320467,8996,82694,3720,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,414804,3749,276490,4576,5655,907,792,480,2624,582,2239,557,270835,4561,26598,2036,159331,3644,84906,2292,138314,4472,16776,2057,3802,821,7159,1320,5815,1047,121538,4238,48870,2988,54603,3373,18065,1681,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,744159,3947,490394,5329,9481,1095,782,327,3487,673,5212,923,480913,5205,65210,2903,280800,4959,134903,2480,253765,4887,31021,2352,8210,1237,12077,1698,10734,1388,222744,4931,99589,3497,94877,3735,28278,1836,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1042065,7714,562960,8151,10481,1250,967,432,3600,769,5914,924,552479,8128,56922,3686,324299,5529,171258,4152,479105,8502,69697,3948,17139,2221,34638,2645,17920,2087,409408,8218,134039,4907,225882,6518,49487,2859,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
