GEO_ID,C27002_001E,C27002_001M,C27002_002E,C27002_002M,C27002_003E,C27002_003M,C27002_004E,C27002_004M,C27002_005E,C27002_005M,C27002_006E,C27002_006M,C27002_007E,C27002_007M,C27002_008E,C27002_008M,C27002_009E,C27002_009M,C27002_010E,C27002_010M,C27002_011E,C27002_011M,C27002_012E,C27002_012M,C27002_013E,C27002_013M,C27002_014E,C27002_014M,C27002_015E,C27002_015M,C27002_016E,C27002_016M,C27002_017E,C27002_017M,C27002_018E,C27002_018M,C27002_019E,C27002_019M,C27002_020E,C27002_020M,C27002_021E,C27002_021M,NAME,C27002_001EA,C27002_001MA,C27002_002EA,C27002_002MA,C27002_003MA,C27002_003EA,C27002_004MA,C27002_004EA,C27002_005MA,C27002_005EA,C27002_006EA,C27002_006MA,C27002_007EA,C27002_007MA,C27002_008MA,C27002_008EA,C27002_009MA,C27002_009EA,C27002_010MA,C27002_010EA,C27002_011EA,C27002_011MA,C27002_012EA,C27002_012MA,C27002_013EA,C27002_013MA,C27002_014MA,C27002_014EA,C27002_015MA,C27002_015EA,C27002_016EA,C27002_016MA,C27002_017EA,C27002_017MA,C27002_018EA,C27002_018MA,C27002_019MA,C27002_019EA,C27002_020MA,C27002_020EA,C27002_021EA,C27002_021MA,state
0400000US13,10024056,3586,4822637,8741,1277089,6500,690369,12671,586720,12874,2994158,5137,2115327,18734,878831,19220,551390,3086,337010,6771,214380,6575,5201419,8152,1222245,6787,654547,11337,567698,11815,3260260,4109,2326942,16335,933318,15826,718914,2601,418736,7479,300178,7173,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1375062,2629,676267,2913,158354,1087,109042,3640,49312,3356,412667,2818,332527,4961,80140,4679,105246,812,73379,1938,31867,1889,698795,1911,152641,1143,106637,3619,46004,3644,418534,1428,342590,4506,75944,4285,127620,798,87089,2725,40531,2484,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1632247,1674,810197,3168,220680,2425,133122,4433,87558,4333,477005,2381,353041,6582,123964,6068,112512,1278,70918,2318,41594,2606,822050,2915,210659,2154,129650,4493,81009,4759,484900,2349,367367,6481,117533,6440,126491,1446,81664,2878,44827,3024,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12679860,1448,6188024,5299,1505890,3635,914607,11309,591283,11658,3912825,4309,2947115,15753,965710,15534,769309,2257,493041,5565,276268,5674,6491836,5144,1450372,3913,876782,11766,573590,12370,4045752,3132,2989595,17850,1056157,17374,995712,2866,629634,6743,366078,6699,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6520267,860,3188516,4841,801710,3664,497135,8463,304575,7987,1976833,3958,1493926,11779,482907,10892,409973,2013,271466,4247,138507,4315,3331751,4790,774296,4059,470814,9102,303482,8990,2038337,3645,1521540,9864,516797,9530,519118,2389,339458,5068,179660,5240,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3080411,489,1525900,3477,370310,2373,251887,5560,118423,5345,941258,2441,767445,7009,173813,6851,214332,1274,151045,2722,63287,2870,1554511,3463,356185,2547,242209,4339,113976,4838,935131,2557,746695,7252,188436,6853,263195,1477,189305,2929,73890,2971,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2850159,1912,1405712,3914,366364,2794,240841,4990,125523,5460,857570,3048,678850,6614,178720,6328,181778,1313,126397,2645,55381,2598,1444447,3443,352630,2720,239740,4946,112890,4907,866489,2649,694823,6318,171666,6565,225328,1733,151606,3256,73722,2887,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4342711,1272,2115795,4379,515006,3444,293400,6758,221606,7205,1312316,3260,903616,9841,408700,9815,288473,1311,183252,3365,105221,3270,2226916,4397,493181,3116,280297,6426,212884,6817,1370639,3186,933161,9835,437478,9180,363096,2081,227418,3931,135678,3806,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4567431,2000,2202574,4773,573711,4308,295877,7219,277834,7658,1354080,3898,921389,10716,432691,10453,274783,2301,159473,4169,115310,3907,2364857,5049,540967,4469,271720,6917,269247,7074,1466691,3027,1008249,10479,458442,10567,357199,1951,196594,4439,160605,4552,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1314849,684,642513,2362,131928,1656,81260,3378,50668,3278,399942,1898,288971,5229,110971,4941,110643,877,68796,2241,41847,2121,672336,2329,123391,1556,78913,3397,44478,3035,416252,1684,305264,4791,110988,4804,132693,1086,81373,2407,51320,2565,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5908522,2325,2843580,4292,687531,2862,453163,6866,234368,6995,1798082,3415,1401784,9654,396298,9464,357967,1695,259048,4063,98919,3688,3064942,4008,658623,3090,422844,7078,235779,7392,1940703,2637,1516988,9882,423715,9490,465616,1712,326755,4678,138861,4805,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6718090,912,3252861,3157,707095,1827,484798,7734,222297,7782,2108573,2144,1622546,11245,486027,10763,437193,1530,301218,3985,135975,3939,3465229,2989,676829,1939,467620,8546,209209,8618,2219864,1967,1682992,11487,536872,11314,568536,2057,373978,5428,194558,5301,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9810800,1072,4799205,4029,1126082,2846,699832,9454,426250,9373,2991314,3405,2195751,12395,795563,12325,681809,1892,514285,4302,167524,4352,5011595,4144,1078361,2772,673570,8970,404791,8719,3081809,2440,2254321,12175,827488,12316,851425,1841,629377,5189,222048,5014,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5431894,516,2698425,4066,657125,2962,460625,5752,196500,6132,1689980,2638,1350145,8737,339835,7936,351320,1651,251511,3462,99809,3435,2733469,4009,623853,2683,446569,6317,177284,6302,1686852,2631,1329863,8490,356989,8224,422764,1586,310659,3530,112105,3532,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2927568,1491,1399109,4578,368047,3663,162669,5574,205378,6181,845351,3018,547897,7027,297454,7827,185711,1534,107606,4083,78105,3695,1528459,4365,357617,3658,156108,5816,201509,5685,928127,2398,608340,8662,319787,8410,242715,1651,135337,4154,107378,4129,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5969392,1755,2907746,4993,709255,3600,458880,7199,250375,7191,1795118,3761,1363154,11090,431964,10962,403373,2119,250475,4011,152898,3878,3061646,4737,678459,3891,430330,8280,248129,8248,1872561,3446,1426461,10453,446100,9261,510626,2370,311641,5509,198985,5867,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,1017458,835,508620,2565,114690,1660,67898,3456,46792,3399,310193,2087,227187,4792,83006,4989,83737,698,54957,1518,28780,1393,508838,2323,110479,1855,67596,3009,42883,3107,307926,1854,231580,4411,76346,4092,90433,953,60154,1887,30279,1998,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1866488,1069,924534,2849,239498,2102,165775,4006,73723,4045,565103,2115,462768,4831,102335,4578,119933,939,77126,1886,42807,1946,941954,2615,229745,2159,159420,3473,70325,3503,565396,1620,463104,4739,102292,4426,146813,1452,98200,2132,48613,2107,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2855974,1248,1419767,2255,339340,1988,199588,6345,139752,5903,882976,1555,612510,9143,270466,9086,197451,980,107898,3111,89553,3148,1436207,2149,328262,2134,200189,5258,128073,5425,887658,1683,609997,6800,277661,6721,220287,989,112626,3629,107661,3422,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1314249,866,647726,2008,134422,1277,93082,3210,41340,3132,416695,1619,335741,4880,80954,4604,96609,917,68703,2039,27906,2112,666523,1873,128510,1320,93657,2931,34853,2829,424272,1219,344815,3815,79457,3658,113741,986,80952,2598,32789,2514,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8850415,1208,4302551,3483,1018010,2318,678208,8606,339802,8747,2725311,2493,2039748,12598,685563,12077,559230,1970,356342,4676,202888,4757,4547864,3118,975764,2435,652507,7812,323257,7479,2827811,1963,2125305,13100,702506,13292,744289,2205,454928,5778,289361,5604,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2050178,1243,1007659,3417,254891,3034,113798,5342,141093,5592,604522,2911,351738,7122,252784,6492,148246,1342,82567,3151,65679,3330,1042519,3200,243524,3065,105035,5405,138489,5631,621701,1893,368389,6474,253312,6626,177294,1461,98295,3180,78999,3389,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19556452,1993,9461823,5401,2152865,3863,1287016,14824,865849,14613,6077492,4059,4218195,20706,1859297,20988,1231466,2588,747033,7165,484433,7474,10094629,4885,2051513,3356,1219619,12356,831894,11716,6404204,3684,4477668,19735,1926536,19819,1638912,2955,936172,8774,702740,9079,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9855612,3797,4751881,8158,1168220,5886,641729,11465,526491,12490,2938815,5731,2104527,15882,834288,15506,644846,2781,406114,5531,238732,5722,5103731,7348,1114791,6016,612586,10762,502205,11721,3160315,4626,2296700,15907,863615,15639,828625,3148,518882,6603,309743,6698,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,740547,930,377039,2487,86876,1552,67187,2445,19689,2432,243806,2261,202648,3287,41158,2720,46357,543,33399,1303,12958,1220,363508,2331,84118,1717,65746,2520,18372,2276,224274,1779,189069,2765,35205,2962,55116,678,38808,1453,16308,1547,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11442029,985,5580642,4292,1343027,3600,845230,10277,497797,10376,3458022,4130,2571978,12896,886044,12553,779593,2043,509144,6124,270449,5732,5861387,4171,1283744,2943,805836,9440,477908,9762,3587067,3654,2604681,14887,982386,14575,990576,2712,633020,6630,357556,6397,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3830329,1616,1879929,3913,492805,2484,263568,5033,229237,5113,1138552,2987,789144,7327,349408,7159,248572,1529,159660,2396,88912,2404,1950400,3699,465613,2334,247390,5928,218223,6194,1175388,2606,818437,7100,356951,6885,309399,1801,199051,3952,110348,3705,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3991133,495,1964333,3931,438407,3017,260206,6521,178201,6447,1228321,2436,867851,9279,360470,9123,297605,1601,191480,3604,106125,3548,2026800,3856,421001,2893,242322,7698,178679,7791,1252813,2157,884580,9507,368233,9364,352986,1456,226263,4301,126723,4145,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12599417,801,6126922,4486,1372556,3169,877228,11832,495328,12029,3838463,3268,3010761,12714,827702,13054,915903,2185,639154,5918,276749,5598,6472495,4582,1312748,3539,845410,11427,467338,11526,3974024,3253,3086415,14228,887609,12825,1185723,2612,802576,7174,383147,6839,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1041268,531,503911,1754,107996,1075,70189,3005,37807,2875,324802,1365,241234,4633,83568,4509,71113,771,43858,1658,27255,1658,537357,1739,103401,1260,68878,2653,34523,2883,342248,1216,253230,4339,89018,4264,91708,1092,56381,2233,35327,2047,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4801301,2216,2312006,5104,559073,4560,310710,6977,248363,7309,1407155,3317,999624,11493,407531,11286,345778,1538,216322,4216,129456,4377,2489295,5342,527534,4391,290775,7833,236759,8348,1530952,2946,1084694,10916,446258,10700,430809,1959,264817,4785,165992,4812,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,841363,603,420831,2476,107740,1668,68317,2659,39423,2869,254171,2007,197176,3937,56995,3609,58920,1112,37688,1569,21232,1602,420532,2296,100840,1599,66309,2485,34531,2400,250543,1744,197179,3306,53364,3336,69149,1265,44724,1946,24425,1628,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6496300,2363,3140988,5917,758013,3942,431731,7837,326282,8017,1943415,5002,1365548,13605,577867,14396,439560,2438,264440,4995,175120,4764,3355312,5547,732936,3897,425359,9051,307577,8093,2073652,4034,1469046,11318,604606,10904,548724,2453,321435,5919,227289,5750,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,26990435,4141,13258486,10886,3666888,8574,1892961,21066,1773927,20662,8193983,7901,5568187,29412,2625796,28817,1397615,3734,781849,8446,615766,9074,13731949,10127,3530965,8502,1819495,19423,1711470,20122,8463174,6343,5801141,27941,2662033,27722,1737810,3978,944223,9113,793587,9589,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2971003,686,1487256,2648,467194,2076,352952,6327,114242,6263,879362,1704,705271,6337,174091,6414,140700,1187,93556,2458,47144,2397,1483747,2530,442091,2032,335208,6377,106883,6254,878354,1835,704410,6602,173944,6797,163302,1291,103760,2864,59542,2700,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,620107,172,305087,998,61555,814,35175,2128,26380,2223,194862,1134,139448,2924,55414,2989,48670,572,31390,1329,17280,1315,315020,977,58273,926,34854,2101,23419,2118,198994,837,145848,2716,53146,2711,57753,586,37665,1456,20088,1519,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,8162517,4887,3951780,6930,954410,5338,662953,9120,291457,9477,2482297,5935,1972021,14339,510276,13949,515073,2497,366285,4565,148788,4508,4210737,6301,912682,5562,639588,9813,273094,10699,2650912,4023,2118079,13064,532833,12990,647143,2491,448738,5296,198405,5158,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,7066812,2751,3509886,4902,822931,3296,515595,9321,307336,9125,2219266,4007,1665397,11307,553869,11619,467689,1812,310182,4764,157507,4882,3556926,4506,787631,3540,491831,7724,295800,7753,2220895,3127,1679777,10054,541118,9833,548400,1903,363159,5274,185241,5370,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1815505,361,890135,2573,190955,2248,102950,4429,88005,4829,550126,2121,363804,6743,186322,6539,149054,1114,97803,2963,51251,2804,925370,2531,187441,2259,101464,4119,85977,4155,559219,2033,366284,5682,192935,5928,178710,1253,118635,3514,60075,3250,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5698995,715,2820000,3594,661687,3075,450221,6693,211466,6832,1764181,2424,1407494,8038,356687,7815,394132,1716,263808,3411,130324,3346,2878995,3602,628663,2849,427604,6352,201059,6308,1771746,2083,1405325,8496,366421,8142,478586,1930,321176,3490,157410,3506,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,576557,733,288324,2364,70399,2168,47433,2732,22966,2985,179642,1874,139497,3217,40145,3423,38283,625,24974,1444,13309,1449,288233,2454,68554,2469,48037,2747,20517,2187,177558,2417,138296,3502,39262,3269,42121,666,28737,1277,13384,1312,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3447794,522,1638964,3822,379621,3557,131975,6446,247646,6641,991236,1131,425621,9193,565615,9267,268107,787,74438,3860,193669,3828,1808830,3875,357577,3619,130190,5802,227387,5842,1100267,1046,477991,8416,622276,8205,350986,892,92224,3409,258762,3446,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
