GEO_ID,B01002F_001E,B01002F_001M,B01002F_002E,B01002F_002M,B01002F_003E,B01002F_003M,NAME,B01002F_001EA,B01002F_001MA,B01002F_002MA,B01002F_002EA,B01002F_003MA,B01002F_003EA,state
0400000US01,25.6,3.3,27.2,4.2,22.3,3.9,Alabama,null,null,null,null,null,null,01
0400000US02,27.4,2.2,27.6,2.7,25.8,4.8,Alaska,null,null,null,null,null,null,02
0400000US04,28.3,0.8,27.7,0.9,28.9,1.2,Arizona,null,null,null,null,null,null,04
0400000US05,24.7,1.8,25.9,2.3,23.9,1.7,Arkansas,null,null,null,null,null,null,05
0400000US06,29.6,0.2,29.3,0.3,29.9,0.3,California,null,null,null,null,null,null,06
0400000US08,30.3,1.1,30.8,1.6,29.7,1.3,Colorado,null,null,null,null,null,null,08
0400000US09,30.3,0.9,28.2,1.6,32.5,1.1,Connecticut,null,null,null,null,null,null,09
0400000US10,28.9,4.7,30.8,4.0,27.2,3.7,Delaware,null,null,null,null,null,null,10
0400000US11,30.9,1.1,30.5,1.3,31.3,1.3,District of Columbia,null,null,null,null,null,null,11
0400000US12,32.3,0.7,31.4,0.8,33.6,1.0,Florida,null,null,null,null,null,null,12
0400000US13,25.9,1.3,26.2,1.8,25.7,1.4,Georgia,null,null,null,null,null,null,13
0400000US15,35.8,4.5,35.9,3.8,34.8,12.0,Hawaii,null,null,null,null,null,null,15
0400000US16,27.2,2.7,27.4,3.0,26.7,5.8,Idaho,null,null,null,null,null,null,16
0400000US17,29.1,0.5,29.7,0.7,28.4,0.7,Illinois,null,null,null,null,null,null,17
0400000US18,26.1,1.2,26.4,1.4,25.7,1.8,Indiana,null,null,null,null,null,null,18
0400000US19,25.8,1.7,25.6,1.8,26.3,3.9,Iowa,null,null,null,null,null,null,19
0400000US20,29.8,2.2,28.7,3.0,30.8,2.6,Kansas,null,null,null,null,null,null,20
0400000US21,23.6,2.4,25.7,4.4,21.0,2.5,Kentucky,null,null,null,null,null,null,21
0400000US22,30.2,2.3,31.3,1.2,28.5,2.7,Louisiana,null,null,null,null,null,null,22
0400000US23,22.5,2.6,31.5,10.6,19.8,3.5,Maine,null,null,null,null,null,null,23
0400000US24,29.9,1.0,30.1,0.8,29.3,1.4,Maryland,null,null,null,null,null,null,24
0400000US25,30.1,1.0,28.4,1.5,31.9,1.3,Massachusetts,null,null,null,null,null,null,25
0400000US26,27.7,1.7,28.2,3.1,27.3,2.2,Michigan,null,null,null,null,null,null,26
0400000US27,27.1,1.0,27.9,1.8,25.6,2.4,Minnesota,null,null,null,null,null,null,27
0400000US28,27.8,3.0,29.2,2.9,27.0,2.3,Mississippi,null,null,null,null,null,null,28
0400000US29,26.3,1.6,28.3,2.9,23.8,3.3,Missouri,null,null,null,null,null,null,29
0400000US30,33.5,5.4,35.1,6.3,27.3,18.7,Montana,null,null,null,null,null,null,30
0400000US31,26.3,3.5,25.7,4.7,26.7,4.4,Nebraska,null,null,null,null,null,null,31
0400000US32,29.0,1.0,29.0,1.4,29.0,1.4,Nevada,null,null,null,null,null,null,32
0400000US33,26.7,3.3,26.6,3.7,26.9,9.8,New Hampshire,null,null,null,null,null,null,33
0400000US34,31.9,0.6,31.4,0.8,32.6,1.0,New Jersey,null,null,null,null,null,null,34
0400000US35,33.5,1.6,32.3,1.6,35.3,1.6,New Mexico,null,null,null,null,null,null,35
0400000US36,31.0,0.3,29.9,0.4,32.6,0.4,New York,null,null,null,null,null,null,36
0400000US37,25.4,0.9,26.2,1.5,24.5,1.1,North Carolina,null,null,null,null,null,null,37
0400000US38,27.4,8.6,27.3,6.7,31.2,17.1,North Dakota,null,null,null,null,null,null,38
0400000US39,29.1,1.0,28.8,1.1,29.8,1.6,Ohio,null,null,null,null,null,null,39
0400000US40,26.6,1.2,26.6,1.1,26.6,2.5,Oklahoma,null,null,null,null,null,null,40
0400000US41,28.2,1.1,29.4,1.4,26.4,2.5,Oregon,null,null,null,null,null,null,41
0400000US42,28.3,0.8,28.7,1.0,27.9,0.8,Pennsylvania,null,null,null,null,null,null,42
0400000US44,30.2,3.1,30.5,3.8,29.8,3.9,Rhode Island,null,null,null,null,null,null,44
0400000US45,29.3,1.6,29.9,3.0,28.4,2.5,South Carolina,null,null,null,null,null,null,45
0400000US46,22.9,2.6,22.8,3.3,23.3,6.5,South Dakota,null,null,null,null,null,null,46
0400000US47,26.3,1.3,27.3,1.8,24.6,2.7,Tennessee,null,null,null,null,null,null,47
0400000US48,30.5,0.4,30.5,0.5,30.5,0.7,Texas,null,null,null,null,null,null,48
0400000US49,26.3,1.6,25.8,2.2,26.8,1.8,Utah,null,null,null,null,null,null,49
0400000US50,32.1,5.2,32.0,14.2,32.2,4.5,Vermont,null,null,null,null,null,null,50
0400000US51,29.4,1.1,29.4,1.3,29.5,2.0,Virginia,null,null,null,null,null,null,51
0400000US53,25.9,0.9,26.7,1.5,25.3,1.0,Washington,null,null,null,null,null,null,53
0400000US54,33.4,2.7,33.7,6.0,19.7,11.1,West Virginia,null,null,null,null,null,null,54
0400000US55,28.1,1.5,29.0,1.9,27.6,1.4,Wisconsin,null,null,null,null,null,null,55
0400000US56,26.4,4.9,35.0,12.9,23.2,10.6,Wyoming,null,null,null,null,null,null,56
0400000US72,38.4,0.9,36.9,1.3,39.6,1.1,Puerto Rico,null,null,null,null,null,null,72
