GEO_ID,B21001H_001E,B21001H_001M,B21001H_002E,B21001H_002M,B21001H_003E,B21001H_003M,B21001H_004E,B21001H_004M,B21001H_005E,B21001H_005M,B21001H_006E,B21001H_006M,B21001H_007E,B21001H_007M,B21001H_008E,B21001H_008M,B21001H_009E,B21001H_009M,B21001H_010E,B21001H_010M,B21001H_011E,B21001H_011M,B21001H_012E,B21001H_012M,B21001H_013E,B21001H_013M,B21001H_014E,B21001H_014M,B21001H_015E,B21001H_015M,B21001H_016E,B21001H_016M,B21001H_017E,B21001H_017M,B21001H_018E,B21001H_018M,B21001H_019E,B21001H_019M,B21001H_020E,B21001H_020M,B21001H_021E,B21001H_021M,B21001H_022E,B21001H_022M,B21001H_023E,B21001H_023M,B21001H_024E,B21001H_024M,B21001H_025E,B21001H_025M,B21001H_026E,B21001H_026M,B21001H_027E,B21001H_027M,B21001H_028E,B21001H_028M,B21001H_029E,B21001H_029M,B21001H_030E,B21001H_030M,B21001H_031E,B21001H_031M,B21001H_032E,B21001H_032M,B21001H_033E,B21001H_033M,NAME,B21001H_001EA,B21001H_001MA,B21001H_002MA,B21001H_002EA,B21001H_003EA,B21001H_003MA,B21001H_004EA,B21001H_004MA,B21001H_005MA,B21001H_005EA,B21001H_006EA,B21001H_006MA,B21001H_007MA,B21001H_007EA,B21001H_008EA,B21001H_008MA,B21001H_009MA,B21001H_009EA,B21001H_010EA,B21001H_010MA,B21001H_011MA,B21001H_011EA,B21001H_012EA,B21001H_012MA,B21001H_013MA,B21001H_013EA,B21001H_014MA,B21001H_014EA,B21001H_015EA,B21001H_015MA,B21001H_016MA,B21001H_016EA,B21001H_017EA,B21001H_017MA,B21001H_018MA,B21001H_018EA,B21001H_019EA,B21001H_019MA,B21001H_020MA,B21001H_020EA,B21001H_021EA,B21001H_021MA,B21001H_022MA,B21001H_022EA,B21001H_023EA,B21001H_023MA,B21001H_024MA,B21001H_024EA,B21001H_025MA,B21001H_025EA,B21001H_026EA,B21001H_026MA,B21001H_027MA,B21001H_027EA,B21001H_028EA,B21001H_028MA,B21001H_029EA,B21001H_029MA,B21001H_030MA,B21001H_030EA,B21001H_031MA,B21001H_031EA,B21001H_032MA,B21001H_032EA,B21001H_033EA,B21001H_033MA,state
0400000US13,4337431,3421,2102598,2486,571223,2600,22455,2435,548768,3589,744088,1646,86484,5148,657604,5021,368614,728,66473,4074,302141,4164,267922,876,114465,3540,153457,3634,150751,752,85194,2892,65557,2738,2234833,2051,569118,1740,4845,1206,564273,2062,752695,1788,13516,1959,739179,2701,392316,790,7471,1541,384845,1838,300364,380,3793,1012,296571,1076,220340,376,2099,606,218241,731,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,257177,1798,134574,1797,35550,1522,6369,1548,29181,1876,41045,1012,7937,1268,33108,1494,26066,166,4607,844,21459,831,21712,88,10072,970,11640,964,10201,182,6000,595,4201,595,122603,715,33289,614,1438,578,31851,761,34476,244,1055,434,33421,516,24053,182,1129,568,22924,568,18951,94,696,465,18255,472,11834,24,162,166,11672,166,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1037339,1560,511811,745,146549,851,7650,1539,138899,1689,167911,693,22811,2389,145100,2522,90041,109,19547,2055,70494,2051,66625,297,28543,2050,38082,2047,40685,227,23845,1845,16840,1845,525528,1331,142983,944,1527,733,141456,1145,167889,1170,3322,858,164567,1544,94084,137,1914,710,92170,712,69099,51,677,294,68422,289,51473,10,695,342,50778,342,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6408679,2371,3108292,1918,851552,1830,29255,2643,822297,3084,1058261,990,82670,3678,975591,3783,581225,323,65455,3419,515770,3375,369378,153,143282,3767,226096,3757,247876,160,131026,4227,116850,4255,3300387,1225,836696,1017,4167,1187,832529,1391,1060807,572,10736,1438,1050071,1536,605188,331,6102,1239,599086,1289,414417,160,2323,586,412094,605,383279,236,3736,814,379543,849,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4150168,1537,2016463,951,579662,654,20846,2250,558816,2308,687983,748,75657,3964,612326,4062,365450,324,54829,3136,310621,3155,235274,234,91121,3244,144153,3222,148094,189,77655,2740,70439,2706,2133705,1115,571331,1005,3818,1035,567513,1477,692036,943,8767,1528,683269,1822,380070,331,4993,936,375077,979,264481,264,2179,663,262302,722,225787,179,1381,503,224406,521,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2132875,1204,1041428,994,297504,833,10704,1527,286800,1812,337399,626,33761,2542,303638,2584,192838,112,28819,2193,164019,2198,124217,141,50982,1896,73235,1907,89470,168,51371,1624,38099,1621,1091447,632,288501,407,2092,650,286409,843,336130,541,4102,721,332028,854,196030,114,2189,643,193841,654,134666,167,1411,516,133255,530,136120,74,1810,524,134310,525,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1729719,1816,840941,1743,245168,1479,10515,1849,234653,2090,270248,1059,31146,2678,239102,2849,154576,78,27892,2021,126684,2036,100432,238,43087,2013,57345,1995,70517,227,36026,1685,34491,1722,888778,547,238224,602,2151,658,236073,935,274950,456,5925,888,269025,966,161928,116,2553,733,159375,725,109080,229,1502,409,107578,466,104596,240,776,302,103820,399,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2957040,1519,1427194,1124,402308,1521,15406,2161,386902,2556,495719,1108,51075,3951,444644,4070,254100,237,44606,3018,209494,3021,173468,354,66541,2961,106927,2987,101599,286,53375,2118,48224,2161,1529846,776,402454,1150,3024,981,399430,1452,508239,1237,6185,1326,502054,1904,272108,172,4176,873,267932,854,194605,194,1620,452,192985,514,152440,196,1279,486,151161,527,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2173546,2120,1055335,1705,302559,1791,13750,1778,288809,2508,354263,1437,36771,3410,317492,3684,190017,376,26080,2379,163937,2352,128587,623,48611,2509,79976,2638,79909,563,41949,1956,37960,2049,1118211,1061,303719,1032,2138,679,301581,1242,356339,1307,6416,1376,349923,1702,198563,322,2232,684,196331,823,142912,78,1653,843,141259,872,116678,114,1723,567,114955,589,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1014649,695,489383,711,119889,745,3754,875,116135,1211,161439,443,20492,2150,140947,2198,97218,193,19354,1707,77864,1689,68908,163,29255,1833,39653,1833,41929,163,24652,1138,17277,1138,525266,131,119977,53,405,258,119572,267,167529,84,2042,628,165487,635,104175,44,1668,616,102507,613,73645,22,691,304,72954,304,59940,163,926,335,59014,335,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2511900,2779,1211311,1883,324199,1533,15030,2247,309169,2496,402336,1210,42724,2771,359612,2805,231624,441,34093,2577,197531,2647,153474,495,62048,2200,91426,2155,99678,294,56656,2033,43022,2011,1300589,1562,321320,919,3023,795,318297,1222,418116,803,9616,1498,408500,1630,241960,534,4371,925,237589,993,170295,254,1864,573,168431,651,148898,2,1888,572,147010,572,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4081683,4050,1949180,2512,541278,1686,13845,1824,527433,2421,650479,1767,52596,3817,597883,4250,363408,511,46895,3051,316513,3042,236839,498,82812,3343,154027,3315,157176,185,88534,2987,68642,2983,2132503,2221,547224,1451,1515,536,545709,1598,677172,1498,4092,1064,673080,1871,388664,568,3763,908,384901,1072,271149,377,1958,596,269191,748,248294,567,3586,754,244708,974,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,5998866,2161,2932720,1550,797552,1214,25309,2088,772243,2436,973461,914,90258,4766,883203,4746,560831,143,75040,3376,485791,3380,366871,387,147827,2968,219044,2981,234005,232,122203,2959,111802,2982,3066146,1139,768571,1094,4046,864,764525,1385,973917,491,14493,1771,959424,1829,581874,393,6634,1004,575240,1108,399506,368,3572,739,395934,818,342278,179,4003,657,338275,674,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3534108,1385,1734931,1207,477946,1115,14899,1336,463047,1892,588560,537,48808,2810,539752,2872,328032,194,51531,2489,276501,2541,202619,102,87221,2315,115398,2328,137774,25,79077,2258,58697,2260,1799177,599,466286,373,3192,1036,463094,1061,581823,485,6300,1022,575523,1066,333675,115,4345,654,329330,657,218235,28,2320,553,215915,558,199158,116,1929,611,197229,628,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1340688,1326,648572,1043,175773,1759,8272,1914,167501,2761,217297,1716,21704,1974,195593,2614,114859,239,17555,2066,97304,2076,86484,429,32348,1927,54136,2031,54159,480,31198,1798,22961,1786,692116,721,173826,1351,1181,574,172645,1469,219545,1130,3796,1102,215749,1730,121322,340,1512,564,119810,669,96603,482,980,370,95623,621,80820,451,1665,658,79155,732,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3827593,2212,1856541,1644,525841,1464,24812,2638,501029,2774,618989,1089,65631,3791,553358,3920,334861,311,58852,2990,276009,2969,226213,140,102365,3201,123848,3188,150637,100,88424,2395,62213,2401,1971052,1317,522970,959,4031,1128,518939,1470,621801,703,9425,1540,612376,1744,353352,278,5663,1057,347689,1058,252903,160,1983,548,250920,576,220026,175,3414,739,216612,784,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,713487,890,356157,828,97774,725,5315,1325,92459,1383,108966,723,12163,1648,96803,1729,68911,10,14177,1602,54734,1600,49945,91,21996,1533,27949,1546,30561,108,17403,1179,13158,1184,357330,232,92257,200,1420,569,90837,627,106711,209,2739,674,103972,744,70735,15,1444,524,69291,524,48810,39,828,391,47982,387,38817,81,409,246,38408,266,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1184101,1187,578532,968,168911,843,6641,1264,162270,1506,188102,650,23187,1839,164915,1846,105644,138,16745,1423,88899,1447,67687,32,28917,1458,38770,1454,48188,20,28626,1261,19562,1262,605569,607,165704,463,948,353,164756,622,187006,472,4461,973,182545,1084,108503,112,1997,565,106506,569,73171,48,608,289,72563,296,71185,114,902,363,70283,383,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1210896,1412,613185,1082,143316,888,10851,1581,132465,1675,204481,885,27750,2339,176731,2260,115761,255,26413,2636,89348,2649,95509,332,47354,2042,48155,2039,54118,276,34588,1410,19530,1387,597711,724,138272,464,1824,767,136448,869,188088,500,3948,989,184140,1157,114244,323,3913,953,110331,991,94739,238,1535,495,93204,592,62368,102,1251,485,61117,489,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,982129,945,479186,894,125785,883,4325,1207,121460,1500,162388,260,17476,2033,144912,2031,95020,184,16603,1966,78417,1966,60442,138,27525,1583,32917,1620,35551,76,22853,1306,12698,1309,502943,232,123350,171,1260,692,122090,719,166536,130,2639,817,163897,823,97727,68,2037,812,95690,824,64255,72,702,308,63553,315,51075,31,1324,606,49751,601,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4064645,2503,1955552,1650,478116,1088,8211,1376,469905,1581,668115,805,32394,2473,635721,2559,385208,540,33300,2378,351908,2340,248690,655,82452,3304,166238,3349,175423,85,97538,2701,77885,2696,2109093,1390,461940,741,1707,683,460233,964,683316,711,3976,829,679340,1069,403398,543,2563,604,400835,779,284897,265,933,318,283964,399,275542,230,2382,595,273160,659,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,668531,1426,326316,1189,74619,1190,4572,1467,70047,1970,93577,1223,14138,1582,79439,1827,67383,540,15308,1619,52075,1706,55641,604,25587,1790,30054,1807,35096,463,22813,1194,12283,1165,342215,711,68918,1155,928,424,67990,1248,94972,1008,2896,651,92076,1246,73397,540,1187,418,72210,689,59424,611,907,443,58517,823,45504,675,699,294,44805,771,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,9003006,4915,4349239,3761,1208971,2920,27780,2698,1181191,3649,1434677,1742,89615,4146,1345062,4455,800200,921,84334,3787,715866,3846,530623,393,172989,4687,357634,4649,374768,278,189207,4684,185561,4690,4653767,2449,1210851,1254,4872,1048,1205979,1588,1439749,1459,12971,1681,1426778,2186,832590,729,6358,1075,826232,1447,599933,854,3270,785,596663,1211,570644,480,5282,975,565362,1179,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5126248,4654,2453747,3779,647512,3178,34436,3646,613076,4915,836333,2189,90527,4699,745806,5027,438758,562,73920,3500,364838,3462,331241,508,136321,3786,194920,3782,199903,508,112318,2714,87585,2742,2672501,1845,657295,2033,6828,1170,650467,2357,869647,1764,15009,1913,854638,2591,477344,272,7563,1340,469781,1312,374090,176,3234,806,370856,844,294125,365,2376,638,291749,753,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,508405,958,257744,942,88303,891,4149,1015,84154,1264,78014,333,7917,1159,70097,1177,44920,58,6976,854,37944,854,26784,65,10971,883,15813,883,19723,9,9313,972,10410,970,250661,288,78573,242,609,345,77964,406,72599,244,1988,916,70611,957,43087,61,386,152,42701,140,26911,31,117,86,26794,93,29491,67,154,99,29337,126,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
